modele,cle_modele,camp,n_items,tv_entre_identites_moyenne,plancher_humain_moyen,rapport_au_plancher,ic_bas,ic_haut,part_items_identiques,part_items_au_dessus_du_plancher,p,p_holm
Qwen3-4B-Instruct-2507,q4,gauche,147,0.0733679693877551,0.023866620988923146,3.0740828130553655,2.376906707883718,3.8971016822231936,0.3469387755102041,0.6190476190476191,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4,droite,147,0.0837428299319728,0.027087943611179412,3.09151669591528,2.4832182268276815,3.7908738011544734,0.272108843537415,0.6666666666666666,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Base,q4base,gauche,144,0.07708333333333334,0.023597788435917935,3.266549047282992,2.2331793725236526,4.419521826431907,0.5277777777777778,0.4375,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Base,q4base,droite,143,0.13651134965034964,0.027045243912713793,5.047517785046728,3.9232671805294,6.361584379923266,0.2937062937062937,0.5944055944055944,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4nogab,gauche,146,0.08055179794520548,0.023882264051772278,3.3728710883768915,2.687023763147793,4.275697865877675,0.3287671232876712,0.6232876712328768,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4nogab,droite,144,0.11488723958333333,0.02733852074966533,4.2023941469013,3.5179157482540817,4.997349408523461,0.1875,0.7777777777777778,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4gab3,gauche,145,0.07682758620689656,0.023749276440916234,3.2349442896935936,2.639158986519877,3.9237561873433564,0.2620689655172414,0.6620689655172414,4.999750012499375e-05,0.00039998000099995
Qwen3-4B-Instruct-2507,q4gab3,droite,144,0.07922006250000001,0.02708751673360107,2.924596716602317,2.436590419238318,3.4845854983801416,0.19444444444444445,0.7361111111111112,4.999750012499375e-05,0.00039998000099995
