configuration,n_attaques,n_declare,n_pool,taux_parse_moyen,exactitude,exactitude_bas,exactitude_haut,exactitude_t1_reperage,fidelite_plancher,top1,top1_bas,top1_haut,top10,top10_bas,top10_haut,rang_median,top1_hasard,courbe_pente,courbe_r,fuite_predite,fuite_predite_bas,fuite_predite_haut,dans_intervalle,sous_borne_basse
"C7-fort (openai/gpt-4.1, item)",30,30,2058,1.0,0.47222222222222227,0.43611111111111117,0.505,0.47222222222222227,0.17135950730527572,0.0,0.0,0.0,0.0,0.0,0.0,621.5250000000001,0.00048590864917395527,0.1834171499681187,0.7853671398918899,0.010978910537160894,-0.09150100302227597,0.11345882409659776,True,False
