item,panel,paire,ecart_annees,n_personnes,n_changeurs,taux_changement,derive_nette_tv,part_dirigee,n_monotone,n_contraire,n_indetermine,part_monotone_du_changement,part_contraire_du_changement,perimetre
attend,2010-2014,2010-2014,4,1298,722,0.5562403697996918,0.03929121725731893,0.07063711911357337,212,193,317,0.29362880886426596,0.2673130193905817,4 ans
pray,2010-2014,2010-2014,4,1290,637,0.4937984496124031,0.027906976744186043,0.056514913657770796,198,170,269,0.3108320251177394,0.2668759811616955,4 ans
postlife,2010-2014,2010-2014,4,1069,114,0.10664172123479888,0.011225444340505167,0.10526315789473704,63,51,0,0.5526315789473685,0.4473684210526316,4 ans
bible,2010-2014,2010-2014,4,1280,374,0.2921875,0.024218750000000004,0.08288770053475937,130,99,145,0.34759358288770054,0.2647058823529412,4 ans
reborn,2010-2014,2010-2014,4,1281,192,0.14988290398126464,0.015612802498048417,0.10416666666666678,106,86,0,0.5520833333333334,0.4479166666666667,4 ans
savesoul,2010-2014,2010-2014,4,1299,214,0.16474210931485758,0.0046189376443418195,0.028037383177570204,110,104,0,0.514018691588785,0.48598130841121495,4 ans
income,2010-2014,2010-2014,4,1134,343,0.30246913580246915,0.04673721340388008,0.1545189504373178,124,82,137,0.36151603498542273,0.239067055393586,4 ans
health,2010-2014,2010-2014,4,813,336,0.4132841328413284,0.047970479704797064,0.1160714285714286,16,118,202,0.047619047619047616,0.35119047619047616,4 ans
xmovie,2010-2014,2010-2014,4,885,149,0.16836158192090395,0.04180790960451976,0.24832214765100663,93,56,0,0.6241610738255033,0.37583892617449666,4 ans
life,2010-2014,2010-2014,4,798,242,0.3032581453634085,0.06641604010025066,0.21900826446281005,126,73,43,0.5206611570247934,0.30165289256198347,4 ans
richwork,2010-2014,2010-2014,4,475,116,0.24421052631578946,0.07999999999999999,0.3275862068965517,77,39,0,0.6637931034482759,0.33620689655172414,4 ans
natspac/y,2016-2020,2016-2020,4,732,296,0.40437158469945356,0.047814207650273235,0.11824324324324327,154,119,23,0.5202702702702703,0.40202702702702703,4 ans
natenvir/y,2016-2020,2016-2020,4,374,109,0.2914438502673797,0.0802139037433155,0.2752293577981651,65,35,9,0.5963302752293578,0.3211009174311927,4 ans
natheal/y,2016-2020,2016-2020,4,787,288,0.36594663278271916,0.06861499364675985,0.18750000000000003,143,89,56,0.4965277777777778,0.3090277777777778,4 ans
natcity/y,2016-2020,2016-2020,4,713,322,0.45161290322580644,0.09817671809256663,0.2173913043478261,164,94,64,0.5093167701863354,0.2919254658385093,4 ans
natdrug/y,2016-2020,2016-2020,4,770,307,0.3987012987012987,0.01688311688311689,0.04234527687296418,131,118,58,0.42671009771986973,0.38436482084690554,4 ans
nateduc/y,2016-2020,2016-2020,4,802,217,0.27057356608478805,0.009975062344139682,0.03686635944700472,98,90,29,0.45161290322580644,0.4147465437788018,4 ans
natrace/y,2016-2020,2016-2020,4,713,264,0.3702664796633941,0.09537166900420756,0.2575757575757575,150,82,32,0.5681818181818182,0.3106060606060606,4 ans
natarms/y,2016-2020,2016-2020,4,788,339,0.4302030456852792,0.1116751269035533,0.25958702064896755,150,62,127,0.4424778761061947,0.18289085545722714,4 ans
nataid/y,2016-2020,2016-2020,4,756,286,0.3783068783068783,0.09788359788359788,0.2587412587412587,149,75,62,0.5209790209790209,0.26223776223776224,4 ans
natfare/y,2016-2020,2016-2020,4,784,295,0.3762755102040816,0.05357142857142856,0.14237288135593218,36,117,142,0.12203389830508475,0.39661016949152544,4 ans
natroad,2016-2020,2016-2020,4,798,278,0.3483709273182957,0.040100250626566414,0.11510791366906475,127,95,56,0.4568345323741007,0.34172661870503596,4 ans
natsoc,2016-2020,2016-2020,4,780,267,0.3423076923076923,0.02820512820512821,0.08239700374531836,131,109,27,0.49063670411985016,0.40823970037453183,4 ans
natmass,2016-2020,2016-2020,4,763,291,0.381389252948886,0.017038007863695928,0.04467353951890032,107,107,77,0.36769759450171824,0.36769759450171824,4 ans
natpark,2016-2020,2016-2020,4,793,304,0.3833543505674653,0.032786885245901655,0.08552631578947373,148,122,34,0.4868421052631579,0.40131578947368424,4 ans
natchld,2016-2020,2016-2020,4,754,281,0.3726790450928382,0.04376657824933683,0.11743772241992871,145,112,24,0.5160142348754448,0.398576512455516,4 ans
natsci,2016-2020,2016-2020,4,750,324,0.432,0.044000000000000004,0.10185185185185186,149,116,59,0.45987654320987653,0.35802469135802467,4 ans
uswary,2016-2020,2016-2020,4,225,71,0.31555555555555553,0.15555555555555556,0.4929577464788733,53,18,0,0.7464788732394366,0.2535211267605634,4 ans
prayer,2016-2020,2016-2020,4,492,121,0.2459349593495935,0.09959349593495934,0.40495867768595034,85,36,0,0.7024793388429752,0.2975206611570248,4 ans
courts,2016-2020,2016-2020,4,682,225,0.32991202346041054,0.15249266862170086,0.46222222222222215,117,13,95,0.52,0.057777777777777775,4 ans
discaffw,2016-2020,2016-2020,4,258,138,0.5348837209302325,0.189922480620155,0.35507246376811585,78,29,31,0.5652173913043478,0.21014492753623187,4 ans
discaffm,2016-2020,2016-2020,4,239,144,0.602510460251046,0.08368200836820083,0.13888888888888887,66,46,32,0.4583333333333333,0.3194444444444444,4 ans
fehire,2016-2020,2016-2020,4,259,149,0.5752895752895753,0.11196911196911198,0.1946308724832215,63,38,48,0.4228187919463087,0.2550335570469799,4 ans
fechld,2016-2020,2016-2020,4,505,227,0.4495049504950495,0.03960396039603963,0.08810572687224676,61,41,125,0.2687224669603524,0.18061674008810572,4 ans
fepresch,2016-2020,2016-2020,4,504,242,0.4801587301587302,0.04365079365079361,0.09090909090909081,83,61,98,0.34297520661157027,0.25206611570247933,4 ans
fefam,2016-2020,2016-2020,4,504,233,0.4623015873015873,0.0357142857142857,0.07725321888412014,91,73,69,0.3905579399141631,0.3133047210300429,4 ans
fepol,2016-2020,2016-2020,4,482,90,0.18672199170124482,0.03319502074688796,0.17777777777777773,53,37,0,0.5888888888888889,0.4111111111111111,4 ans
wrkstat,2016-2020,2016-2020,4,809,312,0.3856613102595797,0.10506798516687268,0.27243589743589747,130,56,126,0.4166666666666667,0.1794871794871795,4 ans
evwork,2016-2020,2016-2020,4,224,10,0.044642857142857144,0.017857142857142825,0.39999999999999925,7,3,0,0.7,0.3,4 ans
partfull,2016-2020,2016-2020,4,482,88,0.1825726141078838,0.016597510373444008,0.09090909090909105,48,40,0,0.5454545454545454,0.45454545454545453,4 ans
conarmy,2016-2020,2016-2020,4,562,239,0.42526690391459077,0.06049822064056939,0.1422594142259414,57,23,159,0.2384937238493724,0.09623430962343096,4 ans
conbus,2016-2020,2016-2020,4,560,209,0.3732142857142857,0.06785714285714288,0.18181818181818188,80,42,87,0.3827751196172249,0.20095693779904306,4 ans
conclerg,2016-2020,2016-2020,4,561,212,0.3778966131907308,0.11051693404634584,0.29245283018867935,94,32,86,0.44339622641509435,0.1509433962264151,4 ans
coneduc,2016-2020,2016-2020,4,566,251,0.44346289752650175,0.06890459363957596,0.15537848605577687,88,49,114,0.350597609561753,0.1952191235059761,4 ans
confed,2016-2020,2016-2020,4,559,341,0.6100178890876565,0.15026833631484793,0.24633431085043986,193,109,39,0.5659824046920822,0.3196480938416422,4 ans
confinan,2016-2020,2016-2020,4,568,233,0.4102112676056338,0.056338028169014065,0.13733905579399136,84,52,97,0.3605150214592275,0.22317596566523606,4 ans
conjudge,2016-2020,2016-2020,4,564,253,0.44858156028368795,0.04078014184397169,0.09090909090909104,87,64,102,0.3438735177865613,0.25296442687747034,4 ans
conlabor,2016-2020,2016-2020,4,544,217,0.39889705882352944,0.03676470588235293,0.09216589861751148,50,30,137,0.2304147465437788,0.1382488479262673,4 ans
conlegis,2016-2020,2016-2020,4,561,225,0.40106951871657753,0.04812834224598936,0.12000000000000013,114,87,24,0.5066666666666667,0.38666666666666666,4 ans
conmedic,2016-2020,2016-2020,4,566,252,0.4452296819787986,0.0035335689045935953,0.007936507936507837,40,127,85,0.15873015873015872,0.503968253968254,4 ans
conpress,2016-2020,2016-2020,4,561,257,0.45811051693404636,0.0677361853832442,0.14785992217898833,59,21,177,0.22957198443579765,0.08171206225680934,4 ans
consci,2016-2020,2016-2020,4,557,216,0.3877917414721723,0.04308797127468579,0.11111111111111105,101,77,38,0.4675925925925926,0.35648148148148145,4 ans
contv,2016-2020,2016-2020,4,564,216,0.3829787234042553,0.01950354609929081,0.050925925925926,96,85,35,0.4444444444444444,0.39351851851851855,4 ans
joblose,2016-2020,2016-2020,4,238,105,0.4411764705882353,0.1848739495798319,0.41904761904761895,66,22,17,0.6285714285714286,0.20952380952380953,4 ans
jobfind,2016-2020,2016-2020,4,237,100,0.4219409282700422,0.06751054852320676,0.16,34,18,48,0.34,0.18,4 ans
happy,2016-2020,2016-2020,4,805,403,0.5006211180124224,0.15155279503105584,0.30272952853598,172,50,181,0.4267990074441687,0.12406947890818859,4 ans
hapmar,2016-2020,2016-2020,4,338,95,0.28106508875739644,0.06804733727810652,0.2421052631578948,56,36,3,0.5894736842105263,0.37894736842105264,4 ans
satjob,2016-2020,2016-2020,4,425,198,0.46588235294117647,0.06117647058823528,0.13131313131313127,98,72,28,0.494949494949495,0.36363636363636365,4 ans
spdeg*,2016-2020,2016-2020,4,339,11,0.032448377581120944,0.023598820058997057,0.7272727272727275,6,0,5,0.5454545454545454,0.0,4 ans
unemp,2016-2020,2016-2020,4,568,129,0.22711267605633803,0.07218309859154928,0.31782945736434104,85,44,0,0.6589147286821705,0.34108527131782945,4 ans
spkath/y,2016-2020,2016-2020,4,534,94,0.1760299625468165,0.022471910112359578,0.12765957446808526,53,41,0,0.5638297872340425,0.43617021276595747,4 ans
colath,2016-2020,2016-2020,4,519,139,0.2678227360308285,0.005780346820809273,0.021582733812949735,71,68,0,0.5107913669064749,0.4892086330935252,4 ans
spkrac/y,2016-2020,2016-2020,4,532,153,0.287593984962406,0.08082706766917291,0.2810457516339869,98,55,0,0.6405228758169934,0.35947712418300654,4 ans
colrac,2016-2020,2016-2020,4,526,170,0.3231939163498099,0.06844106463878324,0.21176470588235288,103,67,0,0.6058823529411764,0.3941176470588235,4 ans
librac/y,2016-2020,2016-2020,4,526,155,0.2946768060836502,0.0855513307984791,0.2903225806451613,100,55,0,0.6451612903225806,0.3548387096774194,4 ans
spkcom/y,2016-2020,2016-2020,4,519,98,0.18882466281310212,0.019267822736030865,0.10204081632653081,54,44,0,0.5510204081632653,0.4489795918367347,4 ans
colcom/y,2016-2020,2016-2020,4,506,325,0.642292490118577,0.5296442687747036,0.8246153846153847,268,0,57,0.8246153846153846,0.0,4 ans
libcom/y,2016-2020,2016-2020,4,523,98,0.18738049713193117,0.038240917782026776,0.20408163265306126,59,39,0,0.6020408163265306,0.3979591836734694,4 ans
spkhomo/y,2016-2020,2016-2020,4,527,45,0.08538899430740038,0.02846299810246678,0.3333333333333332,30,15,0,0.6666666666666666,0.3333333333333333,4 ans
colhomo,2016-2020,2016-2020,4,525,40,0.0761904761904762,0.01142857142857144,0.15000000000000013,23,17,0,0.575,0.425,4 ans
libhomo/y,2016-2020,2016-2020,4,530,71,0.1339622641509434,0.005660377358490565,0.042253521126760556,37,34,0,0.5211267605633803,0.4788732394366197,4 ans
cappun,2016-2020,2016-2020,4,754,163,0.21618037135278514,0.014588859416445638,0.06748466257668718,87,76,0,0.5337423312883436,0.4662576687116564,4 ans
polhitok/y,2016-2020,2016-2020,4,548,130,0.23722627737226276,0.04744525547445258,0.20000000000000012,78,52,0,0.6,0.4,4 ans
polabuse/y,2016-2020,2016-2020,4,555,56,0.1009009009009009,0.010810810810810811,0.10714285714285715,31,25,0,0.5535714285714286,0.44642857142857145,4 ans
polattak/y,2016-2020,2016-2020,4,559,101,0.1806797853309481,0.0769230769230769,0.4257425742574256,72,29,0,0.7128712871287128,0.2871287128712871,4 ans
grass,2016-2020,2016-2020,4,533,89,0.1669793621013133,0.08067542213883674,0.4831460674157302,66,23,0,0.7415730337078652,0.25842696629213485,4 ans
gunlaw,2016-2020,2016-2020,4,521,127,0.2437619961612284,0.009596928982725544,0.03937007874015755,66,61,0,0.5196850393700787,0.48031496062992124,4 ans
owngun,2016-2020,2016-2020,4,531,82,0.1544256120527307,0.04708097928436908,0.3048780487804876,51,26,5,0.6219512195121951,0.3170731707317073,4 ans
class,2016-2020,2016-2020,4,801,246,0.30711610486891383,0.044943820224719114,0.1463414634146342,103,67,76,0.4186991869918699,0.27235772357723576,4 ans
satfin,2016-2020,2016-2020,4,806,368,0.456575682382134,0.011166253101736967,0.024456521739130422,92,83,193,0.25,0.22554347826086957,4 ans
finalter,2016-2020,2016-2020,4,808,417,0.5160891089108911,0.023514851485148536,0.0455635491606715,155,136,126,0.37170263788968827,0.3261390887290168,4 ans
finrela,2016-2020,2016-2020,4,801,363,0.45318352059925093,0.014981273408239706,0.033057851239669436,98,164,101,0.2699724517906336,0.45179063360881544,4 ans
racdif1,2016-2020,2016-2020,4,479,119,0.24843423799582465,0.0480167014613779,0.19327731092436987,71,48,0,0.5966386554621849,0.40336134453781514,4 ans
racdif2,2016-2020,2016-2020,4,502,45,0.08964143426294821,0.009960159362549851,0.11111111111111166,25,20,0,0.5555555555555556,0.4444444444444444,4 ans
racdif3,2016-2020,2016-2020,4,492,149,0.30284552845528456,0.026422764227642254,0.08724832214765092,81,68,0,0.5436241610738255,0.4563758389261745,4 ans
racdif4,2016-2020,2016-2020,4,487,134,0.2751540041067762,0.0780287474332649,0.28358208955223885,86,48,0,0.6417910447761194,0.3582089552238806,4 ans
wlthwhts,2016-2020,2016-2020,4,244,128,0.5245901639344263,0.09836065573770492,0.1875,49,40,39,0.3828125,0.3125,4 ans
wlthblks,2016-2020,2016-2020,4,241,150,0.6224066390041494,0.1327800829875519,0.21333333333333337,60,28,62,0.4,0.18666666666666668,4 ans
racwork,2016-2020,2016-2020,4,235,84,0.3574468085106383,0.051063829787234026,0.1428571428571428,14,30,40,0.16666666666666666,0.35714285714285715,4 ans
getahead,2016-2020,2016-2020,4,534,183,0.34269662921348315,0.12546816479400746,0.3661202185792349,83,16,84,0.453551912568306,0.08743169398907104,4 ans
aged,2016-2020,2016-2020,4,560,216,0.38571428571428573,0.11071428571428568,0.2870370370370369,79,17,120,0.36574074074074076,0.0787037037037037,4 ans
parsol,2016-2020,2016-2020,4,562,289,0.5142348754448398,0.09252669039145908,0.1799307958477509,101,49,139,0.3494809688581315,0.1695501730103806,4 ans
kidssol,2016-2020,2016-2020,4,544,317,0.5827205882352942,0.15808823529411767,0.2712933753943218,122,36,159,0.38485804416403785,0.11356466876971609,4 ans
spanking,2016-2020,2016-2020,4,496,236,0.47580645161290325,0.09677419354838708,0.20338983050847453,76,28,132,0.3220338983050847,0.11864406779661017,4 ans
divlaw,2016-2020,2016-2020,4,456,204,0.4473684210526316,0.23026315789473686,0.5147058823529412,111,6,87,0.5441176470588235,0.029411764705882353,4 ans
sexeduc,2016-2020,2016-2020,4,501,35,0.06986027944111776,0.05788423153692614,0.8285714285714284,32,3,0,0.9142857142857143,0.08571428571428572,4 ans
pillok,2016-2020,2016-2020,4,488,263,0.5389344262295082,0.03688524590163936,0.0684410646387833,83,65,115,0.3155893536121673,0.24714828897338403,4 ans
xmarsex,2016-2020,2016-2020,4,528,173,0.32765151515151514,0.053030303030303,0.16184971098265885,75,47,51,0.43352601156069365,0.27167630057803466,4 ans
homosex,2016-2020,2016-2020,4,513,111,0.21637426900584794,0.02534113060428847,0.11711711711711699,33,43,35,0.2972972972972973,0.38738738738738737,4 ans
discaff,2016-2020,2016-2020,4,506,211,0.41699604743083,0.017786561264822136,0.04265402843601896,28,77,106,0.13270142180094788,0.36492890995260663,4 ans
abdefect,2016-2020,2016-2020,4,503,61,0.12127236580516898,0.029821073558648145,0.2459016393442626,38,23,0,0.6229508196721312,0.3770491803278688,4 ans
abnomore,2016-2020,2016-2020,4,506,96,0.18972332015810275,0.03162055335968378,0.1666666666666666,56,40,0,0.5833333333333334,0.4166666666666667,4 ans
abhlth,2016-2020,2016-2020,4,516,61,0.1182170542635659,0.029069767441860433,0.245901639344262,38,23,0,0.6229508196721312,0.3770491803278688,4 ans
abpoor,2016-2020,2016-2020,4,507,94,0.1854043392504931,0.047337278106508895,0.2553191489361703,59,35,0,0.6276595744680851,0.3723404255319149,4 ans
abrape,2016-2020,2016-2020,4,518,50,0.09652509652509653,0.01930501930501928,0.19999999999999973,30,20,0,0.6,0.4,4 ans
absingle,2016-2020,2016-2020,4,512,99,0.193359375,0.021484375,0.1111111111111111,55,44,0,0.5555555555555556,0.4444444444444444,4 ans
abany,2016-2020,2016-2020,4,506,97,0.191699604743083,0.0019762845849802257,0.010309278350515405,0,48,49,0.0,0.4948453608247423,4 ans
letdie1,2016-2020,2016-2020,4,237,40,0.16877637130801687,0.04219409282700423,0.25000000000000006,25,15,0,0.625,0.375,4 ans
suicide1,2016-2020,2016-2020,4,488,76,0.1557377049180328,0.008196721311475419,0.05263157894736848,40,36,0,0.5263157894736842,0.47368421052631576,4 ans
suicide2,2016-2020,2016-2020,4,502,78,0.1553784860557769,0.011952191235059764,0.07692307692307694,42,36,0,0.5384615384615384,0.46153846153846156,4 ans
suicide3,2016-2020,2016-2020,4,499,69,0.13827655310621242,0.030060120240480978,0.2173913043478262,42,27,0,0.6086956521739131,0.391304347826087,4 ans
suicide4,2016-2020,2016-2020,4,493,84,0.17038539553752535,0.024340770791075023,0.14285714285714268,48,36,0,0.5714285714285714,0.42857142857142855,4 ans
pornlaw,2016-2020,2016-2020,4,564,117,0.2074468085106383,0.010638297872340406,0.05128205128205119,14,8,95,0.11965811965811966,0.06837606837606838,4 ans
fair,2016-2020,2016-2020,4,564,180,0.3191489361702128,0.08510638297872337,0.26666666666666655,106,58,16,0.5888888888888889,0.32222222222222224,4 ans
helpful,2016-2020,2016-2020,4,565,188,0.3327433628318584,0.05309734513274335,0.15957446808510634,35,5,148,0.18617021276595744,0.026595744680851064,4 ans
trust,2016-2020,2016-2020,4,569,150,0.26362038664323373,0.01757469244288227,0.06666666666666675,13,3,134,0.08666666666666667,0.02,4 ans
tax,2016-2020,2016-2020,4,519,168,0.3236994219653179,0.015414258188824609,0.04761904761904745,81,73,14,0.48214285714285715,0.43452380952380953,4 ans
news,2016-2020,2016-2020,4,506,256,0.5059288537549407,0.11264822134387352,0.22265625000000003,100,43,113,0.390625,0.16796875,4 ans
attend,2016-2020,2016-2020,4,763,614,0.8047182175622543,0.45478374836172997,0.5651465798045602,352,58,204,0.5732899022801303,0.09446254071661238,4 ans
pray,2016-2020,2016-2020,4,795,354,0.44528301886792454,0.10440251572327044,0.2344632768361582,159,76,119,0.4491525423728814,0.21468926553672316,4 ans
postlife,2016-2020,2016-2020,4,720,85,0.11805555555555555,0.012499999999999983,0.10588235294117633,47,38,0,0.5529411764705883,0.4470588235294118,4 ans
bible,2016-2020,2016-2020,4,797,214,0.2685069008782936,0.04140526976160602,0.1542056074766355,76,43,95,0.35514018691588783,0.20093457943925233,4 ans
reborn,2016-2020,2016-2020,4,779,103,0.13222079589216945,0.0038510911424903815,0.02912621359223308,53,50,0,0.5145631067961165,0.4854368932038835,4 ans
savesoul,2016-2020,2016-2020,4,806,124,0.15384615384615385,0.007444168734491358,0.048387096774193825,65,59,0,0.5241935483870968,0.47580645161290325,4 ans
income,2016-2020,2016-2020,4,650,187,0.2876923076923077,0.06000000000000001,0.20855614973262035,78,44,65,0.41711229946524064,0.23529411764705882,4 ans
health,2016-2020,2016-2020,4,539,237,0.4397031539888683,0.05936920222634509,0.13502109704641352,74,42,121,0.31223628691983124,0.17721518987341772,4 ans
xmovie,2016-2020,2016-2020,4,567,120,0.21164021164021163,0.04585537918871252,0.21666666666666667,73,47,0,0.6083333333333333,0.39166666666666666,4 ans
life,2016-2020,2016-2020,4,537,178,0.33147113594040967,0.1173184357541899,0.35393258426966284,116,53,9,0.651685393258427,0.29775280898876405,4 ans
richwork,2016-2020,2016-2020,4,281,76,0.2704626334519573,0.11387900355871891,0.4210526315789475,54,22,0,0.7105263157894737,0.2894736842105263,4 ans
natspac/y,2006-2010,2006-2008,2,1381,466,0.33743664011585806,0.02317161477190441,0.06866952789699568,228,196,42,0.4892703862660944,0.4206008583690987,2 ans
natenvir/y,2006-2010,2006-2008,2,736,205,0.27853260869565216,0.02581521739130435,0.0926829268292683,34,15,156,0.16585365853658537,0.07317073170731707,2 ans
natheal/y,2006-2010,2006-2008,2,1492,412,0.2761394101876676,0.02882037533512062,0.10436893203883486,178,135,99,0.4320388349514563,0.3276699029126214,2 ans
natcity/y,2006-2010,2006-2008,2,1273,579,0.4548311076197958,0.04713275726630009,0.10362694300518137,277,217,85,0.4784110535405872,0.3747841105354059,2 ans
natdrug/y,2006-2010,2006-2008,2,1390,528,0.37985611510791367,0.04316546762589931,0.11363636363636372,255,195,78,0.48295454545454547,0.3693181818181818,2 ans
nateduc/y,2006-2010,2006-2008,2,1499,380,0.25350233488992663,0.015343562374916596,0.06052631578947362,177,154,49,0.46578947368421053,0.4052631578947368,2 ans
natrace/y,2006-2010,2006-2008,2,1240,446,0.3596774193548387,0.05241935483870967,0.14573991031390132,233,168,45,0.5224215246636771,0.37668161434977576,2 ans
natarms/y,2006-2010,2006-2008,2,1453,588,0.40467997247075016,0.04817618719889882,0.11904761904761904,204,134,250,0.3469387755102041,0.22789115646258504,2 ans
nataid/y,2006-2010,2006-2008,2,1448,460,0.31767955801104975,0.037292817679557964,0.11739130434782594,177,164,119,0.3847826086956522,0.3565217391304348,2 ans
natfare/y,2006-2010,2006-2008,2,1465,472,0.3221843003412969,0.04027303754266211,0.12499999999999997,230,171,71,0.4872881355932203,0.3622881355932203,2 ans
natroad,2006-2010,2006-2008,2,1466,636,0.43383356070941337,0.10163710777626193,0.23427672955974843,345,196,95,0.5424528301886793,0.3081761006289308,2 ans
natsoc,2006-2010,2006-2008,2,1431,438,0.3060796645702306,0.016771488469601647,0.054794520547945105,212,188,38,0.4840182648401826,0.4292237442922374,2 ans
natmass,2006-2010,2006-2008,2,1375,515,0.37454545454545457,0.03563636363636363,0.09514563106796114,237,188,90,0.4601941747572815,0.3650485436893204,2 ans
natpark,2006-2010,2006-2008,2,1476,501,0.3394308943089431,0.050135501355013545,0.14770459081836326,224,212,65,0.4471057884231537,0.4231536926147705,2 ans
natchld,2006-2010,2006-2008,2,1352,513,0.37943786982248523,0.036242603550295883,0.09551656920077979,253,204,56,0.49317738791423,0.39766081871345027,2 ans
natsci,2006-2010,2006-2008,2,1357,568,0.4185703758290346,0.050110537951363304,0.11971830985915494,247,179,142,0.43485915492957744,0.31514084507042256,2 ans
uswary,2006-2010,2006-2008,2,888,251,0.28265765765765766,0.07319819819819817,0.2589641434262947,158,93,0,0.6294820717131474,0.3705179282868526,2 ans
prayer,2006-2010,2006-2008,2,921,230,0.249728555917481,0.02388707926167208,0.09565217391304341,126,104,0,0.5478260869565217,0.45217391304347826,2 ans
courts,2006-2010,2006-2008,2,1368,414,0.3026315789473684,0.022660818713450298,0.07487922705314011,42,69,303,0.10144927536231885,0.16666666666666666,2 ans
discaffw,2006-2010,2006-2008,2,463,239,0.5161987041036717,0.04535637149028075,0.08786610878661083,108,87,44,0.45188284518828453,0.36401673640167365,2 ans
discaffm,2006-2010,2006-2008,2,485,272,0.5608247422680412,0.02061855670103093,0.03676470588235295,77,85,110,0.28308823529411764,0.3125,2 ans
fehire,2006-2010,2006-2008,2,492,274,0.556910569105691,0.0508130081300813,0.09124087591240876,110,85,79,0.40145985401459855,0.3102189781021898,2 ans
fechld,2006-2010,2006-2008,2,983,479,0.4872838250254323,0.030518819938962344,0.06263048016701458,222,192,65,0.46346555323590816,0.40083507306889354,2 ans
fepresch,2006-2010,2006-2008,2,978,442,0.45194274028629855,0.02351738241308792,0.0520361990950226,142,119,181,0.3212669683257919,0.2692307692307692,2 ans
fefam,2006-2010,2006-2008,2,979,470,0.48008171603677224,0.01021450459652705,0.02127659574468081,59,49,362,0.125531914893617,0.10425531914893617,2 ans
fepol,2006-2010,2006-2008,2,901,184,0.20421753607103219,0.019977802441731418,0.09782608695652178,101,83,0,0.5489130434782609,0.45108695652173914,2 ans
wrkstat,2006-2010,2006-2008,2,1534,501,0.32659713168187743,0.02672750977835723,0.08183632734530936,142,101,258,0.2834331337325349,0.20159680638722555,2 ans
evwork,2006-2010,2006-2008,2,452,38,0.084070796460177,0.04424778761061945,0.526315789473684,29,9,0,0.7631578947368421,0.23684210526315788,2 ans
partfull,2006-2010,2006-2008,2,969,133,0.13725490196078433,0.013415892672858656,0.09774436090225591,73,60,0,0.5488721804511278,0.45112781954887216,2 ans
conarmy,2006-2010,2006-2008,2,1004,394,0.39243027888446214,0.013944223107569736,0.035532994923857905,176,162,56,0.4467005076142132,0.41116751269035534,2 ans
conbus,2006-2010,2006-2008,2,984,383,0.38922764227642276,0.04268292682926825,0.10966057441253252,198,156,29,0.5169712793733682,0.4073107049608355,2 ans
conclerg,2006-2010,2006-2008,2,977,377,0.3858751279426817,0.059365404298874075,0.15384615384615377,202,144,31,0.5358090185676393,0.3819628647214854,2 ans
coneduc,2006-2010,2006-2008,2,1018,406,0.3988212180746562,0.03241650294695479,0.08128078817733984,199,166,41,0.49014778325123154,0.4088669950738916,2 ans
confed,2006-2010,2006-2008,2,989,397,0.40141557128412536,0.0404448938321537,0.10075566750629726,94,54,249,0.2367758186397985,0.13602015113350127,2 ans
confinan,2006-2010,2006-2008,2,1005,476,0.4736318407960199,0.10746268656716416,0.22689075630252098,195,87,194,0.4096638655462185,0.18277310924369747,2 ans
conjudge,2006-2010,2006-2008,2,980,411,0.4193877551020408,0.0663265306122449,0.15815085158150854,221,156,34,0.537712895377129,0.3795620437956204,2 ans
conlabor,2006-2010,2006-2008,2,925,351,0.37945945945945947,0.04540540540540547,0.11965811965811982,188,146,17,0.5356125356125356,0.41595441595441596,2 ans
conlegis,2006-2010,2006-2008,2,990,390,0.3939393939393939,0.019191919191919184,0.0487179487179487,191,172,27,0.4897435897435897,0.441025641025641,2 ans
conmedic,2006-2010,2006-2008,2,1010,415,0.41089108910891087,0.012871287128712883,0.03132530120481931,199,186,30,0.4795180722891566,0.44819277108433736,2 ans
conpress,2006-2010,2006-2008,2,1007,397,0.394240317775571,0.02780536246276067,0.07052896725440805,172,144,81,0.4332493702770781,0.36272040302267,2 ans
consci,2006-2010,2006-2008,2,944,371,0.3930084745762712,0.04978813559322037,0.12668463611859845,198,151,22,0.5336927223719676,0.40700808625336926,2 ans
contv,2006-2010,2006-2008,2,1006,421,0.41848906560636184,0.00795228628230616,0.019002375296912108,60,52,309,0.14251781472684086,0.12351543942992874,2 ans
joblose,2006-2010,2006-2008,2,502,193,0.3844621513944223,0.039840637450199196,0.10362694300518133,84,64,45,0.43523316062176165,0.3316062176165803,2 ans
jobfind,2006-2010,2006-2008,2,498,202,0.40562248995983935,0.10843373493975901,0.2673267326732673,84,30,88,0.4158415841584158,0.1485148514851485,2 ans
happy,2006-2010,2006-2008,2,1521,581,0.3819855358316897,0.025641025641025647,0.06712564543889846,225,186,170,0.387263339070568,0.32013769363166955,2 ans
hapmar,2006-2010,2006-2008,2,690,192,0.2782608695652174,0.05072463768115943,0.1822916666666667,104,69,19,0.5416666666666666,0.359375,2 ans
satjob,2006-2010,2006-2008,2,1012,416,0.41106719367588934,0.006916996047430842,0.016826923076923107,25,173,218,0.06009615384615385,0.41586538461538464,2 ans
spdeg*,2006-2010,2006-2008,2,689,108,0.1567489114658926,0.023222060957910032,0.14814814814814825,41,38,29,0.37962962962962965,0.35185185185185186,2 ans
unemp,2006-2010,2006-2008,2,1023,236,0.23069403714565004,0.0058651026392961825,0.0254237288135593,121,115,0,0.5127118644067796,0.4872881355932203,2 ans
