item,panel,paire,ecart_annees,n_personnes,n_changeurs,taux_changement,derive_nette_tv,part_dirigee,n_monotone,n_contraire,n_indetermine,part_monotone_du_changement,part_contraire_du_changement,perimetre
spdeg*,2008-2012,2008-2012,4,571,100,0.17513134851138354,0.022767075306479846,0.12999999999999992,40,37,23,0.4,0.37,4 ans
unemp,2008-2012,2008-2012,4,869,189,0.21749136939010358,0.0011507479861909975,0.005291005291005168,0,94,95,0.0,0.4973544973544973,4 ans
spkath/y,2008-2012,2008-2012,4,856,158,0.18457943925233644,0.04205607476635517,0.22784810126582297,97,61,0,0.6139240506329114,0.3860759493670886,4 ans
colath,2008-2012,2008-2012,4,832,187,0.2247596153846154,0.02043269230769232,0.09090909090909095,102,85,0,0.5454545454545454,0.45454545454545453,4 ans
spkrac/y,2008-2012,2008-2012,4,847,223,0.2632821723730815,0.04368358913813458,0.16591928251121071,130,93,0,0.5829596412556054,0.4170403587443946,4 ans
colrac,2008-2012,2008-2012,4,824,241,0.2924757281553398,0.07160194174757284,0.24481327800829886,150,91,0,0.6224066390041494,0.3775933609958506,4 ans
librac/y,2008-2012,2008-2012,4,832,212,0.2548076923076923,0.0,0.0,0,212,0,0.0,1.0,4 ans
spkcom/y,2008-2012,2008-2012,4,844,157,0.18601895734597157,0.027251184834123227,0.14649681528662423,90,67,0,0.5732484076433121,0.4267515923566879,4 ans
colcom/y,2008-2012,2008-2012,4,803,225,0.28019925280199254,0.023661270236612714,0.08444444444444449,122,103,0,0.5422222222222223,0.4577777777777778,4 ans
libcom/y,2008-2012,2008-2012,4,834,187,0.22422062350119903,0.0299760191846523,0.1336898395721926,106,81,0,0.5668449197860963,0.43315508021390375,4 ans
spkhomo/y,2008-2012,2008-2012,4,844,96,0.11374407582938388,0.026066350710900472,0.22916666666666666,59,37,0,0.6145833333333334,0.3854166666666667,4 ans
colhomo,2008-2012,2008-2012,4,836,92,0.11004784688995216,0.0334928229665072,0.3043478260869567,60,32,0,0.6521739130434783,0.34782608695652173,4 ans
libhomo/y,2008-2012,2008-2012,4,843,130,0.1542111506524318,0.023724792408066395,0.1538461538461536,75,55,0,0.5769230769230769,0.4230769230769231,4 ans
cappun,2008-2012,2008-2012,4,1188,230,0.1936026936026936,0.021885521885521925,0.11304347826086976,128,102,0,0.5565217391304348,0.4434782608695652,4 ans
polhitok/y,2008-2012,2008-2012,4,374,82,0.2192513368983957,0.0267379679144385,0.1219512195121951,46,36,0,0.5609756097560976,0.43902439024390244,4 ans
polabuse/y,2008-2012,2008-2012,4,829,94,0.11338962605548854,0.019300361881785293,0.1702127659574469,55,39,0,0.5851063829787234,0.4148936170212766,4 ans
polattak/y,2008-2012,2008-2012,4,848,112,0.1320754716981132,0.014150943396226447,0.10714285714285739,62,50,0,0.5535714285714286,0.44642857142857145,4 ans
grass,2008-2012,2008-2012,4,753,140,0.18592297476759628,0.07171314741035859,0.38571428571428584,97,43,0,0.6928571428571428,0.30714285714285716,4 ans
gunlaw,2008-2012,2008-2012,4,849,160,0.18845700824499412,0.011778563015312118,0.062499999999999924,85,75,0,0.53125,0.46875,4 ans
owngun,2008-2012,2008-2012,4,866,110,0.12702078521939955,0.00577367205542725,0.045454545454545435,52,47,11,0.4727272727272727,0.42727272727272725,4 ans
class,2008-2012,2008-2012,4,1274,383,0.30062794348508637,0.0196232339089482,0.06527415143603134,189,164,30,0.4934725848563969,0.4281984334203655,4 ans
satfin,2008-2012,2008-2012,4,1285,549,0.4272373540856031,0.03424124513618676,0.08014571948998177,267,223,59,0.48633879781420764,0.40619307832422585,4 ans
finalter,2008-2012,2008-2012,4,1289,632,0.4903025601241272,0.028704422032583415,0.058544303797468396,256,219,157,0.4050632911392405,0.34651898734177217,4 ans
finrela,2008-2012,2008-2012,4,1275,551,0.432156862745098,0.01568627450980393,0.03629764065335755,84,259,208,0.15245009074410162,0.47005444646098005,4 ans
racdif1,2008-2012,2008-2012,4,795,191,0.24025157232704403,0.028930817610062887,0.12041884816753924,107,84,0,0.5602094240837696,0.4397905759162304,4 ans
racdif2,2008-2012,2008-2012,4,823,88,0.10692588092345079,0.01215066828675574,0.11363636363636334,49,39,0,0.5568181818181818,0.4431818181818182,4 ans
racdif3,2008-2012,2008-2012,4,817,218,0.2668298653610771,0.03427172582619342,0.12844036697247718,123,95,0,0.5642201834862385,0.43577981651376146,4 ans
racdif4,2008-2012,2008-2012,4,786,221,0.2811704834605598,0.019083969465648887,0.06787330316742093,118,103,0,0.5339366515837104,0.4660633484162896,4 ans
wlthwhts,2008-2012,2008-2012,4,821,429,0.5225334957369062,0.056029232643118154,0.10722610722610723,126,80,223,0.2937062937062937,0.1864801864801865,4 ans
wlthblks,2008-2012,2008-2012,4,815,455,0.558282208588957,0.034355828220858906,0.061538461538461556,97,187,171,0.21318681318681318,0.41098901098901097,4 ans
racwork,2008-2012,2008-2012,4,393,164,0.4173027989821883,0.03307888040712466,0.07926829268292677,51,38,75,0.31097560975609756,0.23170731707317074,4 ans
getahead,2008-2012,2008-2012,4,862,315,0.3654292343387471,0.015081206496519721,0.04126984126984127,83,70,162,0.2634920634920635,0.2222222222222222,4 ans
aged,2008-2012,2008-2012,4,857,373,0.4352392065344224,0.02217036172695451,0.05093833780160862,138,119,116,0.3699731903485255,0.3190348525469169,4 ans
parsol,2008-2012,2008-2012,4,853,424,0.4970691676436108,0.03282532239155923,0.06603773584905664,153,125,146,0.3608490566037736,0.294811320754717,4 ans
kidssol,2008-2012,2008-2012,4,831,474,0.5703971119133574,0.04813477737665463,0.08438818565400844,138,98,238,0.2911392405063291,0.20675105485232068,4 ans
spanking,2008-2012,2008-2012,4,827,399,0.48246674727932287,0.0532043530834341,0.11027568922305765,116,77,206,0.2907268170426065,0.19298245614035087,4 ans
divlaw,2008-2012,2008-2012,4,782,277,0.35421994884910485,0.04859335038363173,0.13718411552346577,103,65,109,0.37184115523465705,0.23465703971119134,4 ans
sexeduc,2008-2012,2008-2012,4,830,66,0.07951807228915662,0.0072289156626505965,0.09090909090909084,36,30,0,0.5454545454545454,0.45454545454545453,4 ans
pillok,2008-2012,2008-2012,4,377,213,0.5649867374005305,0.07957559681697612,0.1408450704225352,84,54,75,0.39436619718309857,0.2535211267605634,4 ans
xmarsex,2008-2012,2008-2012,4,844,180,0.2132701421800948,0.02725118483412326,0.12777777777777796,70,49,61,0.3888888888888889,0.2722222222222222,4 ans
homosex,2008-2012,2008-2012,4,795,206,0.2591194968553459,0.04402515723270439,0.16990291262135918,96,61,49,0.46601941747572817,0.2961165048543689,4 ans
discaff,2008-2012,2008-2012,4,816,368,0.45098039215686275,0.04779411764705882,0.1059782608695652,152,113,103,0.41304347826086957,0.3070652173913043,4 ans
abdefect,2008-2012,2008-2012,4,784,118,0.15051020408163265,0.022959183673469385,0.15254237288135591,68,50,0,0.576271186440678,0.423728813559322,4 ans
abnomore,2008-2012,2008-2012,4,804,160,0.19900497512437812,0.01741293532338309,0.08750000000000002,87,73,0,0.54375,0.45625,4 ans
abhlth,2008-2012,2008-2012,4,793,82,0.1034047919293821,0.01008827238335433,0.09756097560975589,45,37,0,0.5487804878048781,0.45121951219512196,4 ans
abpoor,2008-2012,2008-2012,4,808,156,0.19306930693069307,0.0297029702970297,0.15384615384615383,90,66,0,0.5769230769230769,0.4230769230769231,4 ans
abrape,2008-2012,2008-2012,4,806,103,0.12779156327543426,0.001240694789081856,0.009708737864077435,0,51,52,0.0,0.49514563106796117,4 ans
absingle,2008-2012,2008-2012,4,816,153,0.1875,0.008578431372549045,0.04575163398692824,80,73,0,0.5228758169934641,0.477124183006536,4 ans
abany,2008-2012,2008-2012,4,810,157,0.19382716049382717,0.0012345679012345512,0.00636942675159227,0,78,79,0.0,0.4968152866242038,4 ans
letdie1,2008-2012,2008-2012,4,363,81,0.2231404958677686,0.024793388429752067,0.1111111111111111,45,36,0,0.5555555555555556,0.4444444444444444,4 ans
suicide1,2008-2012,2008-2012,4,792,163,0.2058080808080808,0.016414141414141437,0.07975460122699397,88,75,0,0.5398773006134969,0.4601226993865031,4 ans
suicide2,2008-2012,2008-2012,4,827,93,0.1124546553808948,0.03264812575574368,0.2903225806451616,60,33,0,0.6451612903225806,0.3548387096774194,4 ans
suicide3,2008-2012,2008-2012,4,827,97,0.11729141475211609,0.013301088270858526,0.1134020618556701,54,43,0,0.5567010309278351,0.44329896907216493,4 ans
suicide4,2008-2012,2008-2012,4,810,121,0.14938271604938272,0.013580246913580257,0.09090909090909098,66,55,0,0.5454545454545454,0.45454545454545453,4 ans
pornlaw,2008-2012,2008-2012,4,862,252,0.2923433874709977,0.017401392111368923,0.05952380952380957,127,112,13,0.503968253968254,0.4444444444444444,4 ans
fair,2008-2012,2008-2012,4,863,294,0.3406720741599073,0.05098493626882964,0.14965986394557818,146,102,46,0.4965986394557823,0.3469387755102041,4 ans
helpful,2008-2012,2008-2012,4,864,308,0.35648148148148145,0.06712962962962962,0.18831168831168832,153,95,60,0.4967532467532468,0.30844155844155846,4 ans
trust,2008-2012,2008-2012,4,870,203,0.23333333333333334,0.029885057471264367,0.12807881773399013,103,77,23,0.5073891625615764,0.3793103448275862,4 ans
tax,2008-2012,2008-2012,4,832,266,0.31971153846153844,0.04687500000000001,0.14661654135338348,143,104,19,0.5375939849624061,0.39097744360902253,4 ans
news,2008-2012,2008-2012,4,848,441,0.5200471698113207,0.07193396226415097,0.13832199546485266,131,70,240,0.29705215419501135,0.15873015873015872,4 ans
attend,2008-2012,2008-2012,4,1284,740,0.5763239875389408,0.06152647975077882,0.10675675675675678,214,158,368,0.2891891891891892,0.21351351351351353,4 ans
pray,2008-2012,2008-2012,4,1277,617,0.4831636648394675,0.03915426781519185,0.08103727714748783,243,193,181,0.39384116693679094,0.31280388978930307,4 ans
postlife,2008-2012,2008-2012,4,1064,112,0.10526315789473684,0.00751879699248123,0.07142857142857169,60,52,0,0.5357142857142857,0.4642857142857143,4 ans
bible,2008-2012,2008-2012,4,1256,356,0.28343949044585987,0.007165605095541387,0.025280898876404445,91,150,115,0.2556179775280899,0.42134831460674155,4 ans
reborn,2008-2012,2008-2012,4,1259,191,0.1517077045274027,0.03733121525019856,0.24607329842931927,119,72,0,0.6230366492146597,0.3769633507853403,4 ans
savesoul,2008-2012,2008-2012,4,1287,219,0.17016317016317017,0.01631701631701632,0.09589041095890412,120,99,0,0.547945205479452,0.4520547945205479,4 ans
income,2008-2012,2008-2012,4,1101,317,0.28792007266121705,0.03360581289736598,0.11671924290220803,121,84,112,0.38170347003154576,0.26498422712933756,4 ans
health,2008-2012,2008-2012,4,870,380,0.4367816091954023,0.04827586206896553,0.11052631578947371,115,73,192,0.3026315789473684,0.19210526315789472,4 ans
xmovie,2008-2012,2008-2012,4,862,155,0.17981438515081208,0.047563805104408316,0.26451612903225785,98,57,0,0.632258064516129,0.36774193548387096,4 ans
life,2008-2012,2008-2012,4,853,271,0.31770222743259086,0.04923798358733879,0.1549815498154981,133,91,47,0.4907749077490775,0.33579335793357934,4 ans
richwork,2008-2012,2008-2012,4,477,130,0.27253668763102723,0.11740041928721179,0.43076923076923096,93,37,0,0.7153846153846154,0.2846153846153846,4 ans
natspac/y,2010-2014,2010-2014,4,1174,471,0.40119250425894376,0.09454855195911414,0.23566878980891723,178,67,226,0.37791932059447986,0.14225053078556263,4 ans
natenvir/y,2010-2014,2010-2014,4,621,211,0.3397745571658615,0.008051529790660247,0.02369668246445504,16,104,91,0.07582938388625593,0.4928909952606635,4 ans
natheal/y,2010-2014,2010-2014,4,1250,495,0.396,0.059999999999999984,0.15151515151515146,208,133,154,0.4202020202020202,0.2686868686868687,4 ans
natcity/y,2010-2014,2010-2014,4,1070,515,0.48130841121495327,0.018691588785046703,0.03883495145631063,227,207,81,0.4407766990291262,0.40194174757281553,4 ans
natdrug/y,2010-2014,2010-2014,4,1201,458,0.3813488759367194,0.0074937552039966715,0.019650655021834065,189,180,89,0.4126637554585153,0.3930131004366812,4 ans
nateduc/y,2010-2014,2010-2014,4,1285,324,0.25214007782101167,0.009338521400778198,0.037037037037036986,153,141,30,0.4722222222222222,0.4351851851851852,4 ans
natrace/y,2010-2014,2010-2014,4,1048,359,0.3425572519083969,0.014312977099236637,0.04178272980501392,128,113,118,0.3565459610027855,0.3147632311977716,4 ans
natarms/y,2010-2014,2010-2014,4,1244,567,0.4557877813504823,0.06832797427652731,0.1499118165784832,207,122,238,0.36507936507936506,0.21516754850088182,4 ans
nataid/y,2010-2014,2010-2014,4,1244,358,0.2877813504823151,0.03858520900321545,0.13407821229050285,175,127,56,0.4888268156424581,0.3547486033519553,4 ans
natfare/y,2010-2014,2010-2014,4,1243,458,0.3684633950120676,0.04827031375703944,0.13100436681222713,178,118,162,0.388646288209607,0.2576419213973799,4 ans
natroad,2010-2014,2010-2014,4,1258,461,0.36645468998410174,0.050874403815580296,0.13882863340563995,213,149,99,0.46203904555314534,0.3232104121475054,4 ans
natsoc,2010-2014,2010-2014,4,1204,390,0.3239202657807309,0.05315614617940196,0.164102564102564,203,139,48,0.5205128205128206,0.3564102564102564,4 ans
natmass,2010-2014,2010-2014,4,1201,456,0.37968359700249793,0.07160699417152372,0.18859649122807015,250,164,42,0.5482456140350878,0.35964912280701755,4 ans
natpark,2010-2014,2010-2014,4,1262,430,0.34072900158478603,0.017432646592709957,0.05116279069767434,213,191,26,0.49534883720930234,0.4441860465116279,4 ans
natchld,2010-2014,2010-2014,4,1166,476,0.40823327615780447,0.037735849056603765,0.09243697478991594,198,216,62,0.41596638655462187,0.453781512605042,4 ans
natsci,2010-2014,2010-2014,4,1173,509,0.4339300937766411,0.05029838022165388,0.11591355599214145,258,199,52,0.5068762278978389,0.39096267190569745,4 ans
uswary,2010-2014,2010-2014,4,381,102,0.2677165354330709,0.04724409448818895,0.176470588235294,60,42,0,0.5882352941176471,0.4117647058823529,4 ans
prayer,2010-2014,2010-2014,4,831,202,0.2430806257521059,0.03369434416365824,0.1386138613861386,115,87,0,0.5693069306930693,0.4306930693069307,4 ans
courts,2010-2014,2010-2014,4,1126,371,0.32948490230905864,0.014209591474245081,0.04312668463611849,65,172,134,0.1752021563342318,0.4636118598382749,4 ans
discaffw,2010-2014,2010-2014,4,426,216,0.5070422535211268,0.025821596244131433,0.05092592592592588,92,81,43,0.42592592592592593,0.375,4 ans
discaffm,2010-2014,2010-2014,4,438,235,0.5365296803652968,0.05251141552511418,0.09787234042553196,91,68,76,0.3872340425531915,0.28936170212765955,4 ans
fehire,2010-2014,2010-2014,4,441,224,0.5079365079365079,0.043083900226757336,0.0848214285714285,66,68,90,0.29464285714285715,0.30357142857142855,4 ans
fechld,2010-2014,2010-2014,4,897,436,0.48606465997770343,0.026755852842809368,0.05504587155963304,159,135,142,0.3646788990825688,0.30963302752293576,4 ans
fepresch,2010-2014,2010-2014,4,885,406,0.45875706214689266,0.07457627118644064,0.16256157635467972,147,81,178,0.3620689655172414,0.19950738916256158,4 ans
fefam,2010-2014,2010-2014,4,888,397,0.44707207207207206,0.06644144144144146,0.14861460957178846,192,133,72,0.4836272040302267,0.3350125944584383,4 ans
fepol,2010-2014,2010-2014,4,835,135,0.16167664670658682,0.03712574850299401,0.2296296296296296,83,52,0,0.6148148148148148,0.3851851851851852,4 ans
wrkstat,2010-2014,2010-2014,4,1303,533,0.40905602455871065,0.07444359171143515,0.18198874296435272,153,56,324,0.2870544090056285,0.1050656660412758,4 ans
evwork,2010-2014,2010-2014,4,316,15,0.04746835443037975,0.028481012658227816,0.5999999999999993,12,3,0,0.8,0.2,4 ans
partfull,2010-2014,2010-2014,4,835,163,0.19520958083832335,0.01317365269461078,0.06748466257668713,87,76,0,0.5337423312883436,0.4662576687116564,4 ans
conarmy,2010-2014,2010-2014,4,875,344,0.3931428571428571,0.049142857142857176,0.12500000000000008,176,133,35,0.5116279069767442,0.3866279069767442,4 ans
conbus,2010-2014,2010-2014,4,856,321,0.375,0.04439252336448597,0.11838006230529592,118,80,123,0.367601246105919,0.24922118380062305,4 ans
conclerg,2010-2014,2010-2014,4,846,314,0.37115839243498816,0.048463356973995286,0.13057324840764337,167,126,21,0.5318471337579618,0.4012738853503185,4 ans
coneduc,2010-2014,2010-2014,4,884,354,0.4004524886877828,0.045248868778280535,0.11299435028248585,126,86,142,0.3559322033898305,0.24293785310734464,4 ans
confed,2010-2014,2010-2014,4,868,343,0.3951612903225806,0.08294930875576036,0.20991253644314867,156,84,103,0.45481049562682213,0.24489795918367346,4 ans
confinan,2010-2014,2010-2014,4,885,372,0.42033898305084744,0.12429378531073446,0.2956989247311828,191,81,100,0.5134408602150538,0.21774193548387097,4 ans
conjudge,2010-2014,2010-2014,4,860,385,0.4476744186046512,0.10813953488372094,0.24155844155844156,149,56,180,0.38701298701298703,0.14545454545454545,4 ans
conlabor,2010-2014,2010-2014,4,827,302,0.3651753325272068,0.009673518742442572,0.026490066225165584,92,136,74,0.304635761589404,0.4503311258278146,4 ans
conlegis,2010-2014,2010-2014,4,872,348,0.39908256880733944,0.14793577981651373,0.37068965517241376,214,85,49,0.6149425287356322,0.2442528735632184,4 ans
conmedic,2010-2014,2010-2014,4,874,402,0.459954233409611,0.06407322654462241,0.13930348258706465,215,159,28,0.5348258706467661,0.39552238805970147,4 ans
conpress,2010-2014,2010-2014,4,875,351,0.40114285714285713,0.022857142857142854,0.056980056980056974,64,44,243,0.18233618233618235,0.12535612535612536,4 ans
consci,2010-2014,2010-2014,4,825,300,0.36363636363636365,0.009696969696969645,0.026666666666666523,37,29,234,0.12333333333333334,0.09666666666666666,4 ans
contv,2010-2014,2010-2014,4,876,377,0.430365296803653,0.05821917808219176,0.13527851458885937,24,143,210,0.0636604774535809,0.3793103448275862,4 ans
joblose,2010-2014,2010-2014,4,433,196,0.45265588914549654,0.09237875288683599,0.20408163265306115,97,57,42,0.49489795918367346,0.29081632653061223,4 ans
jobfind,2010-2014,2010-2014,4,434,184,0.423963133640553,0.05299539170506912,0.12499999999999999,79,56,49,0.42934782608695654,0.30434782608695654,4 ans
happy,2010-2014,2010-2014,4,1298,515,0.3967642526964561,0.04160246533127891,0.10485436893203888,202,148,165,0.39223300970873787,0.287378640776699,4 ans
hapmar,2010-2014,2010-2014,4,519,150,0.28901734104046245,0.03853564547206161,0.13333333333333316,76,56,18,0.5066666666666667,0.37333333333333335,4 ans
satjob,2010-2014,2010-2014,4,856,372,0.43457943925233644,0.03738317757009349,0.08602150537634416,166,134,72,0.44623655913978494,0.3602150537634409,4 ans
spdeg*,2010-2014,2010-2014,4,519,87,0.1676300578034682,0.03468208092485548,0.20689655172413787,19,22,46,0.21839080459770116,0.25287356321839083,4 ans
unemp,2010-2014,2010-2014,4,889,197,0.2215973003374578,0.02362204724409453,0.1065989847715738,109,88,0,0.5532994923857868,0.4467005076142132,4 ans
spkath/y,2010-2014,2010-2014,4,801,151,0.18851435705368288,0.05118601747815231,0.271523178807947,96,55,0,0.6357615894039735,0.36423841059602646,4 ans
colath,2010-2014,2010-2014,4,772,204,0.26424870466321243,0.07512953367875652,0.28431372549019623,131,73,0,0.6421568627450981,0.35784313725490197,4 ans
spkrac/y,2010-2014,2010-2014,4,791,209,0.26422250316055623,0.079646017699115,0.30143540669856445,136,73,0,0.6507177033492823,0.3492822966507177,4 ans
colrac,2010-2014,2010-2014,4,781,257,0.3290653008962868,0.060179257362355965,0.18287937743190663,152,105,0,0.5914396887159533,0.4085603112840467,4 ans
librac/y,2010-2014,2010-2014,4,786,195,0.2480916030534351,0.06743002544529261,0.2717948717948718,124,71,0,0.6358974358974359,0.3641025641025641,4 ans
spkcom/y,2010-2014,2010-2014,4,784,157,0.2002551020408163,0.052295918367346955,0.26114649681528673,99,58,0,0.6305732484076433,0.36942675159235666,4 ans
colcom/y,2010-2014,2010-2014,4,749,196,0.2616822429906542,0.002670226969292394,0.010204081632653078,99,97,0,0.5051020408163265,0.49489795918367346,4 ans
libcom/y,2010-2014,2010-2014,4,780,160,0.20512820512820512,0.025641025641025647,0.12500000000000003,90,70,0,0.5625,0.4375,4 ans
spkhomo/y,2010-2014,2010-2014,4,796,82,0.10301507537688442,0.005025125628140718,0.04878048780487819,43,39,0,0.524390243902439,0.47560975609756095,4 ans
colhomo,2010-2014,2010-2014,4,793,84,0.10592686002522068,0.017654476670870084,0.16666666666666638,49,35,0,0.5833333333333334,0.4166666666666667,4 ans
libhomo/y,2010-2014,2010-2014,4,799,119,0.14893617021276595,0.04630788485607008,0.31092436974789917,78,41,0,0.6554621848739496,0.3445378151260504,4 ans
cappun,2010-2014,2010-2014,4,1183,209,0.17666948436179206,0.03634826711749786,0.20574162679425823,126,83,0,0.6028708133971292,0.39712918660287083,4 ans
polhitok/y,2010-2014,2010-2014,4,814,151,0.1855036855036855,0.0036855036855036882,0.019867549668874187,77,74,0,0.5099337748344371,0.4900662251655629,4 ans
polabuse/y,2010-2014,2010-2014,4,873,114,0.13058419243986255,0.002290950744558984,0.017543859649122744,58,56,0,0.5087719298245614,0.49122807017543857,4 ans
polattak/y,2010-2014,2010-2014,4,871,122,0.14006888633754305,0.002296211251435115,0.0163934426229507,62,60,0,0.5081967213114754,0.4918032786885246,4 ans
grass,2010-2014,2010-2014,4,777,145,0.1866151866151866,0.07593307593307591,0.4068965517241378,102,43,0,0.7034482758620689,0.296551724137931,4 ans
gunlaw,2010-2014,2010-2014,4,800,185,0.23125,0.01874999999999996,0.0810810810810809,100,85,0,0.5405405405405406,0.4594594594594595,4 ans
owngun,2010-2014,2010-2014,4,395,58,0.1468354430379747,0.01772151898734175,0.12068965517241363,26,24,8,0.4482758620689655,0.41379310344827586,4 ans
class,2010-2014,2010-2014,4,1291,408,0.3160340821068939,0.033307513555383465,0.10539215686274524,191,168,49,0.4681372549019608,0.4117647058823529,4 ans
satfin,2010-2014,2010-2014,4,1296,567,0.4375,0.04938271604938273,0.11287477954144623,171,107,289,0.30158730158730157,0.18871252204585537,4 ans
finalter,2010-2014,2010-2014,4,1295,718,0.5544401544401545,0.11737451737451737,0.21169916434540387,304,152,262,0.4233983286908078,0.2116991643454039,4 ans
finrela,2010-2014,2010-2014,4,1286,574,0.4463452566096423,0.02099533437013995,0.047038327526132365,113,86,375,0.19686411149825783,0.14982578397212543,4 ans
racdif1,2010-2014,2010-2014,4,844,209,0.2476303317535545,0.04620853080568721,0.18660287081339716,124,85,0,0.5933014354066986,0.40669856459330145,4 ans
racdif2,2010-2014,2010-2014,4,876,92,0.1050228310502283,0.0091324200913242,0.08695652173913043,50,42,0,0.5434782608695652,0.45652173913043476,4 ans
racdif3,2010-2014,2010-2014,4,863,255,0.2954808806488992,0.02433371958285055,0.08235294117647067,138,117,0,0.5411764705882353,0.4588235294117647,4 ans
racdif4,2010-2014,2010-2014,4,840,252,0.3,0.01904761904761909,0.06349206349206364,134,118,0,0.5317460317460317,0.46825396825396826,4 ans
wlthwhts,2010-2014,2010-2014,4,871,456,0.5235361653272101,0.03559127439724454,0.06798245614035087,167,138,151,0.36622807017543857,0.3026315789473684,4 ans
wlthblks,2010-2014,2010-2014,4,863,499,0.578215527230591,0.01622247972190035,0.0280561122244489,134,124,241,0.2685370741482966,0.24849699398797595,4 ans
racwork,2010-2014,2010-2014,4,399,169,0.42355889724310775,0.030075187969924783,0.07100591715976325,58,47,64,0.3431952662721893,0.2781065088757396,4 ans
getahead,2010-2014,2010-2014,4,803,288,0.3586550435865504,0.038605230386052306,0.1076388888888889,75,44,169,0.2604166666666667,0.1527777777777778,4 ans
aged,2010-2014,2010-2014,4,875,388,0.44342857142857145,0.014857142857142847,0.03350515463917523,163,150,75,0.42010309278350516,0.3865979381443299,4 ans
parsol,2010-2014,2010-2014,4,873,460,0.5269186712485682,0.03780068728522341,0.07173913043478268,133,100,227,0.2891304347826087,0.21739130434782608,4 ans
kidssol,2010-2014,2010-2014,4,857,472,0.5507584597432905,0.032672112018669756,0.05932203389830505,73,129,270,0.15466101694915255,0.2733050847457627,4 ans
spanking,2010-2014,2010-2014,4,885,391,0.44180790960451977,0.0248587570621469,0.056265984654731475,101,87,203,0.25831202046035806,0.22250639386189258,4 ans
divlaw,2010-2014,2010-2014,4,815,282,0.3460122699386503,0.045398773006134985,0.1312056737588653,111,74,97,0.39361702127659576,0.2624113475177305,4 ans
sexeduc,2010-2014,2010-2014,4,883,72,0.08154020385050963,0.006795016987542472,0.08333333333333337,39,33,0,0.5416666666666666,0.4583333333333333,4 ans
pillok,2010-2014,2010-2014,4,872,467,0.5355504587155964,0.021788990825688068,0.040685224839400416,103,156,208,0.22055674518201285,0.3340471092077088,4 ans
xmarsex,2010-2014,2010-2014,4,794,180,0.22670025188916876,0.0302267002518892,0.13333333333333347,80,60,40,0.4444444444444444,0.3333333333333333,4 ans
homosex,2010-2014,2010-2014,4,742,178,0.2398921832884097,0.045822102425876005,0.19101123595505617,85,51,42,0.47752808988764045,0.28651685393258425,4 ans
discaff,2010-2014,2010-2014,4,767,331,0.4315514993481095,0.009126466753585416,0.021148036253776478,75,68,188,0.22658610271903323,0.2054380664652568,4 ans
abdefect,2010-2014,2010-2014,4,759,115,0.15151515151515152,0.009222661396574447,0.06086956521739135,61,54,0,0.5304347826086957,0.46956521739130436,4 ans
abnomore,2010-2014,2010-2014,4,753,139,0.1845949535192563,0.003984063745019917,0.02158273381294962,71,68,0,0.5107913669064749,0.4892086330935252,4 ans
abhlth,2010-2014,2010-2014,4,760,58,0.07631578947368421,0.0026315789473684292,0.03448275862068976,30,28,0,0.5172413793103449,0.4827586206896552,4 ans
abpoor,2010-2014,2010-2014,4,754,128,0.16976127320954906,0.01326259946949604,0.07812500000000011,69,59,0,0.5390625,0.4609375,4 ans
abrape,2010-2014,2010-2014,4,758,74,0.09762532981530343,0.010554089709762557,0.10810810810810835,41,33,0,0.5540540540540541,0.44594594594594594,4 ans
absingle,2010-2014,2010-2014,4,761,125,0.164257555847569,0.01445466491458608,0.08800000000000005,68,57,0,0.544,0.456,4 ans
abany,2010-2014,2010-2014,4,757,149,0.19682959048877147,0.0303830911492734,0.1543624161073823,86,63,0,0.5771812080536913,0.4228187919463087,4 ans
letdie1,2010-2014,2010-2014,4,857,168,0.19603267211201866,0.004667444574095708,0.02380952380952394,86,82,0,0.5119047619047619,0.4880952380952381,4 ans
suicide1,2010-2014,2010-2014,4,836,150,0.17942583732057416,0.019138755980861233,0.1066666666666666,83,67,0,0.5533333333333333,0.44666666666666666,4 ans
suicide2,2010-2014,2010-2014,4,875,107,0.12228571428571429,0.010285714285714315,0.08411214953271051,58,49,0,0.5420560747663551,0.45794392523364486,4 ans
suicide3,2010-2014,2010-2014,4,869,91,0.1047180667433832,0.014959723820483294,0.14285714285714265,52,39,0,0.5714285714285714,0.42857142857142855,4 ans
suicide4,2010-2014,2010-2014,4,863,142,0.1645422943221321,0.020857473928157608,0.1267605633802818,80,62,0,0.5633802816901409,0.43661971830985913,4 ans
pornlaw,2010-2014,2010-2014,4,880,214,0.2431818181818182,0.014772727272727262,0.06074766355140182,93,80,41,0.43457943925233644,0.37383177570093457,4 ans
fair,2010-2014,2010-2014,4,881,265,0.300794551645857,0.02724177071509648,0.09056603773584905,68,44,153,0.25660377358490566,0.1660377358490566,4 ans
helpful,2010-2014,2010-2014,4,881,321,0.36435868331441545,0.08626560726447219,0.23676012461059187,170,94,57,0.5295950155763239,0.29283489096573206,4 ans
trust,2010-2014,2010-2014,4,887,235,0.2649379932356257,0.020293122886133007,0.07659574468085097,22,88,125,0.09361702127659574,0.37446808510638296,4 ans
tax,2010-2014,2010-2014,4,782,206,0.26342710997442453,0.04603580562659845,0.17475728155339804,114,78,14,0.5533980582524272,0.3786407766990291,4 ans
news,2010-2014,2010-2014,4,902,453,0.5022172949002217,0.08314855875831487,0.1655629139072848,152,77,224,0.3355408388520971,0.16997792494481237,4 ans
