coherence_moyenne_humains,coherence_bas_humains,coherence_haut_humains,coherence_moyenne_ia,coherence_bas_ia,coherence_haut_ia,correlation_personne_a_personne,correlation_bas,correlation_haut,n_personnes
0.023219692509928568,0.01609945899658067,0.030485040761151386,-0.0027597551220614833,-0.009939185500170585,0.004240736961579422,0.44786522891103014,0.4093538583817371,0.48182959165329536,1991
