variable,regle_choc,mois_choc,cible,predicteur,description,n_menages,taux_de_base,auc,auc_permutee,chute,chute_ic_bas,chute_ic_haut,p_permutation_normal,p_permutation_empirique,p_holm,retenu_holm
infl1,"primaire, saut de moyenne",2025-06,Y_dir,T0b,temoin constant,1037,0.3866923818707811,0.5,0.5,0.0,0.0,0.0,1.0,1.0,,False
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,V,volatilite passee du menage seule,1012,0.5,0.6158098861097658,0.5121559370557265,0.1036539490540393,0.0591093889633269,0.1445014085728529,1.3973793306135032e-09,0.0049751243781094,1.4672482971441784e-07,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,N,"ecart au niveau moyen avant le choc, seul",1012,0.5,0.5905224265337687,0.518628259307285,0.0718941672264837,0.0253804040552364,0.1151900451325888,9.858942745650564e-06,0.0049751243781094,0.0008084333051433462,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,L,"niveau d'avant le choc seul, signe, retour a la moyenne",1012,0.5,0.3820322142198753,0.5000773524035682,-0.1180451381836928,-0.1619751201113817,-0.0652833025859934,2.091387793719499e-11,0.0049751243781094,2.384182084840229e-09,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,D,demographies seules,1012,0.5,0.5152459029199019,0.5624385633270321,-0.0471926604071302,-0.0757349072492505,-0.0097943082472874,0.0001980607470298,0.0049751243781094,0.0134681307980264,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,H,historique du menage,1012,0.5,0.7384078801418551,0.5196556050711618,0.2187522750706932,0.1714788596938481,0.2650468891402295,4.9685056468165186e-42,0.0049751243781094,9.440160728951386e-40,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,HD,historique et demographies,1012,0.5,0.7339085128653783,0.5239795087409582,0.20992900412442,0.15530857044987,0.2494251264425029,2.419652357710309e-35,0.0049751243781094,4.4279638146098654e-33,True
infl1,"secondaire, saut d'IQR",2025-04,Y_rev,T0b,temoin constant,1012,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,,False
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,V,volatilite passee du menage seule,1012,0.4782608695652174,0.4798553719008264,0.4921225425745054,-0.0122671706736789,-0.0581079638973045,0.0371464549209182,0.5099575243642553,0.5422885572139303,1.0,False
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,N,"ecart au niveau moyen avant le choc, seul",1012,0.4782608695652174,0.4753435699974956,0.4932119979495367,-0.017868427952041,-0.0690703934065484,0.0243489242769958,0.3085977351363848,0.308457711442786,1.0,False
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,L,"niveau d'avant le choc seul, signe, retour a la moyenne",1012,0.4782608695652174,0.6319496619083396,0.5072221113511145,0.124727550557225,0.0745527754919568,0.1661937209931857,4.894167647427189e-13,0.0049751243781094,5.873001176912626e-11,True
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,D,demographies seules,1012,0.4782608695652174,0.5258166635361883,0.5502500078261958,-0.0244333442900075,-0.0586606932579324,0.0082657116631513,0.0544379155874554,0.0646766169154228,1.0,False
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,H,historique du menage,1012,0.4782608695652174,0.6691299618081643,0.5094326594978713,0.159697302310293,0.1139969725916135,0.1972252353682044,7.256051806915615e-20,0.0049751243781094,1.0521275120027642e-17,True
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,HD,historique et demographies,1012,0.4782608695652174,0.6595252629601803,0.521561903252567,0.1379633597076133,0.0917944774228296,0.1752551457136646,1.7922084987663902e-15,0.0049751243781094,2.3298710483963075e-13,True
infl1,"secondaire, saut d'IQR",2025-04,Y_dir,T0b,temoin constant,1012,0.4782608695652174,0.5,0.5,0.0,0.0,0.0,1.0,1.0,,False
infl3,"primaire, saut de moyenne",2025-06,Y_rev,V,volatilite passee du menage seule,1038,0.5,0.6348877528669703,0.5151625328091297,0.1197252200578405,0.0691654311442766,0.1646947278002541,1.1830073784028196e-13,0.0049751243781094,1.44326900165144e-11,True
