modele,cle_modele,identite,perimetre,n_items,ecart_decrit_moyen,ecart_reel_moyen,facteur,ic_bas,ic_haut,facteur_plancher_w2_w1,p,p_holm,hypothese
Qwen3-4B-Instruct-2507,q4,journaliste,tous les items,147,0.1888585306122449,0.21115711315874766,0.8943981464184031,0.7657603273118688,1.0439991072197081,1.0102301088004952,0.05174741262936853,0.1552422378881056,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4,adversaire,tous les items,148,0.16293744256756756,0.2113346932353173,0.77099240107321,0.6425186034835337,0.9208134778669802,1.0106739039214703,0.09429528523573821,0.18859057047147643,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Base,q4base,journaliste,tous les items,143,0.12832167832167835,0.21028360562034829,0.6102314916235257,0.46784387215936096,0.7641750066846636,1.0109786293251548,0.4631768411579421,0.4631768411579421,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Base,q4base,adversaire,tous les items,144,0.24632724305555553,0.21221431489346676,1.160747535712724,0.974264218650556,1.368950339966696,1.0139433487342848,0.0008499575021248938,0.0050997450127493625,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4nogab,journaliste,tous les items,147,0.21247673809523812,0.21204939171357776,1.0020153152914373,0.862724141674072,1.1493113678248963,1.0106709019681268,0.004649767511624419,0.018599070046497676,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4nogab,adversaire,tous les items,144,0.290710375,0.2130388059030687,1.3645888305075808,1.1826530838206422,1.5601953684965943,1.011951370431972,9.99950002499875e-05,0.0006999650017499125,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4gab3,journaliste,tous les items,145,0.22114062758620692,0.21331209232862983,1.0366999131278334,0.8968339013425117,1.1845270641380892,1.0099544429986353,0.0012499375031248437,0.006249687515624218,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4gab3,adversaire,tous les items,144,0.26895833333333335,0.21259403120074222,1.2651264563461289,1.099040794887797,1.4516504270373163,1.011554503132299,4.999750012499375e-05,0.00039998000099995,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4,journaliste,79 items orientes,79,0.05885021097046415,0.24057928432303727,0.2446187797759144,0.05593107177700624,0.4336126639096832,1.0089304742226926,4.999750012499375e-05,0.00039998000099995,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,adversaire,79 items orientes,79,0.053069620253164564,0.24057928432303727,0.22059098065112479,0.06375442895456701,0.3975675062344026,1.0089304742226926,4.999750012499375e-05,0.00039998000099995,"H2b, ecart signe (position orientee)"
Qwen3-4B-Base,q4base,journaliste,79 items orientes,79,0.13619198312236286,0.24057928432303727,0.5661002089418946,0.37973100923110553,0.784856680970546,1.0089304742226926,0.0006499675016249188,0.003899805009749513,"H2b, ecart signe (position orientee)"
Qwen3-4B-Base,q4base,adversaire,79 items orientes,79,0.10593881856540083,0.24057928432303727,0.44034888067566,0.16269964831394454,0.7282816568985343,1.0089304742226926,0.0006499675016249188,0.003899805009749513,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4nogab,journaliste,79 items orientes,79,0.17492616033755276,0.24057928432303727,0.727104001617492,0.4824311931928389,0.9841790546148748,1.0089304742226926,0.0415979201039948,0.12479376031198441,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4nogab,adversaire,79 items orientes,79,0.2065506329113924,0.24057928432303727,0.8585553552235488,0.5373681239245907,1.192653401869703,1.0089304742226926,0.3953302334883256,0.3953302334883256,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4gab3,journaliste,79 items orientes,79,0.15072784810126583,0.24057928432303727,0.6265204775440115,0.38535184174454046,0.8749952809621512,1.0089304742226926,0.008499575021248937,0.03399830008499575,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4gab3,adversaire,79 items orientes,79,0.18141350210970464,0.24057928432303727,0.7540695061097284,0.4926056063962807,1.035681506218358,1.0089304742226926,0.07809609519524024,0.1561921903904805,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,journaliste,items retenus stricts,65,0.07867948717948717,0.2585492958737736,0.3043113573896534,0.11356569158910616,0.5135898435289261,1.0112422061099535,4.999750012499375e-05,0.00039998000099995,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,adversaire,items retenus stricts,65,0.06988461538461538,0.2585492958737736,0.2702951294005216,0.0892672599562014,0.4539158728761304,1.0112422061099535,4.999750012499375e-05,0.00039998000099995,"H2b, ecart signe (position orientee)"
Qwen3-4B-Base,q4base,journaliste,items retenus stricts,65,0.1482948717948718,0.2585492958737736,0.5735651736884669,0.37068254860523214,0.810689952185422,1.0112422061099535,0.0014499275036248187,0.008699565021748911,"H2b, ecart signe (position orientee)"
Qwen3-4B-Base,q4base,adversaire,items retenus stricts,65,0.12306410256410258,0.2585492958737736,0.47597926015696335,0.18314880168574107,0.7863903791463158,1.0112422061099535,0.0025498725063746812,0.012749362531873407,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4nogab,journaliste,items retenus stricts,65,0.20944871794871797,0.2585492958737736,0.8100920067907397,0.5320993210031678,1.0921782138529499,1.0112422061099535,0.19859007049647517,0.5957702114894255,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4nogab,adversaire,items retenus stricts,65,0.25380769230769235,0.2585492958737736,0.9816607368816963,0.637769715514582,1.3601152679111692,1.0112422061099535,0.9212539373031349,0.9212539373031349,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4gab3,journaliste,items retenus stricts,65,0.18296153846153848,0.2585492958737736,0.7076466321179314,0.43680598650080327,0.9906929066577074,1.0112422061099535,0.05904704764761762,0.23618819059047047,"H2b, ecart signe (position orientee)"
