modele,cle_modele,camp,identite,item,famille,n_modalites,rejet,n_tentatives,motif_rejet,gs_decrit,gs_reel_w1,gs_reel_w1_sans_biais,gs_reel_w2,tv_decrit_reel,tv_plancher_w1_w2,pos_decrit,pos_reel_w1,pos_reel_w2
gpt-oss-20b,oss20,gauche,journaliste,fepresch,roles de genre (fe*),4,False,1,,0.6099999999999999,0.6095727734359275,0.6110380926028409,0.6034539275054777,0.09772182254196646,0.04076738609112715,0.33333333333333337,0.27338129496402874,0.2901678657074339
gpt-oss-20b,oss20,gauche,journaliste,fefam,roles de genre (fe*),4,False,1,,0.595,0.6144954539965152,0.6159726065301607,0.6304711626382349,0.2019184652278177,0.03357314148681059,0.30000000000000004,0.23021582733812943,0.24380495603517177
gpt-oss-20b,oss20,gauche,journaliste,fepol,roles de genre (fe*),2,False,1,,0.21120000000000005,0.1577558097406967,0.15813503043718877,0.20739667258998562,0.03366906474820146,0.031175059952038398,0.12,0.0863309352517985,0.1175059952038369
gpt-oss-20b,oss20,gauche,journaliste,mobile16,hors famille,3,False,1,,0.635,0.6567868007752073,0.6583656152001478,0.657752934343173,0.17182254196642685,0.011990407673860864,,,
gpt-oss-20b,oss20,gauche,journaliste,incom16,hors famille,5,False,1,,0.7582,0.6773861486350489,0.679014480723114,0.6826768800786709,0.19661870503597134,0.02637889688249405,,,
gpt-oss-20b,oss20,gauche,journaliste,dwelown16,hors famille,3,False,1,,0.5449999999999999,0.43057352679007876,0.43160855930640113,0.44925210910408364,0.25023980815347724,0.01678657074340524,,,
gpt-oss-20b,oss20,gauche,journaliste,divorced,hors famille,2,False,1,,0.4032,0.3544330003623002,0.3552850027670173,0.35700935654354216,0.04978417266187052,0.0023980815347721257,,,
gpt-oss-20b,oss20,gauche,journaliste,posslq/y,hors famille,4,False,1,,0.7150000000000001,0.6648609170217783,0.6664591403800038,0.6564072483020779,0.11522781774580337,0.019184652278177464,,,
gpt-oss-20b,oss20,gauche,journaliste,wrkstat,hors famille,8,False,1,,0.8,0.7952084375664936,0.7971199963106439,0.7777490238025409,0.22050359712230216,0.057553956834532315,,,
gpt-oss-20b,oss20,gauche,journaliste,evwork,hors famille,2,False,1,,0.34319999999999995,0.14574814968169347,0.14609850581073602,0.1617123567333183,0.140863309352518,0.009592326139088746,,,
gpt-oss-20b,oss20,gauche,journaliste,wrkgovt1,hors famille,2,False,1,,0.21120000000000005,0.266445836136846,0.2670863309352519,0.3011116286826654,0.03827338129496402,0.02637889688249398,,,
gpt-oss-20b,oss20,gauche,journaliste,wrkgovt2,hors famille,2,False,1,,0.2550000000000001,0.3695460897469076,0.3704344216934146,0.3695460897469076,0.0946043165467626,0.0,,,
gpt-oss-20b,oss20,gauche,journaliste,partfull,hors famille,3,False,1,,0.36719999999999997,0.6413976732283239,0.6429394945581997,0.6281248382588893,0.32196642685851323,0.03117505995203844,,,
gpt-oss-20b,oss20,gauche,journaliste,wksub1,hors famille,3,False,1,,0.585,0.6382232343621507,0.6397574248293675,0.6414666827688928,0.22410071942446047,0.016786570743405282,,,
gpt-oss-20b,oss20,gauche,journaliste,wksup1,hors famille,3,False,1,,0.565,0.6245248405592073,0.626026102195167,0.6403395269395994,0.281294964028777,0.03597122302158269,,,
gpt-oss-20b,oss20,gauche,journaliste,conarmy,confiance dans les institutions (con*),3,False,1,,0.635,0.6127932186624802,0.614266279284265,0.6213849064633186,0.05371702637889686,0.016786570743405282,0.575,0.6270983213429255,0.6211031175059952
gpt-oss-20b,oss20,gauche,journaliste,conbus,confiance dans les institutions (con*),3,False,1,,0.585,0.581980458798429,0.5833794502859253,0.5539050773769474,0.10767386091127107,0.03836930455635501,0.42500000000000004,0.34652278177458024,0.33453237410071934
gpt-oss-20b,oss20,gauche,journaliste,conclerg,confiance dans les institutions (con*),3,False,1,,0.605,0.5201824152189041,0.5214328537170265,0.5075306661145904,0.12110311750599524,0.01438848920863308,0.32499999999999996,0.2314148681055155,0.2194244604316546
gpt-oss-20b,oss20,gauche,journaliste,coneduc,confiance dans les institutions (con*),3,False,1,,0.635,0.518422671934395,0.5196688802803912,0.5549977284359562,0.15911270983213427,0.04316546762589924,0.42500000000000004,0.36930455635491605,0.3764988009592326
gpt-oss-20b,oss20,gauche,journaliste,confed,confiance dans les institutions (con*),3,False,1,,0.585,0.589916555963862,0.591334624608006,0.5908481847615433,0.024220623501199037,0.019184652278177505,0.575,0.5515587529976018,0.5671462829736211
gpt-oss-20b,oss20,gauche,journaliste,confinan,confiance dans les institutions (con*),3,False,1,,0.635,0.5961274146150706,0.5975604132078953,0.586259050313706,0.18693045563549157,0.02398081534772184,0.575,0.4304556354916067,0.408872901678657
gpt-oss-20b,oss20,gauche,journaliste,conjudge,confiance dans les institutions (con*),3,False,1,,0.635,0.5352264950629425,0.5365130972145362,0.49493642496075085,0.36834532374100726,0.07434052757793763,0.575,0.2458033573141486,0.20863309352517978
gpt-oss-20b,oss20,gauche,journaliste,conlabor,confiance dans les institutions (con*),3,False,1,,0.635,0.5598053930955955,0.5611510791366907,0.5629108224211997,0.10887290167865707,0.004796163069544376,0.42500000000000004,0.3669064748201439,0.3669064748201439
gpt-oss-20b,oss20,gauche,journaliste,conlegis,confiance dans les institutions (con*),3,False,1,,0.605,0.5403447026551421,0.5416436081903708,0.5380903909965553,0.12482014388489215,0.014388489208633053,,,
gpt-oss-20b,oss20,gauche,journaliste,conmedic,confiance dans les institutions (con*),3,False,1,,0.635,0.5148341758248078,0.5160717579782329,0.5250475878290173,0.24472422062350124,0.03117505995203836,0.42500000000000004,0.22541966426858506,0.23860911270983207
gpt-oss-20b,oss20,gauche,journaliste,conpress,confiance dans les institutions (con*),3,False,1,,0.605,0.5499600319744204,0.5512820512820513,0.5556648206614565,0.25671462829736214,0.014388489208633129,0.675,0.5479616306954437,0.5575539568345323
gpt-oss-20b,oss20,gauche,journaliste,consci,confiance dans les institutions (con*),3,False,1,,0.635,0.38800614184911064,0.38893884892086333,0.3802425685351001,0.40059952038369306,0.007194244604316544,0.42500000000000004,0.1402877697841726,0.13669064748201432
gpt-oss-20b,oss20,gauche,journaliste,contv,confiance dans les institutions (con*),3,False,1,,0.585,0.5456124309185745,0.5469239992621288,0.5260137213969831,0.05647482014388489,0.01918465227817747,,,
gpt-oss-20b,oss20,gauche,journaliste,joblose,hors famille,5,False,1,,0.7582,0.6475280207488686,0.6490845784910535,0.6898538722978452,0.4653477218225419,0.07913669064748197,,,
gpt-oss-20b,oss20,gauche,journaliste,jobfind,hors famille,4,False,1,,0.6499999999999999,0.6994922047973132,0.7011736764434607,0.7035522661007885,0.4163069544364508,0.062350119904076726,,,
gpt-oss-20b,oss20,gauche,journaliste,happy,hors famille,3,False,1,,0.6072,0.5672814266572354,0.5686450839328537,0.568661617468615,0.06273381294964031,0.019184652278177478,,,
gpt-oss-20b,oss20,gauche,journaliste,hapmar,hors famille,4,False,1,,0.6499999999999999,0.5296597254570445,0.5309329459509318,0.5666373376119249,0.5950839328537171,0.04076738609112707,,,
gpt-oss-20b,oss20,gauche,journaliste,satjob,hors famille,5,False,1,,0.6799999999999999,0.7208851623736983,0.7226180593986351,0.7313056029996148,0.3384892086330936,0.023980815347721795,,,
gpt-oss-20b,oss20,gauche,journaliste,spdeg*,hors famille,6,False,1,,0.7056,0.6193491250165336,0.6208379450285927,0.6192686138858698,0.5618225419664269,0.019184652278177425,,,
gpt-oss-20b,oss20,gauche,journaliste,spjew,hors famille,5,False,1,,0.595,0.3590451379903271,0.35990822726434235,0.3552151084887486,0.7520383693045565,0.011990407673860878,,,
gpt-oss-20b,oss20,gauche,journaliste,spfund,hors famille,4,False,1,,0.6149999999999999,0.40653520349188277,0.40751245157719984,0.40483296815784775,0.548201438848921,0.009592326139088697,,,
gpt-oss-20b,oss20,gauche,journaliste,unemp,hors famille,2,False,1,,0.45499999999999996,0.4968686920966824,0.4980630879911456,0.4999281150619074,0.11043165467625904,0.03357314148681054,,,
gpt-oss-20b,oss20,gauche,journaliste,union1,hors famille,4,False,1,,0.4142,0.1864292738471095,0.1868774211400112,0.21067462576701224,0.14928057553956842,0.014388489208633056,,,
gpt-oss-20b,oss20,gauche,journaliste,spkath/y,libertes civiles (spk/col/lib),2,False,1,,0.4351999999999999,0.2254541690388696,0.2259961261759823,0.2254541690388696,0.19050359712230217,0.0,0.32,0.1294964028776978,0.1294964028776978
gpt-oss-20b,oss20,gauche,journaliste,colath,libertes civiles (spk/col/lib),2,False,1,,0.45499999999999996,0.28882793046138633,0.2895222283711493,0.2980752088976302,0.4749400479616307,0.007194244604316502,0.65,0.1750599520383693,0.1822541966426858
gpt-oss-20b,oss20,gauche,journaliste,spkrac/y,libertes civiles (spk/col/lib),2,False,1,,0.09500000000000008,0.4729453846994347,0.4740822726434238,0.4863102323896278,0.33369304556354906,0.03357314148681059,,,
gpt-oss-20b,oss20,gauche,journaliste,colrac,libertes civiles (spk/col/lib),2,False,1,,0.09500000000000008,0.33299403642553593,0.3337945028592512,0.3274042636394483,0.16103117505995201,0.0047961630695443624,,,
gpt-oss-20b,oss20,gauche,journaliste,librac/y,libertes civiles (spk/col/lib),2,False,1,,0.09500000000000008,0.48858754722840436,0.4897620365246265,0.4878514454623353,0.5255395683453237,0.002398081534772223,,,
gpt-oss-20b,oss20,gauche,journaliste,spkcom/y,libertes civiles (spk/col/lib),2,False,1,,0.45499999999999996,0.3620930593654572,0.3629634753735473,0.3245748724761197,0.412589928057554,0.03357314148681054,0.65,0.237410071942446,0.2038369304556355
gpt-oss-20b,oss20,gauche,journaliste,colcom/y,libertes civiles (spk/col/lib),2,False,1,,0.0,0.3620930593654572,0.3629634753735473,0.3274042636394483,0.237410071942446,0.031175059952038342,0.0,0.237410071942446,0.2062350119904076
gpt-oss-20b,oss20,gauche,journaliste,libcom/y,libertes civiles (spk/col/lib),2,False,1,,0.42000000000000004,0.30412504528751083,0.30485611510791355,0.2793736234034354,0.11294964028776984,0.019184652278177464,0.3,0.1870503597122302,0.1678657074340527
gpt-oss-20b,oss20,gauche,journaliste,spkhomo/y,libertes civiles (spk/col/lib),2,False,1,,0.1472,0.04681147168596045,0.046923999262128625,0.09994881792407795,0.05601918465227819,0.028776978417266216,0.08,0.0239808153477218,0.052757793764988
gpt-oss-20b,oss20,gauche,journaliste,colhomo,libertes civiles (spk/col/lib),2,False,1,,0.1472,0.05589772786087677,0.05603209739900388,0.10848299777444237,0.05122302158273381,0.02877697841726616,0.08,0.0287769784172661,0.0575539568345323
gpt-oss-20b,oss20,gauche,journaliste,libhomo/y,libertes civiles (spk/col/lib),2,False,1,,0.21120000000000005,0.08260442006107338,0.0828029883785279,0.1127155829293397,0.07683453237410078,0.016786570743405237,0.12,0.0431654676258992,0.0599520383693045
gpt-oss-20b,oss20,gauche,journaliste,cappun,hors famille,2,False,1,,0.42000000000000004,0.4855051210829897,0.4866722007009777,0.4893006458142839,0.11486810551558749,0.01199040767386092,0.3,0.4148681055155875,0.4268585131894484
gpt-oss-20b,oss20,gauche,journaliste,polhitok/y,hors famille,2,False,1,,0.21120000000000005,0.4772239762147117,0.4783711492344586,0.4855051210829897,0.4867146282973621,0.021582733812949617,0.12,0.6067146282973621,0.5851318944844125
gpt-oss-20b,oss20,gauche,journaliste,polabuse/y,hors famille,2,False,1,,0.21120000000000005,0.07379420204843301,0.07397159195720329,0.02836292117385253,0.08163069544364515,0.02398081534772173,0.12,0.0383693045563549,0.014388489208633
gpt-oss-20b,oss20,gauche,journaliste,polattak/y,hors famille,2,False,1,,0.21120000000000005,0.45065530309565305,0.45173860911270997,0.4361632995761664,0.537074340527578,0.02158273381294959,0.12,0.657074340527578,0.6786570743405276
gpt-oss-20b,oss20,gauche,journaliste,grass,hors famille,2,False,1,,0.34319999999999995,0.23948610895456302,0.24006179671647304,0.2360126287459241,0.08091127098321343,0.0023980815347721396,0.22,0.1390887290167865,0.1366906474820144
gpt-oss-20b,oss20,gauche,journaliste,gunlaw,hors famille,2,False,1,,0.45499999999999996,0.2793736234034354,0.2800451946135398,0.27617618135707267,0.4821342925659473,0.002398081534772195,0.65,0.1678657074340527,0.1654676258992805
gpt-oss-20b,oss20,gauche,journaliste,owngun,hors famille,2,False,1,,0.42000000000000004,0.31302727602090996,0.3137797454344218,0.33299403642553593,0.10575539568345328,0.016786570743405296,,,
gpt-oss-20b,oss20,gauche,journaliste,hunt1,hors famille,4,False,1,,0.31420000000000015,0.09701591244989627,0.09724912377790083,0.1369494332591482,0.12964028776978426,0.021582733812949714,,,
gpt-oss-20b,oss20,gauche,journaliste,class,hors famille,4,False,1,,0.4750000000000001,0.6532098062557149,0.6547800221361374,0.6465733887709977,0.3803357314148681,0.04316546762589932,,,
gpt-oss-20b,oss20,gauche,journaliste,satfin,hors famille,3,False,1,,0.635,0.6555446290449656,0.6571204574801699,0.6279753175876566,0.18141486810551555,0.07434052757793773,,,
gpt-oss-20b,oss20,gauche,journaliste,finalter,hors famille,3,False,1,,0.655,0.6607318461777342,0.6623201438848922,0.6660110760312614,0.14568345323741005,0.0455635491606714,,,
gpt-oss-20b,oss20,gauche,journaliste,finrela,hors famille,5,False,1,,0.7624,0.7240596012398715,0.7258001291274674,0.7231969819827591,0.18575539568345328,0.047961630695443735,,,
gpt-oss-20b,oss20,gauche,journaliste,racdif1,hors famille,2,False,1,,0.34319999999999995,0.30711545871216706,0.30785371702637904,0.3357544180482952,0.030551558752997615,0.02398081534772184,0.22,0.1894484412470023,0.2134292565947242
gpt-oss-20b,oss20,gauche,journaliste,racdif2,hors famille,2,False,1,,0.21120000000000005,0.10848299777444237,0.10874377421140018,0.10848299777444237,0.062446043165467674,0.0,0.12,0.0575539568345323,0.0575539568345323
gpt-oss-20b,oss20,gauche,journaliste,racdif3,hors famille,2,False,1,,0.45499999999999996,0.4037058123285544,0.4046762589928058,0.4078693879428832,0.36942446043165467,0.0047961630695443624,0.65,0.2805755395683453,0.2853717026378897
gpt-oss-20b,oss20,gauche,journaliste,racdif4,hors famille,2,False,1,,0.21120000000000005,0.21105417824014183,0.2115615200147576,0.23948610895456302,9.592326139087198e-05,0.01918465227817743,0.12,0.1199040767386091,0.1390887290167865
gpt-oss-20b,oss20,gauche,journaliste,wlthwhts,hors famille,7,False,1,,0.82,0.6520021392957578,0.6535694521306035,0.6672532477615031,0.3533573141486812,0.04796163069544367,,,
gpt-oss-20b,oss20,gauche,journaliste,wlthblks,hors famille,7,False,1,,0.82,0.6299420894938725,0.6314563733628482,0.6623535703811052,0.3502398081534773,0.043165467625899304,,,
gpt-oss-20b,oss20,gauche,journaliste,wlthhsps,hors famille,7,False,1,,0.82,0.6861733634674995,0.6878228186681425,0.6943624956150187,0.294484412470024,0.019184652278177443,,,
gpt-oss-20b,oss20,gauche,journaliste,racwork,hors famille,7,False,1,,0.7872,0.7390461731334357,0.7408227264342373,0.7292008120122607,0.3520143884892088,0.043165467625899276,,,
gpt-oss-20b,oss20,gauche,journaliste,letin1a,hors famille,5,False,1,,0.7672,0.7275330814485104,0.7292819590481463,0.695581664165071,0.15314148681055156,0.05035971223021584,0.47,0.4496402877697841,0.4514388489208633
gpt-oss-20b,oss20,gauche,journaliste,getahead,hors famille,3,False,1,,0.635,0.5411958203221595,0.5424967718133186,0.5282220266951907,0.15431654676258996,0.019184652278177478,0.575,0.5875299760191847,0.5779376498800959
gpt-oss-20b,oss20,gauche,journaliste,aged,hors famille,3,False,1,,0.635,0.5104865747689618,0.5117137059583102,0.5007332263685456,0.16630695443645088,0.011990407673860875,,,
gpt-oss-20b,oss20,gauche,journaliste,parsol,hors famille,5,False,1,,0.76,0.7794397575464809,0.7813134108098139,0.7865937465854655,0.12170263788968819,0.028776978417266237,,,
gpt-oss-20b,oss20,gauche,journaliste,kidssol,hors famille,6,False,1,,0.7776000000000001,0.7641771474906407,0.7660141117874932,0.7765068520722991,0.33558752997601926,0.03357314148681051,,,
gpt-oss-20b,oss20,gauche,journaliste,spanking,hors famille,4,False,1,,0.625,0.687024481134517,0.6886759822910904,0.6873350240670772,0.16462829736211024,0.02398081534772186,0.2666666666666667,0.31654676258992803,0.3229416466826539
gpt-oss-20b,oss20,gauche,journaliste,divlaw,hors famille,3,False,1,,0.645,0.5584597070545003,0.5598021582733814,0.5709159291272019,0.18525179856115107,0.026378896882493987,0.4,0.29856115107913667,0.302158273381295
gpt-oss-20b,oss20,gauche,journaliste,sexeduc,hors famille,2,False,1,,0.21120000000000005,0.08697502429710946,0.08718409887474675,0.09994881792407795,0.07443645083932848,0.007194244604316495,0.12,0.0455635491606714,0.052757793764988
gpt-oss-20b,oss20,gauche,journaliste,pillok,hors famille,4,False,1,,0.7222,0.6006245363421493,0.6020683453237411,0.6117695771440402,0.46091127098321344,0.026378896882494018,0.5766666666666667,0.21662669864108702,0.2278177458033572
gpt-oss-20b,oss20,gauche,journaliste,xmarsex,hors famille,4,False,1,,0.65,0.6828954102904727,0.6845369857959788,0.6762819959859452,0.497841726618705,0.050359712230215806,0.2666666666666667,0.6666666666666666,0.6562749800159873
gpt-oss-20b,oss20,gauche,journaliste,homosex,hors famille,4,False,1,,0.34019999999999984,0.369166537273778,0.37005395683453235,0.36580807296608764,0.03515587529976015,0.007194244604316585,0.09666666666666668,0.12310151878497194,0.12390087929656268
gpt-oss-20b,oss20,gauche,journaliste,marhomo,hors famille,5,False,1,,0.685,0.386625951037731,0.38755534034311023,0.3717888998153994,0.46978417266187056,0.023980815347721875,0.28750000000000003,0.10191846522781763,0.09892086330935236
gpt-oss-20b,oss20,gauche,journaliste,discaff,hors famille,3,False,1,,0.5912,0.4492866138743682,0.4503666297731047,0.44297224091230614,0.19304556354916075,0.007194244604316502,0.31,0.1762589928057553,0.17266187050359705
gpt-oss-20b,oss20,gauche,journaliste,abdefect,avortement (ab*),2,False,1,,0.21120000000000005,0.1127155829293397,0.11298653384984293,0.09994881792407795,0.06004796163069554,0.0071942446043164465,0.12,0.0599520383693045,0.052757793764988
gpt-oss-20b,oss20,gauche,journaliste,abnomore,avortement (ab*),2,False,1,,0.09500000000000008,0.22188867610947205,0.22242206235011985,0.2289966587880774,0.0770983213429256,0.004796163069544376,0.05,0.1270983213429256,0.13189448441247
gpt-oss-20b,oss20,gauche,journaliste,abhlth,avortement (ab*),2,False,1,,0.09500000000000008,0.06935458827182872,0.06952130603209755,0.06489197131503444,0.014028776978417253,0.0023980815347722367,0.05,0.0359712230215827,0.0335731414868105
gpt-oss-20b,oss20,gauche,journaliste,abpoor,avortement (ab*),2,False,1,,0.1472,0.18876409663635996,0.18921785648404355,0.20739667258998562,0.025515587529976035,0.01199040767386092,0.08,0.105515587529976,0.1175059952038369
gpt-oss-20b,oss20,gauche,journaliste,abrape,avortement (ab*),2,False,1,,0.17999999999999994,0.06489197131503444,0.06504796163069558,0.07379420204843301,0.06642685851318945,0.00479616306954431,0.1,0.0335731414868105,0.0383693045563549
gpt-oss-20b,oss20,gauche,journaliste,absingle,avortement (ab*),2,False,1,,0.17999999999999994,0.22188867610947205,0.22242206235011985,0.2254541690388696,0.027098321342925627,0.002398081534772195,0.1,0.1270983213429256,0.1294964028776978
gpt-oss-20b,oss20,gauche,journaliste,abany,avortement (ab*),2,False,1,,0.17999999999999994,0.23948610895456302,0.24006179671647304,0.27295573613051993,0.03908872901678656,0.02398081534772184,0.1,0.1390887290167865,0.1630695443645084
gpt-oss-20b,oss20,gauche,journaliste,letdie1,fin de vie (suicide/letdie),2,False,1,,0.45499999999999996,0.23948610895456302,0.24006179671647304,0.24976853049934156,0.5109112709832135,0.007194244604316544,0.65,0.1390887290167865,0.1462829736211031
gpt-oss-20b,oss20,gauche,journaliste,suicide1,fin de vie (suicide/letdie),2,False,1,,0.4949999999999999,0.24976853049934156,0.25036893562073426,0.23948610895456302,0.30371702637889686,0.007194244604316544,0.45,0.1462829736211031,0.1390887290167865
gpt-oss-20b,oss20,gauche,journaliste,suicide2,fin de vie (suicide/letdie),2,False,1,,0.45499999999999996,0.455071913692068,0.45616583656152015,0.4217173024170592,0.00011990407673864723,0.04796163069544365,0.65,0.6498800959232613,0.697841726618705
gpt-oss-20b,oss20,gauche,journaliste,suicide3,fin de vie (suicide/letdie),2,False,1,,0.45499999999999996,0.44120099603770213,0.4422615753551005,0.3972879250556389,0.021462829736211025,0.05515587529976018,0.65,0.6714628297362111,0.7266187050359713
gpt-oss-20b,oss20,gauche,journaliste,suicide4,fin de vie (suicide/letdie),2,False,1,,0.4949999999999999,0.4999741214222867,0.5011759822910903,0.494177320014492,0.053597122302158295,0.05035971223021582,0.45,0.5035971223021583,0.5539568345323741
gpt-oss-20b,oss20,gauche,journaliste,pornlaw,hors famille,3,False,1,,0.5912,0.3960687565055869,0.39702084486257155,0.336237484832278,0.3920863309352518,0.04316546762589932,0.31,0.5131894484412469,0.5347721822541966
gpt-oss-20b,oss20,gauche,journaliste,fair,hors famille,3,False,1,,0.655,0.6478500652715239,0.6494073971591959,0.6429618894812208,0.19364508393285373,0.014388489208633101,,,
gpt-oss-20b,oss20,gauche,journaliste,helpful,hors famille,3,False,1,,0.635,0.6572008580186212,0.6587806677734737,0.6533133205665684,0.16223021582733815,0.023980815347721895,,,
gpt-oss-20b,oss20,gauche,journaliste,trust,hors famille,3,False,1,,0.655,0.6352558241176844,0.6367828813871982,0.624950399392716,0.1485611510791366,0.05035971223021583,,,
gpt-oss-20b,oss20,gauche,journaliste,tax,hors famille,3,False,1,,0.635,0.5310514178585188,0.5323279837668327,0.5330296913548298,0.16642685851318947,0.021582733812949676,0.575,0.7146282973621103,0.7014388489208633
gpt-oss-20b,oss20,gauche,journaliste,vote16,hors famille,3,False,1,,0.43120000000000014,0.45655561881430096,0.45765310828260464,0.4616738264065007,0.12412470023980823,0.02637889688249402,,,
