axe,condition,item,n_cellules,gs_intra_humain,gs_total_humain,part_expliquee_humaine,nmi_humaine,gs_intra_methode,ratio_intra,item_retenu,perimetre
gender,B0 tirage,abdefect,1052,0.286690,0.286419,-0.000945,-0.001021,0.264924,0.924079,True,1052
gender,B0 tirage,abnomore,1052,0.455231,0.455319,0.000193,0.000152,0.451059,0.990837,True,1052
gender,B0 tirage,abhlth,1052,0.132636,0.132546,-0.000678,-0.001290,0.112812,0.850534,True,1052
gender,B0 tirage,abpoor,1052,0.444363,0.444444,0.000180,0.000145,0.446084,1.003873,True,1052
gender,B0 tirage,abrape,1052,0.205227,0.205236,0.000047,0.000052,0.216963,1.057189,True,1052
gender,B0 tirage,absingle,1052,0.463787,0.464001,0.000461,0.000354,0.476869,1.028205,True,1052
gender,B0 tirage,abany,1052,0.474661,0.474860,0.000419,0.000316,0.470329,0.990874,True,1052
gender,B0 tirage,letdie1,1052,0.366936,0.366647,-0.000789,-0.000714,0.359730,0.980361,True,1052
gender,B0 tirage,suicide1,1052,0.358917,0.358659,-0.000720,-0.000664,0.390385,1.087674,True,1052
gender,B0 tirage,suicide2,1052,0.380315,0.380069,-0.000648,-0.000573,0.347610,0.914005,True,1052
gender,B0 tirage,suicide3,1052,0.378549,0.378195,-0.000936,-0.000825,0.336413,0.888692,True,1052
gender,B0 tirage,suicide4,1052,0.469783,0.469433,-0.000745,-0.000560,0.457447,0.973740,True,1052
gender,B0 tirage,pornlaw,1052,0.453302,0.461529,0.017824,0.025176,0.463261,1.021968,True,1052
gender,B0 tirage,fair,1052,0.656415,0.659803,0.005134,0.004648,0.660587,1.006356,True,1052
gender,B0 tirage,helpful,1052,0.660155,0.663232,0.004640,0.004193,0.664022,1.005858,True,1052
gender,B0 tirage,trust,1052,0.604057,0.606419,0.003895,0.005550,0.614697,1.017615,True,1052
gender,B0 tirage,tax,1052,0.499857,0.501726,0.003724,0.002372,0.509167,1.018624,True,1052
gender,B0 tirage,vote16,1052,0.465518,0.469198,0.007843,0.006455,0.469440,1.008424,True,1052
gender,B0 tirage,pres16,1052,0.693507,0.696854,0.004802,0.004737,0.688980,0.993472,True,1052
gender,B0 tirage,if16who,1052,0.608185,0.609680,0.002452,0.001859,0.620408,1.020098,True,1052
gender,B0 tirage,news,1052,0.749350,0.750846,0.001992,0.001751,0.742322,0.990621,True,1052
gender,B0 tirage,jew,1052,0.465806,0.466076,0.000580,0.001240,0.463606,0.995277,True,1052
gender,B0 tirage,relig16*,1052,0.758699,0.758499,-0.000264,-0.000441,0.756402,0.996972,True,1052
gender,B0 tirage,jew16*,1052,0.425821,0.426188,0.000862,0.001807,0.416502,0.978115,True,1052
gender,B0 tirage,attend,1052,0.735162,0.736040,0.001193,0.000738,0.727555,0.989652,True,1052
gender,B0 tirage,pray,1052,0.790098,0.791282,0.001495,0.001182,0.796508,1.008113,True,1052
gender,B0 tirage,postlife,1052,0.419545,0.422967,0.008089,0.006566,0.436735,1.040973,True,1052
gender,B0 tirage,bible,1052,0.645603,0.645664,0.000096,-0.000046,0.646831,1.001903,True,1052
gender,B0 tirage,reborn,1052,0.660383,0.659768,-0.000932,-0.000853,0.661359,1.001478,True,1052
gender,B0 tirage,savesoul,1052,0.435539,0.435175,-0.000836,-0.000667,0.435909,1.000849,True,1052
gender,B0 tirage,granborn,1052,0.614984,0.614855,-0.000210,0.000296,0.618179,1.005195,True,1052
gender,B0 tirage,uscitzn*,1052,0.009478,0.009470,-0.000909,-0.015091,0.003802,,False,1052
gender,B0 tirage,fucitzn,1052,0.018920,0.018908,-0.000611,-0.008046,0.020787,,False,1052
gender,B0 tirage,mnthsusa,1052,0.035523,0.035503,-0.000574,-0.003305,0.028163,,False,1052
gender,B0 tirage,income,1052,0.704387,0.705318,0.001319,0.001418,0.711686,1.010362,True,1052
gender,B0 tirage,othlang,1052,0.354399,0.354578,0.000505,0.000474,0.363579,1.025904,True,1052
gender,B0 tirage,health,1052,0.607138,0.607748,0.001005,0.001552,0.616899,1.016078,True,1052
gender,B0 tirage,compuse*,1052,0.048215,0.048254,0.000816,0.003494,0.042781,,False,1052
gender,B0 tirage,webmob,1052,0.037265,0.037335,0.001876,0.010309,0.026253,,False,1052
gender,B0 tirage,xmovie,1052,0.445295,0.471758,0.056095,0.042270,0.468258,1.051569,True,1052
gender,B0 tirage,usewww*,1052,0.024455,0.024433,-0.000932,-0.006848,0.024353,,False,1052
gender,B0 tirage,life,1052,0.527190,0.529130,0.003668,0.003152,0.544526,1.032885,True,1052
gender,B0 tirage,richwork,1052,0.476976,0.477378,0.000843,0.000631,0.476495,0.998993,True,1052
gender,B1 argmax,natspac/y,1052,0.595244,0.604995,0.016118,0.022095,0.344512,0.578775,True,1052
gender,B1 argmax,natenvir/y,1052,0.498755,0.500257,0.003002,0.003630,0.321673,0.644952,True,1052
gender,B1 argmax,natheal/y,1052,0.430935,0.433223,0.005283,0.005347,0.147879,0.343158,True,1052
gender,B1 argmax,natcity/y,1052,0.634045,0.633666,-0.000599,-0.000583,0.549735,0.867027,True,1052
gender,B1 argmax,natdrug/y,1052,0.541936,0.542122,0.000342,0.001738,0.311415,0.574633,True,1052
gender,B1 argmax,nateduc/y,1052,0.456198,0.456221,0.000052,-0.000202,0.164560,0.360722,True,1052
gender,B1 argmax,natrace/y,1052,0.651837,0.653488,0.002526,0.002943,0.643761,0.987610,True,1052
gender,B1 argmax,natarms/y,1052,0.647552,0.647898,0.000534,0.000294,0.626020,0.966749,True,1052
gender,B1 argmax,nataid/y,1052,0.456991,0.457542,0.001204,0.000428,0.295038,0.645610,True,1052
gender,B1 argmax,natfare/y,1052,0.453114,0.455400,0.005020,0.004297,0.270319,0.596582,True,1052
gender,B1 argmax,natroad,1052,0.561763,0.563481,0.003050,0.001983,0.436629,0.777248,True,1052
gender,B1 argmax,natsoc,1052,0.457413,0.459398,0.004320,0.004474,0.211804,0.463048,True,1052
gender,B1 argmax,natmass,1052,0.578103,0.577630,-0.000819,-0.000873,0.495534,0.857172,True,1052
gender,B1 argmax,natpark,1052,0.490777,0.491033,0.000522,0.001387,0.213935,0.435912,True,1052
gender,B1 argmax,natchld,1052,0.553557,0.557029,0.006233,0.004792,0.455154,0.822235,True,1052
gender,B1 argmax,natsci,1052,0.554879,0.557382,0.004490,0.002947,0.385691,0.695091,True,1052
gender,B1 argmax,natenrgy,1052,0.600478,0.600368,-0.000184,-0.000408,0.555872,0.925716,True,1052
gender,B1 argmax,uswary,1052,0.498074,0.498385,0.000624,0.000452,0.475190,0.954056,True,1052
gender,B1 argmax,prayer,1052,0.432086,0.431693,-0.000911,-0.000728,0.337915,0.782054,True,1052
gender,B1 argmax,courts,1052,0.618601,0.619132,0.000858,0.001056,0.539161,0.871581,True,1052
gender,B1 argmax,discaffw,1052,0.685374,0.703203,0.025354,0.037052,0.532035,0.776270,True,1052
gender,B1 argmax,discaffm,1052,0.671201,0.687270,0.023382,0.032794,0.560930,0.835712,True,1052
gender,B1 argmax,fehire,1052,0.755423,0.761353,0.007790,0.014223,0.694961,0.919964,True,1052
gender,B1 argmax,fechld,1052,0.622420,0.631749,0.014766,0.014970,0.481228,0.773156,True,1052
gender,B1 argmax,fepresch,1052,0.643863,0.649852,0.009216,0.011273,0.444999,0.691139,True,1052
gender,B1 argmax,fefam,1052,0.693624,0.697071,0.004944,0.004782,0.627644,0.904876,True,1052
gender,B1 argmax,fepol,1052,0.353594,0.360678,0.019639,0.017866,0.228157,0.645250,True,1052
gender,B1 argmax,mobile16,1052,0.659931,0.662581,0.003999,0.003318,0.635401,0.962829,True,1052
gender,B1 argmax,incom16,1052,0.659374,0.660437,0.001611,0.003287,0.400247,0.607010,True,1052
gender,B1 argmax,dwelown16,1052,0.433024,0.432722,-0.000697,-0.001164,0.267840,0.618534,True,1052
gender,B1 argmax,divorced,1052,0.409579,0.412926,0.008104,0.006771,0.298658,0.729184,True,1052
gender,B1 argmax,posslq/y,1052,0.666139,0.666986,0.001269,0.001760,0.553712,0.831226,True,1052
gender,B1 argmax,wrkstat,1052,0.771552,0.785582,0.017859,0.022279,0.629572,0.815981,True,1052
gender,B1 argmax,evwork,1052,0.145333,0.145483,0.001035,0.001866,0.051709,0.355796,True,1052
gender,B1 argmax,wrkgovt1,1052,0.267572,0.267345,-0.000852,-0.000976,0.059098,0.220869,True,1052
gender,B1 argmax,wrkgovt2,1052,0.415374,0.420704,0.012670,0.010473,0.277309,0.667615,True,1052
gender,B1 argmax,partfull,1052,0.618634,0.630316,0.018534,0.014648,0.518728,0.838506,True,1052
gender,B1 argmax,wksub1,1052,0.629939,0.635918,0.009402,0.007295,0.527299,0.837063,True,1052
gender,B1 argmax,wksup1,1052,0.625367,0.633000,0.012058,0.014737,0.580869,0.928845,True,1052
gender,B1 argmax,conarmy,1052,0.587796,0.591007,0.005433,0.004392,0.516066,0.877969,True,1052
gender,B1 argmax,conbus,1052,0.566141,0.567305,0.002051,0.004118,0.377263,0.666376,True,1052
gender,B1 argmax,conclerg,1052,0.597332,0.596960,-0.000623,-0.000517,0.510647,0.854880,True,1052
gender,B1 argmax,coneduc,1052,0.569316,0.569396,0.000141,0.000319,0.303621,0.533308,True,1052
gender,B1 argmax,confed,1052,0.596053,0.598845,0.004662,0.005857,0.526110,0.882655,True,1052
gender,B1 argmax,confinan,1052,0.583777,0.584663,0.001517,0.000980,0.312709,0.535666,True,1052
gender,B1 argmax,conjudge,1052,0.620625,0.628681,0.012813,0.015528,0.549316,0.885101,True,1052
gender,B1 argmax,conlabor,1052,0.588542,0.591490,0.004983,0.004140,0.358194,0.608612,True,1052
gender,B1 argmax,conlegis,1052,0.551326,0.554887,0.006417,0.007031,0.473824,0.859427,True,1052
gender,B1 argmax,conmedic,1052,0.589088,0.590593,0.002548,0.001967,0.512810,0.870515,True,1052
gender,B1 argmax,conpress,1052,0.575842,0.577404,0.002706,0.005361,0.517756,0.899129,True,1052
gender,B1 argmax,consci,1052,0.585677,0.585477,-0.000341,-0.000515,0.531084,0.906786,True,1052
gender,B1 argmax,contv,1052,0.571310,0.570955,-0.000622,-0.000317,0.498190,0.872013,True,1052
gender,B1 argmax,joblose,1052,0.642644,0.649315,0.010273,0.009674,0.518540,0.806884,True,1052
gender,B1 argmax,jobfind,1052,0.696672,0.702982,0.008977,0.007780,0.596675,0.856465,True,1052
gender,B1 argmax,happy,1052,0.579364,0.579743,0.000654,0.001227,0.281570,0.485998,True,1052
gender,B1 argmax,hapmar,1052,0.596433,0.596540,0.000180,0.002366,0.379900,0.636953,True,1052
gender,B1 argmax,satjob,1052,0.699982,0.705093,0.007249,0.005950,0.603552,0.862239,True,1052
gender,B1 argmax,spdeg*,1052,0.671553,0.674270,0.004030,0.008696,0.437215,0.651051,True,1052
gender,B1 argmax,spjew,1052,0.454368,0.454604,0.000519,0.001503,0.183018,0.402797,True,1052
gender,B1 argmax,spfund,1052,0.482665,0.482553,-0.000232,0.000036,0.239989,0.497217,True,1052
gender,B1 argmax,unemp,1052,0.479833,0.480151,0.000663,0.000492,0.416899,0.868842,True,1052
gender,B1 argmax,union1,1052,0.165716,0.165799,0.000502,0.002387,0.013262,0.080028,True,1052
gender,B1 argmax,spkath/y,1052,0.304904,0.304680,-0.000734,-0.000753,0.044627,0.146363,True,1052
gender,B1 argmax,colath,1052,0.377376,0.377253,-0.000329,-0.000294,0.122803,0.325413,True,1052
gender,B1 argmax,spkrac/y,1052,0.491635,0.494179,0.005148,0.003743,0.449188,0.913662,True,1052
gender,B1 argmax,colrac,1052,0.416752,0.422216,0.012942,0.010510,0.198495,0.476292,True,1052
gender,B1 argmax,librac/y,1052,0.486717,0.488313,0.003269,0.002401,0.394211,0.809940,True,1052
gender,B1 argmax,spkcom/y,1052,0.427753,0.428120,0.000858,0.000691,0.203102,0.474811,True,1052
gender,B1 argmax,colcom/y,1052,0.430113,0.431693,0.003659,0.002944,0.222029,0.516211,True,1052
gender,B1 argmax,libcom/y,1052,0.383139,0.382853,-0.000747,-0.000655,0.130997,0.341905,True,1052
gender,B1 argmax,spkhomo/y,1052,0.116065,0.116049,-0.000138,-0.000251,0.005679,0.048925,True,1052
gender,B1 argmax,colhomo,1052,0.124376,0.124343,-0.000267,-0.000505,0.005695,0.045789,True,1052
gender,B1 argmax,libhomo/y,1052,0.234535,0.235132,0.002540,0.003194,0.039034,0.166430,True,1052
gender,B1 argmax,cappun,1052,0.469480,0.470839,0.002886,0.002177,0.410108,0.873536,True,1052
gender,B1 argmax,polhitok/y,1052,0.437061,0.451229,0.031399,0.024828,0.282816,0.647086,True,1052
gender,B1 argmax,polabuse/y,1052,0.115483,0.116049,0.004874,0.010504,0.001901,0.016462,True,1052
gender,B1 argmax,polattak/y,1052,0.443332,0.443163,-0.000382,-0.000302,0.208224,0.469678,True,1052
gender,B1 argmax,grass,1052,0.366281,0.366647,0.000998,0.000900,0.166409,0.454321,True,1052
gender,B1 argmax,gunlaw,1052,0.433720,0.437221,0.008008,0.006347,0.321783,0.741915,True,1052
gender,B1 argmax,owngun,1052,0.406987,0.407266,0.000684,0.000577,0.241246,0.592761,True,1052
gender,B1 argmax,hunt1,1052,0.200325,0.203762,0.016866,0.070575,0.033522,0.167336,True,1052
gender,B1 argmax,class,1052,0.651189,0.656158,0.007573,0.007596,0.611903,0.939671,True,1052
gender,B1 argmax,satfin,1052,0.652706,0.658697,0.009096,0.009434,0.617811,0.946537,True,1052
gender,B1 argmax,finalter,1052,0.656386,0.659927,0.005367,0.005581,0.620677,0.945598,True,1052
gender,B1 argmax,finrela,1052,0.715475,0.718564,0.004299,0.006677,0.648564,0.906480,True,1052
gender,B1 argmax,racdif1,1052,0.495136,0.498954,0.007653,0.005530,0.492309,0.994291,True,1052
gender,B1 argmax,racdif2,1052,0.123810,0.124343,0.004282,0.008749,0.001901,0.015355,True,1052
gender,B1 argmax,racdif3,1052,0.497362,0.500215,0.005704,0.004116,0.490488,0.986178,True,1052
gender,B1 argmax,racdif4,1052,0.408367,0.411327,0.007194,0.005959,0.283937,0.695297,True,1052
gender,B1 argmax,wlthwhts,1052,0.604128,0.604490,0.000599,0.000534,0.299016,0.494954,True,1052
gender,B1 argmax,wlthblks,1052,0.656737,0.656827,0.000137,0.000422,0.478611,0.728771,True,1052
gender,B1 argmax,wlthhsps,1052,0.670387,0.671318,0.001387,0.000105,0.531046,0.792149,True,1052
gender,B1 argmax,racwork,1052,0.724181,0.730374,0.008480,0.006377,0.586906,0.810441,True,1052
gender,B1 argmax,letin1a,1052,0.747256,0.747629,0.000499,0.000528,0.649422,0.869076,True,1052
gender,B1 argmax,getahead,1052,0.563544,0.563099,-0.000790,-0.000929,0.505459,0.896930,True,1052
gender,B1 argmax,aged,1052,0.529694,0.529924,0.000434,0.001589,0.249845,0.471678,True,1052
gender,B1 argmax,parsol,1052,0.779059,0.779638,0.000742,0.001475,0.726533,0.932578,True,1052
gender,B1 argmax,kidssol,1052,0.800217,0.800368,0.000188,0.000125,0.730940,0.913427,True,1052
gender,B1 argmax,spanking,1052,0.733463,0.740104,0.008974,0.010023,0.697044,0.950346,True,1052
gender,B1 argmax,divlaw,1052,0.612129,0.614343,0.003604,0.005201,0.510276,0.833608,True,1052
gender,B1 argmax,sexeduc,1052,0.255486,0.255509,0.000091,0.000121,0.055060,0.215510,True,1052
gender,B1 argmax,pillok,1052,0.708613,0.712025,0.004793,0.004222,0.640972,0.904545,True,1052
gender,B1 argmax,xmarsex,1052,0.615150,0.616051,0.001462,0.004355,0.453462,0.737157,True,1052
gender,B1 argmax,homosex,1052,0.589179,0.590741,0.002644,0.004312,0.397140,0.674057,True,1052
gender,B1 argmax,marhomo,1052,0.665420,0.667291,0.002804,0.001901,0.510727,0.767526,True,1052
gender,B1 argmax,discaff,1052,0.591325,0.593974,0.004459,0.003058,0.520751,0.880651,True,1052
gender,B1 argmax,abdefect,1052,0.286690,0.286419,-0.000945,-0.001021,0.102689,0.358188,True,1052
gender,B1 argmax,abnomore,1052,0.455231,0.455319,0.000193,0.000152,0.420187,0.923020,True,1052
gender,B1 argmax,abhlth,1052,0.132636,0.132546,-0.000678,-0.001290,0.016989,0.128085,True,1052
gender,B1 argmax,abpoor,1052,0.444363,0.444444,0.000180,0.000145,0.417456,0.939446,True,1052
gender,B1 argmax,abrape,1052,0.205227,0.205236,0.000047,0.000052,0.046480,0.226479,True,1052
gender,B1 argmax,absingle,1052,0.463787,0.464001,0.000461,0.000354,0.441920,0.952850,True,1052
gender,B1 argmax,abany,1052,0.474661,0.474860,0.000419,0.000316,0.460297,0.969738,True,1052
gender,B1 argmax,letdie1,1052,0.366936,0.366647,-0.000789,-0.000714,0.164566,0.448486,True,1052
gender,B1 argmax,suicide1,1052,0.358917,0.358659,-0.000720,-0.000664,0.161432,0.449775,True,1052
gender,B1 argmax,suicide2,1052,0.380315,0.380069,-0.000648,-0.000573,0.176247,0.463423,True,1052
gender,B1 argmax,suicide3,1052,0.378549,0.378195,-0.000936,-0.000825,0.150189,0.396750,True,1052
gender,B1 argmax,suicide4,1052,0.469783,0.469433,-0.000745,-0.000560,0.367459,0.782190,True,1052
gender,B1 argmax,pornlaw,1052,0.453302,0.461529,0.017824,0.025176,0.210119,0.463530,True,1052
gender,B1 argmax,fair,1052,0.656415,0.659803,0.005134,0.004648,0.617018,0.939982,True,1052
gender,B1 argmax,helpful,1052,0.660155,0.663232,0.004640,0.004193,0.614235,0.930440,True,1052
gender,B1 argmax,trust,1052,0.604057,0.606419,0.003895,0.005550,0.387687,0.641806,True,1052
gender,B1 argmax,tax,1052,0.499857,0.501726,0.003724,0.002372,0.384979,0.770178,True,1052
gender,B1 argmax,vote16,1052,0.465518,0.469198,0.007843,0.006455,0.371863,0.798814,True,1052
gender,B1 argmax,pres16,1052,0.693507,0.696854,0.004802,0.004737,0.665710,0.959917,True,1052
gender,B1 argmax,if16who,1052,0.608185,0.609680,0.002452,0.001859,0.581482,0.956094,True,1052
gender,B1 argmax,news,1052,0.749350,0.750846,0.001992,0.001751,0.593103,0.791489,True,1052
gender,B1 argmax,jew,1052,0.465806,0.466076,0.000580,0.001240,0.122287,0.262529,True,1052
gender,B1 argmax,relig16*,1052,0.758699,0.758499,-0.000264,-0.000441,0.717811,0.946108,True,1052
gender,B1 argmax,jew16*,1052,0.425821,0.426188,0.000862,0.001807,0.068336,0.160480,True,1052
gender,B1 argmax,attend,1052,0.735162,0.736040,0.001193,0.000738,0.361191,0.491308,True,1052
gender,B1 argmax,pray,1052,0.790098,0.791282,0.001495,0.001182,0.649787,0.822412,True,1052
gender,B1 argmax,postlife,1052,0.419545,0.422967,0.008089,0.006566,0.232446,0.554044,True,1052
gender,B1 argmax,bible,1052,0.645603,0.645664,0.000096,-0.000046,0.615236,0.952963,True,1052
gender,B1 argmax,reborn,1052,0.660383,0.659768,-0.000932,-0.000853,0.638415,0.966734,True,1052
gender,B1 argmax,savesoul,1052,0.435539,0.435175,-0.000836,-0.000667,0.333446,0.765595,True,1052
gender,B1 argmax,granborn,1052,0.614984,0.614855,-0.000210,0.000296,0.321596,0.522934,True,1052
gender,B1 argmax,uscitzn*,1052,0.009478,0.009470,-0.000909,-0.015091,0.000000,,False,1052
gender,B1 argmax,fucitzn,1052,0.018920,0.018908,-0.000611,-0.008046,0.001901,,False,1052
gender,B1 argmax,mnthsusa,1052,0.035523,0.035503,-0.000574,-0.003305,0.000000,,False,1052
gender,B1 argmax,income,1052,0.704387,0.705318,0.001319,0.001418,0.371480,0.527380,True,1052
gender,B1 argmax,othlang,1052,0.354399,0.354578,0.000505,0.000474,0.165692,0.467530,True,1052
gender,B1 argmax,health,1052,0.607138,0.607748,0.001005,0.001552,0.260586,0.429204,True,1052
gender,B1 argmax,compuse*,1052,0.048215,0.048254,0.000816,0.003494,0.000000,,False,1052
gender,B1 argmax,webmob,1052,0.037265,0.037335,0.001876,0.010309,0.000000,,False,1052
gender,B1 argmax,xmovie,1052,0.445295,0.471758,0.056095,0.042270,0.336399,0.755451,True,1052
gender,B1 argmax,usewww*,1052,0.024455,0.024433,-0.000932,-0.006848,0.000000,,False,1052
gender,B1 argmax,life,1052,0.527190,0.529130,0.003668,0.003152,0.276248,0.524002,True,1052
gender,B1 argmax,richwork,1052,0.476976,0.477378,0.000843,0.000631,0.398369,0.835197,True,1052
gender,B2 argmax,natspac/y,1052,0.595244,0.604995,0.016118,0.022095,0.149952,0.251917,True,1052
gender,B2 argmax,natenvir/y,1052,0.498755,0.500257,0.003002,0.003630,0.314368,0.630305,True,1052
gender,B2 argmax,natheal/y,1052,0.430935,0.433223,0.005283,0.005347,0.075088,0.174245,True,1052
gender,B2 argmax,natcity/y,1052,0.634045,0.633666,-0.000599,-0.000583,0.347628,0.548271,True,1052
gender,B2 argmax,natdrug/y,1052,0.541936,0.542122,0.000342,0.001738,0.222431,0.410437,True,1052
gender,B2 argmax,nateduc/y,1052,0.456198,0.456221,0.000052,-0.000202,0.123027,0.269679,True,1052
gender,B2 argmax,natrace/y,1052,0.651837,0.653488,0.002526,0.002943,0.615495,0.944246,True,1052
gender,B2 argmax,natarms/y,1052,0.647552,0.647898,0.000534,0.000294,0.624156,0.963870,True,1052
gender,B2 argmax,nataid/y,1052,0.456991,0.457542,0.001204,0.000428,0.340161,0.744350,True,1052
gender,B2 argmax,natfare/y,1052,0.453114,0.455400,0.005020,0.004297,0.110060,0.242897,True,1052
gender,B2 argmax,natroad,1052,0.561763,0.563481,0.003050,0.001983,0.310689,0.553062,True,1052
gender,B2 argmax,natsoc,1052,0.457413,0.459398,0.004320,0.004474,0.046368,0.101370,True,1052
gender,B2 argmax,natmass,1052,0.578103,0.577630,-0.000819,-0.000873,0.503060,0.870191,True,1052
gender,B2 argmax,natpark,1052,0.490777,0.491033,0.000522,0.001387,0.224138,0.456700,True,1052
gender,B2 argmax,natchld,1052,0.553557,0.557029,0.006233,0.004792,0.392970,0.709899,True,1052
gender,B2 argmax,natsci,1052,0.554879,0.557382,0.004490,0.002947,0.437037,0.787626,True,1052
gender,B2 argmax,natenrgy,1052,0.600478,0.600368,-0.000184,-0.000408,0.488764,0.813957,True,1052
gender,B2 argmax,uswary,1052,0.498074,0.498385,0.000624,0.000452,0.499370,1.002602,True,1052
gender,B2 argmax,prayer,1052,0.432086,0.431693,-0.000911,-0.000728,0.298963,0.691906,True,1052
gender,B2 argmax,courts,1052,0.618601,0.619132,0.000858,0.001056,0.574972,0.929473,True,1052
gender,B2 argmax,discaffw,1052,0.685374,0.703203,0.025354,0.037052,0.346899,0.506145,True,1052
gender,B2 argmax,discaffm,1052,0.671201,0.687270,0.023382,0.032794,0.414137,0.617009,True,1052
gender,B2 argmax,fehire,1052,0.755423,0.761353,0.007790,0.014223,0.602166,0.797124,True,1052
gender,B2 argmax,fechld,1052,0.622420,0.631749,0.014766,0.014970,0.454678,0.730499,True,1052
gender,B2 argmax,fepresch,1052,0.643863,0.649852,0.009216,0.011273,0.392961,0.610318,True,1052
gender,B2 argmax,fefam,1052,0.693624,0.697071,0.004944,0.004782,0.607222,0.875434,True,1052
gender,B2 argmax,fepol,1052,0.353594,0.360678,0.019639,0.017866,0.098403,0.278293,True,1052
gender,B2 argmax,mobile16,1052,0.659931,0.662581,0.003999,0.003318,0.654108,0.991177,True,1052
gender,B2 argmax,incom16,1052,0.659374,0.660437,0.001611,0.003287,0.193818,0.293942,True,1052
gender,B2 argmax,dwelown16,1052,0.433024,0.432722,-0.000697,-0.001164,0.022558,0.052093,True,1052
gender,B2 argmax,divorced,1052,0.409579,0.412926,0.008104,0.006771,0.094096,0.229739,True,1052
gender,B2 argmax,posslq/y,1052,0.666139,0.666986,0.001269,0.001760,0.440114,0.660694,True,1052
gender,B2 argmax,wrkstat,1052,0.771552,0.785582,0.017859,0.022279,0.596365,0.772942,True,1052
gender,B2 argmax,evwork,1052,0.145333,0.145483,0.001035,0.001866,0.000000,0.000000,True,1052
gender,B2 argmax,wrkgovt1,1052,0.267572,0.267345,-0.000852,-0.000976,0.000000,0.000000,True,1052
gender,B2 argmax,wrkgovt2,1052,0.415374,0.420704,0.012670,0.010473,0.099840,0.240362,True,1052
gender,B2 argmax,partfull,1052,0.618634,0.630316,0.018534,0.014648,0.504060,0.814795,True,1052
gender,B2 argmax,wksub1,1052,0.629939,0.635918,0.009402,0.007295,0.490664,0.778906,True,1052
gender,B2 argmax,wksup1,1052,0.625367,0.633000,0.012058,0.014737,0.518926,0.829794,True,1052
gender,B2 argmax,conarmy,1052,0.587796,0.591007,0.005433,0.004392,0.520225,0.885045,True,1052
gender,B2 argmax,conbus,1052,0.566141,0.567305,0.002051,0.004118,0.381338,0.673575,True,1052
gender,B2 argmax,conclerg,1052,0.597332,0.596960,-0.000623,-0.000517,0.472096,0.790340,True,1052
gender,B2 argmax,coneduc,1052,0.569316,0.569396,0.000141,0.000319,0.206808,0.363258,True,1052
gender,B2 argmax,confed,1052,0.596053,0.598845,0.004662,0.005857,0.426010,0.714718,True,1052
gender,B2 argmax,confinan,1052,0.583777,0.584663,0.001517,0.000980,0.262135,0.449034,True,1052
gender,B2 argmax,conjudge,1052,0.620625,0.628681,0.012813,0.015528,0.550634,0.887225,True,1052
gender,B2 argmax,conlabor,1052,0.588542,0.591490,0.004983,0.004140,0.278744,0.473618,True,1052
gender,B2 argmax,conlegis,1052,0.551326,0.554887,0.006417,0.007031,0.466804,0.846693,True,1052
gender,B2 argmax,conmedic,1052,0.589088,0.590593,0.002548,0.001967,0.499979,0.848735,True,1052
gender,B2 argmax,conpress,1052,0.575842,0.577404,0.002706,0.005361,0.431340,0.749060,True,1052
gender,B2 argmax,consci,1052,0.585677,0.585477,-0.000341,-0.000515,0.451141,0.770290,True,1052
gender,B2 argmax,contv,1052,0.571310,0.570955,-0.000622,-0.000317,0.417059,0.730004,True,1052
gender,B2 argmax,joblose,1052,0.642644,0.649315,0.010273,0.009674,0.492330,0.766101,True,1052
gender,B2 argmax,jobfind,1052,0.696672,0.702982,0.008977,0.007780,0.614991,0.882756,True,1052
gender,B2 argmax,happy,1052,0.579364,0.579743,0.000654,0.001227,0.145183,0.250590,True,1052
gender,B2 argmax,hapmar,1052,0.596433,0.596540,0.000180,0.002366,0.194454,0.326028,True,1052
gender,B2 argmax,satjob,1052,0.699982,0.705093,0.007249,0.005950,0.579017,0.827189,True,1052
gender,B2 argmax,spdeg*,1052,0.671553,0.674270,0.004030,0.008696,0.210844,0.313964,True,1052
gender,B2 argmax,spjew,1052,0.454368,0.454604,0.000519,0.001503,0.033779,0.074344,True,1052
gender,B2 argmax,spfund,1052,0.482665,0.482553,-0.000232,0.000036,0.057335,0.118788,True,1052
gender,B2 argmax,unemp,1052,0.479833,0.480151,0.000663,0.000492,0.361758,0.753925,True,1052
gender,B2 argmax,union1,1052,0.165716,0.165799,0.000502,0.002387,0.000000,0.000000,True,1052
gender,B2 argmax,spkath/y,1052,0.304904,0.304680,-0.000734,-0.000753,0.022558,0.073983,True,1052
gender,B2 argmax,colath,1052,0.377376,0.377253,-0.000329,-0.000294,0.111011,0.294165,True,1052
gender,B2 argmax,spkrac/y,1052,0.491635,0.494179,0.005148,0.003743,0.437881,0.890663,True,1052
gender,B2 argmax,colrac,1052,0.416752,0.422216,0.012942,0.010510,0.085814,0.205912,True,1052
gender,B2 argmax,librac/y,1052,0.486717,0.488313,0.003269,0.002401,0.348376,0.715768,True,1052
gender,B2 argmax,spkcom/y,1052,0.427753,0.428120,0.000858,0.000691,0.219556,0.513277,True,1052
gender,B2 argmax,colcom/y,1052,0.430113,0.431693,0.003659,0.002944,0.170538,0.396496,True,1052
gender,B2 argmax,libcom/y,1052,0.383139,0.382853,-0.000747,-0.000655,0.119356,0.311521,True,1052
