axe,condition,item,n_cellules,gs_intra_humain,gs_total_humain,part_expliquee_humaine,nmi_humaine,gs_intra_methode,ratio_intra,item_retenu,perimetre
race,B0 mode,librac/y,150,0.492557,0.494407,0.003742,0.002927,0.000000,0.000000,True,150
race,B0 mode,spkcom/y,150,0.391323,0.417360,0.062386,0.049225,0.000000,0.000000,True,150
race,B0 mode,colcom/y,150,0.392593,0.393736,0.002904,0.004185,0.000000,0.000000,True,150
race,B0 mode,libcom/y,150,0.335556,0.345503,0.028792,0.028534,0.000000,0.000000,True,150
race,B0 mode,spkhomo/y,150,0.150335,0.148188,-0.014490,-0.020660,0.000000,0.000000,True,150
race,B0 mode,colhomo,150,0.126667,0.125280,-0.011071,-0.019071,0.000000,0.000000,True,150
race,B0 mode,libhomo/y,150,0.243915,0.242416,-0.006185,-0.006569,0.000000,0.000000,True,150
race,B0 mode,cappun,150,0.464974,0.502550,0.074772,0.055539,0.000000,0.000000,True,150
race,B0 mode,polhitok/y,150,0.448642,0.467562,0.040464,0.029117,0.000000,0.000000,True,150
race,B0 mode,polabuse/y,150,0.114815,0.113557,-0.011076,-0.026887,0.000000,0.000000,True,150
race,B0 mode,polattak/y,150,0.474039,0.483221,0.019003,0.014256,0.000000,0.000000,True,150
race,B0 mode,grass,150,0.392487,0.393736,0.003173,0.002810,0.000000,0.000000,True,150
race,B0 mode,gunlaw,150,0.454286,0.451812,-0.005475,-0.003200,0.000000,0.000000,True,150
race,B0 mode,owngun,150,0.349418,0.345503,-0.011330,-0.010102,0.000000,0.000000,True,150
race,B0 mode,hunt1,150,0.152716,0.151678,-0.006845,0.026500,0.000000,0.000000,True,150
race,B0 mode,class,150,0.634762,0.652796,0.027627,0.022839,0.000000,0.000000,True,150
race,B0 mode,satfin,150,0.649524,0.653333,0.005831,0.003194,0.000000,0.000000,True,150
race,B0 mode,finalter,150,0.649453,0.665145,0.023592,0.020397,0.000000,0.000000,True,150
race,B0 mode,finrela,150,0.726208,0.719105,-0.009878,-0.012701,0.000000,0.000000,True,150
race,B0 mode,racdif1,150,0.459894,0.496107,0.072995,0.056475,0.000000,0.000000,True,150
race,B0 mode,racdif2,150,0.113545,0.113557,0.000106,0.024745,0.000000,0.000000,True,150
race,B0 mode,racdif3,150,0.503704,0.503266,-0.000869,-0.000418,0.322434,0.640126,True,150
race,B0 mode,racdif4,150,0.398519,0.393736,-0.012146,-0.009472,0.000000,0.000000,True,150
race,B0 mode,wlthwhts,150,0.593298,0.601342,0.013377,0.046305,0.000000,0.000000,True,150
race,B0 mode,wlthblks,150,0.618466,0.612975,-0.008957,-0.006291,0.000000,0.000000,True,150
race,B0 mode,wlthhsps,150,0.626755,0.627651,0.001428,-0.000565,0.489594,0.781158,True,150
race,B0 mode,racwork,150,0.754444,0.748725,-0.007639,0.007695,0.000000,0.000000,True,150
race,B0 mode,letin1a,150,0.746684,0.743535,-0.004236,-0.007014,0.000000,0.000000,True,150
race,B0 mode,getahead,150,0.562681,0.558300,-0.007847,-0.010851,0.000000,0.000000,True,150
race,B0 mode,aged,150,0.509224,0.506219,-0.005936,0.007551,0.000000,0.000000,True,150
race,B0 mode,parsol,150,0.781464,0.786130,0.005935,0.006572,0.000000,0.000000,True,150
race,B0 mode,kidssol,150,0.790529,0.791409,0.001112,0.012516,0.000000,0.000000,True,150
race,B0 mode,spanking,150,0.742328,0.745324,0.004020,0.002462,0.000000,0.000000,True,150
race,B0 mode,divlaw,150,0.600247,0.600716,0.000781,-0.001560,0.000000,0.000000,True,150
race,B0 mode,sexeduc,150,0.252240,0.251991,-0.000987,0.000437,0.000000,0.000000,True,150
race,B0 mode,pillok,150,0.707954,0.707204,-0.001061,-0.003186,0.322434,0.455445,True,150
race,B0 mode,xmarsex,150,0.621764,0.621387,-0.000606,0.001983,0.000000,0.000000,True,150
race,B0 mode,homosex,150,0.612028,0.606085,-0.009806,-0.013163,0.000000,0.000000,True,150
race,B0 mode,marhomo,150,0.689189,0.683400,-0.008470,-0.006228,0.000000,0.000000,True,150
race,B0 mode,discaff,150,0.572804,0.577092,0.007429,0.000869,0.000000,0.000000,True,150
race,B0 mode,abdefect,150,0.292593,0.297181,0.015440,0.018697,0.000000,0.000000,True,150
race,B0 mode,abnomore,150,0.456261,0.451812,-0.009847,-0.006738,0.000000,0.000000,True,150
race,B0 mode,abhlth,150,0.167302,0.170380,0.018070,0.028804,0.000000,0.000000,True,150
race,B0 mode,abpoor,150,0.438907,0.438121,-0.001793,-0.001180,0.000000,0.000000,True,150
race,B0 mode,abrape,150,0.192381,0.191857,-0.002732,0.002729,0.000000,0.000000,True,150
race,B0 mode,absingle,150,0.470370,0.463893,-0.013964,-0.010103,0.000000,0.000000,True,150
race,B0 mode,abany,150,0.468889,0.463893,-0.010770,-0.007749,0.000000,0.000000,True,150
race,B0 mode,letdie1,150,0.333545,0.330112,-0.010400,-0.008576,0.000000,0.000000,True,150
race,B0 mode,suicide1,150,0.369630,0.374139,0.012052,0.012478,0.000000,0.000000,True,150
race,B0 mode,suicide2,150,0.375344,0.393736,0.046712,0.038020,0.000000,0.000000,True,150
race,B0 mode,suicide3,150,0.367795,0.380850,0.034278,0.028818,0.000000,0.000000,True,150
race,B0 mode,suicide4,150,0.453122,0.456018,0.006351,0.004702,0.000000,0.000000,True,150
race,B0 mode,pornlaw,150,0.504286,0.501924,-0.004705,-0.007398,0.000000,0.000000,True,150
race,B0 mode,fair,150,0.664162,0.661208,-0.004468,-0.003584,0.000000,0.000000,True,150
race,B0 mode,helpful,150,0.667866,0.666040,-0.002741,-0.001877,0.000000,0.000000,True,150
race,B0 mode,trust,150,0.626243,0.619329,-0.011165,-0.010895,0.000000,0.000000,True,150
race,B0 mode,tax,150,0.487372,0.489933,0.005227,-0.001321,0.000000,0.000000,True,150
race,B0 mode,vote16,150,0.518554,0.527159,0.016323,0.012398,0.000000,0.000000,True,150
race,B0 mode,pres16,150,0.659771,0.697271,0.053781,0.073907,0.000000,0.000000,True,150
race,B0 mode,if16who,150,0.611958,0.630604,0.029569,0.038981,0.000000,0.000000,True,150
race,B0 mode,news,150,0.744356,0.739239,-0.006922,-0.002522,0.000000,0.000000,True,150
race,B0 mode,jew,150,0.468765,0.463445,-0.011480,-0.005658,0.000000,0.000000,True,150
race,B0 mode,relig16*,150,0.741746,0.747293,0.007423,0.010630,0.000000,0.000000,True,150
race,B0 mode,jew16*,150,0.434268,0.431499,-0.006418,0.015368,0.000000,0.000000,True,150
race,B0 mode,attend,150,0.750829,0.749172,-0.002211,0.007617,0.000000,0.000000,True,150
race,B0 mode,pray,150,0.788025,0.783893,-0.005271,0.000467,0.000000,0.000000,True,150
race,B0 mode,postlife,150,0.422716,0.417360,-0.012833,-0.010136,0.000000,0.000000,True,150
race,B0 mode,bible,150,0.656226,0.654765,-0.002231,-0.001202,0.000000,0.000000,True,150
race,B0 mode,reborn,150,0.666243,0.665503,-0.001112,-0.001437,0.000000,0.000000,True,150
race,B0 mode,savesoul,150,0.443245,0.447427,0.009347,0.007746,0.000000,0.000000,True,150
race,B0 mode,granborn,150,0.626085,0.622371,-0.005966,0.003489,0.000000,0.000000,True,150
race,B0 mode,uscitzn*,150,0.026667,0.026488,-0.006757,0.046503,0.000000,,False,150
race,B0 mode,fucitzn,150,0.052840,0.052707,-0.002515,0.126075,0.000000,0.000000,True,150
race,B0 mode,mnthsusa,150,0.026420,0.026488,0.002565,0.057873,0.000000,,False,150
race,B0 mode,income,150,0.744638,0.740492,-0.005599,0.008180,0.000000,0.000000,True,150
race,B0 mode,othlang,150,0.316049,0.387383,0.184141,0.143420,0.000000,0.000000,True,150
race,B0 mode,health,150,0.647231,0.645817,-0.002190,0.006388,0.000000,0.000000,True,150
race,B0 mode,compuse*,150,0.049524,0.052260,0.052348,0.184445,0.000000,,False,150
race,B0 mode,webmob,150,0.077531,0.077315,-0.002786,0.018718,0.000000,0.000000,True,150
race,B0 mode,xmovie,150,0.478413,0.480447,0.004235,0.003552,0.000000,0.000000,True,150
race,B0 mode,usewww*,150,0.026420,0.026488,0.002565,0.057873,0.000000,,False,150
race,B0 mode,life,150,0.516649,0.513020,-0.007074,-0.010142,0.000000,0.000000,True,150
race,B0 mode,richwork,150,0.489418,0.496107,0.013484,0.009943,0.000000,0.000000,True,150
race,B0 tirage,natspac/y,150,0.623104,0.617718,-0.008719,-0.007451,0.630476,1.011831,True,150
race,B0 tirage,natenvir/y,150,0.515908,0.514004,-0.003704,0.012593,0.418113,0.810440,True,150
race,B0 tirage,natheal/y,150,0.473951,0.469172,-0.010185,-0.014457,0.418977,0.884010,True,150
race,B0 tirage,natcity/y,150,0.601199,0.598031,-0.005297,-0.003331,0.656508,1.091997,True,150
race,B0 tirage,natdrug/y,150,0.558660,0.555168,-0.006290,-0.006332,0.544409,0.974492,True,150
race,B0 tirage,nateduc/y,150,0.477213,0.475078,-0.004494,-0.006919,0.410265,0.859709,True,150
race,B0 tirage,natrace/y,150,0.619894,0.635078,0.023909,0.040474,0.648095,1.045493,True,150
race,B0 tirage,natarms/y,150,0.642875,0.639911,-0.004632,-0.005989,0.623845,0.970399,True,150
race,B0 tirage,nataid/y,150,0.466649,0.463803,-0.006136,-0.011303,0.532804,1.141767,True,150
race,B0 tirage,natfare/y,150,0.433933,0.454139,0.044492,0.044482,0.471146,1.085758,True,150
race,B0 tirage,natroad,150,0.540617,0.540582,-0.000066,0.016600,0.575273,1.064105,True,150
race,B0 tirage,natsoc,150,0.472328,0.467562,-0.010194,-0.012974,0.407407,0.862552,True,150
race,B0 tirage,natmass,150,0.566526,0.563400,-0.005547,-0.006549,0.570970,1.007845,True,150
race,B0 tirage,natpark,150,0.524427,0.519642,-0.009208,-0.006773,0.482275,0.919623,True,150
race,B0 tirage,natchld,150,0.554427,0.548367,-0.011051,-0.011171,0.561446,1.012661,True,150
race,B0 tirage,natsci,150,0.556261,0.559105,0.005087,0.014621,0.551217,0.990932,True,150
race,B0 tirage,natenrgy,150,0.620829,0.618434,-0.003873,-0.004294,0.562363,0.905827,True,150
race,B0 tirage,uswary,150,0.505573,0.501924,-0.007271,-0.004916,0.471111,0.931836,True,150
race,B0 tirage,prayer,150,0.448889,0.442864,-0.013605,-0.010371,0.386561,0.861150,True,150
race,B0 tirage,courts,150,0.629312,0.640447,0.017387,0.010991,0.635397,1.009669,True,150
race,B0 tirage,discaffw,150,0.700529,0.699866,-0.000948,0.000009,0.707337,1.009718,True,150
race,B0 tirage,discaffm,150,0.691517,0.699329,0.011171,0.016949,0.632187,0.914203,True,150
race,B0 tirage,fehire,150,0.772822,0.771991,-0.001076,-0.001818,0.761746,0.985668,True,150
race,B0 tirage,fechld,150,0.623474,0.631051,0.012007,0.018124,0.600794,0.963622,True,150
race,B0 tirage,fepresch,150,0.684832,0.677494,-0.010831,-0.011824,0.691570,1.009838,True,150
race,B0 tirage,fefam,150,0.700635,0.698613,-0.002894,-0.000304,0.712416,1.016815,True,150
race,B0 tirage,fepol,150,0.351111,0.352931,0.005156,0.005347,0.341376,0.972272,True,150
race,B0 tirage,mobile16,150,0.623668,0.662998,0.059320,0.050560,0.665644,1.067304,True,150
race,B0 tirage,incom16,150,0.649136,0.645280,-0.005976,-0.005323,0.688713,1.060968,True,150
race,B0 tirage,dwelown16,150,0.348889,0.411991,0.153164,0.121627,0.498131,1.427763,True,150
race,B0 tirage,divorced,150,0.408783,0.422819,0.033196,0.027097,0.411323,1.006213,True,150
race,B0 tirage,posslq/y,150,0.648995,0.663535,0.021913,0.028310,0.668307,1.029757,True,150
race,B0 tirage,wrkstat,150,0.766825,0.767517,0.000901,0.009104,0.760282,0.991467,True,150
race,B0 tirage,evwork,150,0.192381,0.191857,-0.002732,0.002729,0.167407,0.870187,True,150
race,B0 tirage,wrkgovt1,150,0.272063,0.270604,-0.005393,-0.007047,0.314286,1.155193,True,150
race,B0 tirage,wrkgovt2,150,0.393228,0.433199,0.092271,0.071595,0.411111,1.045479,True,150
race,B0 tirage,partfull,150,0.609101,0.611275,0.003558,0.004086,0.658025,1.080322,True,150
race,B0 tirage,wksub1,150,0.625961,0.631409,0.008629,0.011879,0.632504,1.010453,True,150
race,B0 tirage,wksup1,150,0.637319,0.630604,-0.010649,-0.010577,0.609136,0.955778,True,150
race,B0 tirage,conarmy,150,0.565608,0.563758,-0.003282,-0.005033,0.552205,0.976302,True,150
race,B0 tirage,conbus,150,0.571252,0.568501,-0.004839,-0.004076,0.538095,0.941957,True,150
race,B0 tirage,conclerg,150,0.591781,0.589530,-0.003818,0.000011,0.602892,1.018776,True,150
race,B0 tirage,coneduc,150,0.605150,0.600179,-0.008282,-0.008412,0.515344,0.851597,True,150
race,B0 tirage,confed,150,0.612063,0.610380,-0.002758,-0.002651,0.623563,1.018787,True,150
race,B0 tirage,confinan,150,0.558201,0.560984,0.004961,0.004162,0.553827,0.992164,True,150
race,B0 tirage,conjudge,150,0.647831,0.646711,-0.001731,0.001044,0.629101,0.971088,True,150
race,B0 tirage,conlabor,150,0.581869,0.579060,-0.004851,-0.002265,0.525961,0.903916,True,150
race,B0 tirage,conlegis,150,0.581587,0.580940,-0.001115,0.010013,0.549400,0.944657,True,150
race,B0 tirage,conmedic,150,0.583439,0.578166,-0.009121,-0.010680,0.614956,1.054019,True,150
race,B0 tirage,conpress,150,0.590088,0.591320,0.002083,-0.002444,0.555908,0.942077,True,150
race,B0 tirage,consci,150,0.575679,0.574228,-0.002527,-0.006276,0.584268,1.014920,True,150
race,B0 tirage,contv,150,0.557160,0.554810,-0.004237,0.000915,0.578977,1.039157,True,150
race,B0 tirage,joblose,150,0.672222,0.670872,-0.002012,0.009468,0.674727,1.003726,True,150
race,B0 tirage,jobfind,150,0.710317,0.703714,-0.009384,-0.011352,0.713845,1.004966,True,150
race,B0 tirage,happy,150,0.586067,0.581924,-0.007120,-0.006015,0.618589,1.055492,True,150
race,B0 tirage,hapmar,150,0.523633,0.528591,0.009379,0.008729,0.583792,1.114887,True,150
race,B0 tirage,satjob,150,0.707584,0.707919,0.000474,0.017797,0.694603,0.981655,True,150
race,B0 tirage,spdeg*,150,0.601499,0.613870,0.020153,0.041290,0.658360,1.094532,True,150
race,B0 tirage,spjew,150,0.448854,0.454049,0.011443,0.037815,0.450758,1.004244,True,150
race,B0 tirage,spfund,150,0.402716,0.415213,0.030097,0.052219,0.479683,1.191119,True,150
race,B0 tirage,unemp,150,0.495944,0.490470,-0.011160,-0.007560,0.468360,0.944381,True,150
race,B0 tirage,union1,150,0.090617,0.090470,-0.001630,0.030142,0.196772,2.171467,True,150
race,B0 tirage,spkath/y,150,0.352487,0.352931,0.001258,0.002072,0.201376,0.571300,True,150
race,B0 tirage,colath,150,0.396508,0.393736,-0.007040,-0.004871,0.365573,0.921982,True,150
race,B0 tirage,spkrac/y,150,0.489383,0.496107,0.013555,0.009738,0.505397,1.032723,True,150
race,B0 tirage,colrac,150,0.382928,0.380850,-0.005455,-0.004990,0.462928,1.208917,True,150
race,B0 tirage,librac/y,150,0.492557,0.494407,0.003742,0.002927,0.497778,1.010599,True,150
race,B0 tirage,spkcom/y,150,0.391323,0.417360,0.062386,0.049225,0.467160,1.193798,True,150
race,B0 tirage,colcom/y,150,0.392593,0.393736,0.002904,0.004185,0.446878,1.138275,True,150
race,B0 tirage,libcom/y,150,0.335556,0.345503,0.028792,0.028534,0.372557,1.110270,True,150
race,B0 tirage,spkhomo/y,150,0.150335,0.148188,-0.014490,-0.020660,0.113333,0.753871,True,150
race,B0 tirage,colhomo,150,0.126667,0.125280,-0.011071,-0.019071,0.102963,0.812865,True,150
race,B0 tirage,libhomo/y,150,0.243915,0.242416,-0.006185,-0.006569,0.203986,0.836298,True,150
race,B0 tirage,cappun,150,0.464974,0.502550,0.074772,0.055539,0.435767,0.937187,True,150
race,B0 tirage,polhitok/y,150,0.448642,0.467562,0.040464,0.029117,0.422011,0.940640,True,150
race,B0 tirage,polabuse/y,150,0.114815,0.113557,-0.011076,-0.026887,0.101376,0.882949,True,150
race,B0 tirage,polattak/y,150,0.474039,0.483221,0.019003,0.014256,0.428642,0.904234,True,150
race,B0 tirage,grass,150,0.392487,0.393736,0.003173,0.002810,0.362928,0.924688,True,150
race,B0 tirage,gunlaw,150,0.454286,0.451812,-0.005475,-0.003200,0.476296,1.048451,True,150
race,B0 tirage,owngun,150,0.349418,0.345503,-0.011330,-0.010102,0.411323,1.177165,True,150
race,B0 tirage,hunt1,150,0.152716,0.151678,-0.006845,0.026500,0.140917,0.922739,True,150
race,B0 tirage,class,150,0.634762,0.652796,0.027627,0.022839,0.644515,1.015365,True,150
race,B0 tirage,satfin,150,0.649524,0.653333,0.005831,0.003194,0.662928,1.020636,True,150
race,B0 tirage,finalter,150,0.649453,0.665145,0.023592,0.020397,0.667037,1.027075,True,150
race,B0 tirage,finrela,150,0.726208,0.719105,-0.009878,-0.012701,0.751252,1.034486,True,150
race,B0 tirage,racdif1,150,0.459894,0.496107,0.072995,0.056475,0.504444,1.096871,True,150
race,B0 tirage,racdif2,150,0.113545,0.113557,0.000106,0.024745,0.126420,1.113389,True,150
race,B0 tirage,racdif3,150,0.503704,0.503266,-0.000869,-0.000418,0.473545,0.940126,True,150
race,B0 tirage,racdif4,150,0.398519,0.393736,-0.012146,-0.009472,0.354462,0.889449,True,150
race,B0 tirage,wlthwhts,150,0.593298,0.601342,0.013377,0.046305,0.571164,0.962693,True,150
race,B0 tirage,wlthblks,150,0.618466,0.612975,-0.008957,-0.006291,0.644780,1.042547,True,150
race,B0 tirage,wlthhsps,150,0.626755,0.627651,0.001428,-0.000565,0.671587,1.071531,True,150
race,B0 tirage,racwork,150,0.754444,0.748725,-0.007639,0.007695,0.735397,0.974753,True,150
race,B0 tirage,letin1a,150,0.746684,0.743535,-0.004236,-0.007014,0.733810,0.982757,True,150
race,B0 tirage,getahead,150,0.562681,0.558300,-0.007847,-0.010851,0.584868,1.039431,True,150
race,B0 tirage,aged,150,0.509224,0.506219,-0.005936,0.007551,0.476931,0.936584,True,150
race,B0 tirage,parsol,150,0.781464,0.786130,0.005935,0.006572,0.778430,0.996118,True,150
race,B0 tirage,kidssol,150,0.790529,0.791409,0.001112,0.012516,0.803845,1.016844,True,150
race,B0 tirage,spanking,150,0.742328,0.745324,0.004020,0.002462,0.747372,1.006795,True,150
race,B0 tirage,divlaw,150,0.600247,0.600716,0.000781,-0.001560,0.519612,0.865664,True,150
race,B0 tirage,sexeduc,150,0.252240,0.251991,-0.000987,0.000437,0.273721,1.085163,True,150
race,B0 tirage,pillok,150,0.707954,0.707204,-0.001061,-0.003186,0.685961,0.968935,True,150
race,B0 tirage,xmarsex,150,0.621764,0.621387,-0.000606,0.001983,0.599312,0.963891,True,150
race,B0 tirage,homosex,150,0.612028,0.606085,-0.009806,-0.013163,0.657989,1.075097,True,150
race,B0 tirage,marhomo,150,0.689189,0.683400,-0.008470,-0.006228,0.640300,0.929063,True,150
race,B0 tirage,discaff,150,0.572804,0.577092,0.007429,0.000869,0.582857,1.017550,True,150
race,B0 tirage,abdefect,150,0.292593,0.297181,0.015440,0.018697,0.344339,1.176854,True,150
race,B0 tirage,abnomore,150,0.456261,0.451812,-0.009847,-0.006738,0.493968,1.082644,True,150
race,B0 tirage,abhlth,150,0.167302,0.170380,0.018070,0.028804,0.039259,0.234662,True,150
race,B0 tirage,abpoor,150,0.438907,0.438121,-0.001793,-0.001180,0.427196,0.973318,True,150
race,B0 tirage,abrape,150,0.192381,0.191857,-0.002732,0.002729,0.202716,1.053722,True,150
race,B0 tirage,absingle,150,0.470370,0.463893,-0.013964,-0.010103,0.489418,1.040495,True,150
race,B0 tirage,abany,150,0.468889,0.463893,-0.010770,-0.007749,0.466561,0.995035,True,150
race,B0 tirage,letdie1,150,0.333545,0.330112,-0.010400,-0.008576,0.302963,0.908312,True,150
race,B0 tirage,suicide1,150,0.369630,0.374139,0.012052,0.012478,0.380635,1.029774,True,150
race,B0 tirage,suicide2,150,0.375344,0.393736,0.046712,0.038020,0.397531,1.059111,True,150
race,B0 tirage,suicide3,150,0.367795,0.380850,0.034278,0.028818,0.370370,1.007001,True,150
race,B0 tirage,suicide4,150,0.453122,0.456018,0.006351,0.004702,0.453333,1.000467,True,150
race,B0 tirage,pornlaw,150,0.504286,0.501924,-0.004705,-0.007398,0.510194,1.011716,True,150
race,B0 tirage,fair,150,0.664162,0.661208,-0.004468,-0.003584,0.671817,1.011525,True,150
race,B0 tirage,helpful,150,0.667866,0.666040,-0.002741,-0.001877,0.672275,1.006602,True,150
race,B0 tirage,trust,150,0.626243,0.619329,-0.011165,-0.010895,0.642928,1.026642,True,150
race,B0 tirage,tax,150,0.487372,0.489933,0.005227,-0.001321,0.524621,1.076428,True,150
race,B0 tirage,vote16,150,0.518554,0.527159,0.016323,0.012398,0.461834,0.890620,True,150
race,B0 tirage,pres16,150,0.659771,0.697271,0.053781,0.073907,0.696067,1.055013,True,150
race,B0 tirage,if16who,150,0.611958,0.630604,0.029569,0.038981,0.651781,1.065076,True,150
race,B0 tirage,news,150,0.744356,0.739239,-0.006922,-0.002522,0.729524,0.980073,True,150
race,B0 tirage,jew,150,0.468765,0.463445,-0.011480,-0.005658,0.475115,1.013545,True,150
race,B0 tirage,relig16*,150,0.741746,0.747293,0.007423,0.010630,0.752222,1.014124,True,150
race,B0 tirage,jew16*,150,0.434268,0.431499,-0.006418,0.015368,0.321852,0.741136,True,150
race,B0 tirage,attend,150,0.750829,0.749172,-0.002211,0.007617,0.746684,0.994480,True,150
race,B0 tirage,pray,150,0.788025,0.783893,-0.005271,0.000467,0.802981,1.018979,True,150
race,B0 tirage,postlife,150,0.422716,0.417360,-0.012833,-0.010136,0.430265,1.017857,True,150
race,B0 tirage,bible,150,0.656226,0.654765,-0.002231,-0.001202,0.655679,0.999167,True,150
race,B0 tirage,reborn,150,0.666243,0.665503,-0.001112,-0.001437,0.642716,0.964687,True,150
race,B0 tirage,savesoul,150,0.443245,0.447427,0.009347,0.007746,0.434603,0.980503,True,150
race,B0 tirage,granborn,150,0.626085,0.622371,-0.005966,0.003489,0.629612,1.005634,True,150
race,B0 tirage,uscitzn*,150,0.026667,0.026488,-0.006757,0.046503,0.000000,,False,150
race,B0 tirage,fucitzn,150,0.052840,0.052707,-0.002515,0.126075,0.013333,0.252336,True,150
race,B0 tirage,mnthsusa,150,0.026420,0.026488,0.002565,0.057873,0.064444,,False,150
race,B0 tirage,income,150,0.744638,0.740492,-0.005599,0.008180,0.739295,0.992823,True,150
race,B0 tirage,othlang,150,0.316049,0.387383,0.184141,0.143420,0.415944,1.316071,True,150
race,B0 tirage,health,150,0.647231,0.645817,-0.002190,0.006388,0.620176,0.958199,True,150
race,B0 tirage,compuse*,150,0.049524,0.052260,0.052348,0.184445,0.053086,,False,150
race,B0 tirage,webmob,150,0.077531,0.077315,-0.002786,0.018718,0.000000,0.000000,True,150
race,B0 tirage,xmovie,150,0.478413,0.480447,0.004235,0.003552,0.461764,0.965199,True,150
race,B0 tirage,usewww*,150,0.026420,0.026488,0.002565,0.057873,0.013333,,False,150
race,B0 tirage,life,150,0.516649,0.513020,-0.007074,-0.010142,0.557354,1.078787,True,150
race,B0 tirage,richwork,150,0.489418,0.496107,0.013484,0.009943,0.483704,0.988324,True,150
race,B1 argmax,natspac/y,150,0.623104,0.617718,-0.008719,-0.007451,0.301446,0.483781,True,150
race,B1 argmax,natenvir/y,150,0.515908,0.514004,-0.003704,0.012593,0.252857,0.490120,True,150
race,B1 argmax,natheal/y,150,0.473951,0.469172,-0.010185,-0.014457,0.090088,0.190079,True,150
race,B1 argmax,natcity/y,150,0.601199,0.598031,-0.005297,-0.003331,0.551129,0.916716,True,150
race,B1 argmax,natdrug/y,150,0.558660,0.555168,-0.006290,-0.006332,0.321005,0.574599,True,150
race,B1 argmax,nateduc/y,150,0.477213,0.475078,-0.004494,-0.006919,0.173086,0.362702,True,150
race,B1 argmax,natrace/y,150,0.619894,0.635078,0.023909,0.040474,0.563210,0.908558,True,150
race,B1 argmax,natarms/y,150,0.642875,0.639911,-0.004632,-0.005989,0.622681,0.968588,True,150
race,B1 argmax,nataid/y,150,0.466649,0.463803,-0.006136,-0.011303,0.311041,0.666541,True,150
race,B1 argmax,natfare/y,150,0.433933,0.454139,0.044492,0.044482,0.270370,0.623069,True,150
race,B1 argmax,natroad,150,0.540617,0.540582,-0.000066,0.016600,0.408642,0.755880,True,150
race,B1 argmax,natsoc,150,0.472328,0.467562,-0.010194,-0.012974,0.237672,0.503193,True,150
race,B1 argmax,natmass,150,0.566526,0.563400,-0.005547,-0.006549,0.498236,0.879460,True,150
race,B1 argmax,natpark,150,0.524427,0.519642,-0.009208,-0.006773,0.149841,0.285724,True,150
race,B1 argmax,natchld,150,0.554427,0.548367,-0.011051,-0.011171,0.421111,0.759543,True,150
race,B1 argmax,natsci,150,0.556261,0.559105,0.005087,0.014621,0.392310,0.705263,True,150
race,B1 argmax,natenrgy,150,0.620829,0.618434,-0.003873,-0.004294,0.545891,0.879293,True,150
race,B1 argmax,uswary,150,0.505573,0.501924,-0.007271,-0.004916,0.491817,0.972790,True,150
race,B1 argmax,prayer,150,0.448889,0.442864,-0.013605,-0.010371,0.302434,0.673739,True,150
race,B1 argmax,courts,150,0.629312,0.640447,0.017387,0.010991,0.549665,0.873438,True,150
race,B1 argmax,discaffw,150,0.700529,0.699866,-0.000948,0.000009,0.532381,0.759970,True,150
race,B1 argmax,discaffm,150,0.691517,0.699329,0.011171,0.016949,0.556543,0.804815,True,150
race,B1 argmax,fehire,150,0.772822,0.771991,-0.001076,-0.001818,0.718519,0.929734,True,150
race,B1 argmax,fechld,150,0.623474,0.631051,0.012007,0.018124,0.502187,0.805465,True,150
race,B1 argmax,fepresch,150,0.684832,0.677494,-0.010831,-0.011824,0.422187,0.616482,True,150
race,B1 argmax,fefam,150,0.700635,0.698613,-0.002894,-0.000304,0.606349,0.865428,True,150
race,B1 argmax,fepol,150,0.351111,0.352931,0.005156,0.005347,0.251640,0.716697,True,150
race,B1 argmax,mobile16,150,0.623668,0.662998,0.059320,0.050560,0.623439,0.999632,True,150
race,B1 argmax,incom16,150,0.649136,0.645280,-0.005976,-0.005323,0.432610,0.666440,True,150
race,B1 argmax,dwelown16,150,0.348889,0.411991,0.153164,0.121627,0.191323,0.548377,True,150
race,B1 argmax,divorced,150,0.408783,0.422819,0.033196,0.027097,0.257531,0.629994,True,150
race,B1 argmax,posslq/y,150,0.648995,0.663535,0.021913,0.028310,0.506261,0.780070,True,150
race,B1 argmax,wrkstat,150,0.766825,0.767517,0.000901,0.009104,0.673616,0.878447,True,150
race,B1 argmax,evwork,150,0.192381,0.191857,-0.002732,0.002729,0.040000,0.207921,True,150
race,B1 argmax,wrkgovt1,150,0.272063,0.270604,-0.005393,-0.007047,0.051852,0.190587,True,150
race,B1 argmax,wrkgovt2,150,0.393228,0.433199,0.092271,0.071595,0.264974,0.673843,True,150
race,B1 argmax,partfull,150,0.609101,0.611275,0.003558,0.004086,0.543845,0.892865,True,150
race,B1 argmax,wksub1,150,0.625961,0.631409,0.008629,0.011879,0.539718,0.862222,True,150
race,B1 argmax,wksup1,150,0.637319,0.630604,-0.010649,-0.010577,0.591076,0.927441,True,150
race,B1 argmax,conarmy,150,0.565608,0.563758,-0.003282,-0.005033,0.517266,0.914531,True,150
race,B1 argmax,conbus,150,0.571252,0.568501,-0.004839,-0.004076,0.381111,0.667150,True,150
race,B1 argmax,conclerg,150,0.591781,0.589530,-0.003818,0.000011,0.500053,0.844996,True,150
race,B1 argmax,coneduc,150,0.605150,0.600179,-0.008282,-0.008412,0.260335,0.430199,True,150
race,B1 argmax,confed,150,0.612063,0.610380,-0.002758,-0.002651,0.522681,0.853965,True,150
