source,taux,tirage,n_remplacees,polarisation,A,B,C,C_exces,C5,C5_exces,patrons,patrons_nul,q5,q5_nul,q4,conc_nul,n_lignes_patrons,n_paires,patrons_nul_et,q5_nul_et,conc_nul_et,replis_segment
agents v8,0.05,9,53,0.4865885809531037,-0.08159893219675052,0.04576592085552967,0.03097917114129591,0.008012086892284824,0.10706334361987316,0.010518163716974227,712.15,775.42375,0.07055820474652061,0.02479228389099094,0.10145828028364319,0.022967084249011085,1050.65,11026,3.468391844526724,0.0001654018529653853,0.0005988684872642483,0.0
agents v8,0.05,10,53,0.48759934411251354,-0.0847963178431611,0.04660746194151272,0.03077746947084838,0.007885340689667841,0.10665788610736548,0.010538148031573852,711.85,777.805,0.07134343689452126,0.024735974953008544,0.10279358052626018,0.022892128781180538,1051.15,11026,3.5537412571931757,0.00017255567055532258,0.0005482470169056059,0.0
agents v8,0.05,11,53,0.48531320840664444,-0.08225368405576539,0.046285664672223975,0.030955450203654877,0.007975637350717251,0.1091850781258479,0.01309622512327567,710.05,773.68875,0.07107026283280525,0.024784598160581272,0.10171823130212651,0.022979812852937626,1051.5,11026,3.1231453470779154,0.00015114188807540917,0.0006084500671978268,0.0
agents v8,0.05,12,53,0.4811014556960584,-0.0786825502629962,0.045445237724553736,0.03119111181211869,0.008493699350656313,0.10704575218965824,0.010670430207696466,713.55,774.4887500000001,0.0702181210714687,0.02477288334691496,0.10047955401211289,0.022697412461462375,1051.5,11026,2.877019636217226,0.00015544518101571282,0.0005669001902204626,0.0
agents v8,0.05,13,53,0.49409102395074217,-0.08487730791754888,0.04668038843143377,0.031538283385527215,0.008620342743001004,0.10568067529385376,0.009814591299975042,711.0,776.945,0.07148927606569518,0.024808887634261412,0.1036832924842147,0.02291794064252621,1051.05,11026,3.1666086364453516,0.00017412008941529905,0.0005771571227712273,0.0
agents v8,0.05,14,53,0.48062648672544483,-0.08032637553933974,0.04538154412409769,0.03129304459479247,0.008282656925810015,0.10833680036756592,0.011063589628563034,709.25,771.1975,0.07016960727323288,0.024788063149135182,0.10092061276664957,0.023010387668982456,1051.3,11026,3.9037613354433685,0.0001715828802974875,0.000649835316751596,0.0
agents v8,0.05,15,53,0.47722224374475963,-0.08200698851702126,0.04566274113286107,0.03143408491744497,0.008734948086222952,0.10685287956789298,0.010603642692275692,711.3,774.8425,0.07045045629136862,0.02478771515850755,0.10022067315245611,0.022699136831222017,1051.5,11026,2.842659237133703,0.0001832171321574566,0.000555296900818745,0.0
agents v8,0.05,16,53,0.49406457987450325,-0.0818272239877732,0.04643179433199067,0.031664845719991466,0.008709323774569216,0.10719290518173892,0.010581209096533081,709.65,772.89375,0.07120382300793486,0.024772028675944188,0.10337032237872214,0.02295552194542225,1051.55,11026,3.341276193696672,0.00019656044784772898,0.0005019675599125979,0.0
agents v8,0.05,17,53,0.48952669522762116,-0.08229023661471369,0.045411684134206,0.03176511442789062,0.008717311735868143,0.10910200497082265,0.01177054353449368,710.25,773.9375,0.0702397634092127,0.024828079275006704,0.10204440594666067,0.02304780269202248,1051.45,11026,2.737202155673856,0.00017937186068648554,0.0005491399915270891,0.0
agents v8,0.05,18,53,0.48960208936567434,-0.08140183990681071,0.046807307918559304,0.031736761476116385,0.00877488064116113,0.10613972570031079,0.009693124509339304,711.7,774.7675,0.0715865302313959,0.024779222312836597,0.10350718421455139,0.022961880834955255,1050.95,11026,3.409160923911956,0.00017594639158571845,0.0006845995279198772,0.0
agents v8,0.05,19,53,0.4860302763898144,-0.08114463901302138,0.04483723618540997,0.03128796402484687,0.008200820647002841,0.10766439168924762,0.010897540546211656,710.15,772.86375,0.06966911556418644,0.024831879378776473,0.1003042874649182,0.023087143377844028,1051.55,11026,2.7974344358853105,0.00017742094096521378,0.0006588869520513483,0.0
agents v8,0.1,0,105,0.5170499562504302,-0.09669970612813605,0.049566747229898594,0.040490804602033345,0.01623804936501841,0.1193014413559558,0.018000583908861015,690.45,764.3637500000001,0.07440822486328914,0.024841477633390546,0.11137288257145883,0.024252755237014936,1050.7,11026,3.6763448176073945,0.00014915154040530472,0.0006612496190416194,0.0
agents v8,0.1,1,105,0.512835634921988,-0.10044479743244628,0.05112094291848997,0.03759559336733782,0.01401632220353569,0.114070566507364,0.015369925392438144,690.9,768.04625,0.07597565618568107,0.024854713267191103,0.11236145433964236,0.023579271163802134,1050.55,11026,3.81907136484036,0.0001614813396168787,0.0006524573127433755,0.0
agents v8,0.1,2,105,0.5079494755662415,-0.09777641501235512,0.04992832951431733,0.03817393751228894,0.013916007116493108,0.11468469795608043,0.013885997243146,687.8,762.33875,0.07472144665707399,0.024793117142756657,0.10973486056774281,0.02425793039579583,1049.05,11026,3.146354983069639,0.00021814304823794612,0.0005784719417237718,0.0
