perimetre,definition,condition,famille_condition,tranche,exactitude,ic_bas,ic_haut,n_cellules,n_personnes,taux_refus
1052,rarete,B1 argmax,statistique,bas,0.022222,0.015540,0.029377,1710,1052,0.000000
1052,rarete,B1 argmax,statistique,milieu,0.611898,0.607382,0.616280,148819,1052,0.000000
1052,rarete,B1 argmax,statistique,haut,0.999839,0.999517,1.000000,6219,1052,0.000000
1052,rarete,B1 argmax,statistique,ensemble,0.620856,0.616498,0.625080,156748,1052,0.000000
1052,ordinale,B1 argmax,statistique,bas,0.637765,0.625938,0.649358,3763,1052,0.000000
1052,ordinale,B1 argmax,statistique,milieu,0.776028,0.773020,0.778934,67166,1052,0.000000
1052,ordinale,B1 argmax,statistique,haut,0.577302,0.564619,0.589564,3763,1052,0.000000
1052,ordinale,B1 argmax,statistique,ensemble,0.759050,0.755709,0.762299,74692,1052,0.000000
1052,ordinale extremes,B1 argmax,statistique,bas,0.747394,0.741184,0.753204,21307,1052,0.000000
1052,ordinale extremes,B1 argmax,statistique,milieu,0.794003,0.790976,0.797165,37351,1052,0.000000
1052,ordinale extremes,B1 argmax,statistique,haut,0.693118,0.685915,0.699880,16034,1052,0.000000
1052,ordinale extremes,B1 argmax,statistique,ensemble,0.759050,0.755709,0.762299,74692,1052,0.000000
1052,rarete,B2 argmax,statistique,bas,0.001754,0.000000,0.004016,1710,1052,0.000000
1052,rarete,B2 argmax,statistique,milieu,0.665688,0.661446,0.669648,148819,1052,0.000000
1052,rarete,B2 argmax,statistique,haut,1.000000,1.000000,1.000000,6219,1052,0.000000
1052,rarete,B2 argmax,statistique,ensemble,0.671709,0.667587,0.675594,156748,1052,0.000000
1052,ordinale,B2 argmax,statistique,bas,0.660270,0.649232,0.671244,3763,1052,0.000000
1052,ordinale,B2 argmax,statistique,milieu,0.807753,0.805025,0.810331,67166,1052,0.000000
1052,ordinale,B2 argmax,statistique,haut,0.603882,0.591468,0.615672,3763,1052,0.000000
1052,ordinale,B2 argmax,statistique,ensemble,0.790052,0.787017,0.792931,74692,1052,0.000000
1052,ordinale extremes,B2 argmax,statistique,bas,0.778537,0.773229,0.783662,21307,1052,0.000000
1052,ordinale extremes,B2 argmax,statistique,milieu,0.823643,0.820865,0.826351,37351,1052,0.000000
1052,ordinale extremes,B2 argmax,statistique,haut,0.727103,0.720831,0.733115,16034,1052,0.000000
1052,ordinale extremes,B2 argmax,statistique,ensemble,0.790052,0.787017,0.792931,74692,1052,0.000000
1052,rarete,B3 foret,statistique,bas,0.005263,0.002282,0.009069,1710,1052,0.000000
1052,rarete,B3 foret,statistique,milieu,0.625908,0.621325,0.630299,148819,1052,0.000000
1052,rarete,B3 foret,statistique,haut,1.000000,1.000000,1.000000,6219,1052,0.000000
1052,rarete,B3 foret,statistique,ensemble,0.633979,0.629558,0.638254,156748,1052,0.000000
1052,ordinale,B3 foret,statistique,bas,0.623388,0.611891,0.634645,3763,1052,0.000000
1052,ordinale,B3 foret,statistique,milieu,0.790552,0.787809,0.793398,67166,1052,0.000000
1052,ordinale,B3 foret,statistique,haut,0.555709,0.543626,0.567541,3763,1052,0.000000
1052,ordinale,B3 foret,statistique,ensemble,0.770299,0.767098,0.773538,74692,1052,0.000000
1052,ordinale extremes,B3 foret,statistique,bas,0.754413,0.748964,0.759720,21307,1052,0.000000
1052,ordinale extremes,B3 foret,statistique,milieu,0.811988,0.809331,0.814711,37351,1052,0.000000
1052,ordinale extremes,B3 foret,statistique,haut,0.694297,0.687837,0.700554,16034,1052,0.000000
1052,ordinale extremes,B3 foret,statistique,ensemble,0.770299,0.767098,0.773538,74692,1052,0.000000
1052,rarete,humains vague 2,plancher,bas,0.499415,0.472207,0.526254,1710,1052,0.000000
1052,rarete,humains vague 2,plancher,milieu,0.790470,0.784917,0.795539,148819,1052,0.000000
1052,rarete,humains vague 2,plancher,haut,0.984724,0.980357,0.988563,6219,1052,0.000000
1052,rarete,humains vague 2,plancher,ensemble,0.795002,0.789522,0.800042,156748,1052,0.000000
1052,ordinale,humains vague 2,plancher,bas,0.835553,0.824174,0.847054,3763,1052,0.000000
1052,ordinale,humains vague 2,plancher,milieu,0.873409,0.869901,0.876749,67166,1052,0.000000
1052,ordinale,humains vague 2,plancher,haut,0.827006,0.816446,0.837625,3763,1052,0.000000
1052,ordinale,humains vague 2,plancher,ensemble,0.869164,0.865417,0.872682,74692,1052,0.000000
1052,ordinale extremes,humains vague 2,plancher,bas,0.871393,0.865269,0.877189,21307,1052,0.000000
1052,ordinale extremes,humains vague 2,plancher,milieu,0.872901,0.869256,0.876172,37351,1052,0.000000
1052,ordinale extremes,humains vague 2,plancher,haut,0.857496,0.850826,0.864299,16034,1052,0.000000
1052,ordinale extremes,humains vague 2,plancher,ensemble,0.869164,0.865417,0.872682,74692,1052,0.000000
