contraste,condition,personnes,items,lift personne,lift segment,groupe sur personne,rappel des rares,raretes osees,fausses raretes,rappel (stable),precision (stable),exces_segment (stable),exces_item (stable),cellules (stable),rappel (ensemble),precision (ensemble),exces_segment (ensemble),exces_item (ensemble),cellules (ensemble)
H1,C3E,94,58,0.22507258190077573,0.7275650426813218,3.2325796262561743,0.1402805611222445,292.0,222.0,0.6338028169014085,0.21739130434782608,0.5273873525969874,0.5520429905790596,71.0,0.4430379746835443,0.23972602739726026,0.3608484396508994,0.3653060978694191,158.0
H1,C3,94,58,0.20032146684129026,0.23902160289021612,1.1931901590935685,0.12424849699398798,267.0,205.0,0.5352112676056338,0.19289340101522842,0.4290266968592825,0.45345144128328485,71.0,0.3924050632911392,0.23220973782771537,0.30741332514708253,0.31467318647701403,158.0
H1,humains vague 2,94,58,0.797070053345609,0.45234956575682284,0.5675154446690577,0.14228456913827656,146.0,75.0,1.0,1.0,0.838862762433053,0.9182401736776511,71.0,0.44936708860759494,0.4863013698630137,0.3455812640783803,0.37163521179346976,158.0
H2,C2,130,58,0.2875463818620465,1.4046267884747259,4.884870327280316,0.05343511450381679,254.0,219.0,0.23863636363636365,0.11351351351351352,0.046906335059422405,0.15383617334140645,88.0,0.19337016574585636,0.1377952755905512,0.044436386194746935,0.11285226908337757,181.0
H2,C2S,130,58,-0.015472312703582847,0.1616740156987837,,0.0015267175572519084,20.0,19.0,0.011363636363636364,0.058823529411764705,-0.1478988597457724,-0.07343655393132083,88.0,0.0055248618784530384,0.05,-0.11345835064735835,-0.07499303478402575,181.0
H2,humains vague 2,130,58,0.6535433070866141,0.29493874086648453,0.4512918083137776,0.13435114503816795,185.0,97.0,1.0,1.0,0.8391141272672146,0.9151998097050428,88.0,0.4861878453038674,0.4756756756756757,0.3865416493526416,0.4056699486413886,181.0
