perimetre,seuil,partition,tercile,condition,cellules_minoritaires,raretes_osees,rappel,precision,f1,plancher_item,exces_item,plancher_segment,exces_segment,plancher_humains vague 2,exces_humains vague 2,rappel_ic_bas,rappel_ic_haut,exces_segment_ic_bas,exces_segment_ic_haut,exces_segment_p
1052,0.200000,P_B division de recensement,T1 non deductible,humains vague 2,6287,6455,0.550501,0.536174,0.543243,0.073961,0.476540,0.102726,0.443868,0.550501,0.000000,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,humains vague 2,6033,6038,0.612796,0.612289,0.612542,0.136397,0.476399,0.177122,0.434398,0.612796,0.000000,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,humains vague 2,6091,6025,0.655886,0.663071,0.659459,0.171116,0.484770,0.209801,0.439638,0.655886,0.000000,,,,,
1052,0.200000,P_B division de recensement,ensemble,humains vague 2,18411,18518,0.605779,0.602279,0.604024,0.126562,0.479217,0.162376,0.439365,0.605779,0.000000,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,humains vague 2,6863,7056,0.556754,0.541525,0.549034,0.075901,0.480852,0.106703,0.445507,0.556754,0.000000,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,humains vague 2,5940,5780,0.625253,0.642561,0.633788,0.139810,0.485442,0.180225,0.440186,0.625253,0.000000,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,humains vague 2,5608,5682,0.645150,0.636748,0.640921,0.174528,0.470621,0.211713,0.430989,0.645150,0.000000,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,humains vague 2,18411,18518,0.605779,0.602279,0.604024,0.126562,0.479217,0.162376,0.439365,0.605779,0.000000,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents composite,6287,5873,0.299984,0.321131,0.310197,0.073961,0.226023,0.102726,0.192721,0.550501,-0.250517,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents composite,6033,5620,0.388696,0.417260,0.402471,0.136397,0.252299,0.177122,0.205837,0.612796,-0.224101,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents composite,6091,4555,0.379741,0.507794,0.434529,0.171116,0.208625,0.209801,0.165406,0.655886,-0.276145,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents composite,18411,16048,0.355440,0.407777,0.379814,0.126562,0.228877,0.162376,0.188050,0.605779,-0.250339,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents composite,6863,6278,0.310943,0.339917,0.324785,0.075901,0.235041,0.106703,0.199757,0.556754,-0.245811,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents composite,5940,5527,0.404040,0.434232,0.418592,0.139810,0.264230,0.180225,0.215181,0.625253,-0.221212,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents composite,5608,4243,0.358417,0.473721,0.408080,0.174528,0.183888,0.211713,0.145189,0.645150,-0.286733,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents composite,18411,16048,0.355440,0.407777,0.379814,0.126562,0.228877,0.162376,0.188050,0.605779,-0.250339,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents entretien (v3),6287,6243,0.284555,0.286561,0.285555,0.073961,0.210594,0.102726,0.177366,0.550501,-0.265946,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents entretien (v3),6033,6606,0.391679,0.357705,0.373922,0.136397,0.255282,0.177122,0.205653,0.612796,-0.221117,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents entretien (v3),6091,5066,0.385979,0.464074,0.421439,0.171116,0.214864,0.209801,0.168165,0.655886,-0.269906,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents entretien (v3),18411,17915,0.353213,0.362992,0.358036,0.126562,0.226650,0.162376,0.183636,0.605779,-0.252566,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents entretien (v3),6863,6871,0.304386,0.304031,0.304209,0.075901,0.228484,0.106703,0.192634,0.556754,-0.252368,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents entretien (v3),5940,6265,0.396296,0.375738,0.385744,0.139810,0.256486,0.180225,0.205014,0.625253,-0.228956,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents entretien (v3),5608,4779,0.367332,0.431053,0.396650,0.174528,0.192804,0.211713,0.150141,0.645150,-0.277817,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents entretien (v3),18411,17915,0.353213,0.362992,0.358036,0.126562,0.226650,0.162376,0.183636,0.605779,-0.252566,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents enquete,6287,6141,0.230476,0.235955,0.233183,0.073961,0.156515,0.102726,0.117535,0.550501,-0.320025,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents enquete,6033,6029,0.319078,0.319290,0.319184,0.136397,0.182681,0.177122,0.133883,0.612796,-0.293718,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents enquete,6091,4915,0.293876,0.364191,0.325277,0.171116,0.122761,0.209801,0.080616,0.655886,-0.362010,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents enquete,18411,17085,0.280484,0.302253,0.290962,0.126562,0.153922,0.162376,0.110769,0.605779,-0.325295,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents enquete,6863,6648,0.238817,0.246540,0.242617,0.075901,0.162915,0.106703,0.124801,0.556754,-0.317937,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents enquete,5940,5467,0.316162,0.343516,0.329271,0.139810,0.176351,0.180225,0.124991,0.625253,-0.309091,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents enquete,5608,4970,0.293688,0.331388,0.311401,0.174528,0.119159,0.211713,0.078642,0.645150,-0.351462,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents enquete,18411,17085,0.280484,0.302253,0.290962,0.126562,0.153922,0.162376,0.110769,0.605779,-0.325295,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents demographiques (v6),6287,3089,0.163512,0.332794,0.219283,0.073961,0.089551,0.102726,0.062470,0.550501,-0.386989,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents demographiques (v6),6033,4619,0.195591,0.255467,0.221555,0.136397,0.059194,0.177122,0.019235,0.612796,-0.417205,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents demographiques (v6),6091,3663,0.201281,0.334698,0.251384,0.171116,0.030165,0.209801,-0.008035,0.655886,-0.454605,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents demographiques (v6),18411,11371,0.186519,0.301996,0.230609,0.126562,0.059957,0.162376,0.025082,0.605779,-0.419260,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents demographiques (v6),6863,3343,0.163340,0.335328,0.219675,0.075901,0.087438,0.106703,0.059721,0.556754,-0.393414,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents demographiques (v6),5940,4260,0.199495,0.278169,0.232353,0.139810,0.059685,0.180225,0.018043,0.625253,-0.425758,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents demographiques (v6),5608,3768,0.201141,0.299363,0.240614,0.174528,0.026613,0.211713,-0.009891,0.645150,-0.444009,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents demographiques (v6),18411,11371,0.186519,0.301996,0.230609,0.126562,0.059957,0.162376,0.025082,0.605779,-0.419260,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents v7,6287,3399,0.073008,0.135040,0.094776,0.073961,-0.000953,0.102726,-0.031423,0.550501,-0.477493,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents v7,6033,4336,0.154649,0.215175,0.179959,0.136397,0.018252,0.177122,-0.024196,0.612796,-0.458147,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents v7,6091,4082,0.173863,0.259432,0.208198,0.171116,0.002747,0.209801,-0.038015,0.655886,-0.482023,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents v7,18411,11817,0.133127,0.207413,0.162168,0.126562,0.006565,0.162376,-0.031216,0.605779,-0.472652,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents v7,6863,3787,0.080868,0.146554,0.104225,0.075901,0.004967,0.106703,-0.026405,0.556754,-0.475885,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents v7,5940,3820,0.148316,0.230628,0.180533,0.139810,0.008506,0.180225,-0.035054,0.625253,-0.476936,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents v7,5608,4210,0.180991,0.241093,0.206763,0.174528,0.006463,0.211713,-0.033064,0.645150,-0.464158,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents v7,18411,11817,0.133127,0.207413,0.162168,0.126562,0.006565,0.162376,-0.031216,0.605779,-0.472652,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,agents v8,6287,7346,0.172260,0.147427,0.158879,0.073961,0.098299,0.102726,0.051175,0.550501,-0.378241,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,agents v8,6033,7041,0.253937,0.217583,0.234358,0.136397,0.117540,0.177122,0.060273,0.612796,-0.358860,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,agents v8,6091,5977,0.244952,0.249624,0.247265,0.171116,0.073836,0.209801,0.021944,0.655886,-0.410934,,,,,
1052,0.200000,P_B division de recensement,ensemble,agents v8,18411,20364,0.223073,0.201679,0.211838,0.126562,0.096511,0.162376,0.044554,0.605779,-0.382706,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,agents v8,6863,7655,0.180096,0.161463,0.170271,0.075901,0.104195,0.106703,0.057778,0.556754,-0.376657,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,agents v8,5940,6913,0.261785,0.224939,0.241967,0.139810,0.121974,0.180225,0.059278,0.625253,-0.363468,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,agents v8,5608,5796,0.234665,0.227053,0.230796,0.174528,0.060136,0.211713,0.012886,0.645150,-0.410485,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,agents v8,18411,20364,0.223073,0.201679,0.211838,0.126562,0.096511,0.162376,0.044554,0.605779,-0.382706,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,PMM k=5,6287,4634,0.224431,0.304489,0.258401,0.073961,0.150470,0.102726,0.115594,0.550501,-0.326070,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,PMM k=5,6033,5778,0.343776,0.358948,0.351198,0.136397,0.207379,0.177122,0.161671,0.612796,-0.269020,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,PMM k=5,6091,6298,0.426531,0.412512,0.419404,0.171116,0.255415,0.209801,0.210283,0.655886,-0.229355,,,,,
1052,0.200000,P_B division de recensement,ensemble,PMM k=5,18411,16710,0.330400,0.364034,0.346402,0.126562,0.203838,0.162376,0.161867,0.605779,-0.275379,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,PMM k=5,6863,5310,0.236923,0.306215,0.267149,0.075901,0.161021,0.106703,0.122049,0.556754,-0.319831,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,PMM k=5,5940,5504,0.356734,0.384993,0.370325,0.139810,0.216924,0.180225,0.169804,0.625253,-0.268519,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,PMM k=5,5608,5896,0.416904,0.396540,0.406467,0.174528,0.242376,0.211713,0.202230,0.645150,-0.228245,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,PMM k=5,18411,16710,0.330400,0.364034,0.346402,0.126562,0.203838,0.162376,0.161867,0.605779,-0.275379,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,PMM k=10,6287,4532,0.218546,0.303177,0.253998,0.073961,0.144585,0.102726,0.108181,0.550501,-0.331955,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,PMM k=10,6033,5756,0.338472,0.354760,0.346425,0.136397,0.202075,0.177122,0.158727,0.612796,-0.274325,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,PMM k=10,6091,6268,0.423576,0.411615,0.417510,0.171116,0.252460,0.209801,0.206237,0.655886,-0.232310,,,,,
1052,0.200000,P_B division de recensement,ensemble,PMM k=10,18411,16556,0.325675,0.362165,0.342952,0.126562,0.199112,0.162376,0.157029,0.605779,-0.280104,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,PMM k=10,6863,5263,0.235028,0.306479,0.266040,0.075901,0.159127,0.106703,0.121240,0.556754,-0.321725,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,PMM k=10,5940,5397,0.347980,0.382991,0.364647,0.139810,0.208169,0.180225,0.159824,0.625253,-0.277273,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,PMM k=10,5608,5896,0.412981,0.392809,0.402643,0.174528,0.238453,0.211713,0.197873,0.645150,-0.232168,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,PMM k=10,18411,16556,0.325675,0.362165,0.342952,0.126562,0.199112,0.162376,0.157029,0.605779,-0.280104,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,IM m=10 mode des m,6287,2341,0.135995,0.365229,0.198192,0.073961,0.062034,0.102726,0.026289,0.550501,-0.414506,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,IM m=10 mode des m,6033,4123,0.268523,0.392918,0.319023,0.136397,0.132126,0.177122,0.086588,0.612796,-0.344273,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,IM m=10 mode des m,6091,4974,0.367592,0.450141,0.404700,0.171116,0.196476,0.209801,0.151244,0.655886,-0.288294,,,,,
1052,0.200000,P_B division de recensement,ensemble,IM m=10 mode des m,18411,11438,0.256043,0.412135,0.315856,0.126562,0.129480,0.162376,0.087186,0.605779,-0.349737,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,IM m=10 mode des m,6863,2830,0.153723,0.372792,0.217683,0.075901,0.077821,0.106703,0.041104,0.556754,-0.403031,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,IM m=10 mode des m,5940,3929,0.272727,0.412319,0.328301,0.139810,0.132917,0.180225,0.083756,0.625253,-0.352525,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,IM m=10 mode des m,5608,4679,0.363588,0.435777,0.396423,0.174528,0.189059,0.211713,0.147170,0.645150,-0.281562,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,IM m=10 mode des m,18411,11438,0.256043,0.412135,0.315856,0.126562,0.129480,0.162376,0.087186,0.605779,-0.349737,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,B2 argmax,6287,555,0.045014,0.509910,0.082724,0.073961,-0.028947,0.102726,-0.059486,0.550501,-0.505488,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,B2 argmax,6033,1332,0.100448,0.454955,0.164562,0.136397,-0.035949,0.177122,-0.080692,0.612796,-0.512349,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,B2 argmax,6091,1740,0.138237,0.483908,0.215043,0.171116,-0.032879,0.209801,-0.081789,0.655886,-0.517649,,,,,
1052,0.200000,P_B division de recensement,ensemble,B2 argmax,18411,3627,0.094020,0.477254,0.157092,0.126562,-0.032543,0.162376,-0.073787,0.605779,-0.511759,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,B2 argmax,6863,619,0.045024,0.499192,0.082598,0.075901,-0.030877,0.106703,-0.062668,0.556754,-0.511730,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,B2 argmax,5940,1379,0.121886,0.525018,0.197841,0.139810,-0.017925,0.180225,-0.067063,0.625253,-0.503367,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,B2 argmax,5608,1629,0.124465,0.428484,0.192898,0.174528,-0.050063,0.211713,-0.094462,0.645150,-0.520685,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,B2 argmax,18411,3627,0.094020,0.477254,0.157092,0.126562,-0.032543,0.162376,-0.073787,0.605779,-0.511759,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,B1 argmax,6287,1260,0.048036,0.239683,0.080032,0.073961,-0.025925,0.102726,-0.058427,0.550501,-0.502465,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,B1 argmax,6033,2683,0.129952,0.292210,0.179899,0.136397,-0.006445,0.177122,-0.056400,0.612796,-0.482844,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,B1 argmax,6091,4017,0.214251,0.324869,0.258211,0.171116,0.043135,0.209801,-0.007116,0.655886,-0.441635,,,,,
1052,0.200000,P_B division de recensement,ensemble,B1 argmax,18411,7960,0.129868,0.300377,0.181336,0.126562,0.003306,0.162376,-0.040891,0.605779,-0.475911,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,B1 argmax,6863,2076,0.070523,0.233141,0.108290,0.075901,-0.005378,0.106703,-0.041623,0.556754,-0.486231,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,B1 argmax,5940,2747,0.149158,0.322534,0.203983,0.139810,0.009348,0.180225,-0.044280,0.625253,-0.476094,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,B1 argmax,5608,3137,0.182061,0.325470,0.233505,0.174528,0.007533,0.211713,-0.036431,0.645150,-0.463088,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,B1 argmax,18411,7960,0.129868,0.300377,0.181336,0.126562,0.003306,0.162376,-0.040891,0.605779,-0.475911,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,B3 foret,6287,294,0.018769,0.401361,0.035861,0.073961,-0.055192,0.102726,-0.085077,0.550501,-0.531732,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,B3 foret,6033,801,0.049229,0.370787,0.086918,0.136397,-0.087168,0.177122,-0.133139,0.612796,-0.563567,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,B3 foret,6091,1211,0.081432,0.409579,0.135853,0.171116,-0.089684,0.209801,-0.137151,0.655886,-0.574454,,,,,
1052,0.200000,P_B division de recensement,ensemble,B3 foret,18411,2306,0.049481,0.395056,0.087947,0.126562,-0.077081,0.162376,-0.117991,0.605779,-0.556298,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,B3 foret,6863,318,0.016028,0.345912,0.030636,0.075901,-0.059873,0.106703,-0.091323,0.556754,-0.540726,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,B3 foret,5940,977,0.070370,0.427840,0.120862,0.139810,-0.069440,0.180225,-0.119972,0.625253,-0.554882,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,B3 foret,5608,1011,0.068295,0.378833,0.115727,0.174528,-0.106233,0.211713,-0.148532,0.645150,-0.576854,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,B3 foret,18411,2306,0.049481,0.395056,0.087947,0.126562,-0.077081,0.162376,-0.117991,0.605779,-0.556298,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,B0 tirage,6287,6312,0.073326,0.073035,0.073180,0.073961,-0.000635,0.102726,-0.029482,0.550501,-0.477175,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,B0 tirage,6033,6243,0.135753,0.131187,0.133431,0.136397,-0.000644,0.177122,-0.039470,0.612796,-0.477043,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,B0 tirage,6091,5943,0.168445,0.172640,0.170517,0.171116,-0.002670,0.209801,-0.041878,0.655886,-0.487440,,,,,
1052,0.200000,P_B division de recensement,ensemble,B0 tirage,18411,18498,0.125251,0.124662,0.124956,0.126562,-0.001311,0.162376,-0.036839,0.605779,-0.480528,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,B0 tirage,6863,6780,0.072854,0.073746,0.073298,0.075901,-0.003047,0.106703,-0.034014,0.556754,-0.483899,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,B0 tirage,5940,5632,0.143603,0.151456,0.147425,0.139810,0.003792,0.180225,-0.036372,0.625253,-0.481650,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,B0 tirage,5608,6086,0.169936,0.156589,0.162990,0.174528,-0.004593,0.211713,-0.040788,0.645150,-0.475214,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,B0 tirage,18411,18498,0.125251,0.124662,0.124956,0.126562,-0.001311,0.162376,-0.036839,0.605779,-0.480528,,,,,
1052,0.200000,P_B division de recensement,T1 non deductible,B0 mode,6287,0,0.000000,,0.000000,0.073961,-0.073961,0.102726,-0.102726,0.550501,-0.550501,,,,,
1052,0.200000,P_B division de recensement,T2 intermediaire,B0 mode,6033,0,0.000000,,0.000000,0.136397,-0.136397,0.177122,-0.177122,0.612796,-0.612796,,,,,
1052,0.200000,P_B division de recensement,T3 deductible,B0 mode,6091,0,0.000000,,0.000000,0.171116,-0.171116,0.209801,-0.209801,0.655886,-0.655886,,,,,
1052,0.200000,P_B division de recensement,ensemble,B0 mode,18411,0,0.000000,,0.000000,0.126562,-0.126562,0.162376,-0.162376,0.605779,-0.605779,,,,,
1052,0.200000,P_C partition aleatoire,T1 non deductible,B0 mode,6863,0,0.000000,,0.000000,0.075901,-0.075901,0.106703,-0.106703,0.556754,-0.556754,,,,,
1052,0.200000,P_C partition aleatoire,T2 intermediaire,B0 mode,5940,0,0.000000,,0.000000,0.139810,-0.139810,0.180225,-0.180225,0.625253,-0.625253,,,,,
1052,0.200000,P_C partition aleatoire,T3 deductible,B0 mode,5608,0,0.000000,,0.000000,0.174528,-0.174528,0.211713,-0.211713,0.645150,-0.645150,,,,,
1052,0.200000,P_C partition aleatoire,ensemble,B0 mode,18411,0,0.000000,,0.000000,0.126562,-0.126562,0.162376,-0.162376,0.605779,-0.605779,,,,,
150,0.100000,P_B division de recensement,T1 non deductible,humains vague 2,249,262,0.397590,0.377863,0.387476,0.036232,0.361358,0.048577,0.380647,0.397590,0.000000,0.326446,0.466410,0.307125,0.451286,0.000250
150,0.100000,P_B division de recensement,T2 intermediaire,humains vague 2,264,299,0.522727,0.461538,0.490231,0.067047,0.455681,0.073180,0.451049,0.522727,0.000000,0.453287,0.595075,0.375729,0.528610,0.000250
150,0.100000,P_B division de recensement,T3 deductible,humains vague 2,234,229,0.500000,0.510917,0.505400,0.090683,0.409317,0.125390,0.386806,0.500000,0.000000,0.424078,0.570777,0.318087,0.454977,0.000250
150,0.100000,P_B division de recensement,ensemble,humains vague 2,747,790,0.473896,0.448101,0.460638,0.064179,0.409716,0.081344,0.407135,0.473896,0.000000,0.432598,0.514589,0.368068,0.447382,0.000250
150,0.100000,P_C partition aleatoire,T1 non deductible,humains vague 2,262,264,0.412214,0.409091,0.410646,0.036788,0.375426,0.045568,0.380519,0.412214,0.000000,0.347015,0.475807,0.310857,0.449130,0.000250
150,0.100000,P_C partition aleatoire,T2 intermediaire,humains vague 2,239,269,0.510460,0.453532,0.480315,0.066034,0.444426,0.077611,0.436952,0.510460,0.000000,0.455277,0.568816,0.381352,0.497145,0.000250
150,0.100000,P_C partition aleatoire,T3 deductible,humains vague 2,246,257,0.504065,0.482490,0.493042,0.091550,0.412515,0.123193,0.407039,0.504065,0.000000,0.425701,0.583054,0.333709,0.481133,0.000250
150,0.100000,P_C partition aleatoire,ensemble,humains vague 2,747,790,0.473896,0.448101,0.460638,0.064179,0.409716,0.081344,0.407135,0.473896,0.000000,0.432598,0.514589,0.368068,0.447382,0.000250
150,0.100000,P_B division de recensement,T1 non deductible,agents composite,249,198,0.200803,0.252525,0.223714,0.036232,0.164571,0.048577,0.166035,0.397590,-0.196787,0.152941,0.252264,0.114117,0.221509,0.000250
150,0.100000,P_B division de recensement,T2 intermediaire,agents composite,264,291,0.238636,0.216495,0.227027,0.067047,0.171590,0.073180,0.169110,0.522727,-0.284091,0.179387,0.298451,0.109918,0.231849,0.000250
150,0.100000,P_B division de recensement,T3 deductible,agents composite,234,255,0.329060,0.301961,0.314928,0.090683,0.238377,0.125390,0.186806,0.500000,-0.170940,0.250000,0.412503,0.108962,0.266179,0.000250
150,0.100000,P_B division de recensement,ensemble,agents composite,747,744,0.254351,0.255376,0.254863,0.064179,0.190171,0.081344,0.173648,0.473896,-0.219545,0.211196,0.299028,0.132805,0.214358,0.000250
150,0.100000,P_C partition aleatoire,T1 non deductible,agents composite,262,177,0.213740,0.316384,0.255125,0.036788,0.176953,0.045568,0.167475,0.412214,-0.198473,0.157890,0.272738,0.112726,0.225855,0.000250
150,0.100000,P_C partition aleatoire,T2 intermediaire,agents composite,239,295,0.263598,0.213559,0.235955,0.066034,0.197564,0.077611,0.189379,0.510460,-0.246862,0.205529,0.325305,0.130676,0.251491,0.000250
150,0.100000,P_C partition aleatoire,T3 deductible,agents composite,246,272,0.288618,0.261029,0.274131,0.091550,0.197067,0.123193,0.165179,0.504065,-0.215447,0.212121,0.370656,0.094042,0.242462,0.000250
150,0.100000,P_C partition aleatoire,ensemble,agents composite,747,744,0.254351,0.255376,0.254863,0.064179,0.190171,0.081344,0.173648,0.473896,-0.219545,0.211196,0.299028,0.132805,0.214358,0.000250
150,0.100000,P_B division de recensement,T1 non deductible,agents entretien (v3),249,222,0.188755,0.211712,0.199575,0.036232,0.152523,0.048577,0.143204,0.397590,-0.208835,0.139241,0.241228,0.091451,0.199291,0.000250
150,0.100000,P_B division de recensement,T2 intermediaire,agents entretien (v3),264,292,0.238636,0.215753,0.226619,0.067047,0.171590,0.073180,0.160300,0.522727,-0.284091,0.181481,0.298568,0.102970,0.221108,0.000250
150,0.100000,P_B division de recensement,T3 deductible,agents entretien (v3),234,305,0.346154,0.265574,0.300557,0.090683,0.255471,0.125390,0.216074,0.500000,-0.153846,0.271493,0.422540,0.147777,0.287690,0.000250
150,0.100000,P_B division de recensement,ensemble,agents entretien (v3),747,819,0.255689,0.233211,0.243934,0.064179,0.191510,0.081344,0.172112,0.473896,-0.218206,0.212164,0.300908,0.130163,0.213821,0.000250
150,0.100000,P_C partition aleatoire,T1 non deductible,agents entretien (v3),262,199,0.183206,0.241206,0.208243,0.036788,0.146418,0.045568,0.137041,0.412214,-0.229008,0.130908,0.235714,0.081907,0.192889,0.000250
150,0.100000,P_C partition aleatoire,T2 intermediaire,agents entretien (v3),239,296,0.255230,0.206081,0.228037,0.066034,0.189196,0.077611,0.174816,0.510460,-0.255230,0.198444,0.316407,0.116963,0.237114,0.000250
150,0.100000,P_C partition aleatoire,T3 deductible,agents entretien (v3),246,324,0.333333,0.253086,0.287719,0.091550,0.241783,0.123193,0.207039,0.504065,-0.170732,0.260085,0.404847,0.139519,0.274835,0.000250
150,0.100000,P_C partition aleatoire,ensemble,agents entretien (v3),747,819,0.255689,0.233211,0.243934,0.064179,0.191510,0.081344,0.172112,0.473896,-0.218206,0.212164,0.300908,0.130163,0.213821,0.000250
150,0.100000,P_B division de recensement,T1 non deductible,agents enquete,249,288,0.148594,0.128472,0.137803,0.036232,0.112362,0.048577,0.083844,0.397590,-0.248996,0.098712,0.200758,0.033890,0.135073,0.001500
150,0.100000,P_B division de recensement,T2 intermediaire,agents enquete,264,273,0.181818,0.175824,0.178771,0.067047,0.114772,0.073180,0.116247,0.522727,-0.340909,0.125000,0.238754,0.057341,0.175218,0.000250
150,0.100000,P_B division de recensement,T3 deductible,agents enquete,234,237,0.247863,0.244726,0.246285,0.090683,0.157180,0.125390,0.133147,0.500000,-0.252137,0.171053,0.330646,0.060266,0.213625,0.000250
150,0.100000,P_B division de recensement,ensemble,agents enquete,747,798,0.191432,0.179198,0.185113,0.064179,0.127253,0.081344,0.110668,0.473896,-0.282463,0.146666,0.235056,0.067923,0.153015,0.000250
150,0.100000,P_C partition aleatoire,T1 non deductible,agents enquete,262,277,0.137405,0.129964,0.133581,0.036788,0.100617,0.045568,0.084867,0.412214,-0.274809,0.094544,0.185951,0.041721,0.130336,0.000250
