jeu,n,top1_fort,top1_fort_ic_bas,top1_fort_ic_haut,tpr_0_1pct_fort,tpr_0_1pct_fort_fp_absolus,tpr_0_1pct_fort_ic_bas_fige,tpr_0_1pct_fort_ic_haut_fige,tpr_0_1pct_fort_ic_bas_fige_seuilfixe,tpr_0_1pct_fort_ic_haut_fige_seuilfixe,tpr_1pct_fort,tpr_1pct_fort_fp_absolus,tpr_1pct_fort_ic_bas_fige,tpr_1pct_fort_ic_haut_fige,tpr_1pct_fort_ic_bas_fige_seuilfixe,tpr_1pct_fort_ic_haut_fige_seuilfixe,n_boot_reestime,top1_fort_ic_bas_reestime,top1_fort_ic_haut_reestime,tpr_0_1pct_fort_ic_bas_reestime,tpr_0_1pct_fort_ic_haut_reestime,tpr_1pct_fort_ic_bas_reestime,tpr_1pct_fort_ic_haut_reestime,naif_tpr_1pct,naif_tpr_1pct_ic_bas,naif_tpr_1pct_ic_haut,naif_tpr_0_1pct,naif_tpr_0_1pct_ic_bas,naif_tpr_0_1pct_ic_haut
Twin,2058,0.23226433430515064,0.2152575315840622,0.25072886297376096,0.010112730806608359,2.0580000000000003,0.0,0.02672497570456754,0.0058309037900874635,0.014577259475218658,0.042759961127308066,20.580000000000002,0.03352514577259475,0.05393586005830904,0.033527696793002916,0.051992225461613216,300,0.20988824101068998,0.250036443148688,0.0005126822157434402,0.028188277453838676,0.03287001943634597,0.056365403304178816,0.0304081632653061,0.0200928652413346,0.0398504303762321,0.0092886297376093,0.0022769679300291,0.0155793611681685
Stanford,1052,0.9039923954372624,0.8849809885931559,0.9211026615969582,0.44372243346007606,1.052,0.24403846641318125,0.5371797528517109,0.41254752851711024,0.47433460076045625,0.6017110266159695,10.520000000000001,0.5401872623574144,0.6425855513307985,0.5712927756653993,0.6330798479087453,300,0.8835313688212928,0.9201520912547528,0.23337138783269962,0.5376330798479088,0.5451866286438529,0.6441359315589353,0.2039100126742712,0.1566907930472569,0.2449458174904943,0.0847376425855513,0.024467252851711,0.1620307034220532
