jeu,item,entropie_humaine_bits,mi_jumeau_bits,mi_demographique_bits,information_conditionnelle_bits,mi_conditionnelle_vraie_bits,a_vraie_personne,c_candidat_hasard,delta_identification,bloc
Stanford GSS,7,1.5416079221911385,0.16459946621114277,0.007408285250877509,0.15719118096026527,0.15680547100943085,0.5627376425855514,0.3610848067776027,0.20165283580794868,gss
Stanford GSS,8,1.0981861010231735,0.12429194396393166,0.0022538413272067278,0.12203810263672493,0.1231783266587145,0.6720532319391636,0.520248413306539,0.15180481863262452,gss
Stanford GSS,9,1.1375155873802052,0.1855740989421182,0.020280239925379515,0.1652938590167387,0.16682004358108157,0.6568441064638784,0.4724994217062557,0.18434468475762267,gss
Stanford GSS,10,1.3103684957440707,0.024993075469171438,0.0015455883337519446,0.023447487135419495,0.03254183278701497,0.5161596958174905,0.4295005710650725,0.08665912475241805,gss
Stanford GSS,11,1.0672188813939834,0.05434110630142345,-0.0013479621544644034,0.05568906845588785,0.05192332845760144,0.591254752851711,0.485564342407726,0.10569041044398503,gss
Stanford GSS,12,1.351327705999647,0.10087206578656609,0.003278202555330757,0.09759386323123533,0.1002590333037338,0.5342205323193916,0.37087694631988316,0.16334358599950843,gss
Stanford GSS,13,1.1800874042248441,0.06989822998252597,0.00024963632432819637,0.06964859365819777,0.07234295230163336,0.5807984790874525,0.4481668088305455,0.13263167025690703,gss
Stanford GSS,14,1.3062357685032677,0.1558562707738307,-0.0015906060356437658,0.15744687680947447,0.13472575394820632,0.6083650190114068,0.42626574043285287,0.18209927857855396,gss
Stanford GSS,15,1.3226495964984264,0.13237783030335606,-0.0018816075033268932,0.13425943780668295,0.13514330964332488,0.5285171102661597,0.3631766036808397,0.16534050658531996,gss
Stanford GSS,16,1.4235502701304745,0.18506699374789484,0.005945722699809303,0.17912127104808553,0.17773450596047474,0.6007604562737643,0.41052169324408333,0.19023876302968096,gss
Stanford GSS,17,0.9976696750378891,0.004419039118555411,0.0010979725672936856,0.003321066551261725,0.0017481149073414314,0.4990494296577947,0.47413219794994865,0.024917231707846044,gss
Stanford GSS,18,0.899141457889852,0.12503546311535424,0.008173317433892683,0.11686214568146155,0.12072607030354181,0.7709125475285171,0.6099480981364483,0.16096444939206878,gss
Stanford GSS,19,1.4817714101721393,0.16849411910476622,0.007929413032103367,0.16056470607266285,0.15907472247415,0.5741444866920152,0.3755548005609449,0.1985896861310703,gss
Stanford GSS,20,1.8677310693216647,0.06633954372291652,0.016721190363818104,0.049618353359098415,0.06226707565970558,0.40019011406844107,0.3262326692593503,0.07395744480909078,gss
Stanford GSS,21,1.8064337887363378,0.084677044878432,0.014580578860410134,0.07009646601802187,0.07204845161247742,0.42585551330798477,0.31986963090401765,0.10598588240396711,gss
Stanford GSS,22,2.1783167226188844,0.2189306390189573,0.024764852766208892,0.19416578625274838,0.20893478016198685,0.3517110266159696,0.2121136274920846,0.139597399123885,gss
Stanford GSS,23,1.5952124207104172,0.12190938411528254,0.015083264044276226,0.10682612007100632,0.12065337779357584,0.4923954372623574,0.36649185328687706,0.12590358397548035,gss
Stanford GSS,24,1.680294815278773,0.18152907495170403,0.011939274552742954,0.16958980039896107,0.18697276823678782,0.49809885931558934,0.34533533808498024,0.1527635212306091,gss
Stanford GSS,25,1.8234347915246638,0.2533222720522857,0.015237924529739336,0.23808434752254637,0.23861937861237784,0.5304182509505704,0.3104696468070957,0.21994860414347467,gss
Stanford GSS,26,0.7885721288708583,0.10984052576130794,-0.0006881890621436384,0.11052871482345158,0.10627095354271743,0.8013307984790875,0.6602632682270959,0.1410675302519916,gss
Stanford GSS,27,3.166082494482932,1.629812947826446,0.058307071002638586,1.5715058768238075,1.6991795228796203,0.6663498098859315,0.1197808989576255,0.5465689109283061,gss
Stanford GSS,28,1.5763119134321992,0.5483353327829084,0.00314447510131303,0.5451908576815954,0.5282683339957753,0.7366920152091255,0.3314111090228281,0.4052809061862974,gss
Stanford GSS,29,1.4831048529780884,0.9152716502073309,0.014310068664315426,0.9009615815430155,0.949072238042727,0.8859315589353612,0.4525509982795761,0.4333805606557851,gss
Stanford GSS,30,1.7941181521976748,0.22217589755551842,0.010157863357229117,0.2120180341982893,0.2411324779220654,0.5465779467680608,0.3682420954473825,0.1783358513206783,gss
Stanford GSS,31,1.0037619849969244,0.20438368566727808,0.03271058465501702,0.17167310101226105,0.19239055313757789,0.75,0.5289743237577527,0.22102567624224734,gss
Stanford GSS,32,1.1375269831995742,0.5277017209567225,0.026882666927739086,0.5008190540289834,0.5700012341266677,0.8802281368821293,0.6922627911347569,0.18796534574737245,gss
Stanford GSS,33,2.065793940879541,1.0998375911681784,0.009577117459230265,1.090260473708948,1.1198482683614712,0.811787072243346,0.3138129075163729,0.4979741647269731,gss
Stanford GSS,34,1.04580570869332,0.5404672966316204,0.03869898697702485,0.5017683096545955,0.5646796486845633,0.9153992395437263,0.733660490971389,0.1817387485723373,gss
Stanford GSS,35,2.0404233431451484,1.2139109541608717,0.010259716864237295,1.2036512372966344,1.2009146132958137,0.8526615969581749,0.31636733941505585,0.5362942575431191,gss
Stanford GSS,36,0.7635516787523889,0.5963815357042842,0.0002273671209533461,0.5961541685833308,0.5915811134564837,0.967680608365019,0.6424355563908688,0.3252450519741502,gss
Stanford GSS,37,1.8065928366587964,1.6190709498834275,1.797562959651857,-0.1784920097684295,1.4387125069556839,0.9743346007604563,0.32770099321950585,0.6466336075409505,gss
Stanford GSS,38,0.3643349314597793,0.228759151774522,0.3643349314597793,-0.1355757796852573,0.19178000455382943,0.9809885931558935,0.882308187193685,0.0986804059622085,gss
Stanford GSS,39,0.8705339415224217,0.5778095491941644,0.8691501589530533,-0.29134060975888887,0.4758605117255738,0.9486692015209125,0.5946233139123018,0.35404588760861067,gss
Stanford GSS,40,1.0900402175472488,0.4925408921951165,1.020515173845761,-0.5279742816506445,0.4787932091202365,0.8460076045627376,0.49141053072908386,0.35459707383365374,gss
Stanford GSS,41,1.7386953498229178,1.4903041697464845,1.7216925739599562,-0.23138840421347173,1.4534226287847816,0.9572243346007605,0.32775520825803467,0.6294691263427259,gss
Stanford GSS,42,2.5468282484352316,1.429693409328008,0.1019627222975349,1.327730687030473,1.2993761103101613,0.7775665399239544,0.20397685379288408,0.5735896861310703,gss
Stanford GSS,43,0.39896761840013134,0.1674867833342955,0.0015614028974465048,0.165925380436849,0.13258571900900604,0.9534220532319392,0.8570566294149113,0.09636542381702784,gss
Stanford GSS,44,0.6319850110399348,0.17520353602767308,0.0,0.17520353602767308,0.14773405633939304,0.876425855513308,0.7212316933886569,0.1551941621246511,gss
Stanford GSS,45,0.8824408822946963,0.047232631674519694,0.00048797741095480784,0.04674465426356489,0.05242434898422991,0.6967680608365019,0.5884247278405066,0.1083433329959953,gss
Stanford GSS,46,1.5056806611457483,0.7492142153371104,0.01684040025651549,0.732373815080595,0.7145190522476851,0.8317490494296578,0.35563529182148074,0.47611375760817704,gss
Stanford GSS,47,1.5119240015566815,0.7030970440697046,0.011206853496127985,0.6918901905735767,0.6532385538760416,0.8127376425855514,0.3621962150674435,0.4505414275181079,gss
Stanford GSS,48,1.50413976963969,0.734052816659514,0.01212780386808176,0.7219250127914323,0.6784809643291024,0.8279467680608364,0.38218349260506873,0.4457632754557677,gss
Stanford GSS,49,1.3874767144863562,0.07063883863810254,0.00454355733671527,0.06609528130138727,0.05272736642244157,0.5142585551330798,0.4134511124925906,0.10080744264048924,gss
Stanford GSS,50,1.357972323323199,0.12570058981577734,0.003196845240992267,0.12250374457478506,0.10813559213587065,0.6397338403041825,0.4883817172432737,0.15135212306090873,gss
Stanford GSS,51,1.4117534011949349,0.2824241911119903,0.1836066585877911,0.0988175325241992,0.27306618056780707,0.6416349809885932,0.38625052407870575,0.2553844569098874,gss
Stanford GSS,52,1.3840862050699132,0.06773772266924491,0.008571010583728505,0.0591667120855164,0.0726267788397816,0.6045627376425855,0.535884030418251,0.06867870722433456,gss
Stanford GSS,53,1.4126524897043846,0.0771410357417464,-0.0010684557389070645,0.07820949148065347,0.08361719186096875,0.5693916349809885,0.4306399904581532,0.13875164452283534,gss
Stanford GSS,54,1.4160947563964863,0.09238258388303482,0.0003594810718335398,0.09202310281120128,0.0977288712088523,0.5855513307984791,0.4623386199019792,0.12321271089649988,gss
Stanford GSS,55,1.4947589598351856,0.10258950044884205,-0.0010912728597189333,0.10368077330856099,0.10903570198110911,0.5399239543726235,0.422394786681895,0.11752916769072852,gss
Stanford GSS,56,1.4335439160668648,0.10015508181063834,0.00037808921092558935,0.09977699259971275,0.0997428588922207,0.5304182509505704,0.4364373852448351,0.09398086570573527,gss
Stanford GSS,57,1.2730398120064765,0.06671758834140053,0.011594659981666946,0.05512292835973358,0.07082748309557584,0.5903041825095057,0.4870010409287398,0.10330314158076587,gss
Stanford GSS,58,1.3859010762731978,0.14994298212770366,-0.001289305304996522,0.15123228743270017,0.14947515152393162,0.5817490494296578,0.42251405976665846,0.15923498966299932,gss
Stanford GSS,59,1.3454987572553083,0.1488092520509702,0.00019369346698391507,0.14861555858398628,0.14957630210314546,0.6368821292775665,0.4545244256820252,0.18235770359554127,gss
Stanford GSS,60,1.3836224805058326,0.22998332128173107,0.011967274212225414,0.21801604706950567,0.2337121397301914,0.6454372623574145,0.42002649308216106,0.22541076927525344,gss
Stanford GSS,61,1.3271002469965565,0.09274608380560369,-0.00032624181527853447,0.09307232562088222,0.08861148074054691,0.591254752851711,0.4520269195737975,0.13922783327791355,gss
Stanford GSS,62,0.4538578257136371,0.33731366344359065,0.0,0.33731366344359065,0.28164375071097975,0.9752851711026616,0.8643901169599099,0.11089505414275169,gss
Stanford GSS,63,1.7179193118005245,0.7231153432444498,0.02166078957418127,0.7014545536702685,0.6947528869407668,0.7614068441064639,0.37776406338099433,0.38364278072546953,gss
Stanford GSS,64,1.8600419711190324,0.5954075623938101,0.016974687717040193,0.57843287467677,0.5604172452346765,0.626425855513308,0.3274344359467391,0.2989914195665689,gss
Stanford GSS,65,1.4086830260522167,0.2961493663250561,-0.0023234121490625457,0.2984727784741187,0.29760951862415186,0.7034220532319392,0.47294579219014293,0.23047626104179625,gss
Stanford GSS,66,1.5681442205842562,0.7443527358921497,0.6412004930260349,0.1031522428661148,0.7336295734105273,0.8127376425855514,0.42398870881464235,0.388748933770909,gss
Stanford GSS,67,1.9398021634089573,0.7324038527924135,0.03055797177567112,0.7018458810167424,0.6974489741359586,0.6977186311787072,0.3068977793520218,0.39082085182668547,gss
Stanford GSS,68,1.2336300133338063,0.5773634389905007,0.5277844959032533,0.04957894308724742,0.5761266350537386,0.8678707224334601,0.4856402434616663,0.3822304789717938,gss
Stanford GSS,69,2.0150747444705295,0.6465106008668916,0.6045806762580576,0.041929924608834046,0.6459695760279672,0.6834600760456274,0.3528685176885599,0.3305915583570675,gss
Stanford GSS,70,2.0291125206050378,0.8746205641231722,0.5710163055552243,0.3036042585679479,0.8738765260386037,0.7642585551330798,0.35026258150327455,0.4139959736298053,gss
Stanford GSS,71,1.2224645808687933,0.05684180301734453,0.1268282044272872,-0.06998640140994267,0.0567271993737288,0.7167300380228137,0.6941765819948245,0.022553456027989194,gss
Stanford GSS,72,1.3111002893157728,0.2844501080894242,0.2636825958564941,0.020767512232930108,0.27161239016357497,0.7585551330798479,0.5651158756090157,0.19343925747083224,gss
Stanford GSS,73,0.9711897091143022,0.1461792893139972,0.010135614876296743,0.13604367443770046,0.13041195467627167,0.7404942965779467,0.5511464673480895,0.18934782922985727,gss
Stanford GSS,74,0.5519635632288481,0.1699133470072339,0.004941231424142822,0.16497211558309108,0.17286813529179687,0.94106463878327,0.870397143228903,0.07066749555436691,gss
Stanford GSS,75,0.6963949567175882,0.14160777477673941,0.006948533611462941,0.13465924116527647,0.1413342743291138,0.8288973384030418,0.6730164524570256,0.15588088594601623,gss
Stanford GSS,76,0.8149631710809466,0.10680950829915643,0.0026222281480381125,0.10418728015111832,0.10330172034770257,0.7652091254752852,0.6094276337665718,0.15578149170871336,gss
Stanford GSS,77,0.9915909280856805,0.1235185493926287,0.0030185462514127057,0.12050000314121599,0.11288869945232985,0.7072243346007605,0.5043715392733739,0.20285279532738665,gss
Stanford GSS,78,0.8847474666241476,0.10288418938774009,0.0008229987055660786,0.10206119068217401,0.08661118184413677,0.7034220532319392,0.5323266203067848,0.1710954329251544,gss
Stanford GSS,79,0.983083223785931,0.05753899917073308,-0.00032342714898252645,0.05786242631971561,0.05249285646804281,0.6606463878326996,0.5366023796787578,0.12404400815394179,gss
Stanford GSS,80,0.8937274336423007,0.15771486303266963,0.003931602205230892,0.15378326082743873,0.15876083733650131,0.7918250950570342,0.6087915106478335,0.1830335844092007,gss
Stanford GSS,81,0.899141457889852,0.11344108413165595,0.0028674553055172123,0.11057362882613873,0.11374964232080079,0.7642585551330798,0.6131196778903844,0.15113887724269548,gss
Stanford GSS,82,0.8237957600381762,0.16035396683078934,-6.0119852158193156e-05,0.16041408668294754,0.1607061889140112,0.8203422053231939,0.6456215934884125,0.17472061183478138,gss
Stanford GSS,83,0.3351841478333009,0.0815191290007012,-5.828179531931939e-05,0.08157741079602052,0.08557962110782576,0.9125475285171103,0.8474045453888301,0.06514298312828015,gss
Stanford GSS,84,0.3535622857535839,0.07988827086833923,0.001353566815741598,0.07853470405259763,0.07938006821759701,0.8212927756653993,0.7439243013488702,0.07736847431652905,gss
Stanford GSS,85,0.574169637798663,0.15000587930938253,0.002629173016640658,0.14737670629274188,0.1480350176099197,0.8650190114068441,0.7263315213462678,0.13868749006057635,gss
Stanford GSS,86,0.9575375488629547,0.10402312773848706,0.003546651922758144,0.10047647581572891,0.09719018266205152,0.6948669201520913,0.5127224623747633,0.18214445777732802,gss
Stanford GSS,87,0.9284924015032234,0.08968081599055684,0.004463070070916684,0.08521774591964015,0.07967247430422209,0.7224334600760456,0.5694765718746838,0.15295688820136177,gss
Stanford GSS,88,0.3351841478333009,0.01052128125346625,0.004173286061238124,0.006347995192228126,0.007738383749900567,0.7661596958174905,0.739100970087756,0.027058725729734556,gss
Stanford GSS,89,0.9164257872432813,0.0016564031989842558,0.0005511659587332796,0.0011052372402509762,0.0019258086108014884,0.4049429657794677,0.38548338128352294,0.01945958449594476,gss
Stanford GSS,90,0.7981204892684264,0.09147193936214922,0.014659255384490153,0.07681268397765906,0.08055631648551584,0.7338403041825095,0.5865127441483902,0.1473275600341193,gss
Stanford GSS,91,0.9074900420895757,0.08106439773781067,0.0020028453653108927,0.07906155237249977,0.0804594908591622,0.6815589353612167,0.5263593517327126,0.15519958362850406,gss
Stanford GSS,92,0.8618237305159231,0.1132902655126193,0.008224513832670073,0.10506575167994922,0.10909866764008452,0.7633079847908745,0.5992749642180746,0.1640330205727999,gss
Stanford GSS,93,0.6629829483788664,0.02178914959075075,0.00128697933922306,0.02050217025152769,0.019930122060437178,0.8935361216730038,0.8833726091168008,0.010163512556202958,gss
Stanford GSS,94,1.651931028186572,0.3773052063078345,0.10353010093481009,0.2737751053730244,0.36905921965139343,0.6245247148288974,0.35862886553224715,0.2658958492966502,gss
Stanford GSS,95,1.5683042937275715,0.4714274294834559,0.02824450752235118,0.4431829219611047,0.46610255223296854,0.6863117870722434,0.3398243794185256,0.34648740765371777,gss
Stanford GSS,96,1.5704775807823164,0.2631617209606059,0.01590762827265894,0.24725409268794699,0.25973411329170665,0.6083650190114068,0.3608914398068499,0.24747357920455693,gss
Stanford GSS,97,1.9820890827606905,0.4915883158058717,0.0949245044420233,0.39666381136384843,0.5025911477518183,0.5598859315589354,0.27229593459497753,0.2875899969639579,gss
Stanford GSS,98,1.0317051437763154,0.7544565431805261,1.0306132050170311,-0.276156661836505,0.7553101768370631,0.9334600760456274,0.5838968685393746,0.3495632075062528,gss
Stanford GSS,99,0.9984919307154898,0.2901118141427336,0.0075088384328984665,0.28260297570983517,0.27967033192124735,0.7975285171102662,0.4965410805418613,0.3009874365684049,gss
Stanford GSS,100,0.3535622857535839,0.00571098679924593,0.0,0.00571098679924593,0.005300856116243927,0.9192015209125475,0.9095620870621232,0.009639433850424317,gss
