jeu,item,entropie_humaine_bits,mi_jumeau_bits,mi_demographique_bits,information_conditionnelle_bits,mi_conditionnelle_vraie_bits,a_vraie_personne,c_candidat_hasard,delta_identification,bloc
Twin-2K-500,0,2.1518314761987885,0.23347677714849355,0.18693241912377176,0.04654435802472179,0.2264251916202164,0.3974732750242954,0.26144860276472104,0.13602467225957438,opinion
Twin-2K-500,1,2.097367995708299,0.2040685431110729,0.1733316042789825,0.030736938832090388,0.1876153753279401,0.41885325558794945,0.2879029996005066,0.13095025598744287,opinion
Twin-2K-500,2,2.1057217557884034,0.2464863052720951,0.18807163867801033,0.058414666594084785,0.24490875392621786,0.41788143828960156,0.2593118324658754,0.15856960582372615,opinion
Twin-2K-500,3,1.937651438082106,0.24445997806818018,0.17588912421672195,0.06857085385145822,0.2504852929200484,0.45383867832847424,0.2780228570673028,0.17581582126117146,opinion
Twin-2K-500,4,1.8450157745948101,0.06919562785207443,0.030829174794336094,0.03836645305773834,0.07853500801763037,0.35811467444120504,0.28833672855508996,0.06977794588611508,opinion
Twin-2K-500,5,2.1045925291929604,0.2791720928828263,0.2342401999108805,0.0449318929719458,0.2818545429251111,0.43440233236151604,0.25728910195204,0.17711323040947602,opinion
Twin-2K-500,6,1.7751756886277978,0.10789194296867553,0.11089252260073577,-0.0030005796320602407,0.09651458846989167,0.49271137026239065,0.3866501202730155,0.10606124998937516,opinion
Twin-2K-500,7,1.8534320012884278,0.19721191006604363,0.10373188754097161,0.09348002252507202,0.19279557404389464,0.4159378036929057,0.2801053227066198,0.13583248098628592,opinion
Twin-2K-500,8,2.3067827312080036,0.16264043293699346,0.3082372745673858,-0.14559684163039235,0.1596526522896179,0.2560738581146744,0.1777745667196491,0.07829929139502531,opinion
Twin-2K-500,9,2.1736894773083106,0.03284637697257374,0.039490338890745914,-0.006643961918172174,0.047446603409794126,0.14965986394557823,0.1267484919832156,0.02291137196236262,opinion
Twin-2K-500,10,1.7612482095388404,0.006456690307860216,0.006054884856812482,0.00040180545104773376,0.012354899789046756,0.40573372206025266,0.4040686939776605,0.0016650280825921682,opinion
Twin-2K-500,11,2.311043966301265,0.009084752904951797,0.016952204938759118,-0.00786745203380732,0.012966981196996427,0.17444120505344995,0.18974827193129093,-0.015307066877840975,opinion
Twin-2K-500,12,2.687569676063709,0.005872363015777963,0.02575874060529411,-0.019886377589516144,0.0021383121942974686,0.1554907677356657,0.1466811353168228,0.008809632418842889,opinion
Twin-2K-500,13,2.6280972149013593,0.004990561784187424,0.037331640030078675,-0.03234107824589125,0.008719594349512524,0.17103984450923226,0.15926753875227725,0.01177230575695501,opinion
Twin-2K-500,14,2.340997551695686,0.006383836810583958,0.007901154263832281,-0.0015173174532483232,0.005458581976809957,0.2891156462585034,0.2749045890742803,0.014211057184223108,opinion
Twin-2K-500,15,2.1199317725722557,0.0031390518445282155,0.0051388334875093,-0.0019997816429810846,0.006527835241106214,0.3275024295432459,0.32089166362088367,0.006610765922362205,opinion
Twin-2K-500,16,2.1407993382056354,0.008146746989539532,0.01972788929243661,-0.01158114230289708,0.015683134257505404,0.31681243926141883,0.3158885517277854,0.0009238875336334273,opinion
Twin-2K-500,17,2.1048157193171066,0.01565512459769812,0.012119331304808224,0.0035357932928898952,0.019817903874192792,0.3241010689990282,0.312902975989785,0.011198093009243182,opinion
Twin-2K-500,18,1.9142331273210715,0.027385523379743305,0.05527751416393788,-0.027891990784194572,0.027432334886618476,0.39212827988338195,0.3569109998573912,0.03521728002599073,opinion
Twin-2K-500,19,0.9573425734686967,0.0008061491825077636,0.006336566532797238,-0.005530417350289474,-8.644433299122196e-05,0.40864917395529643,0.4238554230521863,-0.01520624909688989,opinion
Twin-2K-500,20,0.9911639398132197,0.12701416244011643,0.009127970829991837,0.11788619161012459,0.1286575882865852,0.7137998056365403,0.5124343503887742,0.20136545524776617,achat
Twin-2K-500,21,0.9908437246328534,0.12724992616745867,0.0019861981412330186,0.12526372802622565,0.12831905522886042,0.7142857142857143,0.5173850464800664,0.19690066780564786,achat
Twin-2K-500,22,0.994947489007991,0.12542740037230327,0.0020385184144331423,0.12338888195787012,0.1254411696997063,0.7099125364431487,0.508489471034839,0.20142306540830968,achat
Twin-2K-500,23,0.9953060173280208,0.13090615282118523,0.004741374180404766,0.12616477864078046,0.130470046056176,0.7137998056365403,0.5089749074695822,0.20482489816695815,achat
Twin-2K-500,24,0.9944502310277452,0.12745514086066034,0.00290310683217143,0.12455203402848891,0.1292365271609279,0.7118561710398446,0.5101006666723332,0.20175550436751133,achat
Twin-2K-500,25,0.9929693891278855,0.16065736251309115,0.004943643151882781,0.15571371936120837,0.16045115806025093,0.7366375121477162,0.5121793545962047,0.22445815755151155,achat
Twin-2K-500,26,0.9939309930845985,0.14232065163962426,0.0013925445668039314,0.14092810707282033,0.14169709712061154,0.7230320699708455,0.5120466623411825,0.210985407629663,achat
Twin-2K-500,27,0.9884474381266917,0.11238546983778797,4.3047080886092633e-05,0.11234242275690187,0.1120137042575282,0.7040816326530612,0.5152714146883244,0.18881021796473685,achat
Twin-2K-500,28,0.9855786450334957,0.14274594685824282,0.0034583966919061724,0.13928755016633665,0.1428174589433451,0.728377065111759,0.5158267388588088,0.21255032625295023,achat
Twin-2K-500,29,0.9935271307269335,0.11848631297004975,0.004355206029739377,0.11413110694031037,0.11888475445030058,0.7035957240038873,0.5051943587375253,0.19840136526636198,achat
Twin-2K-500,30,0.9906815461789256,0.1355729475397358,0.010504505338968516,0.1250684422007673,0.13612457667595934,0.7206025267249757,0.5131492830368298,0.20745324368814588,achat
Twin-2K-500,31,0.9891597569207325,0.1421679344565394,0.008220775045413296,0.13394715941112612,0.14529472846386984,0.7254616132167152,0.5114238115071101,0.21403780170960507,achat
Twin-2K-500,32,0.9884474381266917,0.14711620849250728,0.0017527865976816313,0.14536342189482565,0.14693678571950283,0.7298347910592808,0.5132144486282644,0.21662034243101647,achat
Twin-2K-500,33,0.9839207393294618,0.14557449407610945,0.005242558595829338,0.1403319354802801,0.1457106436967542,0.728377065111759,0.5114181449339419,0.21695892017781715,achat
Twin-2K-500,34,0.992389622117408,0.13642545747121604,0.0032248920926400957,0.13320056537857594,0.13573303518213442,0.7191448007774538,0.507955868728166,0.2111889320492878,achat
Twin-2K-500,35,0.9928265129423262,0.13220767203408013,0.008496526867806995,0.12371114516627313,0.13244984432736728,0.7157434402332361,0.5076357073441621,0.20810773288907403,achat
Twin-2K-500,36,0.9916339128800118,0.14374456951063164,0.0015057483417508775,0.14223882116888076,0.14376329103705585,0.7259475218658892,0.5126463746681513,0.21330114719773785,achat
Twin-2K-500,37,0.9951878802971897,0.1379504636431821,0.0026842006356848623,0.13526626300749722,0.1388928695556524,0.7191448007774538,0.5072716300181047,0.21187317075934908,achat
Twin-2K-500,38,0.9931108887286502,0.14182434605450656,0.0035207291767271874,0.13830361687777937,0.14154924438804944,0.7235179786200194,0.5106031028265812,0.21291487579343826,achat
Twin-2K-500,39,0.9845528988319523,0.1488166275921612,0.006898608086064461,0.14191801950609673,0.1497618304558803,0.7303206997084548,0.5108382656130619,0.21948243409539292,achat
Twin-2K-500,40,0.9947016065454062,0.13875041870645877,0.003984284170530205,0.13476613453592856,0.1403700714156481,0.7196307094266278,0.5061019548733001,0.21352875455332765,achat
Twin-2K-500,41,0.993389759260429,0.133345440796226,0.0017311657528795697,0.13161427504334644,0.13361595380009247,0.7162293488824101,0.5070109676523671,0.209218381230043,achat
Twin-2K-500,42,0.9793851225722311,0.14036774675368657,-0.00011839941963742842,0.140486146173324,0.14038106264697528,0.7278911564625851,0.5166101425993137,0.21128101386327136,achat
Twin-2K-500,43,0.9928265129423262,0.14875876074775407,0.002725170926603403,0.14603358982115067,0.14807347684383698,0.7264334305150631,0.5048590864917396,0.22157434402332354,achat
Twin-2K-500,44,0.9906815461789256,0.11298071997579595,0.0059112506145519985,0.10706946936124395,0.11391837872670976,0.7006802721088435,0.5075861248289403,0.19309414727990326,achat
Twin-2K-500,45,0.9908437246328534,0.13611492038095951,0.006663542176037928,0.12945137820492159,0.13569325609983449,0.7196307094266278,0.5089711297541368,0.21065957967249094,achat
Twin-2K-500,46,0.9873373931349485,0.12954484528408838,0.0014738018394926376,0.12807104344459574,0.12997022205426698,0.716715257531584,0.5121859655982343,0.2045292919333498,achat
Twin-2K-500,47,0.9851725220671761,0.117940087521468,0.005364818573482476,0.11257526894798553,0.11803953589111071,0.7084548104956269,0.5132980305824953,0.19515677991313152,achat
Twin-2K-500,48,0.9898499326590742,0.11553167656202046,0.004143025371061703,0.11138865119095875,0.11640095416342405,0.7050534499514092,0.5118865816491805,0.19316686830222862,achat
Twin-2K-500,49,0.9922412368194928,0.11983181267913467,-0.0002980915737766944,0.12012990425291137,0.11996884255395901,0.7031098153547133,0.5031912251225633,0.19991859023214997,achat
Twin-2K-500,50,0.9867636445765502,0.13104492510955246,0.012961051522472287,0.11808387358708017,0.13376594948791848,0.717201166180758,0.5108529042604131,0.20634826192034494,achat
Twin-2K-500,51,0.992536629715774,0.14477002544085904,-0.0003465820610339966,0.14511660750189304,0.1465353175049383,0.7244897959183674,0.5063663949544832,0.21812340096388416,achat
Twin-2K-500,52,0.984760832284804,0.1302338401989327,0.0049794434699361725,0.12525439672899652,0.1318069744739235,0.717687074829932,0.5125495707098611,0.20513750412007092,achat
Twin-2K-500,53,0.9855786450334957,0.14133721392597876,0.00027977311350069076,0.14105744081247806,0.14206592321228168,0.7235179786200194,0.5087463556851312,0.21477162293488827,achat
Twin-2K-500,54,0.9898499326590742,0.13674427113200283,0.006740289130549026,0.1300039820014538,0.13679876645214864,0.7201166180758017,0.5087831884107246,0.21133342966507718,achat
Twin-2K-500,55,0.9845528988319523,0.12781785283071123,0.0009286684934930443,0.12688918433721819,0.1282978895205182,0.7118561710398446,0.5069623295660066,0.20489384147383793,achat
Twin-2K-500,56,0.9906815461789256,0.09797171989915765,0.004790176619961616,0.09318154327919603,0.09843417113657368,0.6875607385811467,0.5073051572426832,0.18025558133846353,achat
Twin-2K-500,57,0.9891597569207325,0.1249430748639575,0.00033567519333388293,0.12460739967062362,0.12445602555588456,0.7113702623906706,0.5091874039633901,0.20218285842728045,achat
Twin-2K-500,58,0.9810362409029043,0.1401591204017314,0.002176279255688972,0.13798284114604242,0.13841731226282655,0.7264334305150631,0.5145177604569524,0.21191567005811074,achat
Twin-2K-500,59,0.992389622117408,0.0954958490952118,0.009170949877175481,0.08632489921803632,0.09628249074410336,0.6817298347910593,0.502600957084208,0.17912887770685126,achat
Stanford GSS,0,1.456578749205443,0.04587487496269541,0.0052797229822158075,0.0405951519804796,0.031039684049287832,0.46577946768060835,0.36345852188118954,0.1023209457994188,gss
Stanford GSS,1,1.2381391433697024,0.23106594278967332,0.003769974216175543,0.2272959685734978,0.2196075297488798,0.620722433460076,0.4095882909974121,0.21113414246266393,gss
Stanford GSS,2,1.072040053563259,0.1287387045616966,0.0016773937254749103,0.12706131083622169,0.1193623801770208,0.723384030418251,0.5724538810738914,0.15093014934435955,gss
Stanford GSS,3,1.5158926944255842,0.13582474562819005,0.01305063165885846,0.12277411396933159,0.12451293866339394,0.48954372623574144,0.3158830184041984,0.17366070783154303,gss
Stanford GSS,4,1.285636808807602,0.07410347307496971,-0.0006827041665715995,0.07478617724154131,0.0621102276410185,0.5836501901140685,0.46708243577325104,0.11656775434081745,gss
Stanford GSS,5,1.135448302261992,0.11629569889294115,-0.0006203991703126778,0.11691609806325383,0.10310569528204276,0.6768060836501901,0.5313923144761382,0.1454137691740519,gss
Stanford GSS,6,1.5547036302319799,0.4119624993477749,0.032054709516146244,0.37990778983162865,0.4081622178638078,0.6378326996197718,0.32893980684988944,0.3088928927698824,gss
