configuration,n_personnes,n_cellules,taux_changement,auc_desaccord_changement,auc_ic_bas,auc_ic_haut,exactitude_persistance,exactitude_persistance_ic_bas,exactitude_persistance_ic_haut,exactitude_jumeau,exactitude_jumeau_ic_bas,exactitude_jumeau_ic_haut,exactitude_B0 mode,exactitude_B0 mode_ic_bas,exactitude_B0 mode_ic_haut,exactitude_PMM k=10,exactitude_PMM k=10_ic_bas,exactitude_PMM k=10_ic_haut,exactitude_changees_persistance,exactitude_changees_persistance_ic_bas,exactitude_changees_persistance_ic_haut,exactitude_changees_jumeau,exactitude_changees_jumeau_ic_bas,exactitude_changees_jumeau_ic_haut,exactitude_changees_B0 mode,exactitude_changees_B0 mode_ic_bas,exactitude_changees_B0 mode_ic_haut,exactitude_changees_PMM k=10,exactitude_changees_PMM k=10_ic_bas,exactitude_changees_PMM k=10_ic_haut
JSON Persona - GPT4.1,2058,168768,0.288158892681077,0.6489227949673706,0.6362870701273846,0.6598136164794397,0.711841107318923,0.6775708221385316,0.7413906268459021,0.5740069207432689,0.5311754732603405,0.6111411054656181,0.5217813803564657,0.49663428280790173,0.5463132643246348,0.491129835039818,0.4675906132840764,0.513788928994339,0.0,0.0,0.0,0.3658085211383451,0.3372853507557153,0.3956140061081706,0.37343724296759334,0.3518493094787462,0.39599531917285063,0.37413637111367,0.35016781228335436,0.3991716768446152
