t,mois,variable,cohorte,n,n_cohortes,moyenne,mediane,variance_totale,variance_intra,variance_inter,variance_inter_brute,part_inter,ecart_type,iqr_total,iqr_intra_median,iqr_medianes,mad_total,perimetre
49,2017-02,infl1_var,age x edu x rev,1308,27,15.55007791783467,2.5046521425247192,811.3076124665638,728.5318555956014,82.77575687096234,99.49636463546237,0.10202758559026064,28.483462087087723,12.209861516952515,14.713913515210152,5.258228987455368,2.1058261394500732,descriptif 2017-2019
49,2017-02,infl1_point,age x edu x rev,1330,27,5.2185714287753395,3.0,101.1361727371716,97.48915676219322,3.647015974978388,5.813473705290688,0.03606045073957958,10.05664818600967,3.0,4.25,1.0,2.0,descriptif 2017-2019
50,2017-03,infl1,age x edu x rev,1327,28,3.5322071815770744,2.8013689517974854,20.79792441448816,20.43365336808888,0.36427104639928104,0.8384685622502598,0.017514778837523042,4.560474143604825,2.9112197160720825,3.7611784040927887,0.6359449028968811,1.464465856552124,descriptif 2017-2019
50,2017-03,infl3,age x edu x rev,1340,28,3.6146841634467153,2.8848127126693726,23.63513172398352,23.389860634592765,0.24527108939075604,0.8105492091623865,0.010377394645187003,4.861597651388227,3.6796121895313263,3.7019448979451006,0.7807168960571289,1.7489429116249084,descriptif 2017-2019
50,2017-03,revenu,age x edu x rev,1363,28,5.1264856933607215,3.0,150.81644493918563,146.52001412342963,4.296430815756001,7.319115929045205,0.028487813895152283,12.280734706815617,4.0,5.25,1.0,2.0,descriptif 2017-2019
50,2017-03,depense,age x edu x rev,1364,28,3.9047653959119075,3.0,119.81870333862355,117.89577624300324,1.9229270956203144,4.035030765498996,0.0160486388355069,10.9461729996663,5.0,6.0,1.0,2.0,descriptif 2017-2019
50,2017-03,logement,age x edu x rev,1358,28,5.529455080650341,5.0,56.05019641767737,55.37537655465754,0.6748198630198297,1.8487709713361096,0.012039562858819918,7.4866679115396435,5.0,5.0,1.0,3.0,descriptif 2017-2019
50,2017-03,perte_emploi,age x edu x rev,803,26,14.544209215442093,6.0,425.56764414986327,418.1308965042814,7.436747645581857,23.663105839383814,0.01747488970980842,20.629290926977188,19.0,14.75,5.0,6.0,descriptif 2017-2019
50,2017-03,chomage,age x edu x rev,1365,28,36.666666666666664,35.0,544.1486219456824,531.9195452128969,12.229076732785515,23.029231782923244,0.022473780580494124,23.326993418477283,30.0,30.0,10.5,15.0,descriptif 2017-2019
50,2017-03,infl1_var,age x edu x rev,1327,28,13.92730432317593,2.226189613342285,740.800985737717,645.4164372604693,95.38454847724775,110.00707775397454,0.1287586684057396,27.217659446354254,10.537814438343048,10.537814438343048,3.4880136847496033,1.869717299938202,descriptif 2017-2019
50,2017-03,infl1_point,age x edu x rev,1357,28,4.91186440651502,3.0,92.22279418492627,88.65977311657346,3.563021068352808,5.467693818979032,0.03863492859702553,9.603269973552043,3.0,3.0,1.0,1.0,descriptif 2017-2019
51,2017-04,infl1,age x edu x rev,1248,27,3.5282547271740237,2.822028636932373,18.990222624675965,18.83043021681398,0.15979240786198723,0.5903569601558556,0.008414456798118437,4.357777257349894,3.2513327300548553,3.292847288772464,0.47695592045783997,1.541429877281189,descriptif 2017-2019
51,2017-04,infl3,age x edu x rev,1246,27,3.669965642079641,2.96994686126709,21.634406604728706,21.435038031174468,0.19936857355423898,0.7024409274697918,0.009215347441545372,4.651280103877717,3.8195991218090057,3.6348091661930084,0.5055032968521118,1.7821378707885742,descriptif 2017-2019
51,2017-04,revenu,age x edu x rev,1275,27,5.8865882354156644,3.0,173.33723701504576,167.54158788595095,5.795649129094823,9.581175666955286,0.03343568427014766,13.165760024208469,4.0,6.25,2.0,2.0,descriptif 2017-2019
51,2017-04,depense,age x edu x rev,1276,27,3.7000000000724036,3.0,126.19213523969795,124.55716118909419,1.6349740506037636,4.252480935307403,0.012956227798968472,11.23352728396998,6.0,7.25,2.0,3.0,descriptif 2017-2019
51,2017-04,logement,age x edu x rev,1274,27,6.026766091210876,5.0,62.21125530159135,60.57001368222573,1.6412416193656216,3.0630064470039726,0.02638174734473874,7.887411191360024,5.0,5.5,0.875,3.0,descriptif 2017-2019
51,2017-04,perte_emploi,age x edu x rev,759,26,13.985507246376812,7.0,392.94473187433084,396.47253081782543,-3.5277989434945844,13.057279960795906,-0.008977850209791903,19.822833598512872,18.5,12.0,6.0,6.0,descriptif 2017-2019
51,2017-04,chomage,age x edu x rev,1276,27,37.76724137931034,39.0,530.188019994179,520.5699728549135,9.618047139265368,19.628506735006248,0.018140823210926128,23.025812037671525,30.0,30.5,10.0,19.0,descriptif 2017-2019
51,2017-04,infl1_var,age x edu x rev,1248,27,14.170378337279917,1.936334490776062,774.5950967837274,708.5099267945067,66.08516998922077,83.88226541415253,0.08531576079376117,27.83154858759619,9.909080803394318,12.190905816853046,3.1502956449985504,1.5798621773719788,descriptif 2017-2019
51,2017-04,infl1_point,age x edu x rev,1271,27,5.080959874184042,3.0,96.28360593351526,92.14931191286156,4.134294020653703,6.214126836528106,0.04293871194965914,9.812421002663678,3.0,3.6875,0.75,1.5,descriptif 2017-2019
52,2017-05,infl1,age x edu x rev,1323,28,3.3505978368513403,2.663548231124878,16.844898926407918,16.74020918679435,0.10468973961356831,0.4833424235496177,0.006214922397037666,4.104253759991932,2.7119929790496826,2.895112633705139,0.6193277835845947,1.336451768875122,descriptif 2017-2019
52,2017-05,infl3,age x edu x rev,1325,28,3.464411122013838,2.632603168487549,22.14569268440079,21.889449476765055,0.256243207635735,0.7164991789970679,0.011570792175592242,4.70592102402928,3.4577852487564087,3.0187342166900635,0.8299978375434875,1.6326031684875488,descriptif 2017-2019
52,2017-05,revenu,age x edu x rev,1347,28,5.320415738679651,3.0,165.80721098535966,160.78968269650628,5.017528288853372,8.196063170370133,0.030261218791602533,12.876614888446406,4.0,4.5,1.0,2.0,descriptif 2017-2019
52,2017-05,depense,age x edu x rev,1346,28,3.544650817165403,3.0,116.11357862707938,115.63938448248038,0.47419414459899834,2.489834872400069,0.00408388192152756,10.775601079618685,5.0,5.5,1.0,3.0,descriptif 2017-2019
52,2017-05,logement,age x edu x rev,1348,28,6.325593471825565,5.0,55.477717898510726,53.64819338726799,1.8295245112427378,2.930290618878098,0.032977645450189844,7.448336586011049,6.25,6.0,0.25,3.0,descriptif 2017-2019
52,2017-05,perte_emploi,age x edu x rev,786,26,14.024173027989821,10.0,358.55026568313457,358.3926751724996,0.1575905106349733,12.809297177313573,0.00043952138854149516,18.93542356756602,19.0,15.5,6.0,9.0,descriptif 2017-2019
52,2017-05,chomage,age x edu x rev,1348,28,38.46290801186944,40.0,503.54207057578276,492.5312612295377,11.010809346245058,20.61267105163487,0.021866711819440592,22.439743104050518,30.0,30.0,16.25,15.0,descriptif 2017-2019
52,2017-05,infl1_var,age x edu x rev,1323,28,13.302552567790695,1.9040942192077637,723.2994096266681,655.4909119048401,67.80849772182795,84.47993239941474,0.09374886363702051,26.894226325117963,8.747714340686798,8.62599116563797,2.0903157591819763,1.5476219058036804,descriptif 2017-2019
52,2017-05,infl1_point,age x edu x rev,1340,28,4.852835820620852,3.0,83.8157976709853,80.43326488647594,3.382532784509364,5.790131114118048,0.04035674513040282,9.155096813851031,3.0,3.5,1.25,1.899999976158142,descriptif 2017-2019
53,2017-06,infl1,age x edu x rev,1314,27,3.2242580860476417,2.624806761741638,16.647762556970164,16.451299592319824,0.19646296465034202,0.5092231105539821,0.011801163308163953,4.080166976604041,2.6146441102027893,2.7153767496347427,0.6925429701805115,1.3367997407913208,descriptif 2017-2019
53,2017-06,infl3,age x edu x rev,1317,27,3.522325701965547,2.8156254291534424,21.93930090413143,21.754809219609168,0.18449168452226106,0.6006296967016549,0.008409187025987646,4.683940745155881,3.2927093505859375,3.8570993319153786,0.6195895373821259,1.6119465827941895,descriptif 2017-2019
53,2017-06,revenu,age x edu x rev,1344,27,5.670758928643496,3.0,167.3402811086275,158.88967846994393,8.450602638683563,11.660174315619946,0.050499512626000234,12.93600715478418,4.0,4.974999999627471,2.5,2.0,descriptif 2017-2019
53,2017-06,depense,age x edu x rev,1345,27,3.9144981412639406,3.0,130.74868452977722,130.7579758182099,-0.009291288432687672,2.3506729798102106,-7.106219436243457e-05,11.434539104387952,8.0,7.5,1.875,3.0,descriptif 2017-2019
53,2017-06,logement,age x edu x rev,1347,27,6.01625835171499,5.0,59.89351014548103,57.605957821617764,2.2875523238632653,3.633919538703135,0.03819365935151926,7.739089749155325,5.0,5.5625,1.0,3.0,descriptif 2017-2019
53,2017-06,perte_emploi,age x edu x rev,773,26,14.141009055627425,6.0,380.62705919619316,376.7275577135444,3.8995014826487413,18.33395135953292,0.01024494025959083,19.50966578894147,19.0,14.5,4.0,6.0,descriptif 2017-2019
53,2017-06,chomage,age x edu x rev,1349,27,37.14455151964418,39.0,516.986187738886,508.5052516007424,8.480936138143546,18.491378678641844,0.016404570062570047,22.737330268500873,30.0,30.0,10.0,18.0,descriptif 2017-2019
53,2017-06,infl1_var,age x edu x rev,1314,27,13.099106386485346,2.112959146499634,731.6547402514327,675.3342554284948,56.320484822937885,71.85335734204457,0.07697686042952907,27.049117180629626,8.108520090579987,7.3923244178295135,1.9721007645130157,1.7564868330955505,descriptif 2017-2019
53,2017-06,infl1_point,age x edu x rev,1338,27,4.891704035736342,3.0,93.87278114528266,90.88238797754713,2.9903931677355358,4.854549533942925,0.031855806669959415,9.688796682007661,3.0,3.0,0.15000003576278687,1.0,descriptif 2017-2019
54,2017-07,infl1,age x edu x rev,1314,28,3.255985746252228,2.6136958599090576,17.46031613071649,17.43120879417297,0.029107336543517326,0.4843163374944041,0.0016670566744385114,4.178554311088524,2.8105098009109497,2.876887321472168,0.6757341027259827,1.3863041400909424,descriptif 2017-2019
54,2017-07,infl3,age x edu x rev,1315,28,3.6000857894304015,2.742464303970337,24.129901830468235,24.06611208265133,0.0637897478169065,0.6591200109892935,0.0026435974860188095,4.912219643956104,3.5122294425964355,2.9999991404943103,0.6910688877105713,1.7014931440353394,descriptif 2017-2019
54,2017-07,revenu,age x edu x rev,1351,28,5.500592154156359,3.0,156.13790663868025,152.45686855113706,3.68103808754319,6.792925559911749,0.02357555680608364,12.495515461103645,5.0,5.0,2.0,2.0,descriptif 2017-2019
54,2017-07,depense,age x edu x rev,1352,28,3.2888313609577673,3.0,129.1048626790232,128.6355010169742,0.46936166204901575,2.95186243130201,0.0036355072327208097,11.362432075881607,6.0,6.25,2.0,3.0,descriptif 2017-2019
54,2017-07,logement,age x edu x rev,1349,28,5.999851742023402,5.0,52.25975575148127,50.808625414746636,1.4511303367346366,2.445341584691274,0.027767644832391036,7.229090935344587,7.5,6.5,1.0,3.0,descriptif 2017-2019
54,2017-07,perte_emploi,age x edu x rev,796,25,13.845477386934673,7.5,352.6558106232449,350.6495852264242,2.0062253968207138,14.302969232437087,0.005688904978696176,18.779132318167548,19.0,15.75,5.0,7.5,descriptif 2017-2019
54,2017-07,chomage,age x edu x rev,1354,28,37.55169867060561,39.0,532.681188880929,512.5852022826834,20.095986598245496,29.121789413751504,0.03772610525343252,23.079887107196363,30.0,30.0,19.75,19.0,descriptif 2017-2019
54,2017-07,infl1_var,age x edu x rev,1314,28,13.918633318723064,1.9100033640861511,807.5765880019324,722.2532401903217,85.32334781161072,102.76366238222879,0.10565356782161515,28.417892040085103,8.728149473667145,9.979593560099602,3.3410168290138245,1.5766700506210327,descriptif 2017-2019
54,2017-07,infl1_point,age x edu x rev,1346,27,5.016047548414118,3.0,89.40688248396637,87.1767425792063,2.2301399047600716,4.179769621175331,0.02494371621960994,9.455521269817247,3.0,3.2249999940395355,1.375,1.2000000476837158,descriptif 2017-2019
55,2017-08,infl1,age x edu x rev,1306,28,3.4184810413824778,2.569457769393921,19.402859189175064,19.192441613620005,0.21041757555505852,0.6330342251060518,0.01084466848434644,4.4048676698823845,2.6934554278850555,2.6618133187294006,0.49842697381973267,1.2883334159851074,descriptif 2017-2019
55,2017-08,infl3,age x edu x rev,1316,28,3.467814239754202,2.6702343225479126,21.430188648885476,21.127317258652916,0.3028713902325608,0.7340235355270385,0.014132931594529491,4.629275175325558,3.1659491062164307,2.858086943626404,0.550151526927948,1.518057644367218,descriptif 2017-2019
55,2017-08,revenu,age x edu x rev,1342,28,5.199776453117322,3.0,145.71372634184786,140.40670651317853,5.307019828669315,8.008090591257643,0.0364208641279197,12.071194072743916,4.0,4.75,1.0,2.0,descriptif 2017-2019
55,2017-08,depense,age x edu x rev,1341,28,4.135346756152125,3.0,128.51732579759965,125.60435731789727,2.9129684797023807,5.38192647677801,0.02266595932979479,11.33654823116806,5.0,5.75,1.625,3.0,descriptif 2017-2019
55,2017-08,logement,age x edu x rev,1338,28,6.003139013416163,5.0,62.174635712595546,59.59689710627822,2.5777386063173235,3.846152172898396,0.041459649530284526,7.88508945495202,6.5,4.0,1.0,3.0,descriptif 2017-2019
55,2017-08,perte_emploi,age x edu x rev,780,25,14.114102564102565,7.5,366.6436956370603,362.66373940476467,3.9799562322956543,15.615027719484106,0.010855106141618763,19.14794233428387,19.0,16.75,4.625,7.5,descriptif 2017-2019
55,2017-08,chomage,age x edu x rev,1343,28,36.87937453462398,39.0,532.2804269907895,522.1402265688012,10.14020042198834,20.9069700198329,0.019050485247626446,23.07120341444697,30.0,31.0,12.0,19.0,descriptif 2017-2019
55,2017-08,infl1_var,age x edu x rev,1306,28,13.888305237588073,2.029949426651001,792.6546470710963,701.8065633491284,90.84808372196788,106.66837430500634,0.11461244068606256,28.154123091850973,7.87922865152359,7.17422491312027,1.8644305765628815,1.6770974546670914,descriptif 2017-2019
55,2017-08,infl1_point,age x edu x rev,1339,28,5.1404032860454825,3.0,101.28031014266804,97.71513469151337,3.565175451154667,5.766424646498609,0.03520107162125194,10.06381190914596,3.0,3.0,0.75,1.0,descriptif 2017-2019
56,2017-09,infl1,age x edu x rev,1298,28,3.461607581425393,2.6435554027557373,18.928566478510177,18.784960680385456,0.14360579812472146,0.5365618223546563,0.007586723394386934,4.350697240501823,2.813438653945923,3.153570294380188,0.493122935295105,1.3795727491378784,descriptif 2017-2019
56,2017-09,infl3,age x edu x rev,1295,28,3.653779355823357,2.8044557571411133,23.554925015974806,23.313245335374777,0.24167968060003048,0.6889376683673604,0.010260261089183039,4.853341633964665,3.706562042236328,3.9561678767204285,0.513658344745636,1.716328501701355,descriptif 2017-2019
56,2017-09,revenu,age x edu x rev,1324,28,5.233685800580595,3.0,159.80849752638107,151.10592343301363,8.702574093367454,11.836616951859801,0.054456266269137785,12.64153857433426,4.0,4.75,1.0,2.0,descriptif 2017-2019
56,2017-09,depense,age x edu x rev,1322,28,4.121028744326778,3.0,132.1941567329488,129.8131062237236,2.381050509225208,5.102099808932963,0.0180117682057254,11.497571775507593,6.0,6.75,1.75,3.0,descriptif 2017-2019
56,2017-09,logement,age x edu x rev,1322,28,5.73124054454143,5.0,63.82144166792976,61.0572239405902,2.7642177273395645,3.9465143624714627,0.04331174061723808,7.988832309413546,6.0,5.0,1.5,3.0,descriptif 2017-2019
56,2017-09,perte_emploi,age x edu x rev,761,24,13.752956636005257,6.0,365.01029364529984,356.6090867860444,8.401206859255495,21.002179876812466,0.023016355991920055,19.105242569653488,18.0,16.0,6.25,6.0,descriptif 2017-2019
56,2017-09,chomage,age x edu x rev,1325,28,37.4377358490566,39.0,504.0500644534386,492.65883347794346,11.391230975495125,20.929514103135517,0.0225994038664534,22.45105931695515,30.0,30.0,10.75,18.0,descriptif 2017-2019
56,2017-09,infl1_var,age x edu x rev,1298,28,12.834972331056425,2.1887677907943726,661.2837729918855,598.3197786694001,62.96399432248537,75.44607613705246,0.09521478810467952,25.715438417259882,8.722244083881378,6.101917043328285,1.7963663935661316,1.8322954773902893,descriptif 2017-2019
56,2017-09,infl1_point,age x edu x rev,1322,28,5.254084720204439,3.0,94.91382952506709,91.14866026798614,3.7651692570809363,5.757410405145661,0.03966934298111469,9.742372889859384,3.0,3.0,1.25,1.5,descriptif 2017-2019
57,2017-10,infl1,age x edu x rev,1349,27,3.4319498499884777,2.6169447898864746,21.032886655058373,20.85871114128362,0.1741755137747512,0.6143969175997149,0.008281103617931697,4.5861625194773,2.914421319961548,2.912041410803795,0.5078598260879517,1.3830595016479492,descriptif 2017-2019
57,2017-10,infl3,age x edu x rev,1343,27,3.5274233116785987,2.7421107292175293,22.514117195484605,22.2014883308684,0.3126288646162043,0.7750079708749181,0.013885903759926446,4.744904339971946,3.5291685461997986,3.61954365670681,0.5809474885463715,1.7088943719863892,descriptif 2017-2019
57,2017-10,revenu,age x edu x rev,1375,27,5.394618182182312,3.0,158.05772847083594,151.53997927771684,6.517749193119094,9.286740443373203,0.04123651058493934,12.57210119553752,4.0,4.0,1.375,2.0,descriptif 2017-2019
57,2017-10,depense,age x edu x rev,1377,27,3.8743645606390706,3.0,121.10415835463056,120.37058002446462,0.7335783301659449,2.8925069251730795,0.006057416525845461,11.004733452230024,7.0,6.5625,1.75,3.0,descriptif 2017-2019
57,2017-10,logement,age x edu x rev,1377,27,5.522076978473319,5.0,65.33791963532566,63.72174255343502,1.616177081890642,2.891442589818189,0.024735667907871958,8.083187467535666,6.0,6.25,1.875,3.0,descriptif 2017-2019
57,2017-10,perte_emploi,age x edu x rev,791,26,14.781289506953224,7.0,420.73701167011956,422.9187134701171,-2.181701799997544,13.641399848373375,-0.005185428758304999,20.511874894073422,19.0,17.75,5.0,7.0,descriptif 2017-2019
57,2017-10,chomage,age x edu x rev,1377,27,36.7037037037037,35.0,531.542214076023,522.5821141507057,8.96009992531728,19.016163404254453,0.01685679836528614,23.055199285107534,30.0,30.0,13.0,15.0,descriptif 2017-2019
57,2017-10,infl1_var,age x edu x rev,1349,27,13.57177215266705,2.198195457458496,734.8265693003572,625.3284103837432,109.49815891661397,122.90991881416038,0.14901224791159814,27.107684690883453,9.713022530078888,11.792468637228012,4.1422712206840515,1.8417231440544128,descriptif 2017-2019
57,2017-10,infl1_point,age x edu x rev,1377,27,4.617864923685595,3.0,84.96403394344593,82.13435132116932,2.829682622276603,4.54333060264515,0.03330447591695219,9.217593717638348,3.0,3.0,0.0,1.1999998092651367,descriptif 2017-2019
58,2017-11,infl1,age x edu x rev,1306,26,3.393069545520559,2.6230820417404175,19.606098500459865,19.037502856359133,0.5685956441007332,0.9199524082736248,0.029000958252219156,4.42787742608802,2.730494976043701,2.8397282361984253,0.5809983015060425,1.3769179582595825,descriptif 2017-2019
58,2017-11,infl3,age x edu x rev,1309,26,3.579918973731596,2.7750651836395264,22.085355594617912,21.628338784107562,0.4570168105103507,0.9042446201105554,0.020693205891677984,4.699505888348042,3.734067678451538,3.5465235710144043,0.6398457288742065,1.7474725246429443,descriptif 2017-2019
58,2017-11,revenu,age x edu x rev,1336,26,5.102320359406357,3.0,149.9593699216249,144.12849580896437,5.830874112660515,8.676731509269421,0.038883026220422084,12.245789885573936,4.25,5.0,2.0,2.0,descriptif 2017-2019
58,2017-11,depense,age x edu x rev,1336,26,4.554940119653405,4.0,122.06523909662491,119.8033359688824,2.261903127742519,4.660851255018403,0.0185302805653953,11.048313857626642,7.0,6.75,2.0,3.0,descriptif 2017-2019
58,2017-11,logement,age x edu x rev,1336,26,5.7357035928522935,5.0,66.36606350194845,64.10380851197182,2.2622549899766313,3.6625133139776334,0.034087527127629226,8.14653690238671,6.25,6.5,0.5,3.0,descriptif 2017-2019
58,2017-11,perte_emploi,age x edu x rev,772,25,13.44041450777202,6.0,369.549217760572,362.7187974072437,6.830420353328281,20.411032906925488,0.018483114088888846,19.223662964184843,14.0,15.0,5.0,5.0,descriptif 2017-2019
58,2017-11,chomage,age x edu x rev,1336,26,34.68787425149701,32.5,506.6293222996955,494.45144194560714,12.177880354088366,20.935220519557525,0.024037061847921558,22.508427806039574,35.0,30.25,10.0,17.5,descriptif 2017-2019
58,2017-11,infl1_var,age x edu x rev,1306,26,12.988546928325254,1.93604177236557,687.4204785343661,598.3916114976232,89.02886703674288,102.70820409865883,0.1295115141558764,26.218704745550763,8.51123458147049,8.833206728100777,1.2559602856636047,1.6027084589004517,descriptif 2017-2019
58,2017-11,infl1_point,age x edu x rev,1332,26,4.9659159159170345,3.0,86.71803454035505,83.04908518247619,3.668949357878855,5.472077578376307,0.042308954271460975,9.312251851209515,3.0,3.0,0.7999999523162842,1.0,descriptif 2017-2019
59,2017-12,infl1,age x edu x rev,1245,26,3.5129284531846907,2.8121910095214844,18.948460401864782,18.72035426653165,0.22810613533313162,0.6443863985904346,0.012038241128587045,4.352982931492471,3.1309549808502197,2.9999999791863985,0.5521109104156494,1.524183988571167,descriptif 2017-2019
59,2017-12,infl3,age x edu x rev,1247,26,3.6972033699579225,2.896204710006714,21.859186703008476,21.320442118846255,0.5387445841622217,1.0028924867166287,0.02464614038399125,4.675380915284708,3.7442432641983032,2.8852055072784424,0.4826333522796631,1.7891438007354736,descriptif 2017-2019
59,2017-12,revenu,age x edu x rev,1273,26,5.1072270227925385,3.0,168.76915648391198,161.55719290148483,7.211963582427149,10.232029821568364,0.042732710956664845,12.991118369251817,4.0,5.0,2.0,2.0,descriptif 2017-2019
59,2017-12,depense,age x edu x rev,1273,26,4.018538884461535,3.0,135.36346137749658,133.00102988572542,2.362431491771164,5.166377230940386,0.01745250503888123,11.634580412610356,5.0,5.0,2.5,2.0,descriptif 2017-2019
59,2017-12,logement,age x edu x rev,1271,26,5.646892210895109,5.0,69.01510658700721,66.69688141210355,2.3182251749036613,3.803263466544696,0.033590112216679395,8.307533122835395,6.0,5.5,1.0,3.0,descriptif 2017-2019
59,2017-12,perte_emploi,age x edu x rev,731,26,14.792065663474693,6.0,435.7825800330159,429.47606847729355,6.306511555722379,21.526355272717137,0.014471692639124269,20.87540610462503,19.0,13.0,8.0,6.0,descriptif 2017-2019
59,2017-12,chomage,age x edu x rev,1272,26,35.1124213836478,30.0,533.7395063323469,524.4816290557446,9.257877276602201,19.426740517830684,0.0173453101499246,23.10280299730634,35.0,34.0,10.5,20.0,descriptif 2017-2019
59,2017-12,infl1_var,age x edu x rev,1245,26,12.174860264666108,2.181694984436035,619.8598737609411,558.7116414473579,61.14823231358322,74.80016109549389,0.09864847669937418,24.896985234380107,8.735019028186798,9.107361495494843,1.7485500574111938,1.8483616709709167,descriptif 2017-2019
59,2017-12,infl1_point,age x edu x rev,1266,26,5.020221168654978,3.0,80.8000185896968,74.82030145857809,5.979717131118726,7.928505948954988,0.07400638311092206,8.988883055735947,3.0,3.0,2.5,1.0,descriptif 2017-2019
60,2018-01,infl1,age x edu x rev,1291,26,3.431819761761518,2.7271218299865723,17.537298900571074,17.38854727517333,0.1487516253977415,0.5772444300641646,0.008482014604478096,4.187755831059289,2.9003896713256836,3.4719107151031494,0.4010341167449951,1.4391148090362549,descriptif 2017-2019
60,2018-01,infl3,age x edu x rev,1299,26,3.488121020919815,2.8319084644317627,22.44174415620094,22.131071149562214,0.3106730066387248,0.8070780177916768,0.013843532146002204,4.73727180518502,3.7622386813163757,3.9603919982910156,0.462475061416626,1.8319084644317627,descriptif 2017-2019
60,2018-01,revenu,age x edu x rev,1322,26,5.410211800176329,3.0,176.64868427800627,175.72785477849976,0.9208294995065103,4.2958338493757005,0.005212773043117189,13.290924884221047,5.0,5.0,2.5,2.0,descriptif 2017-2019
60,2018-01,depense,age x edu x rev,1323,26,3.7327286469963403,3.0,132.46414981138457,132.79877320837565,-0.3346233969910788,2.302905516577706,-0.002526143092055838,11.509307095189726,7.0,6.0,0.0,3.0,descriptif 2017-2019
60,2018-01,logement,age x edu x rev,1322,26,5.7574886534470116,5.0,57.23445431854434,55.319464777385356,1.91498954115898,3.0442394182246386,0.033458684352975665,7.565345617917554,5.375,6.0,0.0,3.0,descriptif 2017-2019
