partage,configuration,fidelite_A,fuite_B
30,Text Persona - GPT4.1-mini,0.11547578555231613,0.02040816326530612
30,Text Persona - Gemini-Flash2.5,0.14319363459669576,0.04033041788143829
30,B0 tirage,9.35374149660384e-05,0.0011337868480725624
30,B1 argmax,0.032261094914156074,0.0019436345966958209
30,B2 argmax,0.03184037900874642,0.0012957563977972141
30,PMM k=10,0.03126214771622937,0.003401360544217687
30,humains vagues 1-3 (retest),0.30258989310009715,0.5144152899254939
31,Demographics Only - GPT4.1-mini,0.07945861678004523,0.00842241658568189
31,JSON Persona - GPT4.1,0.14729429867184968,0.061710398445092324
31,JSON Persona - GPT4.1-mini,0.12273583333333327,0.03833333333333333
31,Text Persona (Default Temperature) - GPT4.1-mini,0.10202947845805,0.022351797862001945
31,Text Persona (Reasoning) - GPT4.1-mini,0.11761499838030454,0.03061224489795918
31,Text Persona (Repeating Questions) - GPT4.1-mini,0.11380992873339812,0.02672497570456754
31,Text Persona - GPT4.1-mini,0.10803935860058306,0.022999676060900552
31,Text Persona - Gemini-Flash2.5,0.13523445092322645,0.05247813411078717
31,B0 tirage,0.004916990605766169,0.00048590864917395527
31,B1 argmax,0.027578960155490828,0.001943634596695821
31,B2 argmax,0.03414723032069966,0.0014577259475218659
31,PMM k=10,0.026762228701004198,0.0025915127955944287
31,humains vagues 1-3 (retest),0.29308511499838025,0.5424360220278587
32,Demographics Only - GPT4.1-mini,0.06960681891804338,0.011499838030450274
32,JSON Persona - GPT4.1,0.1369282474894719,0.08163265306122448
32,JSON Persona - GPT4.1-mini,0.11206916666666678,0.04333333333333333
32,Text Persona (Default Temperature) - GPT4.1-mini,0.09429462261094923,0.028344671201814057
32,Text Persona (Reasoning) - GPT4.1-mini,0.1054891480401684,0.03547133138969873
32,Text Persona (Repeating Questions) - GPT4.1-mini,0.10418326854551341,0.03757693553611922
32,Text Persona - GPT4.1-mini,0.09792921930677034,0.03158406219630709
32,Text Persona - Gemini-Flash2.5,0.12428126012309687,0.055069646906381595
32,B0 tirage,-0.002351797862002014,0.0011337868480725624
32,B1 argmax,0.021450437317784177,0.0016196954972465176
32,B2 argmax,0.03268505021056045,0.0011337868480725622
32,PMM k=10,0.024687398769031477,0.001943634596695821
32,humains vagues 1-3 (retest),0.28836451247165523,0.540006478781989
33,Demographics Only - GPT4.1-mini,0.0848266925817946,0.0051830255911888565
33,JSON Persona - GPT4.1,0.1653595724003888,0.05053449951409135
33,JSON Persona - GPT4.1-mini,0.1371175,0.03233333333333333
33,Text Persona (Default Temperature) - GPT4.1-mini,0.11493521218011016,0.016034985422740525
33,Text Persona (Reasoning) - GPT4.1-mini,0.12928733398121156,0.019760285066407514
33,Text Persona (Repeating Questions) - GPT4.1-mini,0.127385811467444,0.019922254616132166
33,Text Persona - GPT4.1-mini,0.12112730806608352,0.014577259475218658
33,Text Persona - Gemini-Flash2.5,0.15083535795270497,0.038224813735017814
33,B0 tirage,0.001602688694525345,0.0016196954972465176
33,B1 argmax,0.03301263362487844,0.0014577259475218659
33,B2 argmax,0.03192500809847748,0.00032393909944930353
33,PMM k=10,0.03360544217687078,0.0009718172983479104
33,humains vagues 1-3 (retest),0.3098283122772918,0.4965986394557823
34,Demographics Only - GPT4.1-mini,0.07225907029478462,0.009556203433754455
34,JSON Persona - GPT4.1,0.15056081956592154,0.07920310981535471
34,JSON Persona - GPT4.1-mini,0.12470666666666658,0.048333333333333325
34,Text Persona (Default Temperature) - GPT4.1-mini,0.11011945254292188,0.019112406867508907
34,Text Persona (Reasoning) - GPT4.1-mini,0.11993723679948154,0.033851635892452214
34,Text Persona (Repeating Questions) - GPT4.1-mini,0.11979713313896972,0.03109815354713313
34,Text Persona - GPT4.1-mini,0.11399578879170713,0.02688694525429219
34,Text Persona - Gemini-Flash2.5,0.1383568189180433,0.060576611597019756
34,B0 tirage,0.003550372529964374,0.0006478781988986071
34,B1 argmax,0.0399469549724652,0.00048590864917395527
34,B2 argmax,0.03508786848072565,0.00032393909944930353
34,PMM k=10,0.03608560090702956,0.0008098477486232588
34,humains vagues 1-3 (retest),0.3026599449303531,0.5440557175251052
35,Demographics Only - GPT4.1-mini,0.08045391966310333,0.0037252996436669904
35,JSON Persona - GPT4.1,0.15746882086167785,0.062196307094266275
35,JSON Persona - GPT4.1-mini,0.131405,0.03766666666666667
35,Text Persona (Default Temperature) - GPT4.1-mini,0.11006600259151289,0.021056041464204728
35,Text Persona (Reasoning) - GPT4.1-mini,0.12418245869776484,0.026239067055393583
35,Text Persona (Repeating Questions) - GPT4.1-mini,0.12245950761256885,0.025429219306770324
35,Text Persona - GPT4.1-mini,0.11813816002591504,0.022189828312277293
35,Text Persona - Gemini-Flash2.5,0.14678571428571419,0.044865565273728536
35,B0 tirage,-0.000545027534823439,0.0009718172983479105
35,B1 argmax,0.03161119209588603,0.0014577259475218659
35,B2 argmax,0.03348436993845172,0.00016196954972465177
35,PMM k=10,0.03242792355037244,0.0017816650469711693
35,humains vagues 1-3 (retest),0.31010244574020085,0.4965986394557823
36,Demographics Only - GPT4.1-mini,0.07642290249433109,0.011499838030450274
36,JSON Persona - GPT4.1,0.14748461289277603,0.06333009394233884
36,JSON Persona - GPT4.1-mini,0.1188216666666666,0.04066666666666666
36,Text Persona (Default Temperature) - GPT4.1-mini,0.10413184321347585,0.02040816326530612
36,Text Persona (Reasoning) - GPT4.1-mini,0.11659782960803361,0.028992549400712664
36,Text Persona (Repeating Questions) - GPT4.1-mini,0.11432985098801424,0.028182701652089408
36,Text Persona - GPT4.1-mini,0.10860422740524778,0.02299967606090055
36,Text Persona - Gemini-Flash2.5,0.13691286038224826,0.04616132167152575
36,B0 tirage,0.0002725137674117195,0.00032393909944930353
36,B1 argmax,0.029680515063168045,0.0017816650469711693
36,B2 argmax,0.03355685131195324,0.0014577259475218659
36,PMM k=10,0.02992670877874959,0.0025915127955944283
36,humains vagues 1-3 (retest),0.29832523485584717,0.5246193715581471
37,Demographics Only - GPT4.1-mini,0.08289115646258499,0.007612568837058632
37,JSON Persona - GPT4.1,0.16499311629413665,0.050696469063816
37,JSON Persona - GPT4.1-mini,0.13710833333333322,0.034666666666666665
37,Text Persona (Default Temperature) - GPT4.1-mini,0.1182535633300939,0.013767411726595397
37,Text Persona (Reasoning) - GPT4.1-mini,0.1318918043407839,0.019922254616132166
37,Text Persona (Repeating Questions) - GPT4.1-mini,0.12885082604470355,0.018950437317784258
37,Text Persona - GPT4.1-mini,0.12460924846128923,0.015063168124392614
37,Text Persona - Gemini-Flash2.5,0.15293367346938785,0.03547133138969873
37,B0 tirage,0.00043245869776492585,0.0006478781988986071
37,B1 argmax,0.036361758989310045,0.0011337868480725622
37,B2 argmax,0.035044946550048584,0.0006478781988986071
37,PMM k=10,0.03451854551344352,0.0011337868480725622
37,humains vagues 1-3 (retest),0.311754130223518,0.4927113702623906
38,Demographics Only - GPT4.1-mini,0.0829053287981859,0.00923226433430515
38,JSON Persona - GPT4.1,0.14975299643666984,0.0722384191771947
38,JSON Persona - GPT4.1-mini,0.12865750000000004,0.043666666666666666
38,Text Persona (Default Temperature) - GPT4.1-mini,0.10916342727567219,0.020570132815030773
38,Text Persona (Reasoning) - GPT4.1-mini,0.12178530936184012,0.038386783284742466
38,Text Persona (Repeating Questions) - GPT4.1-mini,0.11954729510851941,0.027048914804016846
38,Text Persona - GPT4.1-mini,0.11496315192743772,0.027210884353741492
38,Text Persona - Gemini-Flash2.5,0.14006924198250742,0.052964042759961125
38,B0 tirage,0.0024003887269193336,0.0
38,B1 argmax,0.03896096533851623,0.0009718172983479104
38,B2 argmax,0.036046728215095636,0.0011337868480725622
38,PMM k=10,0.039044784580498815,0.0009718172983479105
38,humains vagues 1-3 (retest),0.30247367994816976,0.5174927113702624
39,Demographics Only - GPT4.1-mini,0.08079365079365075,0.01020408163265306
39,JSON Persona - GPT4.1,0.1608896177518626,0.05766115970197602
39,JSON Persona - GPT4.1-mini,0.1359100000000001,0.030666666666666665
39,Text Persona (Default Temperature) - GPT4.1-mini,0.11603134110787178,0.020084224165856816
39,Text Persona (Reasoning) - GPT4.1-mini,0.12904802397149345,0.0322319403952057
39,Text Persona (Repeating Questions) - GPT4.1-mini,0.12737649821833502,0.022675736961451247
39,Text Persona - GPT4.1-mini,0.12200761256883708,0.02121801101392938
39,Text Persona - Gemini-Flash2.5,0.14971209912536432,0.0413022351797862
39,B0 tirage,0.0011754940071266318,0.00032393909944930353
39,B1 argmax,0.03657798833819248,0.0011337868480725624
39,B2 argmax,0.036533446712018136,0.00048590864917395527
39,PMM k=10,0.040385487528344644,0.00016196954972465177
39,humains vagues 1-3 (retest),0.31287738905085843,0.4873663751214771
40,Demographics Only - GPT4.1-mini,0.07707887917071587,0.008584386135406543
40,JSON Persona - GPT4.1,0.15886540330417886,0.055717525105280205
40,JSON Persona - GPT4.1-mini,0.13142249999999994,0.041333333333333326
40,Text Persona (Default Temperature) - GPT4.1-mini,0.11172740524781344,0.020246193715581468
40,Text Persona (Reasoning) - GPT4.1-mini,0.12408284742468412,0.029154518950437316
40,Text Persona (Repeating Questions) - GPT4.1-mini,0.12190192743764161,0.028182701652089408
40,Text Persona - GPT4.1-mini,0.11675534499514084,0.022027858762552636
40,Text Persona - Gemini-Flash2.5,0.14562439261418858,0.0413022351797862
40,B0 tirage,-0.001324505992873315,0.0
40,B1 argmax,0.03551425332037578,0.00048590864917395527
40,B2 argmax,0.03389091350826057,0.0017816650469711693
40,PMM k=10,0.03420189504373172,0.0012957563977972141
40,humains vagues 1-3 (retest),0.306698250728863,0.5008098477486231
41,Demographics Only - GPT4.1-mini,0.07388038548752834,0.007288629737609329
41,JSON Persona - GPT4.1,0.1475251052802073,0.0735341755749919
41,JSON Persona - GPT4.1-mini,0.12255416666666658,0.03433333333333333
41,Text Persona (Default Temperature) - GPT4.1-mini,0.10441043083900214,0.021703919663103335
41,Text Persona (Reasoning) - GPT4.1-mini,0.12031503077421446,0.03287981859410431
41,Text Persona (Repeating Questions) - GPT4.1-mini,0.11488378684807254,0.029640427599611274
41,Text Persona - GPT4.1-mini,0.10981333009394229,0.025591188856494973
41,Text Persona - Gemini-Flash2.5,0.13645043731778417,0.05134434726271461
41,B0 tirage,0.001454081632653037,0.00016196954972465177
41,B1 argmax,0.025627632005183032,0.0008098477486232588
41,B2 argmax,0.03386337868480732,0.0014577259475218659
41,PMM k=10,0.028274214447683854,0.0022675736961451243
41,humains vagues 1-3 (retest),0.29730077745383887,0.5257531584062196
42,Demographics Only - GPT4.1-mini,0.079216472303207,0.008746355685131196
42,JSON Persona - GPT4.1,0.15907960803368965,0.06592160673793326
42,JSON Persona - GPT4.1-mini,0.1352591666666666,0.04
42,Text Persona (Default Temperature) - GPT4.1-mini,0.11799076773566575,0.02121801101392938
42,Text Persona (Reasoning) - GPT4.1-mini,0.130740605766116,0.031098153547133137
42,Text Persona (Repeating Questions) - GPT4.1-mini,0.12945335276967918,0.022513767411726594
42,Text Persona - GPT4.1-mini,0.12537455458373814,0.016682863621639128
42,Text Persona - Gemini-Flash2.5,0.15055879494655,0.04437965662455458
42,B0 tirage,0.003638241010689991,0.00032393909944930353
42,B1 argmax,0.03768302559118897,0.0009718172983479105
42,B2 argmax,0.03864350502105596,0.0009718172983479105
42,PMM k=10,0.03541059280855202,0.0012957563977972141
42,humains vagues 1-3 (retest),0.3110487528344672,0.4970845481049562
43,Demographics Only - GPT4.1-mini,0.07878077421444762,0.00826044703595724
43,JSON Persona - GPT4.1,0.16229510851959827,0.052316164561062514
43,JSON Persona - GPT4.1-mini,0.13772666666666672,0.027333333333333328
43,Text Persona (Default Temperature) - GPT4.1-mini,0.11341229348882409,0.018950437317784258
43,Text Persona (Reasoning) - GPT4.1-mini,0.1277530774214447,0.026239067055393587
43,Text Persona (Repeating Questions) - GPT4.1-mini,0.12665451895043717,0.019436345966958212
43,Text Persona - GPT4.1-mini,0.11883665370910251,0.01927437641723356
43,Text Persona - Gemini-Flash2.5,0.14895124716553276,0.037738905085843856
43,B0 tirage,0.0009689828312277604,0.0008098477486232588
43,B1 argmax,0.03316407515387115,0.0011337868480725622
43,B2 argmax,0.03738500161969549,0.00032393909944930353
43,PMM k=10,0.03341391318432141,0.0019436345966958209
43,humains vagues 1-3 (retest),0.30838111435050214,0.511175898931001
44,Demographics Only - GPT4.1-mini,0.08249635568513114,0.010042112082928408
44,JSON Persona - GPT4.1,0.15061022027858761,0.06462585034013606
44,JSON Persona - GPT4.1-mini,0.12497833333333336,0.040333333333333325
44,Text Persona (Default Temperature) - GPT4.1-mini,0.10506721736313557,0.021541950113378682
44,Text Persona (Reasoning) - GPT4.1-mini,0.11877024619371557,0.029640427599611274
44,Text Persona (Repeating Questions) - GPT4.1-mini,0.11674522189828312,0.026077097505668934
44,Text Persona - GPT4.1-mini,0.11092403628117903,0.02008422416585682
44,Text Persona - Gemini-Flash2.5,0.1408718011013929,0.04907677356656948
44,B0 tirage,0.0009382086167800119,0.0
44,B1 argmax,0.032909782960803324,0.0022675736961451243
44,B2 argmax,0.03425170068027211,0.001943634596695821
44,PMM k=10,0.033577907353417646,0.0021056041464204726
44,humains vagues 1-3 (retest),0.3048647554259799,0.5084224165856819
45,Demographics Only - GPT4.1-mini,0.08437277291869127,0.009394233884029803
45,JSON Persona - GPT4.1,0.15517533203757677,0.06624554583738257
45,JSON Persona - GPT4.1-mini,0.12918166666666664,0.031999999999999994
45,Text Persona (Default Temperature) - GPT4.1-mini,0.11376660187884674,0.019112406867508907
45,Text Persona (Reasoning) - GPT4.1-mini,0.1234442824748947,0.028506640751538706
45,Text Persona (Repeating Questions) - GPT4.1-mini,0.1221764658244251,0.019922254616132166
45,Text Persona - GPT4.1-mini,0.11745667314544861,0.022027858762552636
45,Text Persona - Gemini-Flash2.5,0.145957644962747,0.04065435698088759
45,B0 tirage,0.002430758017492707,0.0006478781988986071
45,B1 argmax,0.03567298347910591,0.0016196954972465176
45,B2 argmax,0.035344185293164854,0.0014577259475218659
45,PMM k=10,0.03772594752186592,0.0011337868480725622
45,humains vagues 1-3 (retest),0.3071035795270489,0.4975704567541302
46,Demographics Only - GPT4.1-mini,0.08122125040492395,0.009394233884029803
46,JSON Persona - GPT4.1,0.15332159054097821,0.06106252024619371
46,JSON Persona - GPT4.1-mini,0.12927916666666667,0.03933333333333333
46,Text Persona (Default Temperature) - GPT4.1-mini,0.10784418529316486,0.01652089407191448
46,Text Persona (Reasoning) - GPT4.1-mini,0.12076611597019754,0.028992549400712664
46,Text Persona (Repeating Questions) - GPT4.1-mini,0.11840257531584064,0.027534823453190797
46,Text Persona - GPT4.1-mini,0.11390022675736955,0.024295432458697766
46,Text Persona - Gemini-Flash2.5,0.13860665694849367,0.05312601230968578
46,B0 tirage,0.0007519436345966857,0.00048590864917395527
46,B1 argmax,0.030921201814058996,0.0011337868480725622
46,B2 argmax,0.03104024943310657,0.0006478781988986071
46,PMM k=10,0.02973153547133134,0.0019436345966958209
46,humains vagues 1-3 (retest),0.297340055069647,0.5482669258179462
47,Demographics Only - GPT4.1-mini,0.07631154842889537,0.00923226433430515
47,JSON Persona - GPT4.1,0.15049481697440886,0.07304826692581794
47,JSON Persona - GPT4.1-mini,0.1255666666666666,0.034666666666666665
47,Text Persona (Default Temperature) - GPT4.1-mini,0.10592768059604796,0.021218011013929384
47,Text Persona (Reasoning) - GPT4.1-mini,0.11985179786200195,0.03320375769355361
47,Text Persona (Repeating Questions) - GPT4.1-mini,0.11823372206025273,0.028992549400712664
47,Text Persona - GPT4.1-mini,0.11134191771946872,0.025105280207321022
47,Text Persona - Gemini-Flash2.5,0.14228498542274048,0.051344347262714606
47,B0 tirage,0.0004919825072886019,0.0006478781988986071
47,B1 argmax,0.03912941367023004,0.0012957563977972141
47,B2 argmax,0.036499838030450316,0.0008098477486232588
47,PMM k=10,0.03926384839650149,0.0006478781988986071
47,humains vagues 1-3 (retest),0.3080308551992224,0.5030774214447683
48,Demographics Only - GPT4.1-mini,0.07837463556851315,0.014091350826044704
48,JSON Persona - GPT4.1,0.15069444444444458,0.07839326206673145
48,JSON Persona - GPT4.1-mini,0.12940333333333326,0.03833333333333334
48,Text Persona (Default Temperature) - GPT4.1-mini,0.11061507936507942,0.0231616456106252
48,Text Persona (Reasoning) - GPT4.1-mini,0.12170027534823458,0.03741496598639456
48,Text Persona (Repeating Questions) - GPT4.1-mini,0.12070780693229671,0.03142209264658244
48,Text Persona - GPT4.1-mini,0.11514860706187235,0.024619371558147064
48,Text Persona - Gemini-Flash2.5,0.14259353741496594,0.05814706835114998
48,B0 tirage,-0.0008527696793002582,0.00032393909944930353
48,B1 argmax,0.03720278587625525,0.0006478781988986071
48,B2 argmax,0.0391820537738905,0.00032393909944930353
48,PMM k=10,0.038626498218334915,0.0014577259475218659
48,humains vagues 1-3 (retest),0.3062463556851312,0.5197602850664075
49,Demographics Only - GPT4.1-mini,0.06967039196631031,0.009232264334305148
49,JSON Persona - GPT4.1,0.14829203109815364,0.07871720116618076
49,JSON Persona - GPT4.1-mini,0.12377583333333342,0.03533333333333333
49,Text Persona (Default Temperature) - GPT4.1-mini,0.10563127632005193,0.024295432458697766
49,Text Persona (Reasoning) - GPT4.1-mini,0.11737892776158076,0.03709102688694525
49,Text Persona (Repeating Questions) - GPT4.1-mini,0.11535592808552003,0.029802397149335923
49,Text Persona - GPT4.1-mini,0.11004697116941997,0.028182701652089404
49,Text Persona - Gemini-Flash2.5,0.13653061224489804,0.05717525105280207
49,B0 tirage,0.0008944768383544188,0.0008098477486232588
49,B1 argmax,0.03577623906705546,0.0012957563977972141
49,B2 argmax,0.03573655652737284,0.00032393909944930353
49,PMM k=10,0.035969792678976376,0.0021056041464204726
49,humains vagues 1-3 (retest),0.3003559280855199,0.5401684483317135
