partage,configuration,fidelite_A,fuite_B
8,Text Persona (Reasoning) - GPT4.1-mini,0.12479227405247811,0.027372853903466145
8,Text Persona (Repeating Questions) - GPT4.1-mini,0.12125242954324594,0.026401036605118236
8,Text Persona - GPT4.1-mini,0.11637957563977974,0.02494331065759637
8,Text Persona - Gemini-Flash2.5,0.145170068027211,0.04907677356656948
8,B0 tirage,-0.0007446550048590406,0.0
8,B1 argmax,0.03583252348558452,0.0022675736961451243
8,B2 argmax,0.033758503401360496,0.0009718172983479104
8,PMM k=10,0.03569080012957565,0.0017816650469711696
8,humains vagues 1-3 (retest),0.30399740848720447,0.5220278587625528
9,Demographics Only - GPT4.1-mini,0.08660471331389696,0.006802721088435374
9,JSON Persona - GPT4.1,0.16156543569808857,0.054421768707482984
9,JSON Persona - GPT4.1-mini,0.13550333333333325,0.025333333333333333
9,Text Persona (Default Temperature) - GPT4.1-mini,0.11657393909944924,0.015387107223841916
9,Text Persona (Reasoning) - GPT4.1-mini,0.13126255264010367,0.019760285066407514
9,Text Persona (Repeating Questions) - GPT4.1-mini,0.12464650145772571,0.018950437317784258
9,Text Persona - GPT4.1-mini,0.1222951085195983,0.022027858762552636
9,Text Persona - Gemini-Flash2.5,0.14892209264658252,0.047457078069322964
9,B0 tirage,0.0001530612244897145,0.0008098477486232588
9,B1 argmax,0.03285025915127948,0.0021056041464204726
9,B2 argmax,0.03383989310009716,0.001943634596695821
9,PMM k=10,0.030688775510204103,0.0019436345966958209
9,humains vagues 1-3 (retest),0.3064152089407192,0.5001619695497247
10,Demographics Only - GPT4.1-mini,0.0755749919015225,0.010366051182377713
10,JSON Persona - GPT4.1,0.14994331065759636,0.06867508908325234
10,JSON Persona - GPT4.1-mini,0.12422583333333326,0.037
10,Text Persona (Default Temperature) - GPT4.1-mini,0.10269395853579522,0.02591512795594428
10,Text Persona (Reasoning) - GPT4.1-mini,0.11713921282798834,0.03158406219630709
10,Text Persona (Repeating Questions) - GPT4.1-mini,0.11302154195011332,0.026401036605118236
10,Text Persona - GPT4.1-mini,0.10710236475542595,0.02218982831227729
10,Text Persona - Gemini-Flash2.5,0.13651846452866861,0.0503725299643667
10,B0 tirage,0.001465419501133769,0.0
10,B1 argmax,0.028618399740848677,0.0016196954972465176
10,B2 argmax,0.03439868804664731,0.0009718172983479105
10,PMM k=10,0.03168610301263364,0.0008098477486232588
10,humains vagues 1-3 (retest),0.3012309685779073,0.5251052802073211
11,Demographics Only - GPT4.1-mini,0.07482790735341766,0.012633624878522837
11,JSON Persona - GPT4.1,0.1506252024619371,0.08665370910268869
11,JSON Persona - GPT4.1-mini,0.12575666666666663,0.044
11,Text Persona (Default Temperature) - GPT4.1-mini,0.10997246517654669,0.023485584710074503
11,Text Persona (Reasoning) - GPT4.1-mini,0.12142695173307416,0.036119209588597344
11,Text Persona (Repeating Questions) - GPT4.1-mini,0.12134799157758341,0.03142209264658244
11,Text Persona - GPT4.1-mini,0.1156252024619372,0.02542921930677032
11,Text Persona - Gemini-Flash2.5,0.139718172983479,0.06818918043407839
11,B0 tirage,0.0017800453514739134,0.0009718172983479105
11,B1 argmax,0.037671687722708236,0.0008098477486232588
11,B2 argmax,0.03663994169096202,0.0
11,PMM k=10,0.03530571752510525,0.0011337868480725624
11,humains vagues 1-3 (retest),0.30255183025591204,0.5380628441852933
12,Demographics Only - GPT4.1-mini,0.07326854551344353,0.012795594428247488
12,JSON Persona - GPT4.1,0.15040694849368313,0.07742144476838353
12,JSON Persona - GPT4.1-mini,0.12541000000000008,0.048666666666666664
12,Text Persona (Default Temperature) - GPT4.1-mini,0.10574627470035641,0.021056041464204728
12,Text Persona (Reasoning) - GPT4.1-mini,0.11729834791059274,0.03806284418529316
12,Text Persona (Repeating Questions) - GPT4.1-mini,0.116762228701004,0.028182701652089408
12,Text Persona - GPT4.1-mini,0.11057904114026568,0.02688694525429219
12,Text Persona - Gemini-Flash2.5,0.13877429543245873,0.056365403304178816
12,B0 tirage,0.0007373663751215065,0.0012957563977972141
12,B1 argmax,0.03254940071266599,0.0014577259475218659
12,B2 argmax,0.033598558471007456,0.0006478781988986071
12,PMM k=10,0.0334916585681892,0.0009718172983479105
12,humains vagues 1-3 (retest),0.2980097991577584,0.5529640427599611
13,Demographics Only - GPT4.1-mini,0.07660795270489146,0.011661807580174927
13,JSON Persona - GPT4.1,0.15685333657272416,0.06154842889536767
13,JSON Persona - GPT4.1-mini,0.13116416666666653,0.030666666666666665
13,Text Persona (Default Temperature) - GPT4.1-mini,0.11003603822481384,0.021703919663103335
13,Text Persona (Reasoning) - GPT4.1-mini,0.12405733722060253,0.02704891480401684
13,Text Persona (Repeating Questions) - GPT4.1-mini,0.11823655652737275,0.02299967606090055
13,Text Persona - GPT4.1-mini,0.1153194849368318,0.021541950113378682
13,Text Persona - Gemini-Flash2.5,0.1427838516358924,0.043245869776482024
13,B0 tirage,-0.0011443148688047855,0.00032393909944930353
13,B1 argmax,0.03009920634920632,0.0021056041464204726
13,B2 argmax,0.030468091998704205,0.0011337868480725622
13,PMM k=10,0.03462868480725628,0.0022675736961451243
13,humains vagues 1-3 (retest),0.30579446064139937,0.5029154518950437
14,Demographics Only - GPT4.1-mini,0.07941367022999674,0.011499838030450276
14,JSON Persona - GPT4.1,0.15252186588921274,0.07369614512471655
14,JSON Persona - GPT4.1-mini,0.12893083333333333,0.03866666666666666
14,Text Persona (Default Temperature) - GPT4.1-mini,0.1053077421444768,0.024133462908973113
14,Text Persona (Reasoning) - GPT4.1-mini,0.1189718982831226,0.043083900226757364
14,Text Persona (Repeating Questions) - GPT4.1-mini,0.11734410430839004,0.03530936183997409
14,Text Persona - GPT4.1-mini,0.11028749595076115,0.022351797862001945
14,Text Persona - Gemini-Flash2.5,0.13920027534823437,0.05264010366051182
14,B0 tirage,0.0030944282474894003,0.00048590864917395527
14,B1 argmax,0.034476838354389416,0.0024295432458697765
14,B2 argmax,0.03359734369938444,0.0009718172983479104
14,PMM k=10,0.035470521541950184,0.0011337868480725622
14,humains vagues 1-3 (retest),0.299289358600583,0.5455134434726271
15,Demographics Only - GPT4.1-mini,0.08126619695497239,0.00826044703595724
15,JSON Persona - GPT4.1,0.1544011175898931,0.07304826692581794
15,JSON Persona - GPT4.1-mini,0.13143333333333324,0.03866666666666667
15,Text Persona (Default Temperature) - GPT4.1-mini,0.11162374473598968,0.01862649821833495
15,Text Persona (Reasoning) - GPT4.1-mini,0.123675898931001,0.02802073210236475
15,Text Persona (Repeating Questions) - GPT4.1-mini,0.12219630709426638,0.020246193715581468
15,Text Persona - GPT4.1-mini,0.11628320375769341,0.02089407191448008
15,Text Persona - Gemini-Flash2.5,0.14396541950113373,0.04437965662455457
15,B0 tirage,0.005314625850340093,0.00032393909944930353
15,B1 argmax,0.040044541626174324,0.0014577259475218659
15,B2 argmax,0.0351093294460641,0.0009718172983479105
15,PMM k=10,0.0372485422740525,0.0012957563977972141
15,humains vagues 1-3 (retest),0.304414075153871,0.5055069646906382
16,Demographics Only - GPT4.1-mini,0.08328879170715897,0.0035633300939423387
16,JSON Persona - GPT4.1,0.15431527372853893,0.07644962747003563
16,JSON Persona - GPT4.1-mini,0.13153916666666654,0.036
16,Text Persona (Default Temperature) - GPT4.1-mini,0.11441650469711695,0.023971493359248457
16,Text Persona (Reasoning) - GPT4.1-mini,0.12351311953352767,0.027858762552640103
16,Text Persona (Repeating Questions) - GPT4.1-mini,0.12310860058309037,0.03206997084548105
16,Text Persona - GPT4.1-mini,0.11753239390994474,0.021865889212827987
16,Text Persona - Gemini-Flash2.5,0.14363095238095241,0.04389374797538063
16,B0 tirage,-0.002054988662131496,0.0
16,B1 argmax,0.030081389698736638,0.00048590864917395527
16,B2 argmax,0.031534661483641035,0.0022675736961451248
16,PMM k=10,0.032143666990605724,0.0012957563977972141
16,humains vagues 1-3 (retest),0.300018221574344,0.5430839002267573
17,Demographics Only - GPT4.1-mini,0.07568432134758657,0.008908325234855847
17,JSON Persona - GPT4.1,0.1494468739876903,0.06640751538710722
17,JSON Persona - GPT4.1-mini,0.12455500000000008,0.03966666666666667
17,Text Persona (Default Temperature) - GPT4.1-mini,0.1051498218334952,0.020084224165856816
17,Text Persona (Reasoning) - GPT4.1-mini,0.11869574020084223,0.03012633624878523
17,Text Persona (Repeating Questions) - GPT4.1-mini,0.11760770975056684,0.03304178814382896
17,Text Persona - GPT4.1-mini,0.11139334305150622,0.02494331065759637
17,Text Persona - Gemini-Flash2.5,0.13778263686426945,0.04680919987042436
17,B0 tirage,0.0019825072886297535,0.0022675736961451243
17,B1 argmax,0.030421120829284054,0.003239390994493035
17,B2 argmax,0.03539196631033359,0.0
17,PMM k=10,0.03024052478134104,0.0008098477486232588
17,humains vagues 1-3 (retest),0.2998688046647231,0.5304502753482344
18,Demographics Only - GPT4.1-mini,0.07503117913832202,0.011337868480725623
18,JSON Persona - GPT4.1,0.1460945092322643,0.0775834143181082
18,JSON Persona - GPT4.1-mini,0.12196583333333322,0.046
18,Text Persona (Default Temperature) - GPT4.1-mini,0.1056393747975381,0.017816650469711693
18,Text Persona (Reasoning) - GPT4.1-mini,0.11761985746679626,0.03547133138969873
18,Text Persona (Repeating Questions) - GPT4.1-mini,0.11560576611597018,0.03368966634272756
18,Text Persona - GPT4.1-mini,0.11211572724327823,0.023809523809523808
18,Text Persona - Gemini-Flash2.5,0.13472991577583415,0.05199222546161321
18,B0 tirage,0.0023351959831551805,0.0006478781988986071
18,B1 argmax,0.03390954000647872,0.0017816650469711693
18,B2 argmax,0.034337544541626186,0.0008098477486232588
18,PMM k=10,0.03158932620667315,0.0017816650469711691
18,humains vagues 1-3 (retest),0.29983114674441214,0.5447035957240038
19,Demographics Only - GPT4.1-mini,0.08006721736313588,0.008098477486232587
19,JSON Persona - GPT4.1,0.159520570132815,0.05733722060252672
19,JSON Persona - GPT4.1-mini,0.13344166666666668,0.028999999999999998
19,Text Persona (Default Temperature) - GPT4.1-mini,0.11449789439585356,0.022027858762552636
19,Text Persona (Reasoning) - GPT4.1-mini,0.1280025105280207,0.027696793002915453
19,Text Persona (Repeating Questions) - GPT4.1-mini,0.12357304826692561,0.023647554259799152
19,Text Persona - GPT4.1-mini,0.12033041788143839,0.019922254616132166
19,Text Persona - Gemini-Flash2.5,0.14517087787495941,0.04356980887593132
19,B0 tirage,0.000990443796566265,0.0006478781988986071
19,B1 argmax,0.03464852607709756,0.001943634596695821
19,B2 argmax,0.034240767735665645,0.0006478781988986071
19,PMM k=10,0.03859572400388722,0.0006478781988986071
19,humains vagues 1-3 (retest),0.30785957240038875,0.5170068027210885
20,Demographics Only - GPT4.1-mini,0.08065719144800754,0.00923226433430515
20,JSON Persona - GPT4.1,0.15524457402008418,0.07337220602526726
20,JSON Persona - GPT4.1-mini,0.1315666666666665,0.042
20,Text Persona (Default Temperature) - GPT4.1-mini,0.11023242630385488,0.01862649821833495
20,Text Persona (Reasoning) - GPT4.1-mini,0.12356737933268552,0.02883057985098801
20,Text Persona (Repeating Questions) - GPT4.1-mini,0.12046282798833813,0.0228377065111759
20,Text Persona - GPT4.1-mini,0.11690881114350493,0.022513767411726594
20,Text Persona - Gemini-Flash2.5,0.144314058956916,0.049724651765468086
20,B0 tirage,0.0021051992225460947,0.0011337868480725622
20,B1 argmax,0.03542071590540996,0.0012957563977972141
20,B2 argmax,0.03695821185617104,0.0006478781988986071
20,PMM k=10,0.035299643666990566,0.0022675736961451243
20,humains vagues 1-3 (retest),0.30604956268221567,0.5134434726271461
21,Demographics Only - GPT4.1-mini,0.07790654356980892,0.009718172983479106
21,JSON Persona - GPT4.1,0.15951895043731767,0.058956916099773236
21,JSON Persona - GPT4.1-mini,0.13236666666666652,0.03133333333333333
21,Text Persona (Default Temperature) - GPT4.1-mini,0.11523364107547779,0.018302559118885647
21,Text Persona (Reasoning) - GPT4.1-mini,0.12773080660835762,0.0228377065111759
21,Text Persona (Repeating Questions) - GPT4.1-mini,0.12469833171363776,0.024619371558147068
21,Text Persona - GPT4.1-mini,0.12077988338192414,0.017330741820537742
21,Text Persona - Gemini-Flash2.5,0.14777980239714927,0.03984450923226433
21,B0 tirage,-0.0015966148364107702,0.0017816650469711691
21,B1 argmax,0.03256276320051832,0.0017816650469711693
21,B2 argmax,0.0352065111758989,0.00016196954972465177
21,PMM k=10,0.03032920310981535,0.0035633300939423383
21,humains vagues 1-3 (retest),0.30918448331713644,0.48574667962423057
22,Demographics Only - GPT4.1-mini,0.07284135082604465,0.011175898931000973
22,JSON Persona - GPT4.1,0.149806446388079,0.06462585034013606
22,JSON Persona - GPT4.1-mini,0.12156833333333328,0.045
22,Text Persona (Default Temperature) - GPT4.1-mini,0.10554705215419496,0.019436345966958212
22,Text Persona (Reasoning) - GPT4.1-mini,0.11814382896015557,0.03142209264658244
22,Text Persona (Repeating Questions) - GPT4.1-mini,0.11415492387431164,0.030126336248785225
22,Text Persona - GPT4.1-mini,0.10908973113054743,0.026077097505668934
22,Text Persona - Gemini-Flash2.5,0.13518181081956587,0.05409782960803368
22,B0 tirage,0.0010997732426304418,0.0
22,B1 argmax,0.028815192743764317,0.00016196954972465177
22,B2 argmax,0.03230806608357617,0.0024295432458697765
22,PMM k=10,0.028262876579203067,0.0021056041464204726
22,humains vagues 1-3 (retest),0.29630061548428893,0.5379008746355685
23,Demographics Only - GPT4.1-mini,0.07622934888241012,0.011175898931000973
23,JSON Persona - GPT4.1,0.15033406219630696,0.0788791707159054
23,JSON Persona - GPT4.1-mini,0.12374083333333341,0.047
23,Text Persona (Default Temperature) - GPT4.1-mini,0.10957240038872695,0.021703919663103335
23,Text Persona (Reasoning) - GPT4.1-mini,0.11956551668286358,0.03498542274052478
23,Text Persona (Repeating Questions) - GPT4.1-mini,0.11840136054421768,0.03271784904437965
23,Text Persona - GPT4.1-mini,0.11305029154518931,0.020570132815030773
23,Text Persona - Gemini-Flash2.5,0.13618521218011015,0.051344347262714606
23,B0 tirage,0.0019250080984775098,0.0008098477486232588
23,B1 argmax,0.03291869128603819,0.0019436345966958209
23,B2 argmax,0.033315516682863644,0.0009718172983479104
23,PMM k=10,0.033223598963394996,0.0012957563977972141
23,humains vagues 1-3 (retest),0.29641520894071915,0.5599287333981211
24,Demographics Only - GPT4.1-mini,0.07479267897635244,0.008908325234855847
24,JSON Persona - GPT4.1,0.14151522513767423,0.08551992225461613
24,JSON Persona - GPT4.1-mini,0.11746250000000003,0.05033333333333333
24,Text Persona (Default Temperature) - GPT4.1-mini,0.09724165856818912,0.016034985422740525
24,Text Persona (Reasoning) - GPT4.1-mini,0.11049927113702612,0.038872691933916424
24,Text Persona (Repeating Questions) - GPT4.1-mini,0.10540735341755753,0.034499514091350825
24,Text Persona - GPT4.1-mini,0.10075072886297376,0.019112406867508907
24,Text Persona - Gemini-Flash2.5,0.12815800129575627,0.05701328150307742
24,B0 tirage,0.002593132491091721,0.00048590864917395527
24,B1 argmax,0.02417193067703277,0.004211208292840945
24,B2 argmax,0.031582847424684146,0.0006478781988986071
24,PMM k=10,0.02903304178814381,0.0012957563977972141
24,humains vagues 1-3 (retest),0.28903992549400714,0.5417881438289601
25,Demographics Only - GPT4.1-mini,0.07786321671525753,0.008908325234855847
25,JSON Persona - GPT4.1,0.1551619695497246,0.06219630709426627
25,JSON Persona - GPT4.1-mini,0.1272491666666667,0.03233333333333333
25,Text Persona (Default Temperature) - GPT4.1-mini,0.11378522837706512,0.022351797862001945
25,Text Persona (Reasoning) - GPT4.1-mini,0.1223015873015873,0.027534823453190794
25,Text Persona (Repeating Questions) - GPT4.1-mini,0.12186548428895377,0.02445740200842242
25,Text Persona - GPT4.1-mini,0.11734045999352122,0.02121801101392938
25,Text Persona - Gemini-Flash2.5,0.14469590217039197,0.04081632653061224
25,B0 tirage,-2.8749595076094092e-05,0.0011337868480725624
25,B1 argmax,0.03219590217039192,0.0022675736961451243
25,B2 argmax,0.03618278263686425,0.0009718172983479104
25,PMM k=10,0.03013281503077425,0.0017816650469711693
25,humains vagues 1-3 (retest),0.3100655976676384,0.481859410430839
26,Demographics Only - GPT4.1-mini,0.08786524133462914,0.008746355685131196
26,JSON Persona - GPT4.1,0.1707555879494655,0.04907677356656948
26,JSON Persona - GPT4.1-mini,0.1423766666666666,0.03499999999999999
26,Text Persona (Default Temperature) - GPT4.1-mini,0.12017249757045667,0.014415289925494007
26,Text Persona (Reasoning) - GPT4.1-mini,0.13676668286362165,0.018302559118885647
26,Text Persona (Repeating Questions) - GPT4.1-mini,0.1322627146096534,0.018788467768059605
26,Text Persona - GPT4.1-mini,0.12691488500161974,0.017816650469711693
26,Text Persona - Gemini-Flash2.5,0.1555839002267574,0.029964366699060576
26,B0 tirage,-0.0014731130547456783,0.001943634596695821
26,B1 argmax,0.034880547457078026,0.0030774214447683835
26,B2 argmax,0.03162738905085832,0.0
26,PMM k=10,0.03483681567865232,0.00016196954972465177
26,humains vagues 1-3 (retest),0.31408406219630725,0.49141561386459354
27,Demographics Only - GPT4.1-mini,0.07430960479429849,0.009880142533203759
27,JSON Persona - GPT4.1,0.14788751214771628,0.08098477486232586
27,JSON Persona - GPT4.1-mini,0.1268133333333334,0.04066666666666666
27,Text Persona (Default Temperature) - GPT4.1-mini,0.10396218011013919,0.023485584710074503
27,Text Persona (Reasoning) - GPT4.1-mini,0.11579162617427907,0.03709102688694525
27,Text Persona (Repeating Questions) - GPT4.1-mini,0.11617994816974409,0.027696793002915453
27,Text Persona - GPT4.1-mini,0.1099425008098478,0.02656300615484289
27,Text Persona - Gemini-Flash2.5,0.13564180434078393,0.04940071266601879
27,B0 tirage,0.0018764172335601348,0.0014577259475218659
27,B1 argmax,0.025871801101392866,0.0006478781988986071
27,B2 argmax,0.03645610625202461,0.0
27,PMM k=10,0.028313492063492096,0.0016196954972465176
27,humains vagues 1-3 (retest),0.29403344671201825,0.556689342403628
28,Demographics Only - GPT4.1-mini,0.07200072886297376,0.009718172983479106
28,JSON Persona - GPT4.1,0.14478579527048913,0.07531584062196307
28,JSON Persona - GPT4.1-mini,0.12135000000000012,0.04233333333333333
28,Text Persona (Default Temperature) - GPT4.1-mini,0.0975485908649174,0.024619371558147068
28,Text Persona (Reasoning) - GPT4.1-mini,0.11195456754130212,0.034499514091350825
28,Text Persona (Repeating Questions) - GPT4.1-mini,0.10962747003563333,0.031746031746031744
28,Text Persona - GPT4.1-mini,0.10263807904114036,0.031260123096857786
28,Text Persona - Gemini-Flash2.5,0.13198331713637834,0.05814706835114998
28,B0 tirage,0.0009013605442177441,0.0014577259475218659
28,B1 argmax,0.030332037576935644,0.0011337868480725622
28,B2 argmax,0.031122448979591877,0.0006478781988986071
28,PMM k=10,0.03169987042436018,0.0022675736961451243
28,humains vagues 1-3 (retest),0.29506073858114684,0.5549076773566569
29,Demographics Only - GPT4.1-mini,0.0766642371234208,0.008422416585681892
29,JSON Persona - GPT4.1,0.15394193391642363,0.06656948493683187
29,JSON Persona - GPT4.1-mini,0.12847916666666648,0.039
29,Text Persona (Default Temperature) - GPT4.1-mini,0.11079365079365072,0.0187884677680596
29,Text Persona (Reasoning) - GPT4.1-mini,0.12218577907353417,0.028344671201814057
29,Text Persona (Repeating Questions) - GPT4.1-mini,0.12157191448007759,0.02526724975704567
29,Text Persona - GPT4.1-mini,0.11656462585034005,0.01684483317136378
29,Text Persona - Gemini-Flash2.5,0.14212099125364436,0.047619047619047616
29,B0 tirage,0.0010576611597020724,0.00032393909944930353
29,B1 argmax,0.03167152575315846,0.0014577259475218659
29,B2 argmax,0.03332644962746989,0.0008098477486232588
29,PMM k=10,0.03396298995788799,0.0021056041464204726
29,humains vagues 1-3 (retest),0.30210884353741496,0.5184645286686103
30,Demographics Only - GPT4.1-mini,0.0830608195659216,0.008908325234855847
30,JSON Persona - GPT4.1,0.15466553287981855,0.0597667638483965
30,JSON Persona - GPT4.1-mini,0.1299458333333332,0.041666666666666664
30,Text Persona (Default Temperature) - GPT4.1-mini,0.11082725947521865,0.01862649821833495
30,Text Persona (Reasoning) - GPT4.1-mini,0.12306689342403637,0.025591188856494976
30,Text Persona (Repeating Questions) - GPT4.1-mini,0.12204931972789124,0.023161645610625205
