volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_attaques,n_pool,n_items,hasard,fpr_cible,n_permutations,temoin_min,temoin_max,note,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,k_items,n_tirages_items,n_axes_demographiques,modalites_par_axe,n_personnes,taille_cellule_min,taille_cellule_max,p_value,temoin_groupes_aleatoires_meme_taille,n_axes,axes,modalites,plafond_bloc_complet,n_cellules,plafond,attribut_retire,chute_points,temoin_aleatoire,n_modalites
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),top1_ferme_mc20_raccordement,0.010456273764258554,0.004752851711026616,0.017110266159695818,1052.0,1052,177.0,0.0009505703422053232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,1052.0,1052,177.0,0.0009505703422053232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),classe_tete_part_singletons,1.0,,,1052.0,1052,177.0,0.0009505703422053232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),auc_monde_ouvert,0.005200125778889387,,,1052.0,1052,177.0,0.0009505703422053232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009505703422053232,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052,177.0,0.0009505703422053232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009505703422053232,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,10.0,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052,177.0,0.0009505703422053232,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Park GSS,PMM k=10,A-LLR (hors pli),temoin_permutation_top1_ferme,0.0009505703422053232,,,,1052,,0.0009505703422053232,,5.0,0.0,0.0019011406844106464,"tirages d'une LOI NULLE, PAS un intervalle de confiance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Park GSS,cible : meilleur agent (composite) vs PMM k=10,naif (Hamming),rapport_top1_ferme,115.0138888888889,61.58181818181819,347.9416666666667,,1052,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.6502693282636249,0.6213541666666668,0.6770437262357415,0.6559727503168569,0.6269645120405577,0.6834640367553866,0.005703422053231939,0.0019011406844106464,0.010456273764258554,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Park GSS,cible : meilleur agent (composite) vs PMM k=10,naif (Hamming),rapport_tpr_a_fpr_1pct_escalier,inf,,,,1052,,,,,,,,,,,,,,,,,,0.20152091254752852,0.0,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Park GSS,cible : meilleur agent (composite) vs PMM k=10,A-LLR (hors pli),rapport_top1_ferme,86.45454545454547,52.886111111111106,189.60000000000002,,1052,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.8935361216730039,0.8754515209125475,0.9125475285171103,0.9039923954372624,0.8859315589353612,0.9211264258555132,0.010456273764258554,0.004752851711026616,0.017110266159695818,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Park GSS,cible : meilleur agent (composite) vs PMM k=10,A-LLR (hors pli),rapport_tpr_a_fpr_1pct_escalier,inf,,,,1052,,,,,,,,,,,,,,,,,,0.6017110266159695,0.0,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.20694039520570132,0.1911064544865565,0.22405895691609976,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),top1_ferme_borne_en_faveur,0.24101068999028183,0.22206025267249757,0.2594752186588921,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),top1_ferme_borne_contre,0.18318756073858114,0.16666666666666666,0.20068027210884354,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),top1_ferme_mc20_raccordement,0.20687560738581146,0.19025327988338192,0.22255041302235176,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),classe_tete_part_singletons,0.7133138969873664,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),auc_monde_ouvert,0.14939164614894967,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.00928862973760933,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.00923226433430515,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,19.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.030408163265306123,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.029640427599611274,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,61.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.23226433430515064,0.21379980563654033,0.2512147716229349,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.23226433430515064,0.2147594752186589,0.250242954324587,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),top1_ferme_borne_contre,0.23226433430515064,0.21477162293488825,0.250242954324587,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),top1_ferme_mc20_raccordement,0.23226433430515064,0.21379980563654033,0.24975704567541301,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),classe_tete_part_singletons,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),auc_monde_ouvert,0.1769042755238983,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.010112730806608359,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.012633624878522837,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,26.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.042759961127308066,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.042759961127308066,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,88.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,cible : JSON Persona - GPT4.1,A-LLR (hors pli),temoin_permutation_top1_ferme,0.0002915451895043732,,,,2058,,0.00048590864917395527,,5.0,0.0,0.00048590864917395527,"tirages d'une LOI NULLE, PAS un intervalle de confiance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.021452866861030127,0.015580458373825719,0.027745788791707155,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),top1_ferme_borne_en_faveur,0.02672497570456754,0.02040816326530612,0.033527696793002916,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),top1_ferme_borne_contre,0.017978620019436346,0.012633624878522837,0.023809523809523808,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),top1_ferme_mc20_raccordement,0.021039844509232266,0.015425777453838678,0.02733296890184645,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),classe_tete_part_singletons,0.6647230320699709,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),auc_monde_ouvert,0.012802677644707751,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0009830903790087463,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0019814509654793593,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.001943634596695821,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00826044703595724,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,17.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,4.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.007774538386783284,0.004373177842565598,0.011661807580174927,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.007774538386783284,0.004373177842565598,0.011661807580174927,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),top1_ferme_borne_contre,0.007774538386783284,0.003887269193391642,0.011661807580174927,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),top1_ferme_mc20_raccordement,0.007774538386783284,0.004373177842565598,0.012147716229348883,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),classe_tete_part_singletons,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),auc_monde_ouvert,0.005144304007872759,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,1.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,comparateur demographique,A-LLR (hors pli),temoin_permutation_top1_ferme,0.0005830903790087463,,,,2058,,0.00048590864917395527,,5.0,0.0,0.001943634596695821,"tirages d'une LOI NULLE, PAS un intervalle de confiance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique,naif (Hamming),rapport_top1_ferme,9.646281615704039,7.387718596838951,13.42697215863606,,2058,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.1854875283446712,0.16896663427275674,0.20249736799481696,0.20694039520570132,0.1911064544865565,0.22405895691609976,0.021452866861030127,0.015580458373825719,0.027745788791707155,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique,naif (Hamming),rapport_tpr_a_fpr_1pct_escalier,15.250000000000002,,,,2058,,,,,,,,,,,,,,,,,,0.029640427599611274,0.001943634596695821,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique,A-LLR (hors pli),rapport_top1_ferme,29.875000000000004,19.373958333333334,55.227777777777746,,2058,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.22448979591836735,0.20602526724975706,0.24295432458697766,0.23226433430515064,0.21379980563654033,0.2512147716229349,0.007774538386783284,0.004373177842565598,0.011661807580174927,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs comparateur demographique,A-LLR (hors pli),rapport_tpr_a_fpr_1pct_escalier,88.0,,,,2058,,,,,,,,,,,,,,,,,,0.042759961127308066,0.00048590864917395527,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),top1_ferme_uniforme_PUBLIE,0.0008908325234855847,0.0,0.00210762876579202,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
