contraste,condition,personnes,items,exactitude,part_hors_nomenclature,ratio inter (S_ideo),ratio intra (S_ideo),items retenus (S_ideo),ratio inter (S_gra),ratio intra (S_gra),items retenus (S_gra),groupe sur personne,lift personne,lift segment,rappel des rares,fausses raretes,chute permutation S_ideo,chute relative S_ideo,segments exploitables S_ideo,chute permutation S_gra,chute relative S_gra,segments exploitables S_gra
H1,C3E,94,58,0.6254585473220837,0.0,2.344111146210204,0.6718643976454045,58,0.37694513360963694,0.796353613960618,58,3.2325796262561743,0.22507258190077573,0.7275650426813218,0.1402805611222445,222,0.07552549523110796,0.1207521994134899,4,0.07738628026412331,0.1237272727272728,1
H1,C3,94,58,0.6205062362435804,0.0,0.7957638865594046,0.6629561013745637,58,0.05069764414000571,0.6926070038910507,58,0.8185471898506864,0.1163983473429262,0.09527754012081635,0.24849699398797595,673,0.07601063829787236,0.12249778303281114,4,0.0695212765957447,0.11203960981377478,1
H2,C2,130,58,0.5655172413793104,0.0,10.076773987902625,0.2514262527202376,58,0.5637305178394996,0.6867545533581937,58,3.143666705356157,0.11977099368377453,0.3765200851111046,0.11908396946564885,721,-0.0025358090185676474,-0.004484052532833035,5,0.028336206896551808,0.05010670731707332,3
H2,C2S,130,58,0.5579575596816975,0.0,0.03846326308748447,0.25799838939215386,58,1.3084210985589513,0.20108567677568595,58,,-0.015472312703582847,0.1616740156987837,0.0015267175572519084,19,0.004062997347479946,0.007281911100546423,5,0.0020358090185674804,0.003648680770144713,3
