cv_erreur_puissance,cv_erreur_log,modele_gagnant_cv_intra_domaine,n_verif_divergence,puissance_pred_n_verif,log_pred_n_verif,divergence_absolue_n_verif,divergence_ratio_n_verif,configuration
0.0002613183629254525,0.0002006285289276439,log,4000,0.1805851259733304,0.13875490729892148,0.04183021867440892,1.3014683911992644,JSON Persona - GPT4.1
1.877481552957958e-05,0.0007570506825971176,puissance,4000,0.015133301575199357,0.0,0.015133301575199357,inf,Demographics Only - GPT4.1-mini
1.0366205291622415e-05,0.00025597894770015183,puissance,4000,0.0007217586175700277,0.0,0.0007217586175700277,inf,PMM k=5 (demographies)
