cle_modele,modele,identite,n_items,difference_moyenne,ic_bas,ic_haut,p,mediane_tv_echantillon_national,mediane_tv_decrit_echantillon,rapport_de_puissance,test_a_de_la_puissance,p_holm
q4,Qwen3-4B-Instruct-2507,journaliste,112,0.021484444992681966,0.003697971694703752,0.039542216068825416,0.021748912554372283,0.10704344493307272,0.2330601199584291,0.45929541678844943,True,0.08699565021748913
q4,Qwen3-4B-Instruct-2507,adversaire,112,0.02399554740237594,0.004637479810106786,0.04252625625903705,0.012049397530123494,0.10704344493307272,0.24785994418112178,0.4318706892584932,True,0.048197590120493974
q4base,Qwen3-4B-Base,journaliste,112,-0.005719303592634529,-0.023796548250392992,0.011754557720539897,0.5298235088245588,0.10704344493307272,0.27428325358322436,0.39026606085009513,True,1.0
q4base,Qwen3-4B-Base,adversaire,112,-0.0020668019864973886,-0.017482229335770934,0.013907214672380111,0.79986000699965,0.10704344493307272,0.26723073122082075,0.40056562523349726,True,1.0
q4hyb,Qwen3-4B,journaliste,111,0.00516013861242841,-0.013227828171863798,0.025175215013372252,0.6032198390080497,0.10671504022936744,0.23758221336565488,0.44917099945157035,True,1.0
q4hyb,Qwen3-4B,adversaire,111,0.008808525379518041,-0.010552142278550851,0.027599711502237737,0.3728313584320784,0.10671504022936744,0.2519996122867899,0.4234730333946691,True,1.0
q4nogab,Qwen3-4B-Instruct-2507,journaliste,112,-0.006192063807780592,-0.023170395897358826,0.011757242919820806,0.5125743712814359,0.10704344493307272,0.21146747638272545,0.5061934192629207,True,1.0
q4nogab,Qwen3-4B-Instruct-2507,adversaire,112,0.005050869546056612,-0.012831491926432712,0.0234961155535747,0.608069596520174,0.10704344493307272,0.23599034979340877,0.45359246692409644,True,1.0
