top1_avant_permutation,top1_avant_bas,top1_avant_haut,top1_apres_permutation,top1_apres_bas,top1_apres_haut,plancher_oracle_compte_contre_examen
0.33090379008746357,0.31180758017492716,0.3516520894071914,0.0004616132167152575,0.0,0.0010932944606413995,0.0029
