perimetre,seuil,condition,raretes_osees,fausses_raretes,raretes_justes,mauvaise_modalite_rare,mecanisme,cellules,valeur,ic_bas,ic_haut,temoin,exces,valeur_raretes_justes,cellules_justes,hors_nomenclature
1052,0.100000,humains vague 2,5899,2442,3130,327,H2a rarete modale du segment,913,0.543264,0.511430,0.575889,0.529067,0.014197,0.546043,1390,
1052,0.100000,humains vague 2,5899,2442,3130,327,H3 position extreme,2442,0.597052,0.574141,0.619805,0.613390,-0.016338,0.573802,3130,0.000000
1052,0.100000,humains vague 2,5899,2442,3130,327,H5 rarete du contexte,2442,0.044776,0.041710,0.048146,0.036357,0.008419,0.045161,3130,
1052,0.100000,humains vague 2,5899,2442,3130,327,H1b exces de rarete de la personne,2442,0.044669,0.041555,0.048048,0.035999,0.008670,0.044718,3130,
1052,0.100000,humains vague 2,5899,2442,3130,327,H2b exces de rarete du segment,2442,0.112288,0.107495,0.116871,0.098920,0.013369,0.143423,3130,
1052,0.200000,agents composite,16048,7136,6544,2368,H1a deplacement dans la famille,2963,0.624705,0.593987,0.653354,0.443222,0.181483,0.772316,1770,
1052,0.200000,agents composite,16048,7136,6544,2368,H2a rarete modale du segment,3310,0.648338,0.632988,0.664247,0.539009,0.109329,0.560519,3850,
1052,0.200000,agents composite,16048,7136,6544,2368,H3 position extreme,7136,0.631306,0.616318,0.645586,0.665351,-0.034045,0.573197,6544,67.000000
1052,0.200000,agents composite,16048,7136,6544,2368,H5 rarete du contexte,7136,0.128897,0.125586,0.132324,0.117511,0.011386,0.132213,6544,
1052,0.200000,agents composite,16048,7136,6544,2368,H1b exces de rarete de la personne,7136,0.128092,0.124800,0.131491,0.116843,0.011249,0.131763,6544,
1052,0.200000,agents composite,16048,7136,6544,2368,H2b exces de rarete du segment,7136,0.244504,0.239491,0.249594,0.208141,0.036363,0.324592,6544,
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H1a deplacement dans la famille,3648,0.574561,0.543303,0.604067,0.463511,0.111051,0.766944,1682,
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H2a rarete modale du segment,4236,0.663834,0.650487,0.677336,0.557416,0.106418,0.581791,3943,
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H3 position extreme,8989,0.640894,0.626442,0.654281,0.663254,-0.022360,0.571736,6503,325.000000
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H5 rarete du contexte,8989,0.125224,0.122068,0.128487,0.117449,0.007775,0.131528,6503,
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H1b exces de rarete de la personne,8989,0.124734,0.121578,0.127983,0.116872,0.007861,0.131139,6503,
1052,0.200000,agents entretien (v3),17915,8989,6503,2423,H2b exces de rarete du segment,8989,0.246124,0.241485,0.250705,0.203875,0.042249,0.330772,6503,
1052,0.200000,agents enquete,17085,9029,5164,2892,H1a deplacement dans la famille,3159,0.574865,0.546406,0.602309,0.414443,0.160423,0.759238,1732,
1052,0.200000,agents enquete,17085,9029,5164,2892,H2a rarete modale du segment,4386,0.672595,0.658248,0.687112,0.506539,0.166056,0.584325,2858,
1052,0.200000,agents enquete,17085,9029,5164,2892,H3 position extreme,9029,0.590431,0.578317,0.602331,0.636232,-0.045801,0.581139,5164,195.000000
1052,0.200000,agents enquete,17085,9029,5164,2892,H5 rarete du contexte,9029,0.126113,0.122782,0.129454,0.117322,0.008791,0.136531,5164,
1052,0.200000,agents enquete,17085,9029,5164,2892,H1b exces de rarete de la personne,9029,0.125399,0.122119,0.128718,0.116853,0.008546,0.135902,5164,
1052,0.200000,agents enquete,17085,9029,5164,2892,H2b exces de rarete du segment,9029,0.243142,0.239053,0.247149,0.206698,0.036444,0.324841,5164,
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H1a deplacement dans la famille,957,0.374086,0.334080,0.415853,0.382221,-0.008135,0.643154,241,
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H2a rarete modale du segment,4193,0.677081,0.663208,0.691178,0.561171,0.115909,0.532895,3040,
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H3 position extreme,5616,0.364672,0.350163,0.379184,0.427349,-0.062677,0.267036,3434,383.000000
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H5 rarete du contexte,5616,0.120725,0.117715,0.123691,0.117110,0.003614,0.125982,3434,
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H1b exces de rarete de la personne,5616,0.119538,0.116565,0.122490,0.116422,0.003116,0.125378,3434,
1052,0.200000,agents demographiques (v6),11371,5616,3434,2321,H2b exces de rarete du segment,5616,0.272537,0.267924,0.277165,0.270488,0.002050,0.377714,3434,
1052,0.200000,agents v7,11817,7321,2451,2045,H1a deplacement dans la famille,1365,0.468864,0.424928,0.511099,0.451266,0.017598,0.627168,346,
1052,0.200000,agents v7,11817,7321,2451,2045,H2a rarete modale du segment,4585,0.642530,0.628356,0.656217,0.535787,0.106743,0.633022,1714,
1052,0.200000,agents v7,11817,7321,2451,2045,H3 position extreme,7321,0.437918,0.421348,0.453876,0.495095,-0.057177,0.425541,2451,135.000000
1052,0.200000,agents v7,11817,7321,2451,2045,H5 rarete du contexte,7321,0.116992,0.114002,0.120101,0.117572,-0.000580,0.122812,2451,
1052,0.200000,agents v7,11817,7321,2451,2045,H1b exces de rarete de la personne,7321,0.115952,0.112976,0.119013,0.116564,-0.000611,0.122592,2451,
1052,0.200000,agents v7,11817,7321,2451,2045,H2b exces de rarete du segment,7321,0.252536,0.247065,0.257931,0.249543,0.002993,0.344667,2451,
1052,0.200000,agents v8,20364,13612,4107,2645,H1a deplacement dans la famille,5476,0.564828,0.534291,0.593603,0.470305,0.094523,0.744695,1508,
1052,0.200000,agents v8,20364,13612,4107,2645,H2a rarete modale du segment,6718,0.711968,0.701786,0.721875,0.544661,0.167307,0.782504,2069,
1052,0.200000,agents v8,20364,13612,4107,2645,H3 position extreme,13612,0.579783,0.562484,0.596120,0.620465,-0.040682,0.620891,4107,261.000000
1052,0.200000,agents v8,20364,13612,4107,2645,H5 rarete du contexte,13612,0.123852,0.120648,0.127205,0.117332,0.006520,0.136340,4107,
1052,0.200000,agents v8,20364,13612,4107,2645,H1b exces de rarete de la personne,13612,0.123389,0.120180,0.126732,0.116772,0.006617,0.136330,4107,
1052,0.200000,agents v8,20364,13612,4107,2645,H2b exces de rarete du segment,13612,0.279045,0.275580,0.282451,0.218712,0.060333,0.344712,4107,
1052,0.200000,B0 mode,0,0,0,0,H1a deplacement dans la famille,0,,,,,,,0,
1052,0.200000,B0 mode,0,0,0,0,H2a rarete modale du segment,0,,,,,,,0,
1052,0.200000,B0 mode,0,0,0,0,H3 position extreme,0,,,,,,,0,0.000000
1052,0.200000,B0 mode,0,0,0,0,H5 rarete du contexte,0,,,,,,,0,
1052,0.200000,B0 mode,0,0,0,0,H1b exces de rarete de la personne,0,,,,,,,0,
1052,0.200000,B0 mode,0,0,0,0,H2b exces de rarete du segment,0,,,,,,,0,
1052,0.200000,B0 tirage,18498,13442,2306,2750,H1a deplacement dans la famille,3767,0.441996,0.418945,0.465286,0.482642,-0.040646,0.666667,522,
1052,0.200000,B0 tirage,18498,13442,2306,2750,H2a rarete modale du segment,7518,0.506651,0.495690,0.517918,0.542775,-0.036124,0.636427,1444,
1052,0.200000,B0 tirage,18498,13442,2306,2750,H3 position extreme,13442,0.586892,0.579123,0.594950,0.588308,-0.001416,0.531657,2306,0.000000
1052,0.200000,B0 tirage,18498,13442,2306,2750,H5 rarete du contexte,13442,0.114315,0.111692,0.116987,0.117318,-0.003003,0.126783,2306,
1052,0.200000,B0 tirage,18498,13442,2306,2750,H1b exces de rarete de la personne,13442,0.113621,0.111010,0.116286,0.116614,-0.002993,0.126187,2306,
1052,0.200000,B0 tirage,18498,13442,2306,2750,H2b exces de rarete du segment,13442,0.233825,0.230933,0.236806,0.242006,-0.008181,0.305462,2306,
1052,0.200000,B1 argmax,7960,4101,2391,1468,H1a deplacement dans la famille,950,0.545263,0.503735,0.586101,0.483394,0.061869,0.685897,468,
1052,0.200000,B1 argmax,7960,4101,2391,1468,H2a rarete modale du segment,2622,0.662853,0.644476,0.681270,0.537026,0.125827,0.705217,1591,
1052,0.200000,B1 argmax,7960,4101,2391,1468,H3 position extreme,4101,0.573275,0.554072,0.592375,0.576490,-0.003215,0.583856,2391,0.000000
1052,0.200000,B1 argmax,7960,4101,2391,1468,H5 rarete du contexte,4101,0.120432,0.117029,0.123754,0.116916,0.003516,0.128951,2391,
1052,0.200000,B1 argmax,7960,4101,2391,1468,H1b exces de rarete de la personne,4101,0.120365,0.116965,0.123720,0.116369,0.003995,0.128675,2391,
1052,0.200000,B1 argmax,7960,4101,2391,1468,H2b exces de rarete du segment,4101,0.337909,0.332038,0.343860,0.278309,0.059600,0.391150,2391,
1052,0.200000,B2 argmax,3627,1026,1731,870,H1a deplacement dans la famille,237,0.691983,0.624379,0.754034,0.456334,0.235649,0.872197,446,
1052,0.200000,B2 argmax,3627,1026,1731,870,H2a rarete modale du segment,656,0.699695,0.664556,0.733835,0.550614,0.149081,0.666078,1132,
1052,0.200000,B2 argmax,3627,1026,1731,870,H3 position extreme,1026,0.618908,0.588629,0.649542,0.617910,0.000998,0.607741,1731,0.000000
1052,0.200000,B2 argmax,3627,1026,1731,870,H5 rarete du contexte,1026,0.131113,0.126038,0.136259,0.116788,0.014325,0.141594,1731,
1052,0.200000,B2 argmax,3627,1026,1731,870,H1b exces de rarete de la personne,1026,0.130874,0.125922,0.135834,0.116325,0.014549,0.141619,1731,
1052,0.200000,B2 argmax,3627,1026,1731,870,H2b exces de rarete du segment,1026,0.348713,0.339096,0.358916,0.284863,0.063850,0.426370,1731,
1052,0.200000,B3 foret,2306,887,911,508,H1a deplacement dans la famille,165,0.533333,0.454054,0.606746,0.434635,0.098698,0.701613,124,
1052,0.200000,B3 foret,2306,887,911,508,H2a rarete modale du segment,619,0.720517,0.684630,0.754159,0.519169,0.201348,0.752322,646,
1052,0.200000,B3 foret,2306,887,911,508,H3 position extreme,887,0.667418,0.634396,0.699793,0.609157,0.058261,0.650933,911,0.000000
1052,0.200000,B3 foret,2306,887,911,508,H5 rarete du contexte,887,0.121313,0.116933,0.125971,0.115980,0.005334,0.123818,911,
1052,0.200000,B3 foret,2306,887,911,508,H1b exces de rarete de la personne,887,0.121606,0.117372,0.126077,0.116070,0.005536,0.124299,911,
1052,0.200000,B3 foret,2306,887,911,508,H2b exces de rarete du segment,887,0.423086,0.412966,0.432943,0.322570,0.100516,0.451858,911,
1052,0.200000,humains vague 2,18518,5489,11153,1876,H1a deplacement dans la famille,1781,0.580011,0.546102,0.611772,0.477223,0.102788,0.727341,2659,
1052,0.200000,humains vague 2,18518,5489,11153,1876,H2a rarete modale du segment,2886,0.597367,0.576627,0.617213,0.560719,0.036647,0.533728,6923,
1052,0.200000,humains vague 2,18518,5489,11153,1876,H3 position extreme,5489,0.593186,0.577334,0.609306,0.615532,-0.022346,0.551242,11153,0.000000
1052,0.200000,humains vague 2,18518,5489,11153,1876,H5 rarete du contexte,5489,0.127888,0.124151,0.131846,0.117363,0.010525,0.128315,11153,
1052,0.200000,humains vague 2,18518,5489,11153,1876,H1b exces de rarete de la personne,5489,0.127386,0.123654,0.131307,0.116784,0.010603,0.127719,11153,
1052,0.200000,humains vague 2,18518,5489,11153,1876,H2b exces de rarete du segment,5489,0.228897,0.223750,0.233759,0.216967,0.011930,0.310605,11153,
