source,camp,mode,quantite,taux_total,valeur_humaine,valeur,ecart,facteur,ic_bas,ic_haut,n_tirages
B0 segment,droite,uniforme,polarisation,0.3,0.4504530967379146,0.4466723121781405,-0.0037807845597740974,0.9916067075858647,0.441242580881784,0.4556762375798352,10
B0 segment,droite,uniforme,marginale1,0.02,33.65019011406844,33.678707224334595,0.028517110266157886,1.0008474576271187,33.38640684410646,33.93536121673004,10
B0 segment,droite,uniforme,marginale1,0.05,33.65019011406844,33.38403041825095,-0.26615969581748544,0.9920903954802262,33.006178707224336,33.81891634980989,10
B0 segment,droite,uniforme,marginale1,0.1,33.65019011406844,33.73574144486692,0.08555133079848076,1.002542372881356,33.04895437262358,34.36787072243346,10
B0 segment,droite,uniforme,marginale1,0.2,33.65019011406844,33.57414448669201,-0.0760456273764234,0.9977401129943504,32.58555133079848,34.34648288973384,10
B0 segment,droite,uniforme,marginale1,0.3,33.65019011406844,33.374524714828894,-0.2756653992395428,0.9918079096045198,32.05560836501901,34.959600760456276,10
B0 segment,droite,uniforme,marginale2,0.02,52.75665399239544,52.77566539923955,0.019011406844107626,1.0003603603603604,52.41920152091255,53.21055133079848,10
B0 segment,droite,uniforme,marginale2,0.05,52.75665399239544,52.84220532319392,0.08555133079848076,1.0016216216216216,52.28136882129277,53.30560836501901,10
B0 segment,droite,uniforme,marginale2,0.1,52.75665399239544,52.67110266159697,-0.08555133079847366,0.9983783783783785,52.0175855513308,53.50522813688213,10
B0 segment,droite,uniforme,marginale2,0.2,52.75665399239544,53.09885931558936,0.34220532319391594,1.0064864864864864,51.86074144486692,54.940589353612175,10
B0 segment,droite,uniforme,marginale2,0.3,52.75665399239544,52.44296577946769,-0.31368821292775095,0.9940540540540541,51.12167300380228,53.45294676806084,10
B0 segment,droite,uniforme,marginale3,0.02,38.68821292775665,38.669201520912544,-0.019011406844107626,0.9995085995085995,38.25570342205323,38.93060836501901,10
B0 segment,droite,uniforme,marginale3,0.05,38.68821292775665,38.72623574144486,0.038022813688208146,1.0009828009828008,37.991920152091254,39.258555133079845,10
B0 segment,droite,uniforme,marginale3,0.1,38.68821292775665,38.460076045627375,-0.2281368821292773,0.9941031941031941,37.66397338403041,38.909220532319395,10
B0 segment,droite,uniforme,marginale3,0.2,38.68821292775665,38.83079847908745,0.14258555133079653,1.0036855036855037,37.68536121673004,40.080798479087456,10
B0 segment,droite,uniforme,marginale3,0.3,38.68821292775665,38.76425855513308,0.0760456273764305,1.001965601965602,37.32889733840304,40.080798479087456,10
B0 segment,gauche,concentre,polarisation,0.02,0.4504530967379146,0.4503884118841245,-6.468485379013122e-05,0.9998564004681985,0.4454063779058253,0.45592918529514137,10
B0 segment,gauche,concentre,polarisation,0.05,0.4504530967379146,0.45148565064480695,0.0010325539068923306,1.0022922562068501,0.4477340964054479,0.45711837897299035,10
B0 segment,gauche,concentre,polarisation,0.1,0.4504530967379146,0.4517756409508567,0.0013225442129420895,1.0029360309042599,0.4429624615026972,0.45918183362782616,10
