identite,item,gap_olmo3base,gap_olmo3sft,gap_olmo3dpo,gap_olmo3rlvr,gap_signe_reel_w1,famille,n_modalites,sens_codeur_A,retenu_strict,gs_gauche,gs_droite,consensus_reel_gs,consensus,polarite,k_modalites,n_rejets_olmo3base,n_rejets_olmo3dpo,n_rejets_olmo3rlvr,n_rejets_olmo3sft,taux_rejet_olmo3base,taux_rejet_olmo3dpo,taux_rejet_olmo3rlvr,taux_rejet_olmo3sft,complet_4_checkpoints,rejet_au_moins_un,delta_olmo3base_olmo3sft,delta_olmo3sft_olmo3dpo,delta_olmo3dpo_olmo3rlvr
adversaire,confed,0.0,0.1049999999999999,0.04,0.04,0.2029593192915547,confiance dans les institutions (con*),3,1,False,0.591335,0.538183,0.564759,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.1049999999999999,-0.06499999999999989,0.0
adversaire,confinan,0.0,-0.105,-0.0949999999999999,-0.04,0.0499660512553812,confiance dans les institutions (con*),3,-1,False,0.59756,0.566174,0.5818669999999999,faible,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.105,0.010000000000000092,0.0549999999999999
adversaire,conjudge,0.0,-0.105,-0.0649999999999999,-0.0649999999999999,0.3294978475051284,confiance dans les institutions (con*),3,-1,False,0.536513,0.629254,0.5828835,faible,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.105,0.04000000000000009,0.0
adversaire,conlabor,0.0,0.045,0.0949999999999999,0.0899999999999999,0.2806838866256392,confiance dans les institutions (con*),3,1,True,0.561151,0.583191,0.572171,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.045,0.049999999999999906,-0.0050000000000000044
adversaire,conmedic,0.0,0.1049999999999999,0.1699999999999999,0.04,0.2022911791049088,confiance dans les institutions (con*),3,1,False,0.516072,0.619372,0.5677220000000001,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.1049999999999999,0.065,-0.1299999999999999
adversaire,conpress,0.0,0.045,0.0949999999999999,0.04,0.2758335500274479,confiance dans les institutions (con*),3,1,True,0.551282,0.455811,0.5035465,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.045,0.049999999999999906,-0.0549999999999999
adversaire,consci,0.0,0.1049999999999999,0.1699999999999999,0.0949999999999999,0.3356158446736587,confiance dans les institutions (con*),3,1,True,0.388939,0.625723,0.507331,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.1049999999999999,0.065,-0.075
adversaire,courts,-0.0999999999999999,-0.2249999999999999,-0.025,-0.025,0.3348646384097541,residu : social,3,1,True,0.66051,0.429149,0.5448295000000001,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.125,0.1999999999999999,0.0
adversaire,discaff,0.0,-0.075,-0.08,-0.06,0.3071747421340036,residu : social,3,-1,True,0.450367,0.648073,0.54922,intermediaire,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.075,-0.0050000000000000044,0.020000000000000004
adversaire,discaffm,0.2666666666666667,-0.0066666666666665,0.06,-0.0666666666666666,0.2008850750724721,residu : social,4,-1,True,0.621218,0.720016,0.670617,faible,negative,4,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2733333333333332,0.0666666666666665,-0.1266666666666666
adversaire,discaffw,-0.35,0.0066666666666667,0.0033333333333334,0.0666666666666666,0.2362953011085108,residu : social,4,1,True,0.633047,0.724948,0.6789975,faible,positive,4,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.3566666666666667,-0.0033333333333333,0.0633333333333332
adversaire,divlaw,0.0,0.0,0.0449999999999999,0.0449999999999999,0.2255352344630319,residu : social,3,1,True,0.559802,0.62869,0.594246,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.0,0.0449999999999999,0.0
adversaire,fechld,0.2333333333333333,,,-0.0633333333333333,0.1223021582733812,roles de genre (fe*),4,1,True,0.584152,0.667055,0.6256035,faible,positive,4,0,1,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,,,
adversaire,fefam,0.3166666666666667,0.1099999999999999,0.02,0.0166666666666666,0.2808283493686978,roles de genre (fe*),4,-1,True,0.615973,0.714756,0.6653644999999999,faible,negative,4,0,0,0,1,0.0,0.0,0.0,0.3333333333333333,True,True,-0.2066666666666668,-0.0899999999999999,-0.0033333333333334
adversaire,fehire,0.125,0.0775000000000001,0.0800000000000001,0.0425,0.2547781052266621,roles de genre (fe*),5,1,True,0.706846,0.780566,0.743706,faible,positive,5,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,-0.0474999999999999,0.0025000000000000022,-0.037500000000000096
adversaire,fepol,0.0,0.0,0.0,0.71,0.3323437635433822,roles de genre (fe*),2,-1,True,0.158135,0.488243,0.323189,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.71
adversaire,fepresch,0.0833333333333333,-0.0499999999999999,0.01,-0.02,0.1613576608592644,roles de genre (fe*),4,-1,True,0.611038,0.691752,0.651395,faible,negative,4,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.1333333333333332,0.0599999999999999,-0.03
adversaire,getahead,0.245,0.0,-0.07,0.075,0.2151808673543093,residu : economique,3,-1,True,0.542497,0.484676,0.5135865,intermediaire,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.245,-0.07,0.14500000000000002
adversaire,grass,0.08,0.64,0.55,0.62,0.2103088613446593,residu : social,2,1,True,0.240062,0.456011,0.34803649999999997,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.56,-0.08999999999999997,0.06999999999999995
adversaire,gunlaw,0.0,0.1,-0.56,-0.7000000000000001,0.3200860997948629,residu : social,2,1,True,0.280045,0.501219,0.390632,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.1,-0.66,-0.14
adversaire,homosex,0.15,-0.1066666666666667,0.0,0.0,0.4311153486849076,residu : social,4,-1,True,0.370054,0.656972,0.513513,intermediaire,negative,4,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2566666666666667,0.1066666666666667,0.0
adversaire,letdie1,0.0,-0.03,-0.03,0.0,0.2404293432723701,fin de vie (suicide/letdie),2,1,True,0.240062,0.472391,0.3562265,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.03,0.0,0.03
adversaire,letin1a,-0.08,0.045,0.0574999999999999,0.0574999999999999,0.3771669411458785,residu : social,5,1,True,0.729282,0.574164,0.651723,faible,positive,5,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.125,0.0124999999999999,0.0
adversaire,libcom/y,0.2499999999999999,0.25,0.0,0.66,0.1382508451070469,libertes civiles (spk/col/lib),2,-1,True,0.304856,0.440287,0.3725715,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,1.1102230246251565e-16,-0.25,0.66
adversaire,libhomo/y,0.0,0.25,0.0,0.06,0.1977983877957874,libertes civiles (spk/col/lib),2,-1,True,0.082803,0.366906,0.2248545,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.25,-0.25,0.06
adversaire,marhomo,0.0124999999999999,0.07,0.0749999999999998,0.0799999999999999,0.3973285227239894,residu : social,5,1,True,0.387555,0.776872,0.5822134999999999,faible,positive,5,1,0,0,0,0.3333333333333333,0.0,0.0,0.0,True,True,0.05750000000000011,0.004999999999999796,0.005000000000000102
adversaire,nataid/y,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.2073365404062292,depenses publiques (nat*),3,1,True,0.572726,0.249463,0.4110945,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,natarms/y,0.245,0.0,0.125,0.1149999999999999,0.3864197798387795,depenses publiques (nat*),3,-1,True,0.53604,0.632166,0.584103,faible,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.245,0.125,-0.010000000000000106
adversaire,natchld,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.2296957614631186,depenses publiques (nat*),3,1,True,0.430202,0.626069,0.5281355,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,natcity/y,-0.245,0.0,0.0399999999999999,0.0399999999999999,0.2803299529051458,depenses publiques (nat*),3,1,True,0.578537,0.589251,0.5838939999999999,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.245,0.0399999999999999,0.0
adversaire,natdrug/y,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.1424619340672041,depenses publiques (nat*),3,1,True,0.466957,0.609544,0.5382505,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,nateduc/y,-0.145,-0.06,0.0399999999999999,0.0,0.176753777700731,depenses publiques (nat*),3,1,True,0.329436,0.570324,0.44988000000000006,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.08499999999999999,0.0999999999999999,-0.0399999999999999
adversaire,natenrgy,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.3195588107826992,depenses publiques (nat*),3,1,True,0.465689,0.661231,0.5634600000000001,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,natenvir/y,-0.145,0.0,0.0449999999999999,0.0499999999999999,0.3759895697899513,depenses publiques (nat*),3,1,True,0.251234,0.66478,0.45800700000000005,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0449999999999999,0.0049999999999999975
adversaire,natfare/y,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.2528603623125595,depenses publiques (nat*),3,1,True,0.285764,0.61979,0.452777,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,natheal/y,-0.145,-0.06,0.0399999999999999,0.0,0.151122475513565,depenses publiques (nat*),3,1,True,0.297593,0.548411,0.423002,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.08499999999999999,0.0999999999999999,-0.0399999999999999
adversaire,natmass,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.2338887925803935,depenses publiques (nat*),3,1,True,0.508751,0.57178,0.5402655,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,natpark,-0.145,0.0,0.0399999999999999,0.0499999999999999,0.0917302302736124,depenses publiques (nat*),3,1,False,0.50867,0.500837,0.5047535,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.010000000000000002
adversaire,natrace/y,-0.245,0.0,-0.125,-0.06,0.4631403311086071,depenses publiques (nat*),3,1,True,0.518435,0.592345,0.55539,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.245,-0.125,0.065
adversaire,natroad,-0.145,0.0,-0.125,0.0499999999999999,-0.0092708965357833,depenses publiques (nat*),3,1,False,0.554464,0.545718,0.550091,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,-0.125,0.1749999999999999
adversaire,natsci,-0.145,0.0,0.0399999999999999,0.0,0.1851795671896218,depenses publiques (nat*),3,1,False,0.541805,0.564117,0.552961,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,-0.0399999999999999
adversaire,natsoc,-0.145,0.0,0.0399999999999999,0.0,0.051956025541013,depenses publiques (nat*),3,1,True,0.426282,0.492684,0.459483,intermediaire,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,-0.0399999999999999
adversaire,natspac/y,-0.145,0.0,0.0399999999999999,0.0399999999999999,0.0233198982982287,depenses publiques (nat*),3,1,False,0.605861,0.614039,0.60995,faible,positive,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.145,0.0399999999999999,0.0
adversaire,pillok,-0.3166666666666667,0.0333333333333334,,0.0766666666666667,0.3406022170215635,residu : social,4,1,True,0.602068,0.73565,0.6688590000000001,faible,positive,4,0,2,1,0,0.0,0.6666666666666666,0.3333333333333333,0.0,False,True,0.3500000000000001,,
adversaire,polabuse/y,0.37,0.06,0.16,0.16,0.0519921412267776,residu : social,2,-1,True,0.073972,0.164889,0.1194305,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.31,0.1,0.0
adversaire,polattak/y,0.12,0.0,0.0,0.0,0.0537690329663979,residu : social,2,-1,False,0.451739,0.412332,0.4320355,intermediaire,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.12,0.0,0.0
adversaire,polhitok/y,0.12,0.0,0.0499999999999999,0.0499999999999999,0.1673817572448065,residu : social,2,-1,True,0.478371,0.350799,0.414585,intermediaire,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.12,0.0499999999999999,0.0
adversaire,pornlaw,0.245,0.0099999999999999,-0.0199999999999999,0.015,0.1344009130045362,residu : social,3,-1,True,0.397021,0.500928,0.44897450000000005,intermediaire,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2350000000000001,-0.029999999999999798,0.0349999999999999
adversaire,prayer,0.0,0.95,0.9,0.92,0.36810551558753,residu : social,2,1,True,0.229547,0.501511,0.365529,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.95,-0.04999999999999993,0.020000000000000018
adversaire,racdif1,0.25,0.1699999999999999,0.2299999999999999,0.3999999999999999,0.6027202334517928,residu : social,2,1,True,0.307854,0.33027,0.319062,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.0800000000000001,0.06,0.17
adversaire,racdif2,0.37,0.02,0.0,0.02,0.0147351997919736,residu : social,2,-1,True,0.108744,0.134532,0.121638,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.35,-0.02,0.02
adversaire,racdif3,0.0,0.47,0.36,0.31,0.4573762676605703,residu : social,2,1,True,0.404676,0.387926,0.396301,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.47,-0.10999999999999999,-0.04999999999999999
adversaire,racdif4,0.38,0.05,0.0099999999999999,0.03,0.3620236341047644,residu : social,2,-1,True,0.211562,0.500855,0.35620850000000004,fort,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.33,-0.040000000000000105,0.0200000000000001
adversaire,sexeduc,0.4199999999999999,0.73,0.75,0.75,0.2526292219236659,residu : social,2,1,True,0.087184,0.419812,0.253498,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.3100000000000001,0.020000000000000018,0.0
adversaire,spanking,0.3166666666666667,,0.01,0.03,0.3089552454422005,residu : social,4,-1,True,0.688676,0.710898,0.6997869999999999,faible,negative,4,0,0,1,2,0.0,0.0,0.3333333333333333,0.6666666666666666,False,True,,,0.019999999999999997
adversaire,spkath/y,-0.01,0.85,0.66,0.66,0.0903831151945912,libertes civiles (spk/col/lib),2,1,True,0.225996,0.344101,0.2850485,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.86,-0.18999999999999995,0.0
adversaire,spkcom/y,0.7999999999999999,0.95,0.81,0.92,0.1330718557683973,libertes civiles (spk/col/lib),2,1,True,0.362963,0.467859,0.415411,intermediaire,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.15000000000000002,-0.1399999999999999,0.10999999999999999
adversaire,spkhomo/y,0.5399999999999999,0.92,0.77,0.77,0.0663806304354107,libertes civiles (spk/col/lib),2,1,True,0.046924,0.164889,0.1059065,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.3800000000000001,-0.15000000000000002,0.0
adversaire,suicide1,0.0,0.41,-0.03,0.5,0.2091387131258847,fin de vie (suicide/letdie),2,1,False,0.250369,0.459579,0.354974,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.41,-0.43999999999999995,0.53
adversaire,suicide2,0.0,0.05,0.0,0.05,0.2175897835948109,fin de vie (suicide/letdie),2,1,False,0.456166,0.230626,0.34339600000000003,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.05,-0.05,0.05
adversaire,suicide3,0.0,0.0,0.0,0.05,0.1839588570107768,fin de vie (suicide/letdie),2,1,False,0.442262,0.248098,0.34518,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.05
adversaire,suicide4,0.0,0.05,0.05,0.0,0.2704992632400104,fin de vie (suicide/letdie),2,1,False,0.501176,0.350799,0.42598749999999996,intermediaire,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.05,0.0,-0.05
adversaire,tax,0.245,0.0599999999999999,0.145,0.13,0.1377813411921065,residu : economique,3,-1,True,0.532328,0.412532,0.47243,intermediaire,negative,3,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.1850000000000001,0.08500000000000009,-0.014999999999999986
adversaire,xmarsex,0.3833333333333334,-0.0033333333333333,0.0033333333333333,0.0,0.1887550200803213,residu : social,4,-1,True,0.684537,0.448968,0.5667525,faible,negative,4,0,0,1,0,0.0,0.0,0.3333333333333333,0.0,True,True,-0.3866666666666667,0.0066666666666666,-0.0033333333333333
journaliste,abany,0.4499999999999999,0.2,0.79,0.8,0.5747666926699605,avortement (ab*),2,1,True,0.240062,0.409766,0.32491400000000004,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2499999999999999,0.5900000000000001,0.010000000000000009
journaliste,abdefect,0.4499999999999999,0.61,0.8,0.8200000000000001,0.2743853110282858,avortement (ab*),2,1,True,0.112987,0.446456,0.2797215,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.1600000000000001,0.19000000000000006,0.020000000000000018
journaliste,abhlth,0.4499999999999999,0.2,0.27,0.29,0.0814986564964894,avortement (ab*),2,1,True,0.069521,0.207968,0.1387445,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2499999999999999,0.07,0.019999999999999962
journaliste,abnomore,0.4499999999999999,0.2,0.0799999999999999,0.0799999999999999,0.5385643292594839,avortement (ab*),2,1,True,0.222422,0.446456,0.33443900000000004,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2499999999999999,-0.1200000000000001,0.0
journaliste,abpoor,0.4499999999999999,0.0,0.18,0.0,0.5480988703013493,avortement (ab*),2,1,True,0.189218,0.454173,0.3216955,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.4499999999999999,0.18,-0.18
journaliste,abrape,0.4499999999999999,0.2,0.8200000000000001,0.11,0.2073907139348761,avortement (ab*),2,1,True,0.065048,0.366906,0.215977,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2499999999999999,0.6200000000000001,-0.7100000000000001
journaliste,absingle,0.4499999999999999,0.2,0.8,0.09,0.5506125220305684,avortement (ab*),2,1,True,0.222422,0.438157,0.3302895,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.2499999999999999,0.6000000000000001,-0.7100000000000001
journaliste,cappun,0.03,0.0,0.66,0.66,0.3953728583398341,residu : social,2,-1,True,0.486672,0.30843,0.397551,intermediaire,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.03,0.66,0.0
journaliste,colath,0.31,0.0,0.0,0.0,0.159277397359221,libertes civiles (spk/col/lib),2,1,True,0.289522,0.446456,0.367989,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.31,0.0,0.0
journaliste,colcom/y,0.82,0.76,-0.06,0.0,0.1390959521539395,libertes civiles (spk/col/lib),2,-1,True,0.362963,0.470917,0.41694,intermediaire,negative,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,-0.05999999999999994,-0.8200000000000001,0.06
journaliste,colhomo,0.36,0.7100000000000001,0.7100000000000001,0.72,0.0736326601369506,libertes civiles (spk/col/lib),2,1,True,0.056032,0.184399,0.1202155,fort,positive,2,0,0,0,0,0.0,0.0,0.0,0.0,True,False,0.3500000000000001,0.0,0.009999999999999898
