jeu,item,k,baseline,1-MAE,1-TV,spearman,KS
Twin-2K-500,21_Q295,2,BAD item permute,0.9737609329446064,0.9737609329446064,0.9999999999999999,
Twin-2K-500,21_Q295,2,BAD camp inverse,0.9091350826044703,0.9091350826044703,-0.9999999999999999,
Twin-2K-500,22_Q295,2,BAD item permute,0.9820213799805636,0.9820213799805636,0.9999999999999999,
Twin-2K-500,22_Q295,2,BAD camp inverse,0.8862973760932945,0.8862973760932945,-0.9999999999999999,
Twin-2K-500,23_Q295,2,BAD item permute,0.9970845481049563,0.9970845481049563,0.9999999999999999,
Twin-2K-500,23_Q295,2,BAD camp inverse,0.8362487852283771,0.8362487852283771,-0.9999999999999999,
Twin-2K-500,24_Q295,2,BAD item permute,0.9820213799805636,0.9820213799805636,0.9999999999999999,
Twin-2K-500,24_Q295,2,BAD camp inverse,0.8809523809523809,0.8809523809523809,-0.9999999999999999,
Twin-2K-500,25_Q295,2,BAD item permute,0.6449059155826073,0.6449059155826073,-0.9999999999999999,
Twin-2K-500,25_Q295,2,BAD camp inverse,0.8726919339164237,0.8726919339164237,-0.9999999999999999,
Twin-2K-500,26_Q295,2,BAD item permute,0.9922254616132168,0.9922254616132168,0.9999999999999999,
Twin-2K-500,26_Q295,2,BAD camp inverse,0.8741496598639455,0.8741496598639455,-0.9999999999999999,
Twin-2K-500,27_Q295,2,BAD item permute,0.9917395529640428,0.9917395529640428,0.9999999999999999,
Twin-2K-500,27_Q295,2,BAD camp inverse,0.8624878522837707,0.8624878522837707,-0.9999999999999999,
Twin-2K-500,28_Q295,2,BAD item permute,0.5681034872420729,0.5681034872420729,-0.9999999999999999,
Twin-2K-500,28_Q295,2,BAD camp inverse,0.8503401360544217,0.8503401360544217,-0.9999999999999999,
Twin-2K-500,29_Q295,2,BAD item permute,0.7025989278904023,0.7025989278904023,-0.9999999999999999,
Twin-2K-500,29_Q295,2,BAD camp inverse,0.8746355685131195,0.8746355685131195,-0.9999999999999999,
Twin-2K-500,30_Q295,2,BAD item permute,0.4908956063628459,0.4908956063628459,-0.9999999999999999,
Twin-2K-500,30_Q295,2,BAD camp inverse,0.8770651117589893,0.8770651117589893,-0.9999999999999999,
Twin-2K-500,31_Q295,2,BAD item permute,0.8418182644820669,0.8418182644820669,-0.9999999999999999,
Twin-2K-500,31_Q295,2,BAD camp inverse,0.8401360544217688,0.8401360544217688,-0.9999999999999999,
Twin-2K-500,32_Q295,2,BAD item permute,0.9620991253644314,0.9620991253644314,0.9999999999999999,
Twin-2K-500,32_Q295,2,BAD camp inverse,0.8775510204081632,0.8775510204081632,-0.9999999999999999,
Twin-2K-500,33_Q295,2,BAD item permute,0.7521638563529004,0.7521638563529004,-0.9999999999999999,
Twin-2K-500,33_Q295,2,BAD camp inverse,0.8459669582118562,0.8459669582118562,-0.9999999999999999,
Twin-2K-500,34_Q295,2,BAD item permute,0.7368492592089166,0.7368492592089166,-0.9999999999999999,
Twin-2K-500,34_Q295,2,BAD camp inverse,0.8600583090379009,0.8600583090379009,-0.9999999999999999,
Twin-2K-500,35_Q295,2,BAD item permute,0.988256644692208,0.988256644692208,0.9999999999999999,
Twin-2K-500,35_Q295,2,BAD camp inverse,0.858600583090379,0.858600583090379,-0.9999999999999999,
Twin-2K-500,36_Q295,2,BAD item permute,0.9931972789115646,0.9931972789115646,0.9999999999999999,
Twin-2K-500,36_Q295,2,BAD camp inverse,0.8381924198250729,0.8381924198250729,-0.9999999999999999,
Twin-2K-500,37_Q295,2,BAD item permute,0.6747350102831831,0.6747350102831831,-0.9999999999999999,
Twin-2K-500,37_Q295,2,BAD camp inverse,0.8634596695821186,0.8634596695821186,-0.9999999999999999,
Twin-2K-500,38_Q295,2,BAD item permute,0.9922254616132167,0.9922254616132167,0.9999999999999999,
Twin-2K-500,38_Q295,2,BAD camp inverse,0.8683187560738581,0.8683187560738581,-0.9999999999999999,
Twin-2K-500,39_Q295,2,BAD item permute,0.9970845481049563,0.9970845481049563,0.9999999999999999,
Twin-2K-500,39_Q295,2,BAD camp inverse,0.8226433430515063,0.8226433430515063,-0.9999999999999999,
Twin-2K-500,40_Q295,2,BAD item permute,0.9980563654033042,0.9980563654033042,0.9999999999999999,
Twin-2K-500,40_Q295,2,BAD camp inverse,0.8610301263362488,0.8610301263362488,-0.9999999999999999,
