condition,libelle,appariement_exactitude,n_attaques,n_pool,exactitude_moyenne,top1,top1_bas,top1_haut,top10,top10_bas,top10_haut,rang_median,top1_hasard,top10_hasard,bits,bits_bas,bits_haut,bits_plugin,top1_verif_bits
hasard,"(a) hasard, independant entre personnes",True,2058,2058,0.5903871072238419,0.3189650145772595,0.30175886783284744,0.3368137755102041,0.5463751214771623,0.5264427842565598,0.5671700680272108,7.48,0.00048590864917395527,0.004859086491739553,4.637572794182429,4.464085584110956,4.814631042673998,3.9612416970326345,0.31896501457725945
concentre_frequents,(b) erreurs concentrees sur les items frequents (exact = rare),True,2058,2058,0.5903871072238419,0.27662293488824097,0.2580853984450924,0.2957095481049562,0.5069144800777454,0.48579008746355684,0.529324465500486,9.915,0.00048590864917395527,0.004859086491739553,4.29843531031595,4.128351711416498,4.474026032596291,3.623267047820306,0.276622934888241
concentre_rares,(c) erreurs concentrees sur les items rares (exact = frequent),True,2058,2058,0.5903871072238419,0.3158017492711371,0.297099732750243,0.3336495383867833,0.5232361516034986,0.5037241253644315,0.5430238095238095,8.9,0.00048590864917395527,0.004859086491739553,4.424632174114696,4.246793433352341,4.610088942837089,3.7539581742560815,0.315801749271137
correle_entre_personnes,"(d) erreurs correlees entre personnes (ordre fixe, hors rarete)",True,2058,2058,0.5903871072238419,0.3213896987366375,0.30322254616132166,0.34015087463556853,0.5440330417881438,0.522484693877551,0.5641861030126336,7.305,0.00048590864917395527,0.004859086491739553,4.635294611616442,4.4544504225324255,4.818713280633779,3.959201561409232,0.32138969873663753
temoin_mode_global,"(e) temoin hors appariement : modalite modale de population, AUCUNE lecture de la cible pour construire sa propre ligne",False,2058,2058,0.49901198574667965,0.0006316812439261418,0.0001457725947521866,0.0012876579203109815,0.004713313896987366,0.002040208940719145,0.007848032069970841,1067.4,0.00048590864917395527,0.004859086491739553,-0.003795483925648213,-0.002906593514072675,0.0025333288189556043,-0.6854051754359283,0.0006316812439261419
