predicteur,cible,n_items,auc_moyenne_ponderee,auc_mediane,auc_permutee_moyenne,chute_moyenne_ponderee,chute_mediane,rappel_moyen_pondere,taux_de_base_moyen,n_items_holm_retenus,n_items_bh_retenus,n_items_holm_normale_retenus,n_items_bh_normale_retenus,z_permutation_median,auc_ic_bas,auc_ic_haut,chute_ic_bas,chute_ic_haut,chute_p_bootstrap,n_tirages
P position initiale seule,chg,118,0.605966092144336,0.6025096230080493,0.5085304167313486,0.09743567541298753,0.0972892403741604,0.45150889247196224,0.3244335520343429,0,102,99,101,8.24650831707941,0.603383444463364,0.6085804007277698,0.0930319101257766,0.09993998426903604,0.0,1000
L1 logistique resumee,chg,118,0.6345981244328821,0.6201864701139874,0.5283688063541525,0.10622931807872947,0.09936690618809041,0.4556224531439495,0.3244335520343429,0,108,105,108,8.376239776409438,0.6321443681780758,0.6369807753955116,0.10218248855354929,0.10826319687065375,0.0,1000
L2 logistique complete,chg,118,0.6100226713749385,0.5893342360380045,0.5195157485741476,0.09050692280079108,0.07780572171300582,0.4254114190101696,0.3244335520343429,0,103,97,104,6.707898979191299,0.6077423382175812,0.6122862682885973,0.08633444388907312,0.09279273240403606,0.0,1000
V voisins k=25,chg,118,0.5694417442514027,0.5440428245326578,0.517721156139859,0.051720588111543515,0.02992190518688187,0.3783254062294154,0.3244335520343429,0,88,54,86,2.893139539205465,0.567047477688828,0.5719730451605065,0.048142312867692286,0.054510520646688876,0.0,1000
F foret,chg,118,0.6697585055922481,0.6529433232170901,0.5329821005827906,0.13677640500945756,0.12511348398703093,0.47781976371765167,0.3244335520343429,0,114,111,115,12.562891678537202,0.6674751997469668,0.6719421803302987,0.13211537855930994,0.13855784497001744,0.0,1000
T0 nul avec derive,chg,118,0.4798130186018578,0.47975561109339987,0.49955860671041424,-0.01974558810855638,-0.020088407937732533,0.30897586653720943,0.3244335520343429,0,0,0,0,-1.739680090650484,0.4775161184708725,0.48180685869790657,-0.022590697317508616,-0.01692420439266812,0.0,1000
T0b nul a taux commun,chg,118,0.5,0.5,0.5,0.0,0.0,0.3271010614319279,0.3244335520343429,0,0,0,0,,0.5,0.5,0.0,0.0,1.0,1000
T1 temoin de segment,chg,118,0.5448748754325446,0.5370804818436283,0.5833674165816297,-0.03849254114908489,-0.03919688618893524,0.35422731201745516,0.3244335520343429,0,0,0,0,-8.78523741164123,0.5420328255052547,0.5476539093366634,-0.03918604981312645,-0.03669762865242683,0.0,1000
