variable,libelle,role,iqr_median_mensuel,variance_mediane_mensuelle,part_inter_mediane,part_inter_min,part_inter_max,part_stable,part_stable_ic_bas,part_stable_ic_haut,retest_1_mois,retest_11_mois,ratio_iqr_au_choc_primaire,ratio_iqr_au_choc_secondaire,delta_moyenne_au_choc_primaire,chute_H,chute_H_ic_bas,chute_P,chute_F,rho_H,rho_P,chute_qui_revise_H,chute_qui_revise_V,chute_direction_H,chute_direction_L,plancher_T0b,plancher_T1,plancher_D,plancher_D_qui_revise,part_dans_le_sens_observee,part_dans_le_sens_nul,ratio_ampleur_observee_sur_nul,part_de_F_captee_par_P,part_de_H_captee_par_V_au_choc
infl1,"inflation a un an, moyenne de la densite",primaire,4.788466155529022,31.604425404215203,0.019288651921398448,-0.0016636848041468,0.0480117007150784,0.5251495593098359,0.5096577120289121,0.538697168661705,0.6585113012958966,0.2795667860202868,0.8582993895053015,1.016708632248668,-0.4964003651766822,0.6388877736847538,0.6067972296113067,0.6149443832497911,0.6380670889669836,0.6813812086762268,0.6546619402634338,0.2866990369808289,0.1400940887212564,0.1237946897692874,0.1499857569127495,0.0,-0.0902391723426572,0.003115461021927,-0.0322465146814857,0.562198649951784,0.5463837994214079,0.4312867911090995,0.9637613252320728,0.48864513183078556
infl3,"inflation a trois ans, moyenne de la densite",primaire,5.307334402963704,32.276242804588406,0.01057981697567555,-0.0116771097724649,0.0373516778546982,0.4954148348918352,0.4769864020066001,0.5140603522515989,0.6148279031346917,0.2902485072834872,0.9590978551207536,0.9287488242794562,-0.4694573411778338,0.6134908766334009,0.5828338327519497,0.5816260043306309,0.615975146106567,0.6456324743491371,0.6109224529770689,0.2380346356748006,0.1197252200578405,0.1541048171945318,0.173107750705467,2.7755575615628914e-17,-0.1016899662528552,-0.0056094584052604,-0.0340323487810039,0.5472061657032755,0.5311560693641618,0.4272737655774732,0.9442361562912905,0.5029739462848899
revenu,croissance attendue du revenu du menage,primaire,5.0,156.73907981692076,0.01964452379578565,-0.0024334010918987,0.0524672945728534,0.4621544659683265,0.4439555875174264,0.4827203619601796,0.6079534853840793,0.3763327558216924,1.0,1.0,0.4270841094943671,0.56870056476071,0.5407359049916708,0.5590030656546855,0.5615568720436599,0.6260274483368191,0.6118189434804344,0.2798557053714786,0.1738055028462998,0.1803657599176069,0.1977280466993933,0.0,-0.0829462307318595,0.0078525508540348,-0.0167588125821048,0.4145176695319962,0.4902769818529131,0.4774207367528171,0.9954522747096294,0.6210539914331622
depense,croissance attendue de la depense du menage,primaire,8.0,155.34746113156183,0.00557186690153495,-0.0191579222507683,0.0308953938039302,0.3606500652850511,0.344361976355395,0.381114008018773,0.5143100610941975,0.2643212951001341,1.0,1.0,-0.2909186394917711,0.5200013511301497,0.4929683687798919,0.4890370134399897,0.5258685254898599,0.5456776948096983,0.5127836182221643,0.2663476778742497,0.118739520205699,0.2121681829801078,0.2074018463004275,2.7755575615628914e-17,-0.110921438529008,0.0423804554744775,-0.0419195414020163,0.5248091603053435,0.5270610687022901,0.5538120690065983,0.9299606075196064,0.44580647803417045
logement,variation attendue du prix du logement,primaire,9.0,119.58324908861678,0.03692831672864945,0.0053459873938941,0.1125471471885207,0.4823631227123358,0.4654421875248395,0.498697719235202,0.594349895830965,0.2994285356141186,1.125,1.125,-0.2633988760001218,0.5548995606597358,0.5265991497654384,0.5335624512772328,0.549481663211271,0.6224176057047286,0.5924010723463471,0.2401395516136082,0.1102265425803161,0.2321039185547765,0.2367251147048339,2.7755575615628914e-17,-0.0851338644063616,0.0412426155023579,-0.0024093301522547,0.5038167938931297,0.5156488549618321,0.5038125228034548,0.9710286748405699,0.45901036226499636
perte_emploi,probabilite de perdre son emploi,primaire,14.0,352.74227692379,0.010292715849889,-0.0167435304496746,0.0505675564969116,0.559020228321664,0.5404746035687499,0.5798070690718495,0.7291038214262165,0.5133179450141426,1.0555555555555556,0.9473684210526316,-1.427286121967864,0.7074053531685753,0.6601597582665973,0.6885289878742626,0.6945436275371162,0.7555353679549226,0.73540886701037,0.2654508789062499,0.1755552490234374,0.1079277810709345,0.1146339656194427,0.0,-0.1187277166656992,0.0186393058962284,-0.0502507568359374,0.4875,0.4985624999999999,0.5108999277957276,0.9913401557160898,0.6613474016239319
chomage,probabilite que le chomage augmente,primaire,35.0,567.6098301553744,0.016001526122749903,-0.0044016472766946,0.0874147668308599,0.4765687305069433,0.4641056903342873,0.48653326568713,0.5985894856551972,0.2408405965027301,0.92,1.162790697674419,-3.935409885040244,0.5936764926998725,0.5647074139009415,0.553086632696217,0.5882340179262181,0.6392754181026347,0.5960426746897003,0.1644098375851514,0.060789300540171,0.1359869711833231,0.1348246883302677,5.551115123125783e-17,-0.1039359507385253,0.0763066128473205,-0.0694404357719795,0.6186844613918017,0.5676072449952335,0.4466249292158001,0.9402493154783688,0.369742476685356
infl1_var,"incertitude d'inflation, variance de la densite",secondaire,17.49142263829708,877.2066218266089,0.11876666203589745,0.0546238665327177,0.1981959871328892,0.6161313843480897,0.5995218131988749,0.6299025411290631,0.691341560281408,0.3576043658786091,0.7783711535825574,0.907199285518416,-2.12057017602735,0.6027426564246732,0.5734268400874041,0.6135308960171739,0.5893591595664807,0.7096539841208341,0.7078438674263972,0.3738720605411356,0.1710598418401886,0.1034705294705294,0.0968751574512444,-5.551115123125783e-17,-0.0534160177934203,0.0722706710035684,0.0196542113955409,0.6162005785920925,0.5827772420443587,0.4314783303021294,1.041013592574812,0.45753577197664813
infl1_point,prevision ponctuelle d'inflation a un an,secondaire,6.0,129.4206522743179,0.05372690586182105,0.0127863664637368,0.1327676564107849,0.4654011566228526,0.447119040280062,0.4825846965574462,0.6325737143556087,0.2921730262065117,0.75,1.3333333333333333,-0.5694133532966257,0.5642760518408545,0.5318164444685204,0.5594611049945599,0.5673752610988689,0.6510207446261256,0.6353485955227088,0.2834886426085364,0.1388933412712951,0.2139540015301608,0.2185988766865639,0.0,-0.0688537638871667,0.0458932297716463,0.0027268913720461,0.5368421052631579,0.5291291866028708,0.434382368063237,0.9860512844903015,0.4899432301529273
