volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_pool,n_attaques,candidat_top1,baseline_top1,baseline_ic_bas,baseline_ic_haut,hasard,note,n_items,ic_clopper_pearson_bas,ic_clopper_pearson_haut,succes_arrondis,p_binomial_exact_superieur_au_hasard,convention,fpr_cible,n_permutations,temoin_permutation_min,temoin_permutation_max,tpr_naif,tpr_fort,n_paires,n_tirages,n_tirages_degeneres,part_tirages_rho_egal_1,ecart_type_z,percentile_loi_nulle_2_5,percentile_loi_nulle_50,percentile_loi_nulle_97_5,n_configurations,graine,n_graines,borne_basse_min,borne_basse_max,borne_haute_min,borne_haute_max
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,26.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,39.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_min,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_max,0.017978620019436346,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.01749271137026239,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp_PUBLIE,0.042759961127308066,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.042759961127308066,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,88.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,4.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_min,0.042759961127308066,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_max,0.043245869776482024,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_etendue,0.0004859086491739578,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),temoin_permutation_lignes_top1_monde_ferme,0.0001943634596695821,,,2058.0,2058.0,,,,,0.00048590864917395527,"tirages d'une LOI NULLE (lien personne-a-personne casse, tout le reste identique), PAS un intervalle de confiance",60.0,,,,,,,5.0,0.0,0.00048590864917395527,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),top1_monde_ferme,0.021039844509232266,0.015402696793002914,0.027284378036929055,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),auc_monde_ouvert,0.012802677644707751,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0009830903790087463,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,1.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_np_interp_PUBLIE,0.0019814509654793593,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.001943634596695821,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00826044703595724,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,17.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,4.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_min,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_max,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_etendue,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),top1_monde_ferme,0.007774538386783284,0.004373177842565598,0.011661807580174927,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),auc_monde_ouvert,0.005144304007872759,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,3.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp_PUBLIE,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,1.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,3.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_min,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_max,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,A-LLR (hors pli),temoin_permutation_lignes_top1_monde_ferme,0.0005830903790087463,,,2058.0,2058.0,,,,,0.00048590864917395527,"tirages d'une LOI NULLE (lien personne-a-personne casse, tout le reste identique), PAS un intervalle de confiance",60.0,,,,,,,5.0,0.0,0.001943634596695821,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif -> A-LLR,ecart_tpr_a_fpr_0_1pct_fort_moins_naif,-0.0009830903790087463,,,2058.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.001,,,,0.0009830903790087463,0.0,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,comparateur demographique,naif -> A-LLR,ecart_tpr_a_fpr_1pct_fort_moins_naif,-0.001495542316305404,,,2058.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.01,,,,0.0019814509654793593,0.00048590864917395527,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,JSON Persona - GPT4.1 vs comparateur demographique,A-LLR (hors pli),controle_interpretabilite_passe,1.0,0.21524538386783285,0.2497691933916423,2058.0,,0.23226433430515064,0.007774538386783284,0.004373177842565598,0.011661807580174927,0.00048590864917395527,"meme regle de decision que c7_controle_interpretabilite, candidat ET comparateur sous la MEME attaque et le MEME bassin ; en monde ferme, seul regime ou l'indicatrice par personne existe",,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),top1_monde_ferme,0.0010447035957240039,0.0,0.0025024295432458698,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),auc_monde_ouvert,0.0003098907201364511,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_np_interp_PUBLIE,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_min,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_max,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_etendue,,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),top1_monde_ferme,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),auc_monde_ouvert,0.0012686040680328775,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,3.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
