volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_pool,n_attaques,candidat_top1,baseline_top1,baseline_ic_bas,baseline_ic_haut,hasard,note,n_items,ic_clopper_pearson_bas,ic_clopper_pearson_haut,succes_arrondis,p_binomial_exact_superieur_au_hasard,convention,fpr_cible,n_permutations,temoin_permutation_min,temoin_permutation_max,tpr_naif,tpr_fort,n_paires,n_tirages,n_tirages_degeneres,part_tirages_rho_egal_1,ecart_type_z,percentile_loi_nulle_2_5,percentile_loi_nulle_50,percentile_loi_nulle_97_5,n_configurations,graine,n_graines,borne_basse_min,borne_basse_max,borne_haute_min,borne_haute_max
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,179.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,185.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_max,0.17395437262357413,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.1730038022813688,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp_PUBLIE,0.29060836501901144,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.2908745247148289,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,10.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,306.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,34.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_min,0.2785171102661597,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_max,0.30798479087452474,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_etendue,0.02946768060836502,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,A-LLR (hors pli),temoin_permutation_lignes_top1_monde_ferme,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,"tirages d'une LOI NULLE (lien personne-a-personne casse, tout le reste identique), PAS un intervalle de confiance",177.0,,,,,,,5.0,0.0,0.0019011406844106464,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,naif -> A-LLR,ecart_tpr_a_fpr_0_1pct_fort_moins_naif,0.16404182509505705,,,1052.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.001,,,,0.0,0.16404182509505705,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,comparateur demographique,naif -> A-LLR,ecart_tpr_a_fpr_1pct_fort_moins_naif,0.29060836501901144,,,1052.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.01,,,,0.0,0.29060836501901144,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,Meilleur agent (composite) vs comparateur demographique,A-LLR (hors pli),controle_interpretabilite_passe,1.0,0.8849809885931559,0.9211026615969582,1052.0,,0.9039923954372624,0.8517110266159695,0.8307984790874525,0.8726235741444867,0.0009505703422053232,"meme regle de decision que c7_controle_interpretabilite, candidat ET comparateur sous la MEME attaque et le MEME bassin ; en monde ferme, seul regime ou l'indicatrice par personne existe",,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),top1_monde_ferme,0.005703422053231939,0.0019011406844106464,0.010456273764258554,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),auc_monde_ouvert,0.002204293108184302,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,2.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_np_interp_PUBLIE,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.006653992395437262,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_fp_absolus,7.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_min,,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_max,,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_etendue,,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),top1_monde_ferme,0.010456273764258554,0.004752851711026616,0.017110266159695818,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),auc_monde_ouvert,0.005200125778889387,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,1.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,2.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp_PUBLIE,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,10.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.0009505703422053232,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,3.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_min,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_max,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_etendue,0.0,,,1052.0,1052.0,,,,,0.0009505703422053232,,177.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),A-LLR (hors pli),temoin_permutation_lignes_top1_monde_ferme,0.0005703422053231939,,,1052.0,1052.0,,,,,0.0009505703422053232,"tirages d'une LOI NULLE (lien personne-a-personne casse, tout le reste identique), PAS un intervalle de confiance",177.0,,,,,,,5.0,0.0,0.0019011406844106464,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif -> A-LLR,ecart_tpr_a_fpr_0_1pct_fort_moins_naif,0.0,,,1052.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.001,,,,0.0,0.0,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,PMM k=10 (ajout declare),naif -> A-LLR,ecart_tpr_a_fpr_1pct_fort_moins_naif,0.0,,,1052.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.01,,,,0.0,0.0,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Park GSS,Meilleur agent (composite) vs PMM k=10 (ajout declare),A-LLR (hors pli),controle_interpretabilite_passe,1.0,0.8849809885931559,0.9211026615969582,1052.0,,0.9039923954372624,0.010456273764258554,0.004752851711026616,0.017110266159695818,0.0009505703422053232,"meme regle de decision que c7_controle_interpretabilite, candidat ET comparateur sous la MEME attaque et le MEME bassin ; en monde ferme, seul regime ou l'indicatrice par personne existe",,,,,,,,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),top1_monde_ferme,0.20702137998056366,0.19059706025267248,0.2244940476190476,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),auc_monde_ouvert,0.1489843612024846,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.00928862973760933,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.00923226433430515,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,19.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_n_seuils_a_moins_de_1_5_fp,4.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_min,0.003887269193391642,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_max,0.01020408163265306,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.006316812439261419,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_np_interp_PUBLIE,0.030408163265306123,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.029640427599611274,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,61.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,1.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_min,0.030612244897959183,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_max,0.030612244897959183,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,naif (Hamming),tpr_a_fpr_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),top1_monde_ferme,0.23226433430515064,0.21524538386783285,0.2497691933916423,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),auc_monde_ouvert,0.1769042755238983,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp_PUBLIE,0.010112730806608359,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1d TPR en escalier,Twin,JSON Persona - GPT4.1,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.012633624878522837,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
