condition,item,classe_norc,seuil,n,masse_humaine,masse_predite,cellules_minoritaires,minorites_justes,cellules_predites_minoritaires,rappel_item,perimetre
B1 argmax,nateduc/y,temoin,0.200000,150,0.060000,0.026667,9,1,4,0.111111,150
B1 argmax,natrace/y,sensible,0.200000,150,0.193333,0.213333,29,15,32,0.517241,150
B1 argmax,natarms/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,nataid/y,temoin,0.200000,150,0.060000,0.013333,9,0,2,0.000000,150
B1 argmax,natfare/y,mixte,0.200000,150,0.066667,0.040000,10,1,6,0.100000,150
B1 argmax,natroad,sensible,0.200000,150,0.046667,0.006667,7,0,1,0.000000,150
B1 argmax,natsoc,temoin,0.200000,150,0.033333,0.000000,5,0,0,0.000000,150
B1 argmax,natmass,temoin,0.200000,150,0.066667,0.020000,10,0,3,0.000000,150
B1 argmax,natpark,temoin,0.200000,150,0.073333,0.000000,11,0,0,0.000000,150
B1 argmax,natchld,sensible,0.200000,150,0.080000,0.020000,12,1,3,0.083333,150
B1 argmax,natsci,temoin,0.200000,150,0.120000,0.013333,18,0,2,0.000000,150
B1 argmax,natenrgy,temoin,0.200000,150,0.153333,0.086667,23,6,13,0.260870,150
B1 argmax,uswary,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,prayer,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,courts,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,discaffw,non teste,0.200000,150,0.306667,0.160000,46,6,24,0.130435,150
B1 argmax,discaffm,non teste,0.200000,150,0.080000,0.046667,12,2,7,0.166667,150
B1 argmax,fehire,non teste,0.200000,150,0.406667,0.293333,61,11,44,0.180328,150
B1 argmax,fechld,temoin,0.200000,150,0.173333,0.053333,26,2,8,0.076923,150
B1 argmax,fepresch,investiguer,0.200000,150,0.053333,0.013333,8,1,2,0.125000,150
B1 argmax,fefam,investiguer,0.200000,150,0.086667,0.040000,13,1,6,0.076923,150
B1 argmax,fepol,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,mobile16,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,incom16,temoin,0.200000,150,0.226667,0.093333,34,4,14,0.117647,150
B1 argmax,dwelown16,non teste,0.200000,150,0.040000,0.000000,6,0,0,0.000000,150
B1 argmax,divorced,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,posslq/y,temoin,0.200000,150,0.233333,0.053333,35,3,8,0.085714,150
B1 argmax,wrkstat,temoin,0.200000,150,0.593333,0.480000,89,24,72,0.269663,150
B1 argmax,evwork,temoin,0.200000,150,0.106667,0.020000,16,2,3,0.125000,150
B1 argmax,wrkgovt1,non teste,0.200000,150,0.160000,0.026667,24,3,4,0.125000,150
B1 argmax,wrkgovt2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,partfull,non teste,0.200000,150,0.180000,0.126667,27,6,19,0.222222,150
B1 argmax,wksub1,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,wksup1,non teste,0.200000,150,0.180000,0.113333,27,8,17,0.296296,150
B1 argmax,conarmy,investiguer,0.200000,150,0.066667,0.073333,10,5,11,0.500000,150
B1 argmax,conbus,temoin,0.200000,150,0.153333,0.013333,23,0,2,0.000000,150
B1 argmax,conclerg,temoin,0.200000,150,0.120000,0.033333,18,1,5,0.055556,150
B1 argmax,coneduc,sensible,0.200000,150,0.173333,0.040000,26,2,6,0.076923,150
B1 argmax,confed,temoin,0.200000,150,0.153333,0.026667,23,2,4,0.086957,150
B1 argmax,confinan,temoin,0.200000,150,0.140000,0.033333,21,1,5,0.047619,150
B1 argmax,conjudge,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,conlabor,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,conlegis,sensible,0.200000,150,0.093333,0.013333,14,0,2,0.000000,150
B1 argmax,conmedic,sensible,0.200000,150,0.086667,0.020000,13,0,3,0.000000,150
B1 argmax,conpress,temoin,0.200000,150,0.106667,0.033333,16,0,5,0.000000,150
B1 argmax,consci,temoin,0.200000,150,0.086667,0.053333,13,2,8,0.153846,150
B1 argmax,contv,temoin,0.200000,150,0.066667,0.006667,10,0,1,0.000000,150
B1 argmax,joblose,non teste,0.200000,150,0.213333,0.033333,32,0,5,0.000000,150
B1 argmax,jobfind,temoin,0.200000,150,0.066667,0.040000,10,1,6,0.100000,150
B1 argmax,happy,temoin,0.200000,150,0.180000,0.046667,27,1,7,0.037037,150
B1 argmax,hapmar,non teste,0.200000,150,0.346667,0.233333,52,7,35,0.134615,150
B1 argmax,satjob,temoin,0.200000,150,0.266667,0.160000,40,5,24,0.125000,150
B1 argmax,spdeg*,non teste,0.200000,150,0.413333,0.300000,62,9,45,0.145161,150
B1 argmax,spjew,non teste,0.200000,150,0.286667,0.120000,43,7,18,0.162791,150
B1 argmax,spfund,non teste,0.200000,150,0.260000,0.180000,39,8,27,0.205128,150
B1 argmax,unemp,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,union1,non teste,0.200000,150,0.046667,0.006667,7,0,1,0.000000,150
B1 argmax,spkath/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,colath,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,spkrac/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,colrac,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,librac/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,spkcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,colcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,libcom/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,spkhomo/y,non teste,0.200000,150,0.080000,0.006667,12,0,1,0.000000,150
B1 argmax,colhomo,non teste,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B1 argmax,libhomo/y,non teste,0.200000,150,0.140000,0.020000,21,0,3,0.000000,150
B1 argmax,cappun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,polhitok/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,polabuse/y,sensible,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B1 argmax,polattak/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,grass,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,gunlaw,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,owngun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,hunt1,non teste,0.200000,150,0.080000,0.006667,12,0,1,0.000000,150
B1 argmax,class,non teste,0.200000,150,0.206667,0.153333,31,13,23,0.419355,150
B1 argmax,satfin,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,finalter,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,finrela,temoin,0.200000,150,0.293333,0.213333,44,16,32,0.363636,150
B1 argmax,racdif1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,racdif2,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B1 argmax,racdif3,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,racdif4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,wlthwhts,non teste,0.200000,150,0.166667,0.033333,25,0,5,0.000000,150
B1 argmax,wlthblks,non teste,0.200000,150,0.153333,0.026667,23,0,4,0.000000,150
B1 argmax,wlthhsps,non teste,0.200000,150,0.146667,0.020000,22,0,3,0.000000,150
B1 argmax,racwork,temoin,0.200000,150,0.153333,0.040000,23,0,6,0.000000,150
B1 argmax,letin1a,temoin,0.200000,150,0.346667,0.186667,52,6,28,0.115385,150
B1 argmax,getahead,non teste,0.200000,150,0.060000,0.013333,9,0,2,0.000000,150
B1 argmax,aged,non teste,0.200000,150,0.073333,0.006667,11,1,1,0.090909,150
B1 argmax,parsol,temoin,0.200000,150,0.253333,0.160000,38,7,24,0.184211,150
B1 argmax,kidssol,non teste,0.200000,150,0.473333,0.340000,71,14,51,0.197183,150
B1 argmax,spanking,temoin,0.200000,150,0.173333,0.126667,26,8,19,0.307692,150
B1 argmax,divlaw,non teste,0.200000,150,0.153333,0.033333,23,3,5,0.130435,150
B1 argmax,sexeduc,temoin,0.200000,150,0.146667,0.006667,22,0,1,0.000000,150
B1 argmax,pillok,investiguer,0.200000,150,0.300000,0.200000,45,9,30,0.200000,150
B1 argmax,xmarsex,sensible,0.200000,150,0.200000,0.053333,30,1,8,0.033333,150
B1 argmax,homosex,temoin,0.200000,150,0.213333,0.040000,32,0,6,0.000000,150
B1 argmax,marhomo,temoin,0.200000,150,0.506667,0.286667,76,14,43,0.184211,150
B1 argmax,discaff,temoin,0.200000,150,0.100000,0.053333,15,2,8,0.133333,150
B1 argmax,abdefect,temoin,0.200000,150,0.180000,0.040000,27,5,6,0.185185,150
B1 argmax,abnomore,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,abhlth,temoin,0.200000,150,0.093333,0.006667,14,1,1,0.071429,150
B1 argmax,abpoor,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,abrape,investiguer,0.200000,150,0.106667,0.006667,16,1,1,0.062500,150
B1 argmax,absingle,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,abany,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,letdie1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,suicide1,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,suicide2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,suicide3,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,suicide4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,pornlaw,temoin,0.200000,150,0.106667,0.013333,16,1,2,0.062500,150
B1 argmax,fair,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,helpful,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,trust,non teste,0.200000,150,0.166667,0.080000,25,4,12,0.160000,150
B1 argmax,tax,non teste,0.200000,150,0.033333,0.000000,5,0,0,0.000000,150
B1 argmax,vote16,sensible,0.200000,150,0.120000,0.106667,18,10,16,0.555556,150
B1 argmax,pres16,temoin,0.200000,150,0.046667,0.020000,7,0,3,0.000000,150
B1 argmax,if16who,investiguer,0.200000,150,0.180000,0.173333,27,13,26,0.481481,150
B1 argmax,news,investiguer,0.200000,150,0.200000,0.133333,30,7,20,0.233333,150
B1 argmax,jew,non teste,0.200000,150,0.293333,0.053333,44,5,8,0.113636,150
B1 argmax,relig16*,non teste,0.200000,150,0.193333,0.153333,29,8,23,0.275862,150
B1 argmax,jew16*,non teste,0.200000,150,0.266667,0.020000,40,2,3,0.050000,150
B1 argmax,attend,sensible,0.200000,150,0.553333,0.166667,83,4,25,0.048193,150
B1 argmax,pray,investiguer,0.200000,150,0.460000,0.213333,69,3,32,0.043478,150
B1 argmax,postlife,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,bible,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,reborn,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,savesoul,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,granborn,non teste,0.200000,150,0.220000,0.040000,33,1,6,0.030303,150
B1 argmax,uscitzn*,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B1 argmax,fucitzn,non teste,0.200000,150,0.026667,0.006667,4,0,1,0.000000,150
B1 argmax,mnthsusa,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B1 argmax,income,non teste,0.200000,150,0.526667,0.193333,79,7,29,0.088608,150
B1 argmax,othlang,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,health,temoin,0.200000,150,0.206667,0.060000,31,1,9,0.032258,150
B1 argmax,compuse*,temoin,0.200000,150,0.026667,0.000000,4,0,0,0.000000,150
B1 argmax,webmob,non teste,0.200000,150,0.040000,0.000000,6,0,0,0.000000,150
B1 argmax,xmovie,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B1 argmax,usewww*,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B1 argmax,life,temoin,0.200000,150,0.060000,0.013333,9,1,2,0.111111,150
B1 argmax,richwork,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,natspac/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,natenvir/y,temoin,0.200000,150,0.093333,0.060000,14,5,9,0.357143,150
B2 argmax,natheal/y,mixte,0.200000,150,0.046667,0.006667,7,0,1,0.000000,150
B2 argmax,natcity/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,natdrug/y,temoin,0.200000,150,0.093333,0.013333,14,2,2,0.142857,150
B2 argmax,nateduc/y,temoin,0.200000,150,0.060000,0.006667,9,0,1,0.000000,150
B2 argmax,natrace/y,sensible,0.200000,150,0.193333,0.146667,29,11,22,0.379310,150
B2 argmax,natarms/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,nataid/y,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B2 argmax,natfare/y,mixte,0.200000,150,0.066667,0.026667,10,1,4,0.100000,150
B2 argmax,natroad,sensible,0.200000,150,0.046667,0.000000,7,0,0,0.000000,150
B2 argmax,natsoc,temoin,0.200000,150,0.033333,0.000000,5,0,0,0.000000,150
B2 argmax,natmass,temoin,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B2 argmax,natpark,temoin,0.200000,150,0.073333,0.000000,11,0,0,0.000000,150
B2 argmax,natchld,sensible,0.200000,150,0.080000,0.000000,12,0,0,0.000000,150
B2 argmax,natsci,temoin,0.200000,150,0.120000,0.006667,18,0,1,0.000000,150
B2 argmax,natenrgy,temoin,0.200000,150,0.153333,0.093333,23,8,14,0.347826,150
B2 argmax,uswary,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,prayer,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,courts,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,discaffw,non teste,0.200000,150,0.306667,0.026667,46,2,4,0.043478,150
B2 argmax,discaffm,non teste,0.200000,150,0.080000,0.020000,12,1,3,0.083333,150
B2 argmax,fehire,non teste,0.200000,150,0.406667,0.133333,61,9,20,0.147541,150
B2 argmax,fechld,temoin,0.200000,150,0.173333,0.000000,26,0,0,0.000000,150
B2 argmax,fepresch,investiguer,0.200000,150,0.053333,0.000000,8,0,0,0.000000,150
B2 argmax,fefam,investiguer,0.200000,150,0.086667,0.006667,13,1,1,0.076923,150
B2 argmax,fepol,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,mobile16,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,incom16,temoin,0.200000,150,0.226667,0.020000,34,1,3,0.029412,150
B2 argmax,dwelown16,non teste,0.200000,150,0.040000,0.000000,6,0,0,0.000000,150
B2 argmax,divorced,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,posslq/y,temoin,0.200000,150,0.233333,0.000000,35,0,0,0.000000,150
B2 argmax,wrkstat,temoin,0.200000,150,0.593333,0.420000,89,36,63,0.404494,150
B2 argmax,evwork,temoin,0.200000,150,0.106667,0.000000,16,0,0,0.000000,150
B2 argmax,wrkgovt1,non teste,0.200000,150,0.160000,0.000000,24,0,0,0.000000,150
B2 argmax,wrkgovt2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,partfull,non teste,0.200000,150,0.180000,0.013333,27,2,2,0.074074,150
B2 argmax,wksub1,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,wksup1,non teste,0.200000,150,0.180000,0.026667,27,3,4,0.111111,150
B2 argmax,conarmy,investiguer,0.200000,150,0.066667,0.026667,10,3,4,0.300000,150
B2 argmax,conbus,temoin,0.200000,150,0.153333,0.013333,23,1,2,0.043478,150
B2 argmax,conclerg,temoin,0.200000,150,0.120000,0.006667,18,1,1,0.055556,150
B2 argmax,coneduc,sensible,0.200000,150,0.173333,0.046667,26,5,7,0.192308,150
B2 argmax,confed,temoin,0.200000,150,0.153333,0.020000,23,2,3,0.086957,150
B2 argmax,confinan,temoin,0.200000,150,0.140000,0.026667,21,3,4,0.142857,150
B2 argmax,conjudge,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,conlabor,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,conlegis,sensible,0.200000,150,0.093333,0.000000,14,0,0,0.000000,150
B2 argmax,conmedic,sensible,0.200000,150,0.086667,0.006667,13,1,1,0.076923,150
B2 argmax,conpress,temoin,0.200000,150,0.106667,0.000000,16,0,0,0.000000,150
B2 argmax,consci,temoin,0.200000,150,0.086667,0.006667,13,1,1,0.076923,150
B2 argmax,contv,temoin,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B2 argmax,joblose,non teste,0.200000,150,0.213333,0.020000,32,0,3,0.000000,150
B2 argmax,jobfind,temoin,0.200000,150,0.066667,0.006667,10,1,1,0.100000,150
B2 argmax,happy,temoin,0.200000,150,0.180000,0.000000,27,0,0,0.000000,150
B2 argmax,hapmar,non teste,0.200000,150,0.346667,0.106667,52,8,16,0.153846,150
B2 argmax,satjob,temoin,0.200000,150,0.266667,0.100000,40,7,15,0.175000,150
B2 argmax,spdeg*,non teste,0.200000,150,0.413333,0.120000,62,6,18,0.096774,150
B2 argmax,spjew,non teste,0.200000,150,0.286667,0.006667,43,0,1,0.000000,150
B2 argmax,spfund,non teste,0.200000,150,0.260000,0.046667,39,2,7,0.051282,150
B2 argmax,unemp,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,union1,non teste,0.200000,150,0.046667,0.000000,7,0,0,0.000000,150
B2 argmax,spkath/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,colath,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,spkrac/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,colrac,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,librac/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,spkcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,colcom/y,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,libcom/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,spkhomo/y,non teste,0.200000,150,0.080000,0.000000,12,0,0,0.000000,150
B2 argmax,colhomo,non teste,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B2 argmax,libhomo/y,non teste,0.200000,150,0.140000,0.006667,21,1,1,0.047619,150
B2 argmax,cappun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,polhitok/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,polabuse/y,sensible,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B2 argmax,polattak/y,sensible,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,grass,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,gunlaw,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,owngun,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,hunt1,non teste,0.200000,150,0.080000,0.000000,12,0,0,0.000000,150
B2 argmax,class,non teste,0.200000,150,0.206667,0.066667,31,8,10,0.258065,150
B2 argmax,satfin,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,finalter,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,finrela,temoin,0.200000,150,0.293333,0.053333,44,2,8,0.045455,150
B2 argmax,racdif1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,racdif2,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B2 argmax,racdif3,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,racdif4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,wlthwhts,non teste,0.200000,150,0.166667,0.000000,25,0,0,0.000000,150
B2 argmax,wlthblks,non teste,0.200000,150,0.153333,0.000000,23,0,0,0.000000,150
B2 argmax,wlthhsps,non teste,0.200000,150,0.146667,0.000000,22,0,0,0.000000,150
B2 argmax,racwork,temoin,0.200000,150,0.153333,0.006667,23,1,1,0.043478,150
B2 argmax,letin1a,temoin,0.200000,150,0.346667,0.086667,52,5,13,0.096154,150
B2 argmax,getahead,non teste,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B2 argmax,aged,non teste,0.200000,150,0.073333,0.000000,11,0,0,0.000000,150
B2 argmax,parsol,temoin,0.200000,150,0.253333,0.040000,38,1,6,0.026316,150
B2 argmax,kidssol,non teste,0.200000,150,0.473333,0.093333,71,5,14,0.070423,150
B2 argmax,spanking,temoin,0.200000,150,0.173333,0.046667,26,4,7,0.153846,150
B2 argmax,divlaw,non teste,0.200000,150,0.153333,0.053333,23,3,8,0.130435,150
B2 argmax,sexeduc,temoin,0.200000,150,0.146667,0.013333,22,0,2,0.000000,150
B2 argmax,pillok,investiguer,0.200000,150,0.300000,0.113333,45,11,17,0.244444,150
B2 argmax,xmarsex,sensible,0.200000,150,0.200000,0.093333,30,6,14,0.200000,150
B2 argmax,homosex,temoin,0.200000,150,0.213333,0.013333,32,1,2,0.031250,150
B2 argmax,marhomo,temoin,0.200000,150,0.506667,0.273333,76,22,41,0.289474,150
B2 argmax,discaff,temoin,0.200000,150,0.100000,0.013333,15,1,2,0.066667,150
B2 argmax,abdefect,temoin,0.200000,150,0.180000,0.093333,27,11,14,0.407407,150
B2 argmax,abnomore,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,abhlth,temoin,0.200000,150,0.093333,0.000000,14,0,0,0.000000,150
B2 argmax,abpoor,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,abrape,investiguer,0.200000,150,0.106667,0.053333,16,8,8,0.500000,150
B2 argmax,absingle,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,abany,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,letdie1,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,suicide1,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,suicide2,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,suicide3,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,suicide4,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,pornlaw,temoin,0.200000,150,0.106667,0.000000,16,0,0,0.000000,150
B2 argmax,fair,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,helpful,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,trust,non teste,0.200000,150,0.166667,0.060000,25,7,9,0.280000,150
B2 argmax,tax,non teste,0.200000,150,0.033333,0.000000,5,0,0,0.000000,150
B2 argmax,vote16,sensible,0.200000,150,0.120000,0.000000,18,0,0,0.000000,150
B2 argmax,pres16,temoin,0.200000,150,0.046667,0.000000,7,0,0,0.000000,150
B2 argmax,if16who,investiguer,0.200000,150,0.180000,0.000000,27,0,0,0.000000,150
B2 argmax,news,investiguer,0.200000,150,0.200000,0.060000,30,5,9,0.166667,150
B2 argmax,jew,non teste,0.200000,150,0.293333,0.006667,44,0,1,0.000000,150
B2 argmax,relig16*,non teste,0.200000,150,0.193333,0.066667,29,3,10,0.103448,150
B2 argmax,jew16*,non teste,0.200000,150,0.266667,0.000000,40,0,0,0.000000,150
B2 argmax,attend,sensible,0.200000,150,0.553333,0.193333,83,10,29,0.120482,150
B2 argmax,pray,investiguer,0.200000,150,0.460000,0.060000,69,4,9,0.057971,150
B2 argmax,postlife,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,bible,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,reborn,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,savesoul,investiguer,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,granborn,non teste,0.200000,150,0.220000,0.000000,33,0,0,0.000000,150
B2 argmax,uscitzn*,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B2 argmax,fucitzn,non teste,0.200000,150,0.026667,0.000000,4,0,0,0.000000,150
B2 argmax,mnthsusa,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B2 argmax,income,non teste,0.200000,150,0.526667,0.000000,79,0,0,0.000000,150
B2 argmax,othlang,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,health,temoin,0.200000,150,0.206667,0.000000,31,0,0,0.000000,150
B2 argmax,compuse*,temoin,0.200000,150,0.026667,0.000000,4,0,0,0.000000,150
B2 argmax,webmob,non teste,0.200000,150,0.040000,0.000000,6,0,0,0.000000,150
B2 argmax,xmovie,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B2 argmax,usewww*,non teste,0.200000,150,0.013333,0.000000,2,0,0,0.000000,150
B2 argmax,life,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B2 argmax,richwork,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,natspac/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,natenvir/y,temoin,0.200000,150,0.093333,0.053333,14,2,8,0.142857,150
B3 foret,natheal/y,mixte,0.200000,150,0.046667,0.000000,7,0,0,0.000000,150
B3 foret,natcity/y,mixte,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,natdrug/y,temoin,0.200000,150,0.093333,0.000000,14,0,0,0.000000,150
B3 foret,nateduc/y,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B3 foret,natrace/y,sensible,0.200000,150,0.193333,0.160000,29,12,24,0.413793,150
B3 foret,natarms/y,temoin,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,nataid/y,temoin,0.200000,150,0.060000,0.000000,9,0,0,0.000000,150
B3 foret,natfare/y,mixte,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B3 foret,natroad,sensible,0.200000,150,0.046667,0.000000,7,0,0,0.000000,150
B3 foret,natsoc,temoin,0.200000,150,0.033333,0.000000,5,0,0,0.000000,150
B3 foret,natmass,temoin,0.200000,150,0.066667,0.000000,10,0,0,0.000000,150
B3 foret,natpark,temoin,0.200000,150,0.073333,0.000000,11,0,0,0.000000,150
B3 foret,natchld,sensible,0.200000,150,0.080000,0.000000,12,0,0,0.000000,150
B3 foret,natsci,temoin,0.200000,150,0.120000,0.000000,18,0,0,0.000000,150
B3 foret,natenrgy,temoin,0.200000,150,0.153333,0.033333,23,3,5,0.130435,150
B3 foret,uswary,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,prayer,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
B3 foret,courts,non teste,0.200000,150,0.000000,0.000000,0,0,0,,150
