condition,personnes,cellules_rares_stables_total,personnes_sans_aucune_cellule,mediane_par_personne,moyenne_par_personne,max_par_personne,attendu_par_a42_sur_150
C3F gpt-oss-20b,150,106,98,0.000000,0.706667,9,78.000000
