perimetre,seuil,condition,classe,cellules_minoritaires,raretes_osees,rappel,precision,f1,rappel_ic_bas,rappel_ic_haut,precision_ic_bas,precision_ic_haut,plancher_item,exces_item,exces_item_ic_bas,exces_item_ic_haut,exces_item_p,plancher_segment,exces_segment,exces_segment_ic_bas,exces_segment_ic_haut,exces_segment_p,plancher_humains vague 2,exces_humains vague 2,exces_humains vague 2_ic_bas,exces_humains vague 2_ic_haut,exces_humains vague 2_p
150,0.100000,C3,rarete instable,393,356,0.193384,0.213483,0.202937,0.151515,0.237434,0.168710,0.260419,0.061747,0.131638,0.088952,0.176359,0.000250,0.064123,0.119061,0.076006,0.163373,0.000250,0.000000,0.193384,0.151515,0.237434,0.000250
150,0.100000,C3,ensemble,747,1247,0.219545,0.131516,0.164493,0.180230,0.256507,0.106201,0.157146,0.064179,0.155366,0.115896,0.192307,0.000250,0.081344,0.139854,0.102795,0.175217,0.000250,0.473896,-0.254351,-0.297260,-0.212201,0.000250
150,0.100000,PMM k=5,rarete stable,354,410,0.276836,0.239024,0.256545,0.219594,0.329308,0.186838,0.290170,0.066880,0.209956,0.153668,0.261883,0.000250,0.099378,0.174207,0.122447,0.222702,0.000250,1.000000,-0.723164,-0.780406,-0.670692,0.000250
150,0.100000,PMM k=5,rarete instable,393,229,0.147583,0.253275,0.186495,0.114058,0.181592,0.198068,0.308301,0.061747,0.085836,0.052662,0.120289,0.000250,0.064123,0.077019,0.039809,0.116004,0.000250,0.000000,0.147583,0.114058,0.181592,0.000250
150,0.100000,PMM k=5,ensemble,747,639,0.208835,0.244131,0.225108,0.171266,0.244034,0.202265,0.285494,0.064179,0.144656,0.107425,0.179905,0.000250,0.081344,0.124493,0.088600,0.159278,0.000250,0.473896,-0.265060,-0.308178,-0.225128,0.000250
150,0.100000,PMM k=10,rarete stable,354,412,0.302260,0.259709,0.279373,0.241690,0.360000,0.204996,0.313043,0.066880,0.235380,0.175748,0.292272,0.000250,0.099378,0.202509,0.147481,0.255711,0.000250,1.000000,-0.697740,-0.758310,-0.640000,0.000250
150,0.100000,PMM k=10,rarete instable,393,226,0.139949,0.243363,0.177706,0.107040,0.175533,0.188775,0.300926,0.061747,0.078203,0.045222,0.113592,0.000250,0.064123,0.077019,0.038541,0.118041,0.000250,0.000000,0.139949,0.107040,0.175533,0.000250
150,0.100000,PMM k=10,ensemble,747,638,0.216867,0.253918,0.233935,0.176210,0.256606,0.209731,0.295842,0.064179,0.152688,0.112251,0.192547,0.000250,0.081344,0.138318,0.099105,0.178172,0.000250,0.473896,-0.257028,-0.300861,-0.213918,0.000250
150,0.100000,IM m=10 mode des m,rarete stable,354,175,0.155367,0.314286,0.207940,0.108860,0.199495,0.228571,0.395349,0.066880,0.088487,0.043048,0.131791,0.000250,0.099378,0.051565,0.010433,0.091692,0.015500,1.000000,-0.844633,-0.891140,-0.800505,0.000250
150,0.100000,IM m=10 mode des m,rarete instable,393,116,0.066158,0.224138,0.102161,0.039702,0.093681,0.141593,0.303571,0.061747,0.004411,-0.022475,0.032538,0.776500,0.064123,-0.004062,-0.033594,0.026569,0.773500,0.000000,0.066158,0.039702,0.093681,0.000250
150,0.100000,IM m=10 mode des m,ensemble,747,291,0.108434,0.278351,0.156069,0.078512,0.136754,0.213554,0.340060,0.064179,0.044254,0.014911,0.072313,0.002000,0.081344,0.023111,-0.003667,0.050634,0.095500,0.473896,-0.365462,-0.406164,-0.325127,0.000250
150,0.100000,B2 argmax,rarete stable,354,26,0.048023,0.653846,0.089474,0.023737,0.072886,0.500000,0.823593,0.066880,-0.018857,-0.042148,0.004954,0.117000,0.099378,-0.052208,-0.077007,-0.025890,0.000500,1.000000,-0.951977,-0.976263,-0.927114,0.000250
150,0.100000,B2 argmax,rarete instable,393,18,0.007634,0.166667,0.014599,0.000000,0.016949,0.000000,0.384615,0.061747,-0.054113,-0.061769,-0.044377,0.000250,0.064123,-0.055114,-0.067627,-0.041515,0.000250,0.000000,0.007634,0.000000,0.016949,0.084500
150,0.100000,B2 argmax,ensemble,747,44,0.026774,0.454545,0.050569,0.013845,0.040816,0.319125,0.589744,0.064179,-0.037406,-0.050229,-0.023569,0.000250,0.081344,-0.053694,-0.068138,-0.037921,0.000250,0.473896,-0.447122,-0.486331,-0.406820,0.000250
150,0.100000,B1 argmax,rarete stable,354,159,0.070621,0.157233,0.097466,0.037939,0.107563,0.085885,0.230315,0.066880,0.003741,-0.028120,0.039246,0.882000,0.099378,-0.023906,-0.052257,0.007654,0.134500,1.000000,-0.929379,-0.962061,-0.892437,0.000250
150,0.100000,B1 argmax,rarete instable,393,56,0.022901,0.160714,0.040089,0.009592,0.038741,0.069747,0.264721,0.061747,-0.038846,-0.052263,-0.022767,0.000500,0.064123,-0.040099,-0.057185,-0.021019,0.000500,0.000000,0.022901,0.009592,0.038741,0.000250
150,0.100000,B1 argmax,ensemble,747,215,0.045515,0.158140,0.070686,0.028184,0.064918,0.101764,0.219314,0.064179,-0.018664,-0.035926,0.000598,0.057500,0.081344,-0.032189,-0.047804,-0.015262,0.000500,0.473896,-0.428380,-0.468280,-0.389877,0.000250
150,0.100000,B3 foret,rarete stable,354,20,0.014124,0.250000,0.026738,0.002967,0.026786,0.064466,0.470588,0.066880,-0.052756,-0.063754,-0.039617,0.000250,0.099378,-0.086800,-0.116485,-0.059108,0.000250,1.000000,-0.985876,-0.997033,-0.973214,0.000250
150,0.100000,B3 foret,rarete instable,393,9,0.002545,0.111111,0.004975,0.000000,0.008131,0.000000,0.363636,0.061747,-0.059202,-0.064000,-0.052862,0.000250,0.064123,-0.061120,-0.071269,-0.050744,0.000250,0.000000,0.002545,0.000000,0.008131,0.733500
150,0.100000,B3 foret,ensemble,747,29,0.008032,0.206897,0.015464,0.002659,0.014417,0.064516,0.379351,0.064179,-0.056147,-0.062235,-0.049314,0.000250,0.081344,-0.073664,-0.089240,-0.059323,0.000250,0.473896,-0.465863,-0.508178,-0.423630,0.000250
150,0.100000,B0 tirage,rarete stable,354,607,0.084746,0.049423,0.062435,0.055072,0.116626,0.030691,0.070086,0.066880,0.017866,-0.011703,0.049853,0.263000,0.099378,-0.017617,-0.057278,0.025228,0.415500,1.000000,-0.915254,-0.944928,-0.883374,0.000250
150,0.100000,B0 tirage,rarete instable,393,223,0.078880,0.139013,0.100649,0.055399,0.104624,0.096068,0.188286,0.061747,0.017134,-0.006237,0.043232,0.154500,0.064123,0.007950,-0.019636,0.036771,0.566000,0.000000,0.078880,0.055399,0.104624,0.000250
150,0.100000,B0 tirage,ensemble,747,830,0.081660,0.073494,0.077362,0.062583,0.102181,0.055144,0.094048,0.064179,0.017481,-0.001465,0.037689,0.067000,0.081344,-0.004539,-0.029631,0.019966,0.740500,0.473896,-0.392236,-0.435622,-0.347590,0.000250
150,0.100000,B0 mode,rarete stable,354,0,0.000000,,0.000000,0.000000,0.000000,,,0.066880,-0.066880,-0.070157,-0.063623,0.000250,0.099378,-0.099378,-0.125176,-0.075183,0.000250,1.000000,-1.000000,-1.000000,-1.000000,0.000250
150,0.100000,B0 mode,rarete instable,393,0,0.000000,,0.000000,0.000000,0.000000,,,0.061747,-0.061747,-0.064917,-0.058384,0.000250,0.064123,-0.064123,-0.073667,-0.055053,0.000250,0.000000,0.000000,0.000000,0.000000,1.000000
150,0.100000,B0 mode,ensemble,747,0,0.000000,,0.000000,0.000000,0.000000,,,0.064179,-0.064179,-0.066362,-0.061868,0.000250,0.081344,-0.081344,-0.095612,-0.068080,0.000250,0.473896,-0.473896,-0.514589,-0.432598,0.000250
150,0.200000,humains vague 2,rarete stable,1406,1406,1.000000,1.000000,1.000000,,,,,0.129938,0.870062,,,,0.185292,0.814708,,,,1.000000,0.000000,,,
150,0.200000,humains vague 2,rarete instable,1008,980,0.000000,0.000000,0.000000,,,,,0.113680,-0.113680,,,,0.129571,-0.129571,,,,0.000000,0.000000,,,
150,0.200000,humains vague 2,ensemble,2414,2386,0.582436,0.589271,0.585833,,,,,0.123149,0.459286,,,,0.162136,0.422286,,,,0.582436,0.000000,,,
150,0.200000,agents composite,rarete stable,1406,1462,0.451636,0.434337,0.442817,,,,,0.129938,0.321698,,,,0.185292,0.264030,,,,1.000000,-0.548364,,,
150,0.200000,agents composite,rarete instable,1008,669,0.213294,0.321375,0.256410,,,,,0.113680,0.099613,,,,0.129571,0.091529,,,,0.000000,0.213294,,,
150,0.200000,agents composite,ensemble,2414,2131,0.352113,0.398874,0.374037,,,,,0.123149,0.228963,,,,0.162136,0.192342,,,,0.582436,-0.230323,,,
150,0.200000,agents entretien (v3),rarete stable,1406,1671,0.425320,0.357870,0.388690,,,,,0.129938,0.295382,,,,0.185292,0.236097,,,,1.000000,-0.574680,,,
150,0.200000,agents entretien (v3),rarete instable,1008,707,0.233135,0.332390,0.274052,,,,,0.113680,0.119454,,,,0.129571,0.104997,,,,0.000000,0.233135,,,
150,0.200000,agents entretien (v3),ensemble,2414,2378,0.345070,0.350294,0.347663,,,,,0.123149,0.221921,,,,0.162136,0.181614,,,,0.582436,-0.237365,,,
150,0.200000,agents enquete,rarete stable,1406,1497,0.310100,0.291249,0.300379,,,,,0.129938,0.180162,,,,0.185292,0.125163,,,,1.000000,-0.689900,,,
150,0.200000,agents enquete,rarete instable,1008,619,0.188492,0.306947,0.233559,,,,,0.113680,0.074812,,,,0.129571,0.055614,,,,0.000000,0.188492,,,
150,0.200000,agents enquete,ensemble,2414,2116,0.259321,0.295841,0.276380,,,,,0.123149,0.136171,,,,0.162136,0.096260,,,,0.582436,-0.323115,,,
150,0.200000,agents demographiques (v6),rarete stable,1406,993,0.189900,0.268882,0.222593,,,,,0.129938,0.059963,,,,0.185292,-0.001733,,,,1.000000,-0.810100,,,
150,0.200000,agents demographiques (v6),rarete instable,1008,468,0.148810,0.320513,0.203252,,,,,0.113680,0.035129,,,,0.129571,0.027556,,,,0.000000,0.148810,,,
150,0.200000,agents demographiques (v6),ensemble,2414,1461,0.172742,0.285421,0.215226,,,,,0.123149,0.049593,,,,0.162136,0.010439,,,,0.582436,-0.409693,,,
150,0.200000,agents v7,rarete stable,1406,1084,0.148649,0.192804,0.167871,,,,,0.129938,0.018711,,,,0.185292,-0.040839,,,,1.000000,-0.851351,,,
150,0.200000,agents v7,rarete instable,1008,373,0.083333,0.225201,0.121651,,,,,0.113680,-0.030347,,,,0.129571,-0.044274,,,,0.000000,0.083333,,,
150,0.200000,agents v7,ensemble,2414,1457,0.121375,0.201098,0.151382,,,,,0.123149,-0.001774,,,,0.162136,-0.042266,,,,0.582436,-0.461060,,,
150,0.200000,agents v8,rarete stable,1406,1785,0.235420,0.185434,0.207458,,,,,0.129938,0.105482,,,,0.185292,0.038970,,,,1.000000,-0.764580,,,
150,0.200000,agents v8,rarete instable,1008,649,0.142857,0.221880,0.173808,,,,,0.113680,0.029177,,,,0.129571,0.002864,,,,0.000000,0.142857,,,
150,0.200000,agents v8,ensemble,2414,2434,0.196769,0.195152,0.195957,,,,,0.123149,0.073619,,,,0.162136,0.023965,,,,0.582436,-0.385667,,,
150,0.200000,C2,rarete stable,1406,2042,0.240398,0.165524,0.196056,,,,,0.129938,0.110460,,,,0.185292,0.050143,,,,1.000000,-0.759602,,,
150,0.200000,C2,rarete instable,1008,714,0.152778,0.215686,0.178862,,,,,0.113680,0.039097,,,,0.129571,0.023066,,,,0.000000,0.152778,,,
150,0.200000,C2,ensemble,2414,2756,0.203811,0.178520,0.190329,,,,,0.123149,0.080662,,,,0.162136,0.038890,,,,0.582436,-0.378625,,,
150,0.200000,C3,rarete stable,1406,2108,0.322191,0.214896,0.257826,,,,,0.129938,0.192253,,,,0.185292,0.143519,,,,1.000000,-0.677809,,,
150,0.200000,C3,rarete instable,1008,812,0.216270,0.268473,0.239560,,,,,0.113680,0.102589,,,,0.129571,0.089284,,,,0.000000,0.216270,,,
150,0.200000,C3,ensemble,2414,2920,0.277962,0.229795,0.251594,,,,,0.123149,0.154813,,,,0.162136,0.120980,,,,0.582436,-0.304474,,,
150,0.200000,PMM k=5,rarete stable,1406,1498,0.404694,0.379840,0.391873,,,,,0.129938,0.274756,,,,0.185292,0.214548,,,,1.000000,-0.595306,,,
150,0.200000,PMM k=5,rarete instable,1008,708,0.235119,0.334746,0.276224,,,,,0.113680,0.121439,,,,0.129571,0.107241,,,,0.000000,0.235119,,,
150,0.200000,PMM k=5,ensemble,2414,2206,0.333886,0.365367,0.348918,,,,,0.123149,0.210736,,,,0.162136,0.169954,,,,0.582436,-0.248550,,,
150,0.200000,PMM k=10,rarete stable,1406,1537,0.406828,0.372154,0.388719,,,,,0.129938,0.276890,,,,0.185292,0.212952,,,,1.000000,-0.593172,,,
150,0.200000,PMM k=10,rarete instable,1008,699,0.217262,0.313305,0.256591,,,,,0.113680,0.103581,,,,0.129571,0.090406,,,,0.000000,0.217262,,,
150,0.200000,PMM k=10,ensemble,2414,2236,0.327672,0.353757,0.340215,,,,,0.123149,0.204523,,,,0.162136,0.162025,,,,0.582436,-0.254764,,,
150,0.200000,IM m=10 mode des m,rarete stable,1406,961,0.300853,0.440166,0.357414,,,,,0.129938,0.170916,,,,0.185292,0.110797,,,,1.000000,-0.699147,,,
150,0.200000,IM m=10 mode des m,rarete instable,1008,487,0.155754,0.322382,0.210033,,,,,0.113680,0.042073,,,,0.129571,0.033167,,,,0.000000,0.155754,,,
150,0.200000,IM m=10 mode des m,ensemble,2414,1448,0.240265,0.400552,0.300363,,,,,0.123149,0.117116,,,,0.162136,0.078536,,,,0.582436,-0.342171,,,
150,0.200000,B2 argmax,rarete stable,1406,345,0.142248,0.579710,0.228441,,,,,0.129938,0.012310,,,,0.185292,-0.053608,,,,1.000000,-0.857752,,,
150,0.200000,B2 argmax,rarete instable,1008,128,0.041667,0.328125,0.073944,,,,,0.113680,-0.072014,,,,0.129571,-0.085800,,,,0.000000,0.041667,,,
150,0.200000,B2 argmax,ensemble,2414,473,0.100249,0.511628,0.167648,,,,,0.123149,-0.022901,,,,0.162136,-0.066986,,,,0.582436,-0.482187,,,
150,0.200000,B1 argmax,rarete stable,1406,762,0.170697,0.314961,0.221402,,,,,0.129938,0.040759,,,,0.185292,-0.020089,,,,1.000000,-0.829303,,,
150,0.200000,B1 argmax,rarete instable,1008,296,0.076389,0.260135,0.118098,,,,,0.113680,-0.037292,,,,0.129571,-0.051008,,,,0.000000,0.076389,,,
150,0.200000,B1 argmax,ensemble,2414,1058,0.131317,0.299622,0.182604,,,,,0.123149,0.008168,,,,0.162136,-0.032938,,,,0.582436,-0.451118,,,
150,0.200000,B3 foret,rarete stable,1406,230,0.070413,0.430435,0.121027,,,,,0.129938,-0.059525,,,,0.185292,-0.119849,,,,1.000000,-0.929587,,,
150,0.200000,B3 foret,rarete instable,1008,94,0.031746,0.340426,0.058076,,,,,0.113680,-0.081934,,,,0.129571,-0.098146,,,,0.000000,0.031746,,,
150,0.200000,B3 foret,ensemble,2414,324,0.054267,0.404321,0.095690,,,,,0.123149,-0.068883,,,,0.162136,-0.110830,,,,0.582436,-0.528169,,,
150,0.200000,B0 tirage,rarete stable,1406,1839,0.121622,0.092985,0.105393,,,,,0.129938,-0.008316,,,,0.185292,-0.065579,,,,1.000000,-0.878378,,,
150,0.200000,B0 tirage,rarete instable,1008,642,0.105159,0.165109,0.128485,,,,,0.113680,-0.008522,,,,0.129571,-0.022949,,,,0.000000,0.105159,,,
150,0.200000,B0 tirage,ensemble,2414,2481,0.114747,0.111649,0.113177,,,,,0.123149,-0.008402,,,,0.162136,-0.047863,,,,0.582436,-0.467688,,,
150,0.200000,B0 mode,rarete stable,1406,0,0.000000,,0.000000,,,,,0.129938,-0.129938,,,,0.185292,-0.185292,,,,1.000000,-1.000000,,,
150,0.200000,B0 mode,rarete instable,1008,0,0.000000,,0.000000,,,,,0.113680,-0.113680,,,,0.129571,-0.129571,,,,0.000000,0.000000,,,
150,0.200000,B0 mode,ensemble,2414,0,0.000000,,0.000000,,,,,0.123149,-0.123149,,,,0.162136,-0.162136,,,,0.582436,-0.582436,,,
