segmentation,condition,etiquette,exactitude,chute,chute_predite_par_exactitude,residu,part_du_plancher_humain
S_ideo,Demographics Only - GPT4.1-mini,Demographics Only,0.49958755611087974,0.1258880674718868,0.10325043147212987,0.022637635999756933,0.5515294289579624
S_ideo,JSON Persona (Predicted Output) - GPT4.1,JSON PredOut 4.1,0.5646367595818815,0.17326870063879202,0.1522102790076743,0.021058421631117707,0.6714927643317221
S_ideo,JSON Persona (Predicted Output) - GPT4.1-mini,JSON PredOut mini,0.4624762830302189,0.12802446463279193,0.075318309710038,0.052706154922753934,0.6058976093557067
S_ideo,JSON Persona - GPT4.1,JSON Persona 4.1,0.5738199361377204,0.17738916655097414,0.15912207654054172,0.01826709001043242,0.6766236862754886
S_ideo,JSON Persona - GPT4.1-mini,JSON Persona mini,0.5438595238095238,0.1602425446428572,0.13657211218403026,0.02367043245882694,0.6474648380871235
S_ideo,LLM Finetuning (500 training samples) - GPT4.1-mini,Finetuning 500,0.4619284491717097,0.08814801867473554,0.07490597780194053,0.013242040872795013,0.4172062868867455
S_ideo,Persona Summary - GPT4.1-mini,Persona Summary,0.5209010134666111,0.1437898734323661,0.1192921901242111,0.024497683308154994,0.6041834649290742
S_ideo,Persona Summary - JSON Persona - GPT4.1-mini,Summary + JSON,0.4741727983710491,0.11005402696792999,0.08412179349196452,0.02593223347596546,0.5080015512013031
S_ideo,Text Persona (Default Temperature) - GPT4.1-mini,Text temp. defaut,0.5477558540422972,0.14493447174788276,0.13950471894884264,0.005429752799040122,0.579135784648154
S_ideo,Text Persona (Reasoning) - GPT4.1-mini,Text raisonnement,0.5435061779813966,0.1540533400435003,0.1363061633799047,0.0177471766635956,0.6203865448916854
S_ideo,Text Persona (Repeating Questions) - GPT4.1-mini,Text repetition,0.5488601392938127,0.1515359861631727,0.14033586882716592,0.011200117336006787,0.6042961461335677
S_ideo,Text Persona - GPT4.1-mini,Text Persona mini,0.5529706950807534,0.14897445653431446,0.1434297143145235,0.005544742219790955,0.589665107614582
S_ideo,Text Persona - Gemini-Flash2.5,Text Persona Gemini,0.550473182470267,0.16498955874866955,0.14154993977305624,0.023439618975613308,0.6560184161221352
S_ideo,B1 argmax,B1 argmax,0.5183115252903883,0.019692055393585983,0.11734318937496313,-0.09765113398137715,0.0831564458735555
S_ideo,B2 argmax,B2 argmax,0.530454035355639,0.028235143632282966,0.1264823549568831,-0.09824721132460013,0.11650323376766789
S_ideo,PMM k=10,PMM k=10,0.4909913114905826,0.027305637986487108,0.09678039335435934,-0.06947475536787223,0.12172345127701323
S_fin,Demographics Only - GPT4.1-mini,Demographics Only,0.49958755611087974,0.12340135909806099,0.10204447791866361,0.02135688117939738,0.5469215182126886
S_fin,JSON Persona (Predicted Output) - GPT4.1,JSON PredOut 4.1,0.5646367595818815,0.17410545441347275,0.15160405200674576,0.02250140240672699,0.6819005005485945
S_fin,JSON Persona (Predicted Output) - GPT4.1-mini,JSON PredOut mini,0.4624762830302189,0.12704119666574115,0.07377020568158749,0.053270990984153666,0.6082355360602522
S_fin,JSON Persona - GPT4.1,JSON Persona 4.1,0.5738199361377204,0.17774550534499511,0.15860051460118663,0.019144990743808488,0.6858666324012279
S_fin,JSON Persona - GPT4.1-mini,JSON Persona mini,0.5438595238095238,0.15750026190476185,0.135774327726344,0.02172593417841784,0.6516567590787439
S_fin,LLM Finetuning (500 training samples) - GPT4.1-mini,Finetuning 500,0.4619284491717097,0.08831301577113504,0.07335282297357554,0.014960192797559502,0.4235001203652312
S_fin,Persona Summary - GPT4.1-mini,Persona Summary,0.5209010134666111,0.14221021333703548,0.11828273776707865,0.023927475569956835,0.6044943773068687
S_fin,Persona Summary - JSON Persona - GPT4.1-mini,Summary + JSON,0.4741727983710491,0.10893677113702627,0.08268152646147492,0.026255244675551348,0.5086915721438965
S_fin,Text Persona (Default Temperature) - GPT4.1-mini,Text temp. defaut,0.5477558540422972,0.14481497148179,0.13874285703245376,0.006072114449336252,0.5853870564466643
S_fin,Text Persona (Reasoning) - GPT4.1-mini,Text raisonnement,0.5435061779813966,0.15403373594335684,0.13550512122090852,0.018528614722448322,0.6275206820446564
S_fin,Text Persona (Repeating Questions) - GPT4.1-mini,Text repetition,0.5488601392938127,0.15104262691471143,0.13958418796068345,0.011458438954027983,0.6093327470600464
S_fin,Text Persona - GPT4.1-mini,Text Persona mini,0.5529706950807534,0.148739532717849,0.14271593105968838,0.006023601658160627,0.5955811946995425
S_fin,Text Persona - Gemini-Flash2.5,Text Persona Gemini,0.550473182470267,0.16362967542459156,0.14081313049256855,0.02281654493202301,0.6581768196923173
S_fin,B1 argmax,B1 argmax,0.5183115252903883,0.01624761817992504,0.11630986301578455,-0.10006224483585952,0.06940895704674649
S_fin,B2 argmax,B2 argmax,0.530454035355639,0.027419197440881282,0.125560977481196,-0.09814178004031471,0.11445207251730578
S_fin,PMM k=10,PMM k=10,0.4909913114905826,0.025656783631820057,0.09549518600721363,-0.06983840237539357,0.1157031239263514
S_gra,Demographics Only - GPT4.1-mini,Demographics Only,0.49958755611087974,0.12674670854736453,0.10721903933962029,0.019527669207744236,0.5560455260191556
S_gra,JSON Persona (Predicted Output) - GPT4.1,JSON PredOut 4.1,0.5646367595818815,0.1821640911730545,0.15996096490114564,0.022203126271908846,0.706699255543355
S_gra,JSON Persona (Predicted Output) - GPT4.1-mini,JSON PredOut mini,0.4624762830302189,0.13354602104447227,0.07712920121906275,0.056416819825409525,0.6328878524080486
S_gra,JSON Persona - GPT4.1,JSON Persona 4.1,0.5738199361377204,0.18528117190753857,0.16740668888364318,0.017874483023895382,0.7076865295873568
S_gra,JSON Persona - GPT4.1-mini,JSON Persona mini,0.5438595238095238,0.1638797380952381,0.14311477211158352,0.02076496598365457,0.6754925865815253
S_gra,LLM Finetuning (500 training samples) - GPT4.1-mini,Finetuning 500,0.4619284491717097,0.08805212917965638,0.07668501726224525,0.011367111917411132,0.4195704928233682
