condition,part_pc1,part_pc2,part_pc1_pc2
humains,0.12190565193859926,0.028371986183830845,0.1502776381224301
jumeau_brut,0.06609283792012996,0.03166838616003169,0.09776122408016165
jumeau_D4,0.03194798519684498,0.03116516643609602,0.06311315163294101
