modele,cle_modele,camp,identite,n_items,gs_decrit_moyen,gs_reel_moyen,ratio,ic_bas,ic_haut,ratio_plancher_w2_w1,part_items_sous_1,p,p_holm
Olmo-3-1025-7B,olmo3base,gauche,journaliste,143,0.4988470124712548,0.4417873358404387,1.1291564334280157,1.0629302832488472,1.2023680379805597,1.004934304549435,0.34265734265734266,0.0013499325033748313,0.016199190040497975
Olmo-3-1025-7B,olmo3base,gauche,adversaire,143,0.4841776223776224,0.4466412481525572,1.0840414412693118,1.0154211257967118,1.1551183808630299,1.0039539941427509,0.34265734265734266,0.02069896505174741,0.20698965051747412
Olmo-3-1025-7B,olmo3base,centre,journaliste,146,0.6020283209621562,0.4974892036877634,1.2101334390766079,1.1576983948136337,1.2719249830966448,1.0082925414514603,0.1643835616438356,4.999750012499375e-05,0.00119994000299985
Olmo-3-1025-7B,olmo3base,centre,adversaire,144,0.5832472222222221,0.4945905206582264,1.1792527310187968,1.1243837943138604,1.2443757896679464,1.0082456353923057,0.25,4.999750012499375e-05,0.00119994000299985
Olmo-3-1025-7B,olmo3base,droite,journaliste,143,0.5803087801087802,0.498440048846494,1.164249906185808,1.1137816280328283,1.2209460339992466,0.995917483110645,0.25874125874125875,4.999750012499375e-05,0.00119994000299985
Olmo-3-1025-7B,olmo3base,droite,adversaire,145,0.5571199952107281,0.5011256075402566,1.111737230801907,1.061495189442647,1.1692017288913612,0.9959621586594467,0.36551724137931035,0.00014999250037498125,0.0022498875056247186
Olmo-3-7B-Instruct-DPO,olmo3dpo,gauche,journaliste,138,0.5153724637681159,0.43672546062826517,1.1800833938710844,1.1108136134805213,1.2597508258071504,1.0045196728766765,0.2391304347826087,0.00024998750062496874,0.003249837508124594
Olmo-3-7B-Instruct-DPO,olmo3dpo,gauche,adversaire,141,0.4632373578445276,0.4414143872411637,1.0494387388226225,0.9876097179467576,1.1167098352849165,1.004528977472643,0.3971631205673759,0.23973801309934503,1.0
Olmo-3-7B-Instruct-DPO,olmo3dpo,centre,journaliste,136,0.5718207069071726,0.49219078867700405,1.1617866893531503,1.1101344450707709,1.221660627417084,1.0098136752286953,0.22794117647058823,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct-DPO,olmo3dpo,centre,adversaire,139,0.5617610997271845,0.49209388493518497,1.1415730146721403,1.0922754130523422,1.198956390195793,1.0112012550654221,0.2517985611510791,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct-DPO,olmo3dpo,droite,journaliste,137,0.5209547445255475,0.49509995835951315,1.0522213458706455,0.9952177703178271,1.1150022136120024,0.9943836230246044,0.39416058394160586,0.1880405979701015,1.0
Olmo-3-7B-Instruct-DPO,olmo3dpo,droite,adversaire,142,0.49981267377093597,0.497429434350332,1.0047911105697165,0.945748324083916,1.0651623594588753,0.9960915374014051,0.5070422535211268,0.752562371881406,1.0
Olmo-3-7B-Instruct,olmo3rlvr,gauche,journaliste,139,0.5155798561151079,0.4366592746195363,1.180737215679973,1.1117052368915823,1.2536929792654325,1.0049644202024122,0.2517985611510791,0.00014999250037498125,0.0022498875056247186
Olmo-3-7B-Instruct,olmo3rlvr,gauche,adversaire,142,0.4548632577990759,0.4423194851758679,1.0283590776432119,0.9603063262744832,1.0980433196630508,1.0040385070012812,0.4295774647887324,0.992000399980001,1.0
Olmo-3-7B-Instruct,olmo3rlvr,centre,journaliste,138,0.5823239532414185,0.4943680334456174,1.1779158720736271,1.1290470300856357,1.2352146276873617,1.006944717190131,0.1956521739130435,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct,olmo3rlvr,centre,adversaire,134,0.5609198817925812,0.48415944003148653,1.1585437263313563,1.1091793329067907,1.2155430789918495,1.0085472151792902,0.2537313432835821,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct,olmo3rlvr,droite,journaliste,134,0.5221373134328359,0.48743508470133007,1.0711935390386786,1.013079129109842,1.136927957971387,0.994024244161755,0.40298507462686567,0.054447277636118195,0.43557822108894556
Olmo-3-7B-Instruct,olmo3rlvr,droite,adversaire,139,0.488536690647482,0.49613514298156486,0.9846847125393712,0.9274259354995933,1.0471686460023235,0.9950940319316798,0.5323741007194245,0.8603569821508924,1.0
Olmo-3-7B-Instruct-SFT,olmo3sft,gauche,journaliste,141,0.5015767241947235,0.4414446502902785,1.1362165650096887,1.0695920128914795,1.207840197321452,1.0054459308611434,0.28368794326241137,0.04439778011099445,0.39958002099895
Olmo-3-7B-Instruct-SFT,olmo3sft,gauche,adversaire,138,0.4426405797101449,0.4350743156908109,1.0173907393437378,0.9421866812109178,1.0919590623871775,1.0044994703237635,0.39855072463768115,0.24768761561921904,1.0
Olmo-3-7B-Instruct-SFT,olmo3sft,centre,journaliste,140,0.5779516541119112,0.49271484432743134,1.172994198907951,1.1220588563810472,1.2316309894691135,1.0080593817266785,0.2,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct-SFT,olmo3sft,centre,adversaire,139,0.5699308708634925,0.49250700410164966,1.1572035851613252,1.1129118161558427,1.2103783529046457,1.008699935593747,0.23741007194244604,4.999750012499375e-05,0.00119994000299985
Olmo-3-7B-Instruct-SFT,olmo3sft,droite,journaliste,140,0.5320344819551821,0.4963320148062128,1.0719326299410867,1.0207179570008336,1.1298833513813178,0.995156074921812,0.42142857142857143,0.012349382530873457,0.13584320783960802
Olmo-3-7B-Instruct-SFT,olmo3sft,droite,adversaire,139,0.47627606814202617,0.4992128521018285,0.9540540996426036,0.8915956680168458,1.019938219613006,0.994666149267282,0.5467625899280576,0.08519574021298935,0.5963701814909255
