source,famille,statistique,taille,taux,taux_realise_moyen,valeur_moyenne,ecart_a_la_reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm3,tau_etoile_holm27,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2
E2 regression contexte tirage,imputation par tirage,C,500,0.1,0.09583333333333334,0.035391666666666655,-0.00043266666666668535,0.0013037422640499435,-0.3318651842448139,0.7399910608380935,0.0,12,,,,-0.004089194836451272,0.0013316048572368144,0.9539667570154483
E2 regression contexte tirage,imputation par tirage,C,500,0.25,0.24283333333333332,0.03475833333333333,-0.0010660000000000114,0.0013037422640499435,-0.817646270581572,0.41355919856198065,0.0,12,,,,-0.004089194836451272,0.0013316048572368144,0.9539667570154483
E2 regression contexte tirage,imputation par tirage,C,500,0.5,0.4976666666666667,0.03414166666666666,-0.0016826666666666795,0.0013037422640499435,-1.2906436441200009,0.19682727473444192,0.0,12,,,,-0.004089194836451272,0.0013316048572368144,0.9539667570154483
E2 regression contexte tirage,imputation par tirage,A,750,0.05,0.05144444444444441,-0.059599281036365685,0.0007827958724141576,0.004493340965043854,0.1742124353580004,0.8616985129758347,0.0,12,0.5504,0.68465,0.47175,0.028308147353424018,-0.003437612653617833,0.991948797630951
E2 regression contexte tirage,imputation par tirage,A,750,0.1,0.09799999999999998,-0.058496394031909205,0.0018856828768706382,0.004493340965043854,0.4196616485462359,0.6747326455678648,0.0,12,0.5504,0.68465,0.47175,0.028308147353424018,-0.003437612653617833,0.991948797630951
E2 regression contexte tirage,imputation par tirage,A,750,0.25,0.24799999999999997,-0.0527123609059319,0.007669716002847944,0.004493340965043854,1.7069071905548323,0.08783930411424531,0.0,12,0.5504,0.68465,0.47175,0.028308147353424018,-0.003437612653617833,0.991948797630951
E2 regression contexte tirage,imputation par tirage,A,750,0.5,0.49699999999999994,-0.0472466184803944,0.01313545842838544,0.004493340965043854,2.923316643578425,0.0034632412998117676,0.8333333333333334,12,0.5504,0.68465,0.47175,0.028308147353424018,-0.003437612653617833,0.991948797630951
E2 regression contexte tirage,imputation par tirage,B,750,0.05,0.05144444444444441,0.04005488403604485,-5.622840082981917e-05,0.0016875881041886862,-0.03331879425450866,0.9734203664322114,0.0,12,0.38875000000000004,0.4766,0.336,-0.014236141215115341,0.0004889958358140328,0.9926160495099964
E2 regression contexte tirage,imputation par tirage,B,750,0.1,0.09799999999999998,0.03851548953618895,-0.0015956229006857184,0.0016875881041886862,-0.9455049468085813,0.34440114651649906,0.0,12,0.38875000000000004,0.4766,0.336,-0.014236141215115341,0.0004889958358140328,0.9926160495099964
E2 regression contexte tirage,imputation par tirage,B,750,0.25,0.24799999999999997,0.036460286343533786,-0.0036508260933408795,0.0016875881041886862,-2.163339552038397,0.03051507312108106,0.4166666666666667,12,0.38875000000000004,0.4766,0.336,-0.014236141215115341,0.0004889958358140328,0.9926160495099964
E2 regression contexte tirage,imputation par tirage,B,750,0.5,0.49699999999999994,0.03314641143339354,-0.006964701003481129,0.0016875881041886862,-4.1270147533005,3.675028250888625e-05,1.0,12,0.38875000000000004,0.4766,0.336,-0.014236141215115341,0.0004889958358140328,0.9926160495099964
E2 regression contexte tirage,imputation par tirage,C,750,0.05,0.05144444444444441,0.030516666666666623,2.4444444444396418e-05,0.0010935900468854569,0.022352475238791872,0.9821667901340719,0.0,12,0.8388,0.9652000000000001,0.75675,-0.002480693213726102,-0.002072092768843046,0.9787963422749294
E2 regression contexte tirage,imputation par tirage,C,750,0.1,0.09799999999999998,0.0303944444444444,-9.777777777782506e-05,0.0010935900468854569,-0.0894099009553864,0.9287561551628085,0.0,12,0.8388,0.9652000000000001,0.75675,-0.002480693213726102,-0.002072092768843046,0.9787963422749294
E2 regression contexte tirage,imputation par tirage,C,750,0.25,0.24799999999999997,0.02957777777777774,-0.0009144444444444851,0.0010935900468854569,-0.8361857782528487,0.40305039786352426,0.0,12,0.8388,0.9652000000000001,0.75675,-0.002480693213726102,-0.002072092768843046,0.9787963422749294
E2 regression contexte tirage,imputation par tirage,C,750,0.5,0.49699999999999994,0.028766666666666624,-0.0017255555555556017,0.0010935900468854569,-1.5778815475414958,0.11459282489892299,0.0,12,0.8388,0.9652000000000001,0.75675,-0.002480693213726102,-0.002072092768843046,0.9787963422749294
E2 regression contexte tirage,imputation par tirage,A,1052,0.05,0.05038022813688211,-0.06657125886830273,0.0018711277626612954,0.004277478437351692,0.43743709993305396,0.6617943833232773,0.0,12,0.45945,0.5684,0.395,0.031660311219850266,-0.0033403210836038828,0.9962493590826449
E2 regression contexte tirage,imputation par tirage,A,1052,0.1,0.09980988593155889,-0.06620610024028521,0.0022362863906788127,0.004277478437351692,0.5228048307973145,0.6011100775375399,0.0,12,0.45945,0.5684,0.395,0.031660311219850266,-0.0033403210836038828,0.9962493590826449
E2 regression contexte tirage,imputation par tirage,A,1052,0.25,0.25,-0.060269147002201796,0.008173239628762229,0.004277478437351692,1.9107611525033223,0.056035282091799594,0.08333333333333333,12,0.45945,0.5684,0.395,0.031660311219850266,-0.0033403210836038828,0.9962493590826449
E2 regression contexte tirage,imputation par tirage,A,1052,0.5,0.5,-0.053531155234046064,0.01491123139691796,0.004277478437351692,3.4859863387528676,0.0004903260442963991,1.0,12,0.45945,0.5684,0.395,0.031660311219850266,-0.0033403210836038828,0.9962493590826449
E2 regression contexte tirage,imputation par tirage,B,1052,0.05,0.05038022813688211,0.04156104330628195,-0.0006287375905817683,0.001524859107359017,-0.4123250387838859,0.6801011985687939,0.0,12,0.35375,0.43195,0.3065,-0.013887032422836457,-0.0001729493655266535,0.9997159212838631
E2 regression contexte tirage,imputation par tirage,B,1052,0.1,0.09980988593155889,0.0408845874554514,-0.0013051934414123195,0.001524859107359017,-0.8559436311941319,0.39202895956470857,0.0,12,0.35375,0.43195,0.3065,-0.013887032422836457,-0.0001729493655266535,0.9997159212838631
E2 regression contexte tirage,imputation par tirage,B,1052,0.25,0.25,0.038628883601881575,-0.0035608972949821432,0.001524859107359017,-2.3352303683646203,0.01953138949474264,0.5833333333333334,12,0.35375,0.43195,0.3065,-0.013887032422836457,-0.0001729493655266535,0.9997159212838631
E2 regression contexte tirage,imputation par tirage,B,1052,0.5,0.5,0.03521853977172493,-0.006971241125138791,0.001524859107359017,-4.571728031459016,4.83718505978805e-06,1.0,12,0.35375,0.43195,0.3065,-0.013887032422836457,-0.0001729493655266535,0.9997159212838631
E2 regression contexte tirage,imputation par tirage,C,1052,0.05,0.05038022813688211,0.027107097591888424,-0.00012674271229408743,0.0009241516858999943,-0.1371449235313116,0.8909162440758783,0.0,12,0.7443000000000001,0.8581500000000001,0.67055,-0.002440571285392802,-0.002118986220525062,0.9997046738864865
E2 regression contexte tirage,imputation par tirage,C,1052,0.1,0.09980988593155889,0.026996197718631144,-0.00023764258555136752,0.0009241516858999943,-0.2571467316211591,0.7970655035081688,0.0,12,0.7443000000000001,0.8581500000000001,0.67055,-0.002440571285392802,-0.002118986220525062,0.9997046738864865
E2 regression contexte tirage,imputation par tirage,C,1052,0.25,0.25,0.0264733840304182,-0.0007604562737643129,0.0009241516858999943,-0.8228695411876408,0.41058218535630314,0.0,12,0.7443000000000001,0.8581500000000001,0.67055,-0.002440571285392802,-0.002118986220525062,0.9997046738864865
E2 regression contexte tirage,imputation par tirage,C,1052,0.5,0.5,0.025487167300380174,-0.0017466730038023376,0.0009241516858999943,-1.890028477415288,0.05875415155167444,0.16666666666666666,12,0.7443000000000001,0.8581500000000001,0.67055,-0.002440571285392802,-0.002118986220525062,0.9997046738864865
IM m=10 mode des m,imputation par esperance,A,300,0.05,0.04777777777777776,-0.04034149629883368,-0.003293880281566547,0.0050623540495576625,-0.6506617769759424,0.5152648422262269,0.0,12,0.25995,0.3146,0.22645,-0.06008224052688476,-0.011303774997014893,0.9993604319220094
IM m=10 mode des m,imputation par esperance,A,300,0.1,0.10611111111111111,-0.04237313520291027,-0.0053255191856431405,0.0050623540495576625,-1.0519847354628373,0.29280655303926145,0.16666666666666666,12,0.25995,0.3146,0.22645,-0.06008224052688476,-0.011303774997014893,0.9993604319220094
IM m=10 mode des m,imputation par esperance,A,300,0.25,0.25888888888888884,-0.05318979418680894,-0.01614217816954181,0.0050623540495576625,-3.188670332323414,0.0014292877643830393,0.75,12,0.25995,0.3146,0.22645,-0.06008224052688476,-0.011303774997014893,0.9993604319220094
IM m=10 mode des m,imputation par esperance,A,300,0.5,0.5022222222222221,-0.06984011162133975,-0.03279249560407262,0.0050623540495576625,-6.47771674660684,9.312095277151596e-11,1.0,12,0.25995,0.3146,0.22645,-0.06008224052688476,-0.011303774997014893,0.9993604319220094
IM m=10 mode des m,imputation par esperance,B,300,0.05,0.04777777777777776,0.03428560481158426,0.0005366043645226165,0.0020730142359473513,0.25885223324450185,0.7957492546164566,0.0,12,0.44315000000000004,0.5067,0.40175,0.007860557964362797,0.016421852185379705,0.9998142639810274
IM m=10 mode des m,imputation par esperance,B,300,0.1,0.10611111111111111,0.03464140679568032,0.000892406348618674,0.0020730142359473513,0.4304873228286593,0.6668411864629151,0.0,12,0.44315000000000004,0.5067,0.40175,0.007860557964362797,0.016421852185379705,0.9998142639810274
IM m=10 mode des m,imputation par esperance,B,300,0.25,0.25888888888888884,0.0367406333394255,0.0029916328923638574,0.0020730142359473513,1.4431318610779846,0.14898332961913008,0.25,12,0.44315000000000004,0.5067,0.40175,0.007860557964362797,0.016421852185379705,0.9998142639810274
IM m=10 mode des m,imputation par esperance,B,300,0.5,0.5022222222222221,0.04178600006609468,0.008036999619033036,0.0020730142359473513,3.876963061645445,0.0001057684084249561,0.8333333333333334,12,0.44315000000000004,0.5067,0.40175,0.007860557964362797,0.016421852185379705,0.9998142639810274
IM m=10 mode des m,imputation par esperance,C,300,0.05,0.04777777777777776,0.0465972222222222,0.0013805555555555377,0.00169280352145932,0.8155438821189349,0.4147610567969716,0.16666666666666666,12,0.25035,0.29975,0.21960000000000002,0.01958658790066712,0.009169492761550874,0.9989305993083656
IM m=10 mode des m,imputation par esperance,C,300,0.1,0.10611111111111111,0.04704166666666665,0.0018249999999999864,0.00169280352145932,1.0780932204268474,0.28099215683677503,0.08333333333333333,12,0.25035,0.29975,0.21960000000000002,0.01958658790066712,0.009169492761550874,0.9989305993083656
IM m=10 mode des m,imputation par esperance,C,300,0.25,0.25888888888888884,0.05069444444444441,0.005477777777777748,0.00169280352145932,3.2359205946449734,0.0012125110868365882,0.8333333333333334,12,0.25035,0.29975,0.21960000000000002,0.01958658790066712,0.009169492761550874,0.9989305993083656
IM m=10 mode des m,imputation par esperance,C,300,0.5,0.5022222222222221,0.05730555555555553,0.012088888888888871,0.00169280352145932,7.141342001975143,9.242407097976002e-13,1.0,12,0.25035,0.29975,0.21960000000000002,0.01958658790066712,0.009169492761550874,0.9989305993083656
IM m=10 mode des m,imputation par esperance,A,500,0.05,0.04750000000000001,-0.0544603351636932,-0.004748283639181047,0.004675325411364339,-1.0156049518263197,0.3098175458651826,0.0,12,0.20375000000000001,0.2503,0.17585,-0.0759462726429167,0.008280821104097147,0.9983165312270157
IM m=10 mode des m,imputation par esperance,A,500,0.1,0.10516666666666669,-0.058194890599807036,-0.00848283907529488,0.004675325411364339,-1.8143847387982017,0.06961851363990135,0.08333333333333333,12,0.20375000000000001,0.2503,0.17585,-0.0759462726429167,0.008280821104097147,0.9983165312270157
IM m=10 mode des m,imputation par esperance,A,500,0.25,0.2561666666666667,-0.06720981361060062,-0.017497762086088463,0.004675325411364339,-3.7425763014391595,0.00018214320038390872,1.0,12,0.20375000000000001,0.2503,0.17585,-0.0759462726429167,0.008280821104097147,0.9983165312270157
IM m=10 mode des m,imputation par esperance,A,500,0.5,0.5029999999999999,-0.08580923873737516,-0.036097187212863,0.004675325411364339,-7.720786049484678,1.1561447727513423e-14,1.0,12,0.20375000000000001,0.2503,0.17585,-0.0759462726429167,0.008280821104097147,0.9983165312270157
IM m=10 mode des m,imputation par esperance,B,500,0.05,0.04750000000000001,0.037962403068208875,0.000721671245796987,0.001734040458621174,0.4161790125536203,0.6772790160504749,0.0,12,0.4062,0.47415,0.36265000000000003,0.009931267270764902,0.00955712083329937,0.9992237262020203
IM m=10 mode des m,imputation par esperance,B,500,0.1,0.10516666666666669,0.03836134434139842,0.0011206125189865343,0.001734040458621174,0.6462435829655276,0.5181216183357514,0.0,12,0.4062,0.47415,0.36265000000000003,0.009931267270764902,0.00955712083329937,0.9992237262020203
IM m=10 mode des m,imputation par esperance,B,500,0.25,0.2561666666666667,0.040228005929831834,0.002987274107419946,0.001734040458621174,1.7227245722947453,0.08493834454362705,0.3333333333333333,12,0.4062,0.47415,0.36265000000000003,0.009931267270764902,0.00955712083329937,0.9992237262020203
IM m=10 mode des m,imputation par esperance,B,500,0.5,0.5029999999999999,0.044615572622562466,0.007374840800150578,0.001734040458621174,4.252980813385807,2.1094365646469793e-05,1.0,12,0.4062,0.47415,0.36265000000000003,0.009931267270764902,0.00955712083329937,0.9992237262020203
IM m=10 mode des m,imputation par esperance,C,500,0.05,0.04750000000000001,0.03698333333333333,0.0011589999999999934,0.0013037422640499435,0.8889793879962724,0.37401415746919525,0.16666666666666666,12,0.19690000000000002,0.2379,0.17170000000000002,0.020227612679137884,0.006090247237720263,0.9998259510089976
IM m=10 mode des m,imputation par esperance,C,500,0.1,0.10516666666666669,0.0378,0.0019756666666666603,0.0013037422640499435,1.515381315114731,0.1296758664365025,0.08333333333333333,12,0.19690000000000002,0.2379,0.17170000000000002,0.020227612679137884,0.006090247237720263,0.9998259510089976
IM m=10 mode des m,imputation par esperance,C,500,0.25,0.2561666666666667,0.04128333333333333,0.005458999999999992,0.0013037422640499435,4.18717728996693,2.824451972372293e-05,1.0,12,0.19690000000000002,0.2379,0.17170000000000002,0.020227612679137884,0.006090247237720263,0.9998259510089976
IM m=10 mode des m,imputation par esperance,C,500,0.5,0.5029999999999999,0.04745833333333333,0.011633999999999992,0.0013037422640499435,8.923542881750375,4.516047894993267e-19,1.0,12,0.19690000000000002,0.2379,0.17170000000000002,0.020227612679137884,0.006090247237720263,0.9998259510089976
IM m=10 mode des m,imputation par esperance,A,750,0.05,0.0501111111111111,-0.06333517986306109,-0.0029531029542812434,0.004493340965043854,-0.6572176421186461,0.5110409833278101,0.0,12,0.1962,0.2432,0.16845000000000002,-0.07850115851118934,0.022341855521800843,0.9992922788757425
IM m=10 mode des m,imputation par esperance,A,750,0.1,0.09977777777777774,-0.0685090581386,-0.008126981229820161,0.004493340965043854,-1.8086722759399683,0.07050193256015164,0.16666666666666666,12,0.1962,0.2432,0.16845000000000002,-0.07850115851118934,0.022341855521800843,0.9992922788757425
IM m=10 mode des m,imputation par esperance,A,750,0.25,0.25,-0.07862061496844686,-0.018238538059667013,0.004493340965043854,-4.059014929326426,4.928016327042716e-05,1.0,12,0.1962,0.2432,0.16845000000000002,-0.07850115851118934,0.022341855521800843,0.9992922788757425
IM m=10 mode des m,imputation par esperance,A,750,0.5,0.5016666666666667,-0.09403393832939672,-0.03365186142061687,0.004493340965043854,-7.489273946137858,6.925565351680617e-14,1.0,12,0.1962,0.2432,0.16845000000000002,-0.07850115851118934,0.022341855521800843,0.9992922788757425
IM m=10 mode des m,imputation par esperance,B,750,0.05,0.0501111111111111,0.04063673154880826,0.0005256191119335923,0.0016875881041886862,0.3114617308743626,0.7554496313578025,0.0,12,0.3795,0.4581,0.33115,0.013524028075700956,0.0022799302981653547,0.9970806028897969
IM m=10 mode des m,imputation par esperance,B,750,0.1,0.09977777777777774,0.0418621045597464,0.0017509921228717334,0.0016875881041886862,1.0375707902453655,0.29946992268149497,0.0,12,0.3795,0.4581,0.33115,0.013524028075700956,0.0022799302981653547,0.9970806028897969
IM m=10 mode des m,imputation par esperance,B,750,0.25,0.25,0.04345037105388532,0.0033392586170106556,0.0016875881041886862,1.9787166126156215,0.047847921495569566,0.16666666666666666,12,0.3795,0.4581,0.33115,0.013524028075700956,0.0022799302981653547,0.9970806028897969
IM m=10 mode des m,imputation par esperance,B,750,0.5,0.5016666666666667,0.04747570128133713,0.0073645888444624635,0.0016875881041886862,4.363972954172378,1.2772137468864724e-05,1.0,12,0.3795,0.4581,0.33115,0.013524028075700956,0.0022799302981653547,0.9970806028897969
IM m=10 mode des m,imputation par esperance,C,750,0.05,0.0501111111111111,0.03168888888888884,0.0011966666666666168,0.0010935900468854569,1.0942552651011428,0.27384303926157966,0.16666666666666666,12,0.1617,0.196,0.14075000000000001,0.021018841848083364,0.005348138423951223,0.9995609174740865
IM m=10 mode des m,imputation par esperance,C,750,0.1,0.09977777777777774,0.03242222222222218,0.0019299999999999526,0.0010935900468854569,1.7648295222662187,0.07759242138191234,0.3333333333333333,12,0.1617,0.196,0.14075000000000001,0.021018841848083364,0.005348138423951223,0.9995609174740865
IM m=10 mode des m,imputation par esperance,C,750,0.25,0.25,0.036177777777777746,0.00568555555555552,0.0010935900468854569,5.198982536232819,2.0038234904710043e-07,1.0,12,0.1617,0.196,0.14075000000000001,0.021018841848083364,0.005348138423951223,0.9995609174740865
IM m=10 mode des m,imputation par esperance,C,750,0.5,0.5016666666666667,0.04232222222222217,0.011829999999999945,0.0010935900468854569,10.817581993994706,2.8417585002976018e-27,1.0,12,0.1617,0.196,0.14075000000000001,0.021018841848083364,0.005348138423951223,0.9995609174740865
IM m=10 mode des m,imputation par esperance,A,1052,0.05,0.05038022813688211,-0.0726244038294578,-0.004182017198493773,0.004277478437351692,-0.9776828240618739,0.32823121933071253,0.0,12,0.17885,0.22165,0.15365,-0.08181024404864927,0.024741655287245142,0.9999827622397662
IM m=10 mode des m,imputation par esperance,A,1052,0.1,0.09980988593155889,-0.07639238060343531,-0.007949993972471286,0.004277478437351692,-1.8585702041302057,0.06308808376110195,0.08333333333333333,12,0.17885,0.22165,0.15365,-0.08181024404864927,0.024741655287245142,0.9999827622397662
IM m=10 mode des m,imputation par esperance,A,1052,0.25,0.25,-0.08728289778222649,-0.018840511151262465,0.004277478437351692,-4.404583547807937,1.0598728824978134e-05,1.0,12,0.17885,0.22165,0.15365,-0.08181024404864927,0.024741655287245142,0.9999827622397662
IM m=10 mode des m,imputation par esperance,A,1052,0.5,0.5,-0.10317632989867719,-0.03473394326771316,0.004277478437351692,-8.120191317485151,4.654493626079325e-16,1.0,12,0.17885,0.22165,0.15365,-0.08181024404864927,0.024741655287245142,0.9999827622397662
IM m=10 mode des m,imputation par esperance,B,1052,0.05,0.05038022813688211,0.04294004598499179,0.0007502650881280742,0.001524859107359017,0.4920225642534919,0.6227033922777956,0.0,12,0.315,0.38695,0.27195,0.0160084930307012,-0.0010967729929042603,0.9999621774082283
IM m=10 mode des m,imputation par esperance,B,1052,0.1,0.09980988593155889,0.0437688825309821,0.0015791016341183822,0.001524859107359017,1.0355721564684823,0.30040178731826456,0.0,12,0.315,0.38695,0.27195,0.0160084930307012,-0.0010967729929042603,0.9999621774082283
IM m=10 mode des m,imputation par esperance,B,1052,0.25,0.25,0.04614732535058993,0.00395754445372621,0.001524859107359017,2.5953508980777165,0.00944943920919799,0.9166666666666666,12,0.315,0.38695,0.27195,0.0160084930307012,-0.0010967729929042603,0.9999621774082283
IM m=10 mode des m,imputation par esperance,B,1052,0.5,0.5,0.04991474716083155,0.0077249662639678335,0.001524859107359017,5.066019691056641,4.0621991449671447e-07,1.0,12,0.315,0.38695,0.27195,0.0160084930307012,-0.0010967729929042603,0.9999621774082283
IM m=10 mode des m,imputation par esperance,C,1052,0.05,0.05038022813688211,0.02838244613434721,0.0011486058301646979,0.0009241516858999943,1.2428758695020037,0.21391357902503716,0.0,12,0.1348,0.16390000000000002,0.11710000000000001,0.021635952252895968,0.0040652194620575954,0.9999798266552072
IM m=10 mode des m,imputation par esperance,C,1052,0.1,0.09980988593155889,0.029435994930291465,0.002202154626108954,0.0009241516858999943,2.3828930463556577,0.017177184087066616,0.5,12,0.1348,0.16390000000000002,0.11710000000000001,0.021635952252895968,0.0040652194620575954,0.9999798266552072
IM m=10 mode des m,imputation par esperance,C,1052,0.25,0.25,0.03287785171102657,0.005644011406844059,0.0009241516858999943,6.107234876001534,1.0137200651597855e-09,1.0,12,0.1348,0.16390000000000002,0.11710000000000001,0.021635952252895968,0.0040652194620575954,0.9999798266552072
IM m=10 mode des m,imputation par esperance,C,1052,0.5,0.5,0.03907240177439793,0.011838561470215416,0.0009241516858999943,12.810193013592045,1.437764873186276e-37,1.0,12,0.1348,0.16390000000000002,0.11710000000000001,0.021635952252895968,0.0040652194620575954,0.9999798266552072
PMM k=10,imputation par tirage,A,300,0.05,0.055277777777777724,-0.03791573911165718,-0.0008681230943900498,0.0050623540495576625,-0.17148604895896297,0.8638415992744,0.0,12,0.57015,0.62825,0.53195,0.0020889315132444635,-0.05405265479717111,0.968108559309039
PMM k=10,imputation par tirage,A,300,0.1,0.1036111111111111,-0.03904039569920927,-0.0019927796819421417,0.0050623540495576625,-0.39364684145635104,0.6938417931968108,0.0,12,0.57015,0.62825,0.53195,0.0020889315132444635,-0.05405265479717111,0.968108559309039
PMM k=10,imputation par tirage,A,300,0.25,0.2447222222222222,-0.03853906274928912,-0.001491446732021992,0.0050623540495576625,-0.2946152555553303,0.7682878069332895,0.0,12,0.57015,0.62825,0.53195,0.0020889315132444635,-0.05405265479717111,0.968108559309039
PMM k=10,imputation par tirage,A,300,0.5,0.5063888888888889,-0.04978264655681781,-0.012735030539550676,0.0050623540495576625,-2.515634113078961,0.011881846185122136,0.5,12,0.57015,0.62825,0.53195,0.0020889315132444635,-0.05405265479717111,0.968108559309039
PMM k=10,imputation par tirage,B,300,0.05,0.055277777777777724,0.03454600279301889,0.000797002345957247,0.0020730142359473513,0.3844654475288845,0.7006335005552682,0.0,12,0.5249,0.60505,0.47300000000000003,0.007730980851161697,0.009617850314994934,0.9945112320426126
PMM k=10,imputation par tirage,B,300,0.1,0.1036111111111111,0.03480997500403937,0.001060974556977727,0.0020730142359473513,0.5118028321174891,0.6087890080475727,0.0,12,0.5249,0.60505,0.47300000000000003,0.007730980851161697,0.009617850314994934,0.9945112320426126
PMM k=10,imputation par tirage,B,300,0.25,0.2447222222222222,0.03602106748062362,0.0022720670335619753,0.0020730142359473513,1.096020950634552,0.2730696061171384,0.16666666666666666,12,0.5249,0.60505,0.47300000000000003,0.007730980851161697,0.009617850314994934,0.9945112320426126
PMM k=10,imputation par tirage,B,300,0.5,0.5063888888888889,0.040072869901845554,0.006323869454783908,0.0020730142359473513,3.0505673068347017,0.002284094791641029,0.6666666666666666,12,0.5249,0.60505,0.47300000000000003,0.007730980851161697,0.009617850314994934,0.9945112320426126
PMM k=10,imputation par tirage,C,300,0.05,0.055277777777777724,0.045611111111111075,0.00039444444444441257,0.00169280352145932,0.2330125377482513,0.8157516699991503,0.0,12,0.9529000000000001,,0.85045,0.0041527025671878135,0.001674187725632217,0.9574911809851111
PMM k=10,imputation par tirage,C,300,0.1,0.1036111111111111,0.045152777777777736,-6.38888888889258e-05,0.00169280352145932,-0.03774146738178387,0.9698938133444831,0.0,12,0.9529000000000001,,0.85045,0.0041527025671878135,0.001674187725632217,0.9574911809851111
PMM k=10,imputation par tirage,C,300,0.25,0.2447222222222222,0.04661111111111107,0.0013944444444444065,0.00169280352145932,0.8237485489410453,0.41008244760496687,0.0,12,0.9529000000000001,,0.85045,0.0041527025671878135,0.001674187725632217,0.9574911809851111
PMM k=10,imputation par tirage,C,300,0.5,0.5063888888888889,0.047666666666666614,0.002449999999999952,0.00169280352145932,1.4473032274223259,0.14781201560901117,0.16666666666666666,12,0.9529000000000001,,0.85045,0.0041527025671878135,0.001674187725632217,0.9574911809851111
PMM k=10,imputation par tirage,A,500,0.05,0.05116666666666667,-0.05094264275412417,-0.001230591229612013,0.004675325411364339,-0.2632097493408284,0.7923889167875696,0.0,12,0.525,0.6049,0.47325,-0.017307477635788125,-0.021917939967419562,0.991589865683285
PMM k=10,imputation par tirage,A,500,0.1,0.09950000000000002,-0.05276575781779951,-0.003053706293287356,0.004675325411364339,-0.6531537432377853,0.5136571677711086,0.0,12,0.525,0.6049,0.47325,-0.017307477635788125,-0.021917939967419562,0.991589865683285
PMM k=10,imputation par tirage,A,500,0.25,0.244,-0.05459062143895547,-0.004878569914443312,0.004675325411364339,-1.0434717340925501,0.29672986538579005,0.0,12,0.525,0.6049,0.47325,-0.017307477635788125,-0.021917939967419562,0.991589865683285
PMM k=10,imputation par tirage,A,500,0.5,0.4954999999999999,-0.06400256262969756,-0.0142905111051854,0.004675325411364339,-3.0565810607427193,0.0022387693733186545,0.75,12,0.525,0.6049,0.47325,-0.017307477635788125,-0.021917939967419562,0.991589865683285
PMM k=10,imputation par tirage,B,500,0.05,0.05116666666666667,0.038075097484383376,0.0008343656619714881,0.001734040458621174,0.4811685089717778,0.630396740294685,0.0,12,0.41185,0.52935,0.34725,0.015968432917156845,-0.005693375493922447,0.9958022268519384
PMM k=10,imputation par tirage,B,500,0.1,0.09950000000000002,0.03918868422742678,0.0019479524050148925,0.001734040458621174,1.1233604125729633,0.26128445569888387,0.08333333333333333,12,0.41185,0.52935,0.34725,0.015968432917156845,-0.005693375493922447,0.9958022268519384
PMM k=10,imputation par tirage,B,500,0.25,0.244,0.040597792763912906,0.003357060941501018,0.001734040458621174,1.9359761329735017,0.05287062417573084,0.5,12,0.41185,0.52935,0.34725,0.015968432917156845,-0.005693375493922447,0.9958022268519384
PMM k=10,imputation par tirage,B,500,0.5,0.4954999999999999,0.043854583748086186,0.006613851925674298,0.001734040458621174,3.8141278035307873,0.0001366647340706525,1.0,12,0.41185,0.52935,0.34725,0.015968432917156845,-0.005693375493922447,0.9958022268519384
PMM k=10,imputation par tirage,C,500,0.05,0.05116666666666667,0.03626666666666667,0.0004423333333333293,0.0013037422640499435,0.3392797376678313,0.7343990053704235,0.0,12,,,0.8411000000000001,0.0052538953615576854,-0.0010834755497207895,0.9810038786629203
PMM k=10,imputation par tirage,C,500,0.1,0.09950000000000002,0.03603333333333333,0.00020899999999998697,0.0013037422640499435,0.16030775849112203,0.8726386475244061,0.0,12,,,0.8411000000000001,0.0052538953615576854,-0.0010834755497207895,0.9810038786629203
PMM k=10,imputation par tirage,C,500,0.25,0.244,0.03719999999999999,0.00137566666666665,0.0013037422640499435,1.0551676543746313,0.29134865460942905,0.0,12,,,0.8411000000000001,0.0052538953615576854,-0.0010834755497207895,0.9810038786629203
PMM k=10,imputation par tirage,C,500,0.5,0.4954999999999999,0.038158333333333336,0.002333999999999996,0.0013037422640499435,1.7902311402789544,0.07341676092199345,0.25,12,,,0.8411000000000001,0.0052538953615576854,-0.0010834755497207895,0.9810038786629203
PMM k=10,imputation par tirage,A,750,0.05,0.05266666666666664,-0.0610537875589247,-0.0006717106501448605,0.004493340965043854,-0.14949024687208548,0.881166804763859,0.0,12,0.4778,0.56705,0.42165,-0.02556296036009744,-0.010185639975668296,0.9965744507067545
PMM k=10,imputation par tirage,A,750,0.1,0.10099999999999999,-0.06377940862479306,-0.0033973317160132174,0.004493340965043854,-0.7560814419477424,0.4496003678801493,0.0,12,0.4778,0.56705,0.42165,-0.02556296036009744,-0.010185639975668296,0.9965744507067545
PMM k=10,imputation par tirage,A,750,0.25,0.2443333333333333,-0.06716382928633323,-0.006781752377553386,0.004493340965043854,-1.50928950870017,0.13122481459957322,0.16666666666666666,12,0.4778,0.56705,0.42165,-0.02556296036009744,-0.010185639975668296,0.9965744507067545
PMM k=10,imputation par tirage,A,750,0.5,0.49722222222222223,-0.07574811647895131,-0.01536603957017147,0.004493340965043854,-3.419735935846458,0.0006268194986579695,0.9166666666666666,12,0.4778,0.56705,0.42165,-0.02556296036009744,-0.010185639975668296,0.9965744507067545
