configuration,statistique,taille,taux,valeur_moyenne,reference_humaine,ecart_a_la_reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm39,tau_etoile_holm3,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2,p_holm
JSON Persona - GPT4.1,A,2058,0.5,-0.1672690089535288,-0.04095937129436311,-0.1263096376591657,0.0024770209992217196,-50.992558278210886,0.0,1.0,12,0.07250000000000001,0.059250000000000004,0.05205,-0.11935812931708702,-0.268776077724112,0.9986721832091586,
JSON Persona - GPT4.1,B,2058,0.05,0.02631419258373399,0.02599133484088814,0.00032285774284584665,0.0011037801961247676,0.292501844098453,0.7699029501184307,0.0,12,0.15410000000000001,0.12635000000000002,0.11120000000000001,0.024515316085420107,0.029735370402529313,0.9947929617950956,1.0
JSON Persona - GPT4.1,B,2058,0.1,0.027925611650359467,0.02599133484088814,0.0019342768094713254,0.0011037801961247676,1.7524112284876339,0.07970312207016249,0.0,12,0.15410000000000001,0.12635000000000002,0.11120000000000001,0.024515316085420107,0.029735370402529313,0.9947929617950956,
JSON Persona - GPT4.1,B,2058,0.25,0.03485178268985801,0.02599133484088814,0.008860447848969867,0.0011037801961247676,8.02736620939366,9.958747854968884e-16,1.0,12,0.15410000000000001,0.12635000000000002,0.11120000000000001,0.024515316085420107,0.029735370402529313,0.9947929617950956,
JSON Persona - GPT4.1,B,2058,0.5,0.045506902744864484,0.02599133484088814,0.019515567903976343,0.0011037801961247676,17.680665020529474,5.909504424493729e-70,1.0,12,0.15410000000000001,0.12635000000000002,0.11120000000000001,0.024515316085420107,0.029735370402529313,0.9947929617950956,
JSON Persona - GPT4.1,C,2058,0.05,0.008821266601878845,0.008527696793002915,0.00029356980887593025,0.00037086482275518526,0.7915817054175589,0.4286046176725681,0.0,12,0.0884,0.0721,0.06325,0.014918095873853628,0.024078152992173495,0.9944310364509188,1.0
JSON Persona - GPT4.1,C,2058,0.1,0.009550129575639778,0.008527696793002915,0.0010224327826368635,0.00037086482275518526,2.7568880085232306,0.005835433381429879,0.5,12,0.0884,0.0721,0.06325,0.014918095873853628,0.024078152992173495,0.9944310364509188,
JSON Persona - GPT4.1,C,2058,0.25,0.0144011175898931,0.008527696793002915,0.005873420796890185,0.00037086482275518526,15.83709329252653,1.7261767064236475e-56,1.0,12,0.0884,0.0721,0.06325,0.014918095873853628,0.024078152992173495,0.9944310364509188,
JSON Persona - GPT4.1,C,2058,0.5,0.021880061548428895,0.008527696793002915,0.01335236475542598,0.00037086482275518526,36.00331963606083,7.422244634087701e-284,1.0,12,0.0884,0.0721,0.06325,0.014918095873853628,0.024078152992173495,0.9944310364509188,
JSON Persona - GPT4.1-mini,A,1052,0.05,-0.029790221160012148,-0.02779075930803467,-0.001999461851977479,0.0029442185715039555,-0.6791146117104074,0.49706524493700394,0.0,12,0.1247,0.10790000000000001,0.09825,-0.03943473353226359,-0.45317207644772706,0.9988516070894453,
JSON Persona - GPT4.1-mini,A,1052,0.1,-0.03700275676957498,-0.02779075930803467,-0.009211997461540309,0.0029442185715039555,-3.1288429299033558,0.0017549609249029898,0.4166666666666667,12,0.1247,0.10790000000000001,0.09825,-0.03943473353226359,-0.45317207644772706,0.9988516070894453,
JSON Persona - GPT4.1-mini,A,1052,0.25,-0.06589901713469984,-0.02779075930803467,-0.03810825782666517,0.0029442185715039555,-12.943420096422681,2.5597517416636127e-38,1.0,12,0.1247,0.10790000000000001,0.09825,-0.03943473353226359,-0.45317207644772706,0.9988516070894453,
JSON Persona - GPT4.1-mini,B,1052,0.05,0.024330718472981582,0.022669280812239557,0.0016614376607420253,0.0013101984300480014,1.2680809430378845,0.204769046245979,0.0,12,0.11950000000000001,0.10155,0.09140000000000001,0.025891282060079717,0.15614084804230083,0.999997183073305,
JSON Persona - GPT4.1-mini,B,1052,0.1,0.026835469873582343,0.022669280812239557,0.004166189061342786,0.0013101984300480014,3.1798153362083865,0.0014736893155182138,0.4166666666666667,12,0.11950000000000001,0.10155,0.09140000000000001,0.025891282060079717,0.15614084804230083,0.999997183073305,
JSON Persona - GPT4.1-mini,B,1052,0.25,0.038899339092412104,0.022669280812239557,0.016230058280172547,0.0013101984300480014,12.387481092904325,3.0548873857399233e-35,1.0,12,0.11950000000000001,0.10155,0.09140000000000001,0.025891282060079717,0.15614084804230083,0.999997183073305,
JSON Persona - GPT4.1-mini,C,1052,0.05,0.011438205692206951,0.011455798479087452,-1.7592786880500297e-05,0.0005300355271454298,-0.03319171259188675,0.973521706876414,0.0,12,0.19655,0.17880000000000001,0.16855,-0.004100798040494313,0.07661014134963404,0.9999983132513134,
JSON Persona - GPT4.1-mini,C,1052,0.1,0.01181453891402094,0.011455798479087452,0.0003587404349334883,0.0005300355271454298,0.67682337609618,0.49851802469023815,0.0,12,0.19655,0.17880000000000001,0.16855,-0.004100798040494313,0.07661014134963404,0.9999983132513134,
JSON Persona - GPT4.1-mini,C,1052,0.25,0.015218460920767342,0.011455798479087452,0.0037626624416798905,0.0005300355271454298,7.098887242415923,1.2576536357020305e-12,1.0,12,0.19655,0.17880000000000001,0.16855,-0.004100798040494313,0.07661014134963404,0.9999983132513134,
JSON Persona - GPT4.1-mini,A,2058,0.05,-0.04454078148170936,-0.04095937129436311,-0.0035814101873462498,0.0024770209992217196,-1.445853785039178,0.14821821666700566,0.0,12,0.0877,0.07465000000000001,0.06725,-0.06569046307068363,-0.5591361880798488,0.9993750841859521,1.0
JSON Persona - GPT4.1-mini,A,2058,0.1,-0.053853748439821665,-0.04095937129436311,-0.012894377145458553,0.0024770209992217196,-5.205598640265855,1.9337219454176175e-07,1.0,12,0.0877,0.07465000000000001,0.06725,-0.06569046307068363,-0.5591361880798488,0.9993750841859521,
JSON Persona - GPT4.1-mini,A,2058,0.25,-0.0922546019212654,-0.04095937129436311,-0.05129523062690229,0.0024770209992217196,-20.708435916780385,2.9074425244108267e-95,1.0,12,0.0877,0.07465000000000001,0.06725,-0.06569046307068363,-0.5591361880798488,0.9993750841859521,
JSON Persona - GPT4.1-mini,B,2058,0.05,0.027388410130836812,0.02599133484088814,0.0013970752899486703,0.0011037801961247676,1.2657187498504001,0.20561379306564756,0.0,12,0.10565000000000001,0.0902,0.08145000000000001,0.022916938527017254,0.1849413408898756,0.9997973420333781,1.0
JSON Persona - GPT4.1-mini,B,2058,0.1,0.030273192094906542,0.02599133484088814,0.0042818572540184,0.0011037801961247676,3.879266242546712,0.00010477203028003821,0.9166666666666666,12,0.10565000000000001,0.0902,0.08145000000000001,0.022916938527017254,0.1849413408898756,0.9997973420333781,
JSON Persona - GPT4.1-mini,B,2058,0.25,0.043265328279017884,0.02599133484088814,0.017273993438129742,0.0011037801961247676,15.649849035864698,3.330085326193502e-55,1.0,12,0.10565000000000001,0.0902,0.08145000000000001,0.022916938527017254,0.1849413408898756,0.9997973420333781,
JSON Persona - GPT4.1-mini,C,2058,0.05,0.008549669715712672,0.008527696793002915,2.197292270975787e-05,0.00037086482275518526,0.05924779424082128,0.9527547421761933,0.0,12,0.1746,0.1573,0.14730000000000001,-0.0014382335269963861,0.05765381170120179,0.99965866832762,1.0
JSON Persona - GPT4.1-mini,C,2058,0.1,0.008993911510777578,0.008527696793002915,0.0004662147177746639,0.00037086482275518526,1.2571014805640406,0.2087168911155808,0.0,12,0.1746,0.1573,0.14730000000000001,-0.0014382335269963861,0.05765381170120179,0.99965866832762,
JSON Persona - GPT4.1-mini,C,2058,0.25,0.0117681516472327,0.008527696793002915,0.003240454854229786,0.00037086482275518526,8.737563272127511,2.3819228959272243e-18,1.0,12,0.1746,0.1573,0.14730000000000001,-0.0014382335269963861,0.05765381170120179,0.99965866832762,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,1052,0.05,-0.06405397031528026,-0.02779075930803467,-0.0362632110072456,0.0029442185715039555,-12.316752349239394,7.35989578045111e-35,1.0,12,0.015300000000000001,0.0122,0.01055,-0.784161259062004,0.14260746937526514,0.9999157081375548,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,1052,0.1,-0.10300804930129433,-0.02779075930803467,-0.07521728999325966,0.0029442185715039555,-25.547454499900606,5.860191636416518e-144,1.0,12,0.015300000000000001,0.0122,0.01055,-0.784161259062004,0.14260746937526514,0.9999157081375548,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,1052,0.25,-0.21698447439593183,-0.02779075930803467,-0.18919371508789715,0.0029442185715039555,-64.25939871415656,0.0,1.0,12,0.015300000000000001,0.0122,0.01055,-0.784161259062004,0.14260746937526514,0.9999157081375548,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,1052,0.5,-0.3837997234871244,-0.02779075930803467,-0.3560089641790897,0.0029442185715039555,-120.91798062303319,0.0,1.0,12,0.015300000000000001,0.0122,0.01055,-0.784161259062004,0.14260746937526514,0.9999157081375548,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,1052,0.05,0.03172235451486199,0.022669280812239557,0.00905307370262243,0.0013101984300480014,6.909696649759194,4.856911645338636e-12,1.0,12,0.0235,0.01875,0.01625,0.22634661403017364,0.012803292815330524,0.9991721467564715,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,1052,0.1,0.04334598477295324,0.022669280812239557,0.020676703960713683,0.0013101984300480014,15.781353027538094,4.181279913726209e-56,1.0,12,0.0235,0.01875,0.01625,0.22634661403017364,0.012803292815330524,0.9991721467564715,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,1052,0.25,0.08221782944096644,0.022669280812239557,0.05954854862872688,0.0013101984300480014,45.45002288435441,0.0,1.0,12,0.0235,0.01875,0.01625,0.22634661403017364,0.012803292815330524,0.9991721467564715,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,1052,0.5,0.1386093909682302,0.022669280812239557,0.11594011015599064,0.0013101984300480014,88.49049693315766,0.0,1.0,12,0.0235,0.01875,0.01625,0.22634661403017364,0.012803292815330524,0.9991721467564715,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,1052,0.05,0.025427756653992398,0.011455798479087452,0.013971958174904946,0.0005300355271454298,26.36041823489193,3.898553422432252e-153,1.0,12,0.0063,0.005050000000000001,0.004350000000000001,0.34182665347348656,0.14277969240246727,0.9994213342235679,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,1052,0.1,0.0441421102661597,0.011455798479087452,0.03268631178707224,0.0005300355271454298,61.6681526295196,0.0,1.0,12,0.0063,0.005050000000000001,0.004350000000000001,0.34182665347348656,0.14277969240246727,0.9994213342235679,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,1052,0.25,0.10895912547528518,0.011455798479087452,0.09750332699619772,0.0005300355271454298,183.95621048519828,0.0,1.0,12,0.0063,0.005050000000000001,0.004350000000000001,0.34182665347348656,0.14277969240246727,0.9994213342235679,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,1052,0.5,0.21743504435994934,0.011455798479087452,0.2059792458808619,0.0005300355271454298,388.61403685558196,0.0,1.0,12,0.0063,0.005050000000000001,0.004350000000000001,0.34182665347348656,0.14277969240246727,0.9994213342235679,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,2058,0.05,-0.07786014340634985,-0.04095937129436311,-0.03690077211198674,0.0024770209992217196,-14.897238305036964,3.43486143478365e-50,1.0,12,0.01315,0.010450000000000001,0.00905,-0.7704378320737919,0.2513955904270009,0.9999902997960367,1.305247345217787e-48
LLM Finetuning (500 training samples) - GPT4.1-mini,A,2058,0.1,-0.11519752278896273,-0.04095937129436311,-0.07423815149459961,0.0024770209992217196,-29.970739657808817,2.3620322893606688e-197,1.0,12,0.01315,0.010450000000000001,0.00905,-0.7704378320737919,0.2513955904270009,0.9999902997960367,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,2058,0.25,-0.21840062441419836,-0.04095937129436311,-0.17744125311983525,0.0024770209992217196,-71.63494099387422,0.0,1.0,12,0.01315,0.010450000000000001,0.00905,-0.7704378320737919,0.2513955904270009,0.9999902997960367,
LLM Finetuning (500 training samples) - GPT4.1-mini,A,2058,0.5,-0.3632149781862368,-0.04095937129436311,-0.3222556068918737,0.0024770209992217196,-130.0980520524963,0.0,1.0,12,0.01315,0.010450000000000001,0.00905,-0.7704378320737919,0.2513955904270009,0.9999902997960367,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,2058,0.05,0.03581966388098173,0.02599133484088814,0.009828329040093585,0.0011037801961247676,8.90424477137713,5.375073008426965e-19,1.0,12,0.019,0.01515,0.0131,0.23630999780536482,0.010663064831965566,0.9994118576164708,1.988777013117977e-17
LLM Finetuning (500 training samples) - GPT4.1-mini,B,2058,0.1,0.0479053906372551,0.02599133484088814,0.02191405579636696,0.0011037801961247676,19.853641035873295,1.0249789000640594e-87,1.0,12,0.019,0.01515,0.0131,0.23630999780536482,0.010663064831965566,0.9994118576164708,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,2058,0.25,0.0876273418734319,0.02599133484088814,0.06163600703254375,0.0011037801961247676,55.84083429738997,0.0,1.0,12,0.019,0.01515,0.0131,0.23630999780536482,0.010663064831965566,0.9994118576164708,
LLM Finetuning (500 training samples) - GPT4.1-mini,B,2058,0.5,0.14643216471468284,0.02599133484088814,0.1204408298737947,0.0011037801961247676,109.11667947717054,0.0,1.0,12,0.019,0.01515,0.0131,0.23630999780536482,0.010663064831965566,0.9994118576164708,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,2058,0.05,0.024269112406867507,0.008527696793002915,0.015741415613864593,0.00037086482275518526,42.44515696290719,0.0,1.0,12,0.0043,0.0034000000000000002,0.00295,0.352606287799318,0.13858934887815788,0.9997223771892227,0.0
LLM Finetuning (500 training samples) - GPT4.1-mini,C,2058,0.1,0.04290775834143181,0.008527696793002915,0.034380061548428896,0.00037086482275518526,92.70240648065943,0.0,1.0,12,0.0043,0.0034000000000000002,0.00295,0.352606287799318,0.13858934887815788,0.9997223771892227,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,2058,0.25,0.10759637188208616,0.008527696793002915,0.09906867508908325,0.00037086482275518526,267.128800065463,0.0,1.0,12,0.0043,0.0034000000000000002,0.00295,0.352606287799318,0.13858934887815788,0.9997223771892227,
LLM Finetuning (500 training samples) - GPT4.1-mini,C,2058,0.5,0.2190273728539035,0.008527696793002915,0.2104996760609006,0.00037086482275518526,567.5913787052683,0.0,1.0,12,0.0043,0.0034000000000000002,0.00295,0.352606287799318,0.13858934887815788,0.9997223771892227,
Persona Summary - GPT4.1-mini,A,1052,0.05,-0.030977370007511818,-0.02779075930803467,-0.0031866106994771493,0.0029442185715039555,-1.0823281703061114,0.27910673290708793,0.0,12,0.08015,0.06485,0.056650000000000006,-0.13703810800250119,-0.15239185499930574,0.9980008282715597,
Persona Summary - GPT4.1-mini,A,1052,0.1,-0.041152694393465646,-0.02779075930803467,-0.013361935085430977,0.0029442185715039555,-4.53836383438254,5.6692384541728775e-06,1.0,12,0.08015,0.06485,0.056650000000000006,-0.13703810800250119,-0.15239185499930574,0.9980008282715597,
Persona Summary - GPT4.1-mini,A,1052,0.25,-0.074225544337329,-0.02779075930803467,-0.04643478502929434,0.0029442185715039555,-15.771514207104088,4.886408734065554e-56,1.0,12,0.08015,0.06485,0.056650000000000006,-0.13703810800250119,-0.15239185499930574,0.9980008282715597,
Persona Summary - GPT4.1-mini,A,1052,0.5,-0.13386017980028253,-0.02779075930803467,-0.10606942049224787,0.0029442185715039555,-36.026340407895006,3.2373468387946644e-284,1.0,12,0.08015,0.06485,0.056650000000000006,-0.13703810800250119,-0.15239185499930574,0.9980008282715597,
Persona Summary - GPT4.1-mini,B,1052,0.05,0.025951512377059397,0.022669280812239557,0.0032822315648198402,0.0013101984300480014,2.505140816494178,0.012240265034326632,0.25,12,0.0397,0.0316,0.027350000000000003,0.134419292496646,-0.005796155274248728,0.9966419843838557,
Persona Summary - GPT4.1-mini,B,1052,0.1,0.034543231124379715,0.022669280812239557,0.011873950312140159,0.0013101984300480014,9.062711448757526,1.2724731076094795e-19,1.0,12,0.0397,0.0316,0.027350000000000003,0.134419292496646,-0.005796155274248728,0.9966419843838557,
Persona Summary - GPT4.1-mini,B,1052,0.25,0.05811098271987863,0.022669280812239557,0.03544170190763907,0.0013101984300480014,27.05063683089637,3.754141459156927e-161,1.0,12,0.0397,0.0316,0.027350000000000003,0.134419292496646,-0.005796155274248728,0.9966419843838557,
Persona Summary - GPT4.1-mini,B,1052,0.5,0.08797474674208039,0.022669280812239557,0.06530546592984084,0.0013101984300480014,49.84395068115618,0.0,1.0,12,0.0397,0.0316,0.027350000000000003,0.134419292496646,-0.005796155274248728,0.9966419843838557,
Persona Summary - GPT4.1-mini,C,1052,0.05,0.011414765525982253,0.011455798479087452,-4.1032953105198805e-05,0.0005300355271454298,-0.07741547689489177,0.9382930289499519,0.0,12,0.09695000000000001,0.08105,0.0722,0.01576587933944046,0.06655643752732328,0.9972099094645396,
Persona Summary - GPT4.1-mini,C,1052,0.1,0.013117870722433462,0.011455798479087452,0.0016620722433460106,0.0005300355271454298,3.1357751664257316,0.0017140055083255555,0.4166666666666667,12,0.09695000000000001,0.08105,0.0722,0.01576587933944046,0.06655643752732328,0.9972099094645396,
Persona Summary - GPT4.1-mini,C,1052,0.25,0.020286755386565273,0.011455798479087452,0.008830956907477821,0.0005300355271454298,16.661066013891567,2.5150153148236106e-62,1.0,12,0.09695000000000001,0.08105,0.0722,0.01576587933944046,0.06655643752732328,0.9972099094645396,
Persona Summary - GPT4.1-mini,C,1052,0.5,0.0358285804816223,0.011455798479087452,0.02437278200253485,0.0005300355271454298,45.983298768287106,0.0,1.0,12,0.09695000000000001,0.08105,0.0722,0.01576587933944046,0.06655643752732328,0.9972099094645396,
Persona Summary - GPT4.1-mini,A,2058,0.05,-0.046028224253144505,-0.04095937129436311,-0.005068852958781393,0.0024770209992217196,-2.0463504186577457,0.040721906485638865,0.0,12,0.054950000000000006,0.04405,0.03825,-0.1774900725974628,-0.10359136617376069,0.9984374299815054,1.0
Persona Summary - GPT4.1-mini,A,2058,0.1,-0.05818103081511731,-0.04095937129436311,-0.017221659520754197,0.0024770209992217196,-6.952569044091772,3.5869318054475374e-12,1.0,12,0.054950000000000006,0.04405,0.03825,-0.1774900725974628,-0.10359136617376069,0.9984374299815054,
Persona Summary - GPT4.1-mini,A,2058,0.25,-0.09427010359720528,-0.04095937129436311,-0.05331073230284217,0.0024770209992217196,-21.522115605637744,9.665035224363213e-103,1.0,12,0.054950000000000006,0.04405,0.03825,-0.1774900725974628,-0.10359136617376069,0.9984374299815054,
Persona Summary - GPT4.1-mini,A,2058,0.5,-0.15508948744152504,-0.04095937129436311,-0.11413011614716193,0.0024770209992217196,-46.07555454032147,0.0,1.0,12,0.054950000000000006,0.04405,0.03825,-0.1774900725974628,-0.10359136617376069,0.9984374299815054,
Persona Summary - GPT4.1-mini,B,2058,0.05,0.029984862263507616,0.02599133484088814,0.003993527422619474,0.0011037801961247676,3.6180459086331163,0.00029683575148289074,0.8333333333333334,12,0.030500000000000003,0.02425,0.021,0.14762262406921764,-0.013033579283428732,0.9965151381372299,0.009498744047452504
Persona Summary - GPT4.1-mini,B,2058,0.1,0.038464461918814745,0.02599133484088814,0.012473127077926603,0.0011037801961247676,11.300372231462543,1.306629784959986e-29,1.0,12,0.030500000000000003,0.02425,0.021,0.14762262406921764,-0.013033579283428732,0.9965151381372299,
Persona Summary - GPT4.1-mini,B,2058,0.25,0.06467183099586903,0.02599133484088814,0.038680496154980884,0.0011037801961247676,35.04365841204907,4.870486855783409e-269,1.0,12,0.030500000000000003,0.02425,0.021,0.14762262406921764,-0.013033579283428732,0.9965151381372299,
Persona Summary - GPT4.1-mini,B,2058,0.5,0.09601679452368983,0.02599133484088814,0.07002545968280169,0.0011037801961247676,63.441489463801034,0.0,1.0,12,0.030500000000000003,0.02425,0.021,0.14762262406921764,-0.013033579283428732,0.9965151381372299,
Persona Summary - GPT4.1-mini,C,2058,0.05,0.008705863297700032,0.008527696793002915,0.00017816650469711787,0.00037086482275518526,0.48040820742583307,0.6309371594390338,0.0,12,0.06225,0.051000000000000004,0.0449,0.02045433681310052,0.06039133267822583,0.9970073366704133,1.0
Persona Summary - GPT4.1-mini,C,2058,0.1,0.010465257531584062,0.008527696793002915,0.0019375607385811473,0.00037086482275518526,5.224439255755909,1.746836593057268e-07,0.8333333333333334,12,0.06225,0.051000000000000004,0.0449,0.02045433681310052,0.06039133267822583,0.9970073366704133,
Persona Summary - GPT4.1-mini,C,2058,0.25,0.018229672821509554,0.008527696793002915,0.009701976028506639,0.00037086482275518526,26.16041056800659,7.50308313509646e-151,1.0,12,0.06225,0.051000000000000004,0.0449,0.02045433681310052,0.06039133267822583,0.9970073366704133,
Persona Summary - GPT4.1-mini,C,2058,0.5,0.03368764172335601,0.008527696793002915,0.025159944930353097,0.00037086482275518526,67.8412817463727,0.0,1.0,12,0.06225,0.051000000000000004,0.0449,0.02045433681310052,0.06039133267822583,0.9970073366704133,
Persona Summary - JSON Persona - GPT4.1-mini,A,1052,0.05,-0.038472130211115924,-0.02779075930803467,-0.010681370903081255,0.0029442185715039555,-3.6279137039832725,0.000285720721502603,0.6666666666666666,12,0.047,0.03755,0.03255,-0.2511347798683037,-0.0735918667314185,0.999615088105948,
Persona Summary - JSON Persona - GPT4.1-mini,A,1052,0.1,-0.05203939318368203,-0.02779075930803467,-0.024248633875647362,0.0029442185715039555,-8.236016887584796,1.780388148579594e-16,1.0,12,0.047,0.03755,0.03255,-0.2511347798683037,-0.0735918667314185,0.999615088105948,
Persona Summary - JSON Persona - GPT4.1-mini,A,1052,0.25,-0.09693979931664091,-0.02779075930803467,-0.06914904000860625,0.0029442185715039555,-23.48638130262312,5.619884889798168e-122,1.0,12,0.047,0.03755,0.03255,-0.2511347798683037,-0.0735918667314185,0.999615088105948,
Persona Summary - JSON Persona - GPT4.1-mini,A,1052,0.5,-0.17139927657104845,-0.02779075930803467,-0.14360851726301377,0.0029442185715039555,-48.77644569358727,0.0,1.0,12,0.047,0.03755,0.03255,-0.2511347798683037,-0.0735918667314185,0.999615088105948,
Persona Summary - JSON Persona - GPT4.1-mini,B,1052,0.05,0.03024420299016074,0.022669280812239557,0.0075749221779211826,0.0013101984300480014,5.781507597779416,7.403413688506643e-09,0.9166666666666666,12,0.025050000000000003,0.019950000000000002,0.01725,0.21403440225082,-0.05828646612539937,0.9980215464099488,
Persona Summary - JSON Persona - GPT4.1-mini,B,1052,0.1,0.040945903202121124,0.022669280812239557,0.018276622389881567,0.0013101984300480014,13.949507166797606,3.167868067737374e-44,1.0,12,0.025050000000000003,0.019950000000000002,0.01725,0.21403440225082,-0.05828646612539937,0.9980215464099488,
Persona Summary - JSON Persona - GPT4.1-mini,B,1052,0.25,0.07523629671038308,0.022669280812239557,0.052567015898143526,0.0013101984300480014,40.12141572801125,0.0,1.0,12,0.025050000000000003,0.019950000000000002,0.01725,0.21403440225082,-0.05828646612539937,0.9980215464099488,
Persona Summary - JSON Persona - GPT4.1-mini,B,1052,0.5,0.11457110448388162,0.022669280812239557,0.09190182367164207,0.0013101984300480014,70.14343901196331,0.0,1.0,12,0.025050000000000003,0.019950000000000002,0.01725,0.21403440225082,-0.05828646612539937,0.9980215464099488,
Persona Summary - JSON Persona - GPT4.1-mini,C,1052,0.05,0.012741603295310521,0.011455798479087452,0.0012858048162230698,0.0005300355271454298,2.42588421034327,0.01527114170352624,0.3333333333333333,12,0.044500000000000005,0.03595,0.03135,0.04484439129181486,0.08048482519114347,0.9973773311900453,
Persona Summary - JSON Persona - GPT4.1-mini,C,1052,0.1,0.015248732572877061,0.011455798479087452,0.0037929340937896093,0.0005300355271454298,7.155999738766404,8.306530115823593e-13,0.9166666666666666,12,0.044500000000000005,0.03595,0.03135,0.04484439129181486,0.08048482519114347,0.9973773311900453,
Persona Summary - JSON Persona - GPT4.1-mini,C,1052,0.25,0.02907160963244614,0.011455798479087452,0.01761581115335869,0.0005300355271454298,33.235151704322085,3.3455642360940796e-242,1.0,12,0.044500000000000005,0.03595,0.03135,0.04484439129181486,0.08048482519114347,0.9973773311900453,
Persona Summary - JSON Persona - GPT4.1-mini,C,1052,0.5,0.0537270278833967,0.011455798479087452,0.042271229404309246,0.0005300355271454298,79.75169066867281,0.0,1.0,12,0.044500000000000005,0.03595,0.03135,0.04484439129181486,0.08048482519114347,0.9973773311900453,
Persona Summary - JSON Persona - GPT4.1-mini,A,2058,0.05,-0.054008453949484815,-0.04095937129436311,-0.013049082655121703,0.0024770209992217196,-5.268054917266236,1.3787686398472505e-07,1.0,12,0.032,0.025500000000000002,0.02205,-0.3157394228824796,0.033795457446891504,0.9993698563859107,4.6878133754806516e-06
Persona Summary - JSON Persona - GPT4.1-mini,A,2058,0.1,-0.06988140815073632,-0.04095937129436311,-0.028922036856373207,0.0024770209992217196,-11.676137128211879,1.6879336146470593e-31,1.0,12,0.032,0.025500000000000002,0.02205,-0.3157394228824796,0.033795457446891504,0.9993698563859107,
Persona Summary - JSON Persona - GPT4.1-mini,A,2058,0.25,-0.12021816341763063,-0.04095937129436311,-0.07925879212326752,0.0024770209992217196,-31.997626240621553,1.1765552704383874e-224,1.0,12,0.032,0.025500000000000002,0.02205,-0.3157394228824796,0.033795457446891504,0.9993698563859107,
Persona Summary - JSON Persona - GPT4.1-mini,A,2058,0.5,-0.1898902722833605,-0.04095937129436311,-0.1489309009889974,0.0024770209992217196,-60.12500541408066,0.0,1.0,12,0.032,0.025500000000000002,0.02205,-0.3157394228824796,0.033795457446891504,0.9993698563859107,
Persona Summary - JSON Persona - GPT4.1-mini,B,2058,0.05,0.03403820229984723,0.02599133484088814,0.008046867458959085,0.0011037801961247676,7.290280698286323,3.0930990408019253e-13,1.0,12,0.0198,0.01575,0.01365,0.2282612357616476,-0.067401937849877,0.9979739298761546,1.1135156546886932e-11
Persona Summary - JSON Persona - GPT4.1-mini,B,2058,0.1,0.04544392244489536,0.02599133484088814,0.01945258760400722,0.0011037801961247676,17.6236062871057,1.623196515493071e-69,1.0,12,0.0198,0.01575,0.01365,0.2282612357616476,-0.067401937849877,0.9979739298761546,
Persona Summary - JSON Persona - GPT4.1-mini,B,2058,0.25,0.08172288150004384,0.02599133484088814,0.055731546659155695,0.0011037801961247676,50.491526170538386,0.0,1.0,12,0.0198,0.01575,0.01365,0.2282612357616476,-0.067401937849877,0.9979739298761546,
Persona Summary - JSON Persona - GPT4.1-mini,B,2058,0.5,0.12269171110924375,0.02599133484088814,0.0967003762683556,0.0011037801961247676,87.60836315768155,0.0,1.0,12,0.0198,0.01575,0.01365,0.2282612357616476,-0.067401937849877,0.9979739298761546,
Persona Summary - JSON Persona - GPT4.1-mini,C,2058,0.05,0.009853822481373502,0.008527696793002915,0.0013261256883705871,0.00037086482275518526,3.575765634817264,0.0003492043910244061,0.6666666666666666,12,0.029150000000000002,0.0234,0.02035,0.04952428620970951,0.0761737290599738,0.9975797359466715,0.010825336121756589
Persona Summary - JSON Persona - GPT4.1-mini,C,2058,0.1,0.012900874635568512,0.008527696793002915,0.004373177842565598,0.00037086482275518526,11.791837818634024,4.3005271972774614e-32,1.0,12,0.029150000000000002,0.0234,0.02035,0.04952428620970951,0.0761737290599738,0.9975797359466715,
Persona Summary - JSON Persona - GPT4.1-mini,C,2058,0.25,0.02701044703595724,0.008527696793002915,0.018482750242954326,0.00037086482275518526,49.836892336254635,0.0,1.0,12,0.029150000000000002,0.0234,0.02035,0.04952428620970951,0.0761737290599738,0.9975797359466715,
Persona Summary - JSON Persona - GPT4.1-mini,C,2058,0.5,0.052065111758989306,0.008527696793002915,0.04353741496598639,0.00037086482275518526,117.39429650551205,0.0,1.0,12,0.029150000000000002,0.0234,0.02035,0.04952428620970951,0.0761737290599738,0.9975797359466715,
