condition,diff_H_F,ic_bas,ic_haut,signif,signe
humains,-0.04695753701058736,-0.08954944663162384,-0.004396376537402018,True,-1
jumeau_brut,0.010020630710285916,-0.03274427066539285,0.05240125056631039,False,1
jumeau_D4,0.010020630710285916,-0.03339470901077844,0.05077567892746137,False,1
