modele,cle_modele,identite,item,tv_camps_decrit,tv_camps_reel_w1,tv_camps_reel_w2,gap_signe_decrit,gap_signe_reel_w1,gap_signe_reel_w2
Qwen3-4B-Instruct-2507,q4,journaliste,natspac/y,0.12999999999999995,0.033175868943399495,0.06674901043021014,-0.11499999999999999,0.02331989829822878,0.047549911877726836
Qwen3-4B-Instruct-2507,q4,journaliste,natenvir/y,0.12999999999999998,0.48262113201005474,0.4519444685215682,-0.08999999999999997,0.3759895697899513,0.3464830545202392
Qwen3-4B-Instruct-2507,q4,journaliste,natheal/y,0.10000000000000003,0.22794053913495704,0.15097078963335353,-0.050000000000000044,0.15112247551356503,0.10599953771922209
Qwen3-4B-Instruct-2507,q4,adversaire,natspac/y,0.0,0.033175868943399495,0.06674901043021014,0.0,0.02331989829822878,0.047549911877726836
Qwen3-4B-Instruct-2507,q4,adversaire,natenvir/y,0.2,0.48262113201005474,0.4519444685215682,-0.12499999999999997,0.3759895697899513,0.3464830545202392
Qwen3-4B-Instruct-2507,q4,adversaire,natheal/y,0.25000000000000006,0.22794053913495704,0.15097078963335353,-0.15000000000000002,0.15112247551356503,0.10599953771922209
Qwen3-4B-Instruct-2507,q4,journaliste,natcity/y,0.25000000000000006,0.3880197047181532,0.37290167865707446,-0.15000000000000002,0.28032995290514584,0.28626737164485283
Qwen3-4B-Instruct-2507,q4,journaliste,natdrug/y,0.0,0.16543873335066892,0.2147438675565572,0.0,0.14246193406720412,0.20169527028979228
Qwen3-4B-Instruct-2507,q4,journaliste,nateduc/y,0.22999999999999998,0.21662188321631853,0.24963884314235363,-0.16500000000000004,0.17675377770073103,0.2037755337898357
Qwen3-4B-Instruct-2507,q4,journaliste,natrace/y,0.10000000000000002,0.48924474877928986,0.4407269365230707,-0.07500000000000001,0.4631403311086071,0.43645445089711354
Qwen3-4B-Instruct-2507,q4,journaliste,natarms/y,0.10000000000000003,0.38940654705151545,0.42075496229522413,0.050000000000000044,0.38641977983877956,0.40962410794256165
Qwen3-4B-Instruct-2507,q4,adversaire,natcity/y,0.2,0.3880197047181532,0.37290167865707446,-0.15,0.28032995290514584,0.28626737164485283
Qwen3-4B-Instruct-2507,q4,adversaire,natdrug/y,0.2,0.16543873335066892,0.2147438675565572,-0.15,0.14246193406720412,0.20169527028979228
Qwen3-4B-Instruct-2507,q4,adversaire,nateduc/y,0.15000000000000002,0.21662188321631853,0.24963884314235363,-0.07500000000000001,0.17675377770073103,0.2037755337898357
Qwen3-4B-Instruct-2507,q4,adversaire,natrace/y,0.2,0.48924474877928986,0.4407269365230707,-0.15,0.4631403311086071,0.43645445089711354
Qwen3-4B-Instruct-2507,q4,adversaire,natarms/y,0.25000000000000006,0.38940654705151545,0.42075496229522413,0.15000000000000002,0.38641977983877956,0.40962410794256165
