modele,cle_modele,camp,item,tv_entre_identites,tv_plancher_w1_w2
Olmo-3-1025-7B,olmo3base,centre,satfin,0.09999999999999999,0.04950495049504949
Olmo-3-1025-7B,olmo3base,centre,finalter,0.059999999999999984,0.04950495049504948
Olmo-3-1025-7B,olmo3base,centre,finrela,0.0,0.10891089108910894
Olmo-3-1025-7B,olmo3base,centre,racdif1,0.0,0.0
Olmo-3-1025-7B,olmo3base,centre,racdif2,0.09999999999999998,0.006600660066006583
Olmo-3-1025-7B,olmo3base,centre,racdif3,0.0,0.01980198019801982
Olmo-3-1025-7B,olmo3base,centre,racdif4,0.0,0.0066006600660065695
Olmo-3-1025-7B,olmo3base,centre,wlthwhts,0.0,0.023102310231023104
Olmo-3-1025-7B,olmo3base,centre,wlthblks,0.0,0.049504950495049535
Olmo-3-1025-7B,olmo3base,centre,wlthhsps,0.0,0.07590759075907592
Olmo-3-1025-7B,olmo3base,centre,letin1a,0.039999999999999994,0.029702970297029726
Olmo-3-1025-7B,olmo3base,centre,getahead,0.07,0.023102310231023142
Olmo-3-1025-7B,olmo3base,centre,aged,0.07,0.029702970297029736
Olmo-3-1025-7B,olmo3base,centre,parsol,0.31000000000000005,0.07260726072607263
Olmo-3-1025-7B,olmo3base,centre,kidssol,0.32999999999999996,0.0627062706270627
Olmo-3-1025-7B,olmo3base,centre,spanking,0.15000000000000002,0.03960396039603961
Olmo-3-1025-7B,olmo3base,centre,divlaw,0.11,0.016501650165016493
Olmo-3-1025-7B,olmo3base,centre,sexeduc,0.0,0.029702970297029715
Olmo-3-1025-7B,olmo3base,centre,pillok,0.29000000000000004,0.006600660066006583
Olmo-3-1025-7B,olmo3base,centre,xmarsex,0.31000000000000005,0.06930693069306927
Olmo-3-1025-7B,olmo3base,centre,homosex,0.29000000000000004,0.03300330033003304
Olmo-3-1025-7B,olmo3base,centre,discaff,0.0,0.02640264026402643
Olmo-3-1025-7B,olmo3base,centre,abdefect,0.04999999999999996,0.013201320132013222
Olmo-3-1025-7B,olmo3base,centre,abnomore,0.1,0.08910891089108908
Olmo-3-1025-7B,olmo3base,centre,abhlth,0.0,0.0
Olmo-3-1025-7B,olmo3base,centre,abpoor,0.1,0.04950495049504955
Olmo-3-1025-7B,olmo3base,centre,abrape,0.0,0.0033003300330033195
Olmo-3-1025-7B,olmo3base,centre,absingle,0.04999999999999996,0.0726072607260726
Olmo-3-1025-7B,olmo3base,centre,abany,0.0,0.023102310231023077
Olmo-3-1025-7B,olmo3base,centre,letdie1,0.04999999999999996,0.01980198019801982
Olmo-3-1025-7B,olmo3base,centre,suicide1,0.050000000000000044,0.013201320132013167
Olmo-3-1025-7B,olmo3base,centre,suicide2,0.0,0.02640264026402639
Olmo-3-1025-7B,olmo3base,centre,suicide3,0.0,0.023102310231023118
Olmo-3-1025-7B,olmo3base,centre,suicide4,0.0,0.019801980198019764
Olmo-3-1025-7B,olmo3base,centre,pornlaw,0.0,0.03630363036303632
Olmo-3-1025-7B,olmo3base,centre,fair,0.10000000000000002,0.07590759075907594
Olmo-3-1025-7B,olmo3base,centre,helpful,0.0,0.039603960396039584
