perimetre,seuil,partition,tercile,condition,cellules_minoritaires,raretes_osees,rappel,rappel_ic_bas,rappel_ic_haut,precision,precision_ic_bas,precision_ic_haut,f1,plancher_segment,plancher_item,rappel_sur_cellules_a_plancher,exces_sur_plancher
1052,0.200000,D_logit regression,T2 intermediaire,B0 mode,6137,0,0.000000,0.000000,0.000000,,,,0.000000,0.159325,0.136034,0.000000,-0.159325
1052,0.200000,D_logit regression,T3 deductible,B0 mode,6137,0,0.000000,0.000000,0.000000,,,,0.000000,0.250066,0.148384,0.000000,-0.250066
1052,0.200000,D_logit regression,ensemble,B0 mode,18411,0,0.000000,0.000000,0.000000,,,,0.000000,0.162376,0.126562,0.000000,-0.162376
1052,0.200000,D_seg segment,T1 non deductible,B0 tirage,5518,7162,0.088619,0.080993,0.096342,0.068277,0.061871,0.074808,0.077129,0.025439,0.096124,0.088619,0.063180
1052,0.200000,D_seg segment,T2 intermediaire,B0 tirage,5939,5985,0.135376,0.126469,0.144257,0.134336,0.125147,0.143498,0.134854,0.142424,0.132788,0.135376,-0.007048
1052,0.200000,D_seg segment,T3 deductible,B0 tirage,5080,3648,0.154134,0.144457,0.163661,0.214638,0.200663,0.228751,0.179423,0.334445,0.152986,0.154134,-0.180312
1052,0.200000,D_seg segment,ensemble,B0 tirage,18411,18498,0.125251,0.120543,0.130099,0.124662,0.119686,0.130070,0.124956,0.162376,0.126562,0.125537,-0.036839
1052,0.200000,D_logit regression,T1 non deductible,B0 tirage,6137,9129,0.093368,0.086364,0.100414,0.062767,0.057628,0.068110,0.075069,0.081391,0.095269,0.092961,0.011569
1052,0.200000,D_logit regression,T2 intermediaire,B0 tirage,6137,5687,0.134431,0.126096,0.142858,0.145068,0.135509,0.154977,0.139547,0.159325,0.136034,0.135642,-0.023684
1052,0.200000,D_logit regression,T3 deductible,B0 tirage,6137,3682,0.147955,0.139195,0.156529,0.246605,0.232719,0.260631,0.184948,0.250066,0.148384,0.148944,-0.101122
1052,0.200000,D_logit regression,ensemble,B0 tirage,18411,18498,0.125251,0.120543,0.130099,0.124662,0.119686,0.130070,0.124956,0.162376,0.126562,0.125537,-0.036839
1052,0.200000,D_seg segment,T1 non deductible,B1 argmax,5518,947,0.031714,0.026721,0.036809,0.184794,0.159751,0.210707,0.054138,0.025439,0.096124,0.031714,0.006275
1052,0.200000,D_seg segment,T2 intermediaire,B1 argmax,5939,2242,0.096649,0.088477,0.104560,0.256021,0.237406,0.274276,0.140325,0.142424,0.132788,0.096649,-0.045775
1052,0.200000,D_seg segment,T3 deductible,B1 argmax,5080,3787,0.248031,0.234215,0.262260,0.332717,0.316078,0.349564,0.284200,0.334445,0.152986,0.248031,-0.086414
1052,0.200000,D_seg segment,ensemble,B1 argmax,18411,7960,0.129868,0.123021,0.136421,0.300377,0.287877,0.312603,0.181336,0.162376,0.126562,0.121485,-0.040891
1052,0.200000,D_logit regression,T1 non deductible,B1 argmax,6137,0,0.000000,0.000000,0.000000,,,,0.000000,0.081391,0.095269,0.000000,-0.081391
1052,0.200000,D_logit regression,T2 intermediaire,B1 argmax,6137,24,0.000652,0.000159,0.001318,0.166667,0.034454,0.333333,0.001298,0.159325,0.136034,0.000714,-0.158612
1052,0.200000,D_logit regression,T3 deductible,B1 argmax,6137,7936,0.388952,0.375559,0.402284,0.300781,0.288327,0.312922,0.339231,0.250066,0.148384,0.374696,0.124630
1052,0.200000,D_logit regression,ensemble,B1 argmax,18411,7960,0.129868,0.123021,0.136421,0.300377,0.287877,0.312603,0.181336,0.162376,0.126562,0.121485,-0.040891
1052,0.200000,D_seg segment,T1 non deductible,B2 argmax,5518,542,0.039507,0.033715,0.045160,0.402214,0.360225,0.442382,0.071947,0.025439,0.096124,0.039507,0.014068
1052,0.200000,D_seg segment,T2 intermediaire,B2 argmax,5939,1046,0.075265,0.067265,0.083208,0.427342,0.396134,0.458867,0.127989,0.142424,0.132788,0.075265,-0.067159
1052,0.200000,D_seg segment,T3 deductible,B2 argmax,5080,1577,0.157480,0.144686,0.171639,0.507292,0.479749,0.534242,0.240349,0.334445,0.152986,0.157480,-0.176965
1052,0.200000,D_seg segment,ensemble,B2 argmax,18411,3627,0.094020,0.087864,0.100443,0.477254,0.458519,0.497053,0.157092,0.162376,0.126562,0.088589,-0.073787
1052,0.200000,D_logit regression,T1 non deductible,B2 argmax,6137,582,0.031449,0.026675,0.036529,0.331615,0.292388,0.372550,0.057449,0.081391,0.095269,0.032241,-0.049151
1052,0.200000,D_logit regression,T2 intermediaire,B2 argmax,6137,1117,0.076748,0.069392,0.084716,0.421665,0.392028,0.451891,0.129859,0.159325,0.136034,0.077280,-0.082045
1052,0.200000,D_logit regression,T3 deductible,B2 argmax,6137,1928,0.173863,0.160908,0.187828,0.553423,0.527983,0.578326,0.264600,0.250066,0.148384,0.159223,-0.090844
1052,0.200000,D_logit regression,ensemble,B2 argmax,18411,3627,0.094020,0.087864,0.100443,0.477254,0.458519,0.497053,0.157092,0.162376,0.126562,0.088589,-0.073787
1052,0.200000,D_seg segment,T1 non deductible,B3 foret,5518,120,0.005799,0.003733,0.008221,0.266667,0.186916,0.347459,0.011352,0.025439,0.096124,0.005799,-0.019640
1052,0.200000,D_seg segment,T2 intermediaire,B3 foret,5939,419,0.024247,0.020085,0.028519,0.343675,0.298468,0.390128,0.045297,0.142424,0.132788,0.024247,-0.118178
1052,0.200000,D_seg segment,T3 deductible,B3 foret,5080,1403,0.109843,0.100352,0.119308,0.397719,0.372915,0.423156,0.172143,0.334445,0.152986,0.109843,-0.224603
1052,0.200000,D_seg segment,ensemble,B3 foret,18411,2306,0.049481,0.045618,0.053416,0.395056,0.373488,0.416306,0.087947,0.162376,0.126562,0.044385,-0.117991
1052,0.200000,D_logit regression,T1 non deductible,B3 foret,6137,13,0.000489,0.000000,0.001132,0.230769,0.000000,0.500000,0.000976,0.081391,0.095269,0.000537,-0.080854
1052,0.200000,D_logit regression,T2 intermediaire,B3 foret,6137,203,0.006192,0.004338,0.008272,0.187192,0.135678,0.242574,0.011987,0.159325,0.136034,0.005533,-0.153793
1052,0.200000,D_logit regression,T3 deductible,B3 foret,6137,2090,0.141763,0.131954,0.151928,0.416268,0.393161,0.439013,0.211499,0.250066,0.148384,0.130817,-0.119250
1052,0.200000,D_logit regression,ensemble,B3 foret,18411,2306,0.049481,0.045618,0.053416,0.395056,0.373488,0.416306,0.087947,0.162376,0.126562,0.044385,-0.117991
1052,0.200000,D_seg segment,T1 non deductible,humains vague 2,5518,5622,0.531352,0.514522,0.548107,0.521523,0.501810,0.540831,0.526391,0.025439,0.096124,0.531352,0.505913
1052,0.200000,D_seg segment,T2 intermediaire,humains vague 2,5939,5949,0.599259,0.584211,0.614119,0.598252,0.582942,0.613150,0.598755,0.142424,0.132788,0.599259,0.456835
1052,0.200000,D_seg segment,T3 deductible,humains vague 2,5080,5062,0.681102,0.664002,0.696929,0.683524,0.667854,0.698737,0.682311,0.334445,0.152986,0.681102,0.346657
1052,0.200000,D_seg segment,ensemble,humains vague 2,18411,18518,0.605779,0.594936,0.616712,0.602279,0.590193,0.613955,0.604024,0.162376,0.126562,0.601742,0.439365
1052,0.200000,D_logit regression,T1 non deductible,humains vague 2,6137,6254,0.511325,0.495104,0.527793,0.501759,0.481753,0.520320,0.506497,0.081391,0.095269,0.512449,0.431057
1052,0.200000,D_logit regression,T2 intermediaire,humains vague 2,6137,6134,0.607626,0.592638,0.622911,0.607923,0.593295,0.622363,0.607774,0.159325,0.136034,0.603605,0.444280
1052,0.200000,D_logit regression,T3 deductible,humains vague 2,6137,6130,0.698387,0.683812,0.713378,0.699184,0.684727,0.712858,0.698785,0.250066,0.148384,0.692955,0.442888
1052,0.200000,D_logit regression,ensemble,humains vague 2,18411,18518,0.605779,0.594936,0.616712,0.602279,0.590193,0.613955,0.604024,0.162376,0.126562,0.601742,0.439365
150,0.100000,D_seg segment,T1 non deductible,agents composite,272,213,0.183824,0.132296,0.236434,0.234742,0.173263,0.296296,0.206186,0.000000,0.052426,0.183824,0.183824
150,0.100000,D_seg segment,T2 intermediaire,agents composite,168,164,0.279762,0.221518,0.340541,0.286585,0.224240,0.356065,0.283133,0.060854,0.064304,0.279762,0.218908
150,0.100000,D_seg segment,T3 deductible,agents composite,211,277,0.327014,0.234373,0.414294,0.249097,0.181818,0.311528,0.282787,0.202519,0.079338,0.327014,0.124495
150,0.100000,D_seg segment,ensemble,agents composite,747,744,0.254351,0.211196,0.299028,0.255376,0.215739,0.295545,0.254863,0.081344,0.064179,0.254992,0.173648
150,0.100000,D_logit regression,T1 non deductible,agents composite,249,202,0.168675,0.125510,0.212938,0.207921,0.156562,0.260669,0.186253,0.031699,0.046974,0.170507,0.138808
150,0.100000,D_logit regression,T2 intermediaire,agents composite,249,256,0.232932,0.179165,0.290185,0.226562,0.176245,0.280339,0.229703,0.064680,0.066301,0.227907,0.163227
150,0.100000,D_logit regression,T3 deductible,agents composite,249,286,0.361446,0.277778,0.440746,0.314685,0.240739,0.386833,0.336449,0.146896,0.079263,0.365297,0.218400
150,0.100000,D_logit regression,ensemble,agents composite,747,744,0.254351,0.211196,0.299028,0.255376,0.215739,0.295545,0.254863,0.081344,0.064179,0.254992,0.173648
150,0.100000,D_seg segment,T1 non deductible,agents entretien (v3),272,224,0.161765,0.114752,0.213116,0.196429,0.142257,0.254466,0.177419,0.000000,0.052426,0.161765,0.161765
150,0.100000,D_seg segment,T2 intermediaire,agents entretien (v3),168,201,0.273810,0.204816,0.343949,0.228856,0.173913,0.285733,0.249322,0.060854,0.064304,0.273810,0.212956
150,0.100000,D_seg segment,T3 deductible,agents entretien (v3),211,302,0.355450,0.261679,0.447774,0.248344,0.182123,0.313132,0.292398,0.202519,0.079338,0.355450,0.152931
150,0.100000,D_seg segment,ensemble,agents entretien (v3),747,819,0.255689,0.212164,0.300908,0.233211,0.196507,0.269789,0.243934,0.081344,0.064179,0.253456,0.172112
150,0.100000,D_logit regression,T1 non deductible,agents entretien (v3),249,215,0.156627,0.109242,0.208333,0.181395,0.126898,0.239585,0.168103,0.031699,0.046974,0.156682,0.124983
150,0.100000,D_logit regression,T2 intermediaire,agents entretien (v3),249,265,0.228916,0.176471,0.284004,0.215094,0.164657,0.265235,0.221790,0.064680,0.066301,0.227907,0.163227
150,0.100000,D_logit regression,T3 deductible,agents entretien (v3),249,339,0.381526,0.300469,0.458784,0.280236,0.215685,0.342705,0.323129,0.146896,0.079263,0.374429,0.227533
150,0.100000,D_logit regression,ensemble,agents entretien (v3),747,819,0.255689,0.212164,0.300908,0.233211,0.196507,0.269789,0.243934,0.081344,0.064179,0.253456,0.172112
150,0.100000,D_seg segment,T1 non deductible,agents enquete,272,279,0.136029,0.082706,0.191235,0.132616,0.083333,0.182119,0.134301,0.000000,0.052426,0.136029,0.136029
150,0.100000,D_seg segment,T2 intermediaire,agents enquete,168,162,0.178571,0.113769,0.243770,0.185185,0.118878,0.254343,0.181818,0.060854,0.064304,0.178571,0.117717
150,0.100000,D_seg segment,T3 deductible,agents enquete,211,260,0.274882,0.177141,0.365593,0.223077,0.146150,0.293516,0.246285,0.202519,0.079338,0.274882,0.072362
150,0.100000,D_seg segment,ensemble,agents enquete,747,798,0.191432,0.146666,0.235056,0.179198,0.140770,0.215936,0.185113,0.081344,0.064179,0.192012,0.110668
150,0.100000,D_logit regression,T1 non deductible,agents enquete,249,274,0.120482,0.078570,0.163570,0.109489,0.070535,0.149309,0.114723,0.031699,0.046974,0.124424,0.092725
150,0.100000,D_logit regression,T2 intermediaire,agents enquete,249,253,0.144578,0.102561,0.191592,0.142292,0.103448,0.180452,0.143426,0.064680,0.066301,0.134884,0.070204
150,0.100000,D_logit regression,T3 deductible,agents enquete,249,271,0.309237,0.222796,0.390161,0.284133,0.207481,0.355708,0.296154,0.146896,0.079263,0.315068,0.168172
150,0.100000,D_logit regression,ensemble,agents enquete,747,798,0.191432,0.146666,0.235056,0.179198,0.140770,0.215936,0.185113,0.081344,0.064179,0.192012,0.110668
150,0.100000,D_seg segment,T1 non deductible,agents demographiques (v6),272,129,0.180147,0.139912,0.226622,0.379845,0.305344,0.457148,0.244389,0.000000,0.052426,0.180147,0.180147
150,0.100000,D_seg segment,T2 intermediaire,agents demographiques (v6),168,89,0.142857,0.097217,0.191083,0.269663,0.191011,0.348837,0.186770,0.060854,0.064304,0.142857,0.082003
150,0.100000,D_seg segment,T3 deductible,agents demographiques (v6),211,117,0.094787,0.058559,0.135928,0.170940,0.109244,0.235306,0.121951,0.202519,0.079338,0.094787,-0.107733
150,0.100000,D_seg segment,ensemble,agents demographiques (v6),747,364,0.136546,0.115188,0.160463,0.280220,0.240997,0.322946,0.183618,0.081344,0.064179,0.142857,0.061513
150,0.100000,D_logit regression,T1 non deductible,agents demographiques (v6),249,117,0.160643,0.115381,0.210971,0.341880,0.257143,0.429754,0.218579,0.031699,0.046974,0.170507,0.138808
150,0.100000,D_logit regression,T2 intermediaire,agents demographiques (v6),249,138,0.128514,0.094419,0.163866,0.231884,0.174234,0.292310,0.165375,0.064680,0.066301,0.134884,0.070204
150,0.100000,D_logit regression,T3 deductible,agents demographiques (v6),249,109,0.120482,0.078430,0.169727,0.275229,0.193869,0.363656,0.167598,0.146896,0.079263,0.123288,-0.023609
150,0.100000,D_logit regression,ensemble,agents demographiques (v6),747,364,0.136546,0.115188,0.160463,0.280220,0.240997,0.322946,0.183618,0.081344,0.064179,0.142857,0.061513
150,0.100000,D_seg segment,T1 non deductible,agents v7,272,180,0.047794,0.024092,0.074733,0.072222,0.038669,0.107786,0.057522,0.000000,0.052426,0.047794,0.047794
150,0.100000,D_seg segment,T2 intermediaire,agents v7,168,81,0.029762,0.005405,0.064327,0.061728,0.011364,0.129884,0.040161,0.060854,0.064304,0.029762,-0.031092
150,0.100000,D_seg segment,T3 deductible,agents v7,211,150,0.080569,0.045455,0.121053,0.113333,0.064516,0.168750,0.094183,0.202519,0.079338,0.080569,-0.121951
150,0.100000,D_seg segment,ensemble,agents v7,747,459,0.058902,0.036931,0.084567,0.095861,0.064516,0.131216,0.072968,0.081344,0.064179,0.053763,-0.027581
150,0.100000,D_logit regression,T1 non deductible,agents v7,249,184,0.056225,0.027126,0.089796,0.076087,0.039772,0.114134,0.064665,0.031699,0.046974,0.050691,0.018993
150,0.100000,D_logit regression,T2 intermediaire,agents v7,249,145,0.052209,0.021006,0.089688,0.089655,0.040642,0.148148,0.065990,0.064680,0.066301,0.041860,-0.022819
150,0.100000,D_logit regression,T3 deductible,agents v7,249,130,0.068273,0.033330,0.107886,0.130769,0.071429,0.198278,0.089710,0.146896,0.079263,0.068493,-0.078403
150,0.100000,D_logit regression,ensemble,agents v7,747,459,0.058902,0.036931,0.084567,0.095861,0.064516,0.131216,0.072968,0.081344,0.064179,0.053763,-0.027581
150,0.100000,D_seg segment,T1 non deductible,agents v8,272,161,0.044118,0.016388,0.076923,0.074534,0.029407,0.121700,0.055427,0.000000,0.052426,0.044118,0.044118
150,0.100000,D_seg segment,T2 intermediaire,agents v8,168,160,0.077381,0.040816,0.115157,0.081250,0.041379,0.128209,0.079268,0.060854,0.064304,0.077381,0.016527
150,0.100000,D_seg segment,T3 deductible,agents v8,211,433,0.279621,0.192308,0.360733,0.136259,0.089482,0.187354,0.183230,0.202519,0.079338,0.279621,0.077101
150,0.100000,D_seg segment,ensemble,agents v8,747,895,0.141901,0.103896,0.178532,0.118436,0.087972,0.150105,0.129111,0.081344,0.064179,0.129032,0.047688
150,0.100000,D_logit regression,T1 non deductible,agents v8,249,167,0.052209,0.027556,0.080717,0.077844,0.042424,0.116669,0.062500,0.031699,0.046974,0.050691,0.018993
150,0.100000,D_logit regression,T2 intermediaire,agents v8,249,285,0.092369,0.055319,0.129714,0.080702,0.048147,0.115760,0.086142,0.064680,0.066301,0.074419,0.009739
150,0.100000,D_logit regression,T3 deductible,agents v8,249,443,0.281124,0.201056,0.355103,0.158014,0.112127,0.206719,0.202312,0.146896,0.079263,0.260274,0.113377
150,0.100000,D_logit regression,ensemble,agents v8,747,895,0.141901,0.103896,0.178532,0.118436,0.087972,0.150105,0.129111,0.081344,0.064179,0.129032,0.047688
150,0.100000,D_seg segment,T1 non deductible,C2,272,343,0.099265,0.066908,0.135850,0.078717,0.053512,0.106018,0.087805,0.000000,0.052426,0.099265,0.099265
150,0.100000,D_seg segment,T2 intermediaire,C2,168,159,0.089286,0.041419,0.141176,0.094340,0.041958,0.157921,0.091743,0.060854,0.064304,0.089286,0.028432
150,0.100000,D_seg segment,T3 deductible,C2,211,325,0.175355,0.112994,0.232558,0.113846,0.071856,0.158046,0.138060,0.202519,0.079338,0.175355,-0.027164
150,0.100000,D_seg segment,ensemble,C2,747,966,0.128514,0.098885,0.159664,0.099379,0.076503,0.123701,0.112084,0.081344,0.064179,0.121352,0.040008
150,0.100000,D_logit regression,T1 non deductible,C2,249,323,0.048193,0.023998,0.075189,0.037152,0.018324,0.058104,0.041958,0.031699,0.046974,0.050691,0.018993
150,0.100000,D_logit regression,T2 intermediaire,C2,249,286,0.104418,0.066963,0.144105,0.090909,0.057625,0.128920,0.097196,0.064680,0.066301,0.088372,0.023692
150,0.100000,D_logit regression,T3 deductible,C2,249,357,0.232932,0.172410,0.291513,0.162465,0.118154,0.208127,0.191419,0.146896,0.079263,0.223744,0.076848
150,0.100000,D_logit regression,ensemble,C2,747,966,0.128514,0.098885,0.159664,0.099379,0.076503,0.123701,0.112084,0.081344,0.064179,0.121352,0.040008
150,0.100000,D_seg segment,T1 non deductible,C3,272,487,0.161765,0.111111,0.214292,0.090349,0.061833,0.119145,0.115942,0.000000,0.052426,0.161765,0.161765
150,0.100000,D_seg segment,T2 intermediaire,C3,168,311,0.202381,0.145455,0.256285,0.109325,0.073826,0.144336,0.141962,0.060854,0.064304,0.202381,0.141527
150,0.100000,D_seg segment,T3 deductible,C3,211,328,0.312796,0.233827,0.388431,0.201220,0.144065,0.257145,0.244898,0.202519,0.079338,0.312796,0.110277
150,0.100000,D_seg segment,ensemble,C3,747,1247,0.219545,0.180230,0.256507,0.131516,0.106201,0.157146,0.164493,0.081344,0.064179,0.221198,0.139854
150,0.100000,D_logit regression,T1 non deductible,C3,249,548,0.140562,0.097452,0.183824,0.063869,0.043233,0.085179,0.087829,0.031699,0.046974,0.133641,0.101942
150,0.100000,D_logit regression,T2 intermediaire,C3,249,406,0.208835,0.159814,0.257937,0.128079,0.097624,0.159905,0.158779,0.064680,0.066301,0.200000,0.135320
150,0.100000,D_logit regression,T3 deductible,C3,249,293,0.309237,0.233940,0.381893,0.262799,0.195729,0.326925,0.284133,0.146896,0.079263,0.328767,0.181871
150,0.100000,D_logit regression,ensemble,C3,747,1247,0.219545,0.180230,0.256507,0.131516,0.106201,0.157146,0.164493,0.081344,0.064179,0.221198,0.139854
150,0.100000,D_seg segment,T1 non deductible,B0 mode,272,0,0.000000,0.000000,0.000000,,,,0.000000,0.000000,0.052426,0.000000,0.000000
150,0.100000,D_seg segment,T2 intermediaire,B0 mode,168,0,0.000000,0.000000,0.000000,,,,0.000000,0.060854,0.064304,0.000000,-0.060854
150,0.100000,D_seg segment,T3 deductible,B0 mode,211,0,0.000000,0.000000,0.000000,,,,0.000000,0.202519,0.079338,0.000000,-0.202519
150,0.100000,D_seg segment,ensemble,B0 mode,747,0,0.000000,0.000000,0.000000,,,,0.000000,0.081344,0.064179,0.000000,-0.081344
150,0.100000,D_logit regression,T1 non deductible,B0 mode,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.031699,0.046974,0.000000,-0.031699
150,0.100000,D_logit regression,T2 intermediaire,B0 mode,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.064680,0.066301,0.000000,-0.064680
150,0.100000,D_logit regression,T3 deductible,B0 mode,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.146896,0.079263,0.000000,-0.146896
150,0.100000,D_logit regression,ensemble,B0 mode,747,0,0.000000,0.000000,0.000000,,,,0.000000,0.081344,0.064179,0.000000,-0.081344
150,0.100000,D_seg segment,T1 non deductible,B0 tirage,272,324,0.055147,0.029783,0.084593,0.046296,0.023739,0.073250,0.050336,0.000000,0.052426,0.055147,0.055147
150,0.100000,D_seg segment,T2 intermediaire,B0 tirage,168,221,0.071429,0.034285,0.117647,0.054299,0.026086,0.087382,0.061697,0.060854,0.064304,0.071429,0.010575
150,0.100000,D_seg segment,T3 deductible,B0 tirage,211,204,0.109005,0.069892,0.150604,0.112745,0.068783,0.160976,0.110843,0.202519,0.079338,0.109005,-0.093515
150,0.100000,D_seg segment,ensemble,B0 tirage,747,830,0.081660,0.062583,0.102181,0.073494,0.055144,0.094048,0.077362,0.081344,0.064179,0.076805,-0.004539
150,0.100000,D_logit regression,T1 non deductible,B0 tirage,249,353,0.044177,0.021552,0.068969,0.031161,0.014576,0.049690,0.036545,0.031699,0.046974,0.036866,0.005168
150,0.100000,D_logit regression,T2 intermediaire,B0 tirage,249,284,0.108434,0.073913,0.148703,0.095070,0.063156,0.131757,0.101313,0.064680,0.066301,0.106977,0.042297
150,0.100000,D_logit regression,T3 deductible,B0 tirage,249,193,0.092369,0.057143,0.131455,0.119171,0.072539,0.167568,0.104072,0.146896,0.079263,0.086758,-0.060139
150,0.100000,D_logit regression,ensemble,B0 tirage,747,830,0.081660,0.062583,0.102181,0.073494,0.055144,0.094048,0.077362,0.081344,0.064179,0.076805,-0.004539
150,0.100000,D_seg segment,T1 non deductible,B1 argmax,272,30,0.011029,0.000000,0.025090,0.100000,0.000000,0.238095,0.019868,0.000000,0.052426,0.011029,0.011029
150,0.100000,D_seg segment,T2 intermediaire,B1 argmax,168,34,0.035714,0.011172,0.068185,0.176471,0.057143,0.312500,0.059406,0.060854,0.064304,0.035714,-0.025140
150,0.100000,D_seg segment,T3 deductible,B1 argmax,211,127,0.109005,0.056495,0.164706,0.181102,0.093215,0.280908,0.136095,0.202519,0.079338,0.109005,-0.093515
150,0.100000,D_seg segment,ensemble,B1 argmax,747,215,0.045515,0.028184,0.064918,0.158140,0.101764,0.219314,0.070686,0.081344,0.064179,0.049155,-0.032189
150,0.100000,D_logit regression,T1 non deductible,B1 argmax,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.031699,0.046974,0.000000,-0.031699
150,0.100000,D_logit regression,T2 intermediaire,B1 argmax,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.064680,0.066301,0.000000,-0.064680
150,0.100000,D_logit regression,T3 deductible,B1 argmax,249,215,0.136546,0.087719,0.187506,0.158140,0.101764,0.219314,0.146552,0.146896,0.079263,0.146119,-0.000778
150,0.100000,D_logit regression,ensemble,B1 argmax,747,215,0.045515,0.028184,0.064918,0.158140,0.101764,0.219314,0.070686,0.081344,0.064179,0.049155,-0.032189
150,0.100000,D_seg segment,T1 non deductible,B2 argmax,272,4,0.007353,0.000000,0.023079,0.500000,0.000000,0.666667,0.014493,0.000000,0.052426,0.007353,0.007353
150,0.100000,D_seg segment,T2 intermediaire,B2 argmax,168,5,0.011905,0.000000,0.032790,0.400000,0.000000,1.000000,0.023121,0.060854,0.064304,0.011905,-0.048949
150,0.100000,D_seg segment,T3 deductible,B2 argmax,211,29,0.066351,0.031087,0.101854,0.482759,0.309478,0.680045,0.116667,0.202519,0.079338,0.066351,-0.136169
150,0.100000,D_seg segment,ensemble,B2 argmax,747,44,0.026774,0.013845,0.040816,0.454545,0.319125,0.589744,0.050569,0.081344,0.064179,0.027650,-0.053694
150,0.100000,D_logit regression,T1 non deductible,B2 argmax,249,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031699,0.046974,0.000000,-0.031699
150,0.100000,D_logit regression,T2 intermediaire,B2 argmax,249,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064680,0.066301,0.000000,-0.064680
150,0.100000,D_logit regression,T3 deductible,B2 argmax,249,37,0.080321,0.043860,0.118321,0.540541,0.392857,0.700000,0.139860,0.146896,0.079263,0.082192,-0.064705
150,0.100000,D_logit regression,ensemble,B2 argmax,747,44,0.026774,0.013845,0.040816,0.454545,0.319125,0.589744,0.050569,0.081344,0.064179,0.027650,-0.053694
150,0.100000,D_seg segment,T1 non deductible,B3 foret,272,2,0.003676,0.000000,0.012500,0.500000,0.000000,1.000000,0.007299,0.000000,0.052426,0.003676,0.003676
150,0.100000,D_seg segment,T2 intermediaire,B3 foret,168,4,0.005952,0.000000,0.020833,0.250000,0.000000,1.000000,0.011628,0.060854,0.064304,0.005952,-0.054902
150,0.100000,D_seg segment,T3 deductible,B3 foret,211,16,0.014218,0.000000,0.030612,0.187500,0.000000,0.437500,0.026432,0.202519,0.079338,0.014218,-0.188301
150,0.100000,D_seg segment,ensemble,B3 foret,747,29,0.008032,0.002659,0.014417,0.206897,0.064516,0.379351,0.015464,0.081344,0.064179,0.007680,-0.073664
150,0.100000,D_logit regression,T1 non deductible,B3 foret,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.031699,0.046974,0.000000,-0.031699
150,0.100000,D_logit regression,T2 intermediaire,B3 foret,249,0,0.000000,0.000000,0.000000,,,,0.000000,0.064680,0.066301,0.000000,-0.064680
150,0.100000,D_logit regression,T3 deductible,B3 foret,249,29,0.024096,0.007842,0.043825,0.206897,0.064516,0.379351,0.043165,0.146896,0.079263,0.022831,-0.124065
150,0.100000,D_logit regression,ensemble,B3 foret,747,29,0.008032,0.002659,0.014417,0.206897,0.064516,0.379351,0.015464,0.081344,0.064179,0.007680,-0.073664
150,0.100000,D_seg segment,T1 non deductible,humains vague 2,272,267,0.415441,0.356894,0.477613,0.423221,0.354581,0.497610,0.419295,0.000000,0.052426,0.415441,0.415441
150,0.100000,D_seg segment,T2 intermediaire,humains vague 2,168,183,0.547619,0.466291,0.631944,0.502732,0.425638,0.581155,0.524217,0.060854,0.064304,0.547619,0.486765
150,0.100000,D_seg segment,T3 deductible,humains vague 2,211,249,0.535545,0.448440,0.615063,0.453815,0.373873,0.530323,0.491304,0.202519,0.079338,0.535545,0.333026
150,0.100000,D_seg segment,ensemble,humains vague 2,747,790,0.473896,0.432598,0.514589,0.448101,0.400246,0.493352,0.460638,0.081344,0.064179,0.488479,0.407135
150,0.100000,D_logit regression,T1 non deductible,humains vague 2,249,240,0.385542,0.326689,0.446359,0.400000,0.336031,0.466677,0.392638,0.031699,0.046974,0.405530,0.373831
150,0.100000,D_logit regression,T2 intermediaire,humains vague 2,249,270,0.449799,0.381119,0.520334,0.414815,0.348989,0.482895,0.431599,0.064680,0.066301,0.465116,0.400437
150,0.100000,D_logit regression,T3 deductible,humains vague 2,249,280,0.586345,0.510899,0.654765,0.521429,0.452370,0.585717,0.551985,0.146896,0.079263,0.593607,0.446711
150,0.100000,D_logit regression,ensemble,humains vague 2,747,790,0.473896,0.432598,0.514589,0.448101,0.400246,0.493352,0.460638,0.081344,0.064179,0.488479,0.407135
150,0.200000,D_seg segment,T1 non deductible,agents composite,741,606,0.248313,0.211336,0.284695,0.303630,0.258112,0.349114,0.273200,0.023444,0.092343,0.248313,0.224869
150,0.200000,D_seg segment,T2 intermediaire,agents composite,691,627,0.360347,0.320344,0.401189,0.397129,0.357515,0.437086,0.377845,0.134594,0.129836,0.360347,0.225754
150,0.200000,D_seg segment,T3 deductible,agents composite,712,659,0.459270,0.413138,0.504066,0.496206,0.454667,0.536687,0.477024,0.333206,0.150234,0.459270,0.126064
150,0.200000,D_seg segment,ensemble,agents composite,2414,2131,0.352113,0.324173,0.380088,0.398874,0.372718,0.424284,0.374037,0.162136,0.123149,0.354478,0.192342
150,0.200000,D_logit regression,T1 non deductible,agents composite,805,680,0.232298,0.196229,0.270203,0.275000,0.235022,0.314901,0.251852,0.072715,0.091031,0.237027,0.164311
