item,panel,n_personnes,part_stable,part_aller_retour,part_persistant,part_erratique,part_monotone_persistant
tax,2008-2012,819,0.5518925518925519,0.13064713064713065,0.304029304029304,0.013431013431013432,0.16605616605616605
news,2008-2012,848,0.3608490566037736,0.11910377358490566,0.3561320754716981,0.16391509433962265,0.09080188679245282
attend,2008-2012,1281,0.3013270882123341,0.12334113973458236,0.3411397345823575,0.234192037470726,0.10070257611241218
pray,2008-2012,1274,0.37205651491365777,0.14599686028257458,0.37441130298273156,0.1075353218210361,0.14599686028257458
postlife,2008-2012,1007,0.8579940417080437,0.044687189672293945,0.09731876861966236,0.0,0.05263157894736842
bible,2008-2012,1246,0.6187800963081862,0.10032102728731943,0.2536115569823435,0.027287319422150885,0.06741573033707865
reborn,2008-2012,1246,0.7841091492776886,0.0666131621187801,0.1492776886035313,0.0,0.09229534510433386
savesoul,2008-2012,1282,0.7644305772230889,0.0655226209048362,0.17004680187207488,0.0,0.09282371294851795
income,2008-2012,1066,0.6529080675422139,0.06566604127579738,0.16322701688555347,0.11819887429643527,0.07410881801125703
health,2008-2012,869,0.4234752589182969,0.13924050632911392,0.378596087456847,0.05868814729574223,0.10356731875719218
xmovie,2008-2012,860,0.7627906976744186,0.056976744186046514,0.18023255813953487,0.0,0.11395348837209303
life,2008-2012,841,0.5612366230677764,0.12247324613555291,0.2972651605231867,0.019024970273483946,0.14625445897740785
richwork,2008-2012,440,0.6272727272727273,0.10909090909090909,0.2636363636363636,0.0,0.18863636363636363
natspac/y,2010-2014,1134,0.4708994708994709,0.12874779541446207,0.34832451499118167,0.05202821869488536,0.12874779541446207
natenvir/y,2010-2014,616,0.5324675324675324,0.12824675324675325,0.3116883116883117,0.027597402597402596,0.01948051948051948
natheal/y,2010-2014,1232,0.4732142857142857,0.13474025974025974,0.3319805194805195,0.060064935064935064,0.14366883116883117
natcity/y,2010-2014,1004,0.3436254980079681,0.1752988047808765,0.4043824701195219,0.07669322709163347,0.18625498007968128
natdrug/y,2010-2014,1166,0.444253859348199,0.16981132075471697,0.3293310463121784,0.05660377358490566,0.14493996569468268
nateduc/y,2010-2014,1275,0.6690196078431373,0.08,0.22588235294117648,0.025098039215686273,0.10588235294117647
natrace/y,2010-2014,982,0.5142566191446029,0.14663951120162932,0.31568228105906315,0.023421588594704685,0.1109979633401222
natarms/y,2010-2014,1224,0.4019607843137255,0.1454248366013072,0.38643790849673204,0.0661764705882353,0.13398692810457516
nataid/y,2010-2014,1216,0.6044407894736842,0.11101973684210527,0.25411184210526316,0.03042763157894737,0.12335526315789473
