item,panel,n_personnes,part_stable,part_aller_retour,part_persistant,part_erratique,part_monotone_persistant
natfare/y,2010-2014,1226,0.49592169657422513,0.13539967373572595,0.3132137030995106,0.05546492659053834,0.11827079934747145
natroad,2010-2014,1239,0.4858757062146893,0.14769975786924938,0.327683615819209,0.0387409200968523,0.15577078288942695
natsoc,2010-2014,1177,0.5590484282073067,0.11639762107051826,0.2982158028887001,0.026338147833474938,0.15717926932880205
natmass,2010-2014,1154,0.47400346620450606,0.14991334488734837,0.3431542461005199,0.03292894280762565,0.1923743500866551
natpark,2010-2014,1240,0.5048387096774194,0.15241935483870966,0.3096774193548387,0.03306451612903226,0.1596774193548387
natchld,2010-2014,1115,0.45022421524663675,0.13901345291479822,0.3739910313901345,0.036771300448430494,0.16591928251121077
natsci,2010-2014,1132,0.41872791519434627,0.15106007067137808,0.38074204946996465,0.04946996466431095,0.20053003533568906
uswary,2010-2014,373,0.6300268096514745,0.10455764075067024,0.26541554959785524,0.0,0.1581769436997319
prayer,2010-2014,810,0.6580246913580247,0.1037037037037037,0.2382716049382716,0.0,0.13580246913580246
courts,2010-2014,1078,0.5732838589981447,0.10667903525046382,0.2690166975881262,0.05102040816326531,0.04452690166975881
discaffw,2010-2014,421,0.3182897862232779,0.17814726840855108,0.37054631828978624,0.1330166270783848,0.18052256532066507
discaffm,2010-2014,435,0.25057471264367814,0.21149425287356322,0.3931034482758621,0.14482758620689656,0.1471264367816092
fehire,2010-2014,438,0.2990867579908676,0.19406392694063926,0.3378995433789954,0.1689497716894977,0.1232876712328767
fechld,2010-2014,895,0.3318435754189944,0.18212290502793296,0.39329608938547483,0.09273743016759776,0.1340782122905028
fepresch,2010-2014,875,0.376,0.16457142857142856,0.39085714285714285,0.06857142857142857,0.13485714285714287
fefam,2010-2014,884,0.39592760180995473,0.1583710407239819,0.38574660633484165,0.05995475113122172,0.19343891402714933
fepol,2010-2014,812,0.7586206896551724,0.08497536945812807,0.1564039408866995,0.0,0.09359605911330049
wrkstat,2010-2014,1303,0.49347659247889486,0.09746738296239447,0.2985418265541059,0.11051419800460476,0.0844205679201842
evwork,2010-2014,285,0.9333333333333333,0.021052631578947368,0.0456140350877193,0.0,0.03508771929824561
partfull,2010-2014,800,0.77,0.04375,0.18625,0.0,0.1025
conarmy,2010-2014,872,0.46215596330275227,0.14678899082568808,0.35894495412844035,0.03211009174311927,0.1926605504587156
conbus,2010-2014,848,0.47759433962264153,0.14858490566037735,0.3490566037735849,0.024764150943396228,0.12853773584905662
conclerg,2010-2014,834,0.4832134292565947,0.1474820143884892,0.3381294964028777,0.03117505995203837,0.18585131894484413
coneduc,2010-2014,880,0.4340909090909091,0.16477272727272727,0.36363636363636365,0.0375,0.13068181818181818
confed,2010-2014,864,0.4548611111111111,0.15046296296296297,0.35648148148148145,0.03819444444444445,0.16435185185185186
confinan,2010-2014,882,0.42063492063492064,0.1598639455782313,0.3764172335600907,0.04308390022675737,0.20068027210884354
conjudge,2010-2014,850,0.38823529411764707,0.1635294117647059,0.4047058823529412,0.04352941176470588,0.14470588235294118
conlabor,2010-2014,806,0.49627791563275436,0.1401985111662531,0.32878411910669975,0.034739454094292806,0.1054590570719603
conlegis,2010-2014,864,0.4652777777777778,0.1400462962962963,0.3738425925925926,0.020833333333333332,0.22800925925925927
conmedic,2010-2014,874,0.37643020594965676,0.16361556064073227,0.41876430205949655,0.041189931350114416,0.22768878718535468
conpress,2010-2014,870,0.4586206896551724,0.1425287356321839,0.36091954022988504,0.03793103448275862,0.05057471264367816
consci,2010-2014,812,0.4766009852216749,0.16009852216748768,0.3399014778325123,0.023399014778325122,0.03940886699507389
contv,2010-2014,865,0.44046242774566474,0.12947976878612716,0.3838150289017341,0.046242774566473986,0.011560693641618497
joblose,2010-2014,384,0.4244791666666667,0.13020833333333334,0.3723958333333333,0.07291666666666667,0.1953125
jobfind,2010-2014,388,0.46649484536082475,0.10824742268041238,0.37628865979381443,0.04896907216494845,0.16237113402061856
happy,2010-2014,1297,0.4548959136468774,0.14880493446414803,0.35851966075558983,0.03777949113338473,0.14109483423284502
hapmar,2010-2014,510,0.6137254901960785,0.10196078431372549,0.27647058823529413,0.00784313725490196,0.14313725490196078
satjob,2010-2014,816,0.4068627450980392,0.1556372549019608,0.3553921568627451,0.0821078431372549,0.16789215686274508
spdeg*,2010-2014,509,0.7799607072691552,0.05893909626719057,0.15324165029469547,0.007858546168958742,0.03339882121807466
unemp,2010-2014,889,0.7075365579302587,0.07086614173228346,0.2215973003374578,0.0,0.12260967379077616
spkath/y,2010-2014,797,0.739021329987453,0.07277289836888332,0.18820577164366373,0.0,0.12045169385194479
colath,2010-2014,758,0.6358839050131926,0.10158311345646438,0.262532981530343,0.0,0.17150395778364116
spkrac/y,2010-2014,786,0.6170483460559797,0.11959287531806616,0.2633587786259542,0.0,0.17048346055979643
colrac,2010-2014,761,0.533508541392904,0.14060446780551905,0.32588699080157685,0.0,0.19579500657030224
librac/y,2010-2014,775,0.6154838709677419,0.13806451612903226,0.24645161290322581,0.0,0.15870967741935485
spkcom/y,2010-2014,769,0.7217165149544863,0.08322496749024708,0.19505851755526657,0.0,0.1222366710013004
colcom/y,2010-2014,727,0.6396148555708391,0.10041265474552957,0.25997248968363135,0.0,0.13067400275103164
libcom/y,2010-2014,766,0.7245430809399478,0.07702349869451697,0.19843342036553524,0.0,0.11096605744125326
spkhomo/y,2010-2014,788,0.8515228426395939,0.046954314720812185,0.10152284263959391,0.0,0.05456852791878172
colhomo,2010-2014,784,0.8418367346938775,0.05357142857142857,0.10459183673469388,0.0,0.05994897959183673
libhomo/y,2010-2014,787,0.7801778907242694,0.07369758576874205,0.14612452350698857,0.0,0.0940279542566709
cappun,2010-2014,1142,0.7539404553415061,0.07443082311733801,0.17162872154115585,0.0,0.10332749562171628
polhitok/y,2010-2014,781,0.7131882202304738,0.10499359795134443,0.18181818181818182,0.0,0.09218950064020487
polabuse/y,2010-2014,856,0.8271028037383178,0.0455607476635514,0.12733644859813084,0.0,0.06425233644859812
polattak/y,2010-2014,858,0.7902097902097902,0.07109557109557109,0.1386946386946387,0.0,0.07109557109557109
grass,2010-2014,741,0.7611336032388664,0.06477732793522267,0.17408906882591094,0.0,0.1282051282051282
gunlaw,2010-2014,792,0.6553030303030303,0.11237373737373738,0.23232323232323232,0.0,0.12626262626262627
owngun,2010-2014,395,0.8227848101265823,0.030379746835443037,0.14430379746835442,0.002531645569620253,0.06582278481012659
class,2010-2014,1286,0.5777604976671851,0.10497667185069985,0.2931570762052877,0.02410575427682737,0.13996889580093314
satfin,2010-2014,1296,0.41512345679012347,0.14737654320987653,0.3904320987654321,0.0470679012345679,0.1111111111111111
finalter,2010-2014,1295,0.29498069498069496,0.15057915057915058,0.4532818532818533,0.10115830115830116,0.18532818532818532
finrela,2010-2014,1272,0.40172955974842767,0.15251572327044025,0.36792452830188677,0.07783018867924528,0.0699685534591195
racdif1,2010-2014,817,0.6523867809057528,0.09914320685434516,0.2484700122399021,0.0,0.1456548347613219
racdif2,2010-2014,866,0.8602771362586605,0.03579676674364896,0.10392609699769054,0.0,0.05658198614318707
racdif3,2010-2014,845,0.5834319526627219,0.12189349112426036,0.29467455621301775,0.0,0.15739644970414202
racdif4,2010-2014,813,0.5928659286592866,0.11193111931119311,0.2952029520295203,0.0,0.15744157441574416
wlthwhts,2010-2014,867,0.31257208765859285,0.1637831603229527,0.3621683967704729,0.16147635524798154,0.13725490196078433
wlthblks,2010-2014,858,0.24708624708624707,0.17715617715617715,0.3822843822843823,0.19347319347319347,0.10722610722610723
racwork,2010-2014,360,0.4361111111111111,0.15833333333333333,0.35555555555555557,0.05,0.11666666666666667
getahead,2010-2014,801,0.5056179775280899,0.1348314606741573,0.31335830212234705,0.046192259675405745,0.07365792759051186
aged,2010-2014,871,0.4052812858783008,0.1515499425947187,0.36280137772675086,0.08036739380022963,0.15384615384615385
parsol,2010-2014,871,0.31802525832376577,0.1549942594718714,0.38920780711825487,0.1377726750861079,0.12284730195177956
kidssol,2010-2014,847,0.29279811097992914,0.15584415584415584,0.3907910271546635,0.16056670602125148,0.05548996458087367
spanking,2010-2014,879,0.3970420932878271,0.161547212741752,0.3890784982935154,0.05233219567690557,0.10466439135381114
divlaw,2010-2014,784,0.5255102040816326,0.1326530612244898,0.288265306122449,0.05357142857142857,0.11224489795918367
sexeduc,2010-2014,879,0.8805460750853242,0.03981797497155859,0.07963594994311718,0.0,0.04323094425483504
pillok,2010-2014,860,0.27906976744186046,0.18604651162790697,0.40348837209302324,0.1313953488372093,0.09883720930232558
xmarsex,2010-2014,786,0.6768447837150128,0.1005089058524173,0.19338422391857507,0.029262086513994912,0.0916030534351145
homosex,2010-2014,726,0.6763085399449036,0.08264462809917356,0.19559228650137742,0.045454545454545456,0.09917355371900827
discaff,2010-2014,736,0.3641304347826087,0.20108695652173914,0.3736413043478261,0.06114130434782609,0.07472826086956522
abdefect,2010-2014,741,0.8083670715249662,0.04588394062078273,0.145748987854251,0.0,0.07557354925775979
abnomore,2010-2014,739,0.7307171853856563,0.08389715832205684,0.18538565629228687,0.0,0.09607577807848444
abhlth,2010-2014,744,0.8978494623655914,0.03225806451612903,0.06989247311827956,0.0,0.033602150537634407
abpoor,2010-2014,743,0.7483176312247645,0.08613728129205922,0.1655450874831763,0.0,0.09152086137281291
abrape,2010-2014,744,0.8709677419354839,0.036290322580645164,0.09274193548387097,0.0,0.05241935483870968
absingle,2010-2014,749,0.7476635514018691,0.08678237650200267,0.16555407209612816,0.0,0.08945260347129506
abany,2010-2014,739,0.7253044654939107,0.07577807848443843,0.19891745602165087,0.0,0.11502029769959404
letdie1,2010-2014,839,0.734207389749702,0.07270560190703218,0.19308700834326578,0.0,0.09773539928486293
suicide1,2010-2014,823,0.7193195625759417,0.10449574726609964,0.17618469015795868,0.0,0.09720534629404617
suicide2,2010-2014,864,0.8414351851851852,0.03819444444444445,0.12037037037037036,0.0,0.06481481481481481
suicide3,2010-2014,858,0.8531468531468531,0.04195804195804196,0.1048951048951049,0.0,0.05944055944055944
suicide4,2010-2014,849,0.7714958775029447,0.06713780918727916,0.16136631330977622,0.0,0.09305064782096584
pornlaw,2010-2014,874,0.6430205949656751,0.11441647597254005,0.23684210526315788,0.005720823798627002,0.10411899313501144
fair,2010-2014,872,0.5676605504587156,0.13302752293577982,0.2626146788990826,0.03669724770642202,0.06077981651376147
helpful,2010-2014,880,0.5,0.13636363636363635,0.3068181818181818,0.056818181818181816,0.17045454545454544
trust,2010-2014,885,0.6101694915254238,0.12542372881355932,0.22937853107344633,0.03502824858757062,0.0192090395480226
tax,2010-2014,772,0.6113989637305699,0.12435233160621761,0.25906735751295334,0.0051813471502590676,0.14507772020725387
news,2010-2014,902,0.37472283813747226,0.12305986696230599,0.35476718403547675,0.14745011086474502,0.1008869179600887
attend,2010-2014,1297,0.30146491904394757,0.14263685427910563,0.3253662297609869,0.2305319969159599,0.09175019275250579
pray,2010-2014,1287,0.37606837606837606,0.12975912975912976,0.37373737373737376,0.12043512043512043,0.12276612276612277
postlife,2010-2014,1016,0.8612204724409449,0.03543307086614173,0.10334645669291338,0.0,0.05610236220472441
bible,2010-2014,1267,0.6124704025256511,0.0978689818468824,0.26677190213101815,0.022888713496448304,0.0931333859510655
reborn,2010-2014,1270,0.7834645669291339,0.06929133858267716,0.14724409448818898,0.0,0.08110236220472442
savesoul,2010-2014,1295,0.772972972972973,0.06332046332046332,0.1637065637065637,0.0,0.08494208494208494
income,2010-2014,1090,0.6522935779816513,0.05412844036697248,0.17155963302752295,0.12201834862385322,0.07247706422018349
health,2010-2014,813,0.4489544895448955,0.13776137761377613,0.37023370233702335,0.04305043050430504,0.01107011070110701
xmovie,2010-2014,883,0.7712344280860702,0.061155152887882216,0.16761041902604756,0.0,0.10532276330690826
life,2010-2014,793,0.5649432534678437,0.13240857503152584,0.28877679697351827,0.013871374527112233,0.15006305170239598
richwork,2010-2014,441,0.671201814058957,0.09070294784580499,0.23809523809523808,0.0,0.16326530612244897
