perimetre,condition,item,classe_norc,type,n_cellules,exactitude,distance,desirabilite_simulee,desirabilite_humaine,ecart_desirabilite,masse_sans_score_simulee
1052,agents v8,natarms/y,temoin,ordinal,1051,0.480495,0.074022,0.401522,0.424905,-0.023383,0.000000
1052,agents v8,nataid/y,temoin,ordinal,1050,0.468571,0.243204,0.425238,0.182034,0.243204,0.000000
1052,agents v8,natfare/y,mixte,ordinal,1050,0.486667,0.233698,0.574762,0.808460,-0.233698,-0.000000
1052,agents v8,natroad,sensible,ordinal,1050,0.437143,0.090860,0.697143,0.719582,-0.022439,-0.000000
1052,agents v8,natsoc,temoin,ordinal,1050,0.435238,0.198914,0.621429,0.820342,-0.198914,-0.000000
1052,agents v8,natmass,temoin,ordinal,1051,0.433872,0.171981,0.607992,0.657795,-0.049802,-0.000000
1052,agents v8,natpark,temoin,ordinal,1051,0.386299,0.166197,0.566127,0.604563,-0.038435,0.000000
1052,agents v8,natchld,sensible,ordinal,1051,0.482398,0.133461,0.599429,0.732890,-0.133461,0.000000
1052,agents v8,natsci,temoin,ordinal,1051,0.416746,0.165763,0.600856,0.618821,-0.017965,-0.000000
1052,agents v8,natenrgy,temoin,ordinal,1051,0.509039,0.094019,0.596575,0.679658,-0.083083,0.000000
1052,agents v8,uswary,non teste,nominal,1051,0.496670,0.417191,,,,1.000000
1052,agents v8,prayer,non teste,nominal,1051,0.686013,0.001251,,,,1.000000
1052,agents v8,courts,non teste,ordinal,1051,0.462417,0.161128,,,,1.000000
1052,agents v8,discaffw,non teste,ordinal,1051,0.389153,0.052108,,,,1.000000
1052,agents v8,discaffm,non teste,ordinal,1051,0.356803,0.042841,,,,1.000000
1052,agents v8,fehire,non teste,ordinal,1051,0.293054,0.118684,,,,1.000000
1052,agents v8,fechld,temoin,ordinal,1051,0.400571,0.041730,0.688551,0.726869,-0.038319,0.000000
1052,agents v8,fepresch,investiguer,ordinal,1051,0.406280,0.048067,0.653346,0.655577,-0.002231,0.000000
1052,agents v8,fefam,investiguer,ordinal,1051,0.405328,0.071261,0.620362,0.640684,-0.020323,0.000000
1052,agents v8,fepol,non teste,nominal,1052,0.770913,0.067490,0.831749,0.764259,0.067490,0.000000
1052,agents v8,mobile16,non teste,ordinal,1052,0.301331,0.336578,,,,1.000000
1052,agents v8,incom16,temoin,ordinal,1052,0.394487,0.116738,0.558516,0.447481,0.111035,-0.000000
1052,agents v8,dwelown16,non teste,nominal,1051,0.686965,0.129117,,,,1.000000
1052,agents v8,divorced,temoin,nominal,1052,0.626426,0.016452,0.692674,0.709125,-0.016452,0.000000
1052,agents v8,posslq/y,temoin,nominal,1052,0.464829,0.220531,,,,1.000000
1052,agents v8,wrkstat,temoin,nominal,1052,0.410646,0.404928,,,,1.000000
1052,agents v8,evwork,temoin,nominal,1051,0.922931,0.057965,,,,1.000000
1052,agents v8,wrkgovt1,non teste,nominal,1051,0.835395,0.139716,,,,1.000000
1052,agents v8,wrkgovt2,non teste,nominal,1051,0.699334,0.300380,,,,1.000000
1052,agents v8,partfull,non teste,nominal,1051,0.528068,0.182184,,,,1.000000
1052,agents v8,wksub1,non teste,nominal,1051,0.474786,0.149201,,,,1.000000
1052,agents v8,wksup1,non teste,nominal,1051,0.455756,0.051553,,,,1.000000
1052,agents v8,conarmy,investiguer,ordinal,1052,0.445818,0.053707,0.621198,0.674905,-0.053707,0.000000
1052,agents v8,conbus,temoin,ordinal,1052,0.525665,0.057034,0.413973,0.402567,0.011407,-0.000000
1052,agents v8,conclerg,temoin,ordinal,1052,0.444867,0.117871,0.435836,0.317966,0.117871,0.000000
1052,agents v8,coneduc,sensible,ordinal,1052,0.532319,0.144962,0.398764,0.543726,-0.144962,0.000000
1052,agents v8,confed,temoin,ordinal,1052,0.490494,0.081274,0.370722,0.356939,0.013783,-0.000000
1052,agents v8,confinan,temoin,ordinal,1052,0.508555,0.101711,0.359791,0.461502,-0.101711,-0.000000
1052,agents v8,conjudge,temoin,ordinal,1052,0.470532,0.091730,0.491920,0.400190,0.091730,0.000000
1052,agents v8,conlabor,temoin,ordinal,1052,0.515209,0.058460,0.445817,0.504278,-0.058460,0.000000
1052,agents v8,conlegis,sensible,ordinal,1052,0.481939,0.146863,0.132605,0.279468,-0.146863,0.000000
1052,agents v8,conmedic,sensible,ordinal,1052,0.480989,0.232890,0.535171,0.666350,-0.131179,-0.000000
1052,agents v8,conpress,temoin,ordinal,1052,0.610266,0.074144,0.319392,0.325095,-0.005703,0.000000
1052,agents v8,consci,temoin,ordinal,1052,0.557985,0.071293,0.627852,0.699144,-0.071293,0.000000
1052,agents v8,contv,temoin,ordinal,1052,0.531369,0.041350,0.286597,0.327947,-0.041350,0.000000
1052,agents v8,joblose,non teste,nominal,1052,0.415399,0.154154,,,,1.000000
1052,agents v8,jobfind,temoin,nominal,1052,0.401141,0.321293,,,,1.000000
1052,agents v8,happy,temoin,ordinal,1051,0.571836,0.211024,0.502379,0.475760,0.026618,-0.000000
1052,agents v8,hapmar,non teste,nominal,1051,0.430067,0.311311,0.536219,0.684444,-0.148225,0.461465
1052,agents v8,satjob,temoin,nominal,1051,0.420552,0.355167,0.672067,0.709071,-0.037005,0.353949
1052,agents v8,spdeg*,non teste,nominal,1051,0.250238,0.453023,,,,1.000000
1052,agents v8,spjew,non teste,nominal,1051,0.705994,0.290871,,,,1.000000
1052,agents v8,spfund,non teste,nominal,1051,0.367269,0.407261,,,,1.000000
1052,agents v8,unemp,temoin,nominal,1051,0.601332,0.220362,0.821123,0.600760,0.220362,-0.000000
1052,agents v8,union1,non teste,nominal,1051,0.860133,0.033221,,,,1.000000
1052,agents v8,spkath/y,temoin,nominal,1051,0.667935,0.061073,0.751665,0.812738,-0.061073,0.000000
1052,agents v8,colath,temoin,nominal,1051,0.641294,0.074455,0.673644,0.748099,-0.074455,0.000000
1052,agents v8,spkrac/y,sensible,nominal,1051,0.557564,0.438207,,,,1.000000
1052,agents v8,colrac,temoin,nominal,1051,0.633682,0.092005,,,,1.000000
1052,agents v8,librac/y,non teste,nominal,1051,0.490961,0.101258,,,,1.000000
1052,agents v8,spkcom/y,non teste,nominal,1051,0.619410,0.061557,0.751671,0.690114,0.061557,0.000000
1052,agents v8,colcom/y,non teste,nominal,1051,0.630828,0.048226,0.733587,0.685361,0.048226,-0.000000
1052,agents v8,libcom/y,temoin,nominal,1051,0.717412,0.206225,0.948620,0.742395,0.206225,-0.000000
1052,agents v8,spkhomo/y,non teste,nominal,1051,0.782112,0.137071,0.801142,0.938213,-0.137071,-0.000000
1052,agents v8,colhomo,non teste,nominal,1051,0.761180,0.162766,0.770695,0.933460,-0.162766,0.000000
1052,agents v8,libhomo/y,non teste,nominal,1051,0.761180,0.091471,0.772598,0.864068,-0.091471,-0.000000
1052,agents v8,cappun,temoin,nominal,1051,0.646051,0.146887,,,,1.000000
1052,agents v8,polhitok/y,temoin,nominal,1049,0.646330,0.177284,0.165872,0.343156,-0.177284,0.000000
1052,agents v8,polabuse/y,sensible,nominal,1049,0.935176,0.057021,0.995234,0.938213,0.057021,0.000000
1052,agents v8,polattak/y,sensible,nominal,1049,0.670162,0.329845,,,,1.000000
1052,agents v8,grass,non teste,nominal,1051,0.652712,0.077299,,,,1.000000
1052,agents v8,gunlaw,temoin,nominal,1051,0.667935,0.044074,,,,1.000000
1052,agents v8,owngun,temoin,nominal,1051,0.619410,0.146798,,,,1.000000
1052,agents v8,hunt1,non teste,nominal,1049,0.735939,0.116896,,,,1.000000
1052,agents v8,class,non teste,ordinal,1051,0.382493,0.263937,,,,1.000000
1052,agents v8,satfin,temoin,ordinal,1051,0.405328,0.230327,0.562440,0.494297,0.068144,-0.000000
1052,agents v8,finalter,temoin,ordinal,1051,0.402474,0.227116,0.566603,0.475285,0.091318,-0.000000
1052,agents v8,finrela,temoin,ordinal,1051,0.333968,0.153568,0.553520,0.409458,0.144062,0.000000
1052,agents v8,racdif1,temoin,nominal,1051,0.747859,0.104213,0.631779,0.527567,0.104213,0.000000
1052,agents v8,racdif2,temoin,nominal,1051,0.933397,0.066540,1.000000,0.933460,0.066540,0.000000
1052,agents v8,racdif3,temoin,nominal,1050,0.663810,0.176169,0.664762,0.488593,0.176169,0.000000
1052,agents v8,racdif4,temoin,nominal,1050,0.712381,0.000550,0.710476,0.711027,-0.000550,-0.000000
1052,agents v8,wlthwhts,non teste,ordinal,1050,0.244762,0.151176,,,,1.000000
1052,agents v8,wlthblks,non teste,ordinal,1050,0.151429,0.198358,,,,1.000000
1052,agents v8,wlthhsps,non teste,ordinal,1051,0.299715,0.105229,,,,1.000000
1052,agents v8,racwork,temoin,nominal,1051,0.372978,0.202360,,,,1.000000
1052,agents v8,letin1a,temoin,ordinal,1051,0.356803,0.120000,0.495238,0.375238,0.120000,-0.000000
1052,agents v8,getahead,non teste,ordinal,1051,0.568030,0.058344,,,,1.000000
1052,agents v8,aged,non teste,ordinal,1051,0.555661,0.124931,,,,1.000000
1052,agents v8,parsol,temoin,ordinal,1052,0.239544,0.272576,0.729563,0.527329,0.202234,0.000000
1052,agents v8,kidssol,non teste,nominal,1052,0.215779,0.619772,,,,1.000000
1052,agents v8,spanking,temoin,ordinal,1052,0.390684,0.052915,0.580482,0.527567,0.052915,-0.000000
1052,agents v8,divlaw,non teste,ordinal,1051,0.435775,0.113610,,,,1.000000
1052,agents v8,sexeduc,temoin,nominal,1051,0.747859,0.128592,0.721218,0.849810,-0.128592,0.000000
1052,agents v8,pillok,investiguer,ordinal,1052,0.419202,0.044994,,,,1.000000
1052,agents v8,xmarsex,sensible,ordinal,1051,0.468126,0.023047,0.748571,0.764259,-0.015687,-0.000000
1052,agents v8,homosex,temoin,ordinal,1051,0.588963,0.042214,0.671424,0.685361,-0.013937,-0.000000
1052,agents v8,marhomo,temoin,ordinal,1051,0.414843,0.119201,0.600381,0.719582,-0.119201,0.000000
1052,agents v8,discaff,temoin,ordinal,1051,0.539486,0.061196,,,,1.000000
1052,agents v8,abdefect,temoin,nominal,1050,0.772381,0.029853,,,,1.000000
1052,agents v8,abnomore,temoin,nominal,1049,0.755005,0.031411,,,,1.000000
1052,agents v8,abhlth,temoin,nominal,1050,0.909524,0.035102,,,,1.000000
1052,agents v8,abpoor,investiguer,nominal,1049,0.762631,0.046713,,,,1.000000
1052,agents v8,abrape,investiguer,nominal,1050,0.854286,0.035017,,,,1.000000
1052,agents v8,absingle,temoin,nominal,1050,0.733333,0.043552,,,,1.000000
1052,agents v8,abany,investiguer,nominal,1052,0.738593,0.002852,,,,1.000000
1052,agents v8,letdie1,temoin,nominal,1052,0.696768,0.035171,,,,1.000000
1052,agents v8,suicide1,investiguer,nominal,1049,0.700667,0.006958,,,,1.000000
1052,agents v8,suicide2,non teste,nominal,1049,0.745472,0.254753,,,,1.000000
1052,agents v8,suicide3,non teste,nominal,1051,0.684110,0.032110,,,,1.000000
1052,agents v8,suicide4,temoin,nominal,1051,0.629876,0.015818,,,,1.000000
1052,agents v8,pornlaw,temoin,ordinal,1051,0.632731,0.076018,0.509533,0.585551,-0.076018,0.000000
1052,agents v8,fair,non teste,ordinal,1051,0.372978,0.160031,,,,1.000000
1052,agents v8,helpful,non teste,ordinal,1051,0.367269,0.047068,,,,1.000000
1052,agents v8,trust,non teste,ordinal,1051,0.375833,0.143984,,,,1.000000
1052,agents v8,tax,non teste,ordinal,1051,0.481446,0.152917,,,,1.000000
1052,agents v8,vote16,sensible,nominal,1051,0.732636,0.216640,0.905804,0.689164,0.216640,0.000000
1052,agents v8,pres16,temoin,nominal,1051,0.588011,0.283255,,,,1.000000
1052,agents v8,if16who,investiguer,nominal,1051,0.788773,0.043269,,,,1.000000
1052,agents v8,news,investiguer,ordinal,1051,0.197907,0.358755,0.681256,0.368108,0.313148,0.000000
1052,agents v8,jew,non teste,nominal,1052,0.695817,0.288023,,,,1.000000
1052,agents v8,relig16*,non teste,nominal,1051,0.311132,0.484591,,,,1.000000
1052,agents v8,jew16*,non teste,nominal,1051,0.737393,0.260454,,,,1.000000
1052,agents v8,attend,sensible,ordinal,1052,0.326996,0.042657,0.250356,0.254990,-0.004634,0.000000
1052,agents v8,pray,investiguer,ordinal,1052,0.264259,0.235932,0.233080,0.469011,-0.235932,-0.000000
1052,agents v8,postlife,non teste,nominal,1052,0.576046,0.230038,,,,1.000000
1052,agents v8,bible,non teste,ordinal,1051,0.509039,0.096587,,,,1.000000
1052,agents v8,reborn,investiguer,nominal,1051,0.465271,0.177909,0.274136,0.414127,-0.139992,0.200952
1052,agents v8,savesoul,investiguer,nominal,1051,0.701237,0.088183,0.231208,0.319392,-0.088183,0.000000
1052,agents v8,granborn,non teste,ordinal,1051,0.470029,0.163110,,,,1.000000
1052,agents v8,uscitzn*,non teste,nominal,1051,0.981922,0.008568,,,,1.000000
1052,agents v8,fucitzn,non teste,nominal,1051,0.977165,0.008566,,,,1.000000
1052,agents v8,mnthsusa,non teste,nominal,1048,0.967557,0.003748,,,,1.000000
1052,agents v8,income,non teste,ordinal,1048,0.456107,0.200370,0.983640,0.783270,0.200370,-0.000000
1052,agents v8,othlang,temoin,nominal,1048,0.731870,0.055086,,,,1.000000
1052,agents v8,health,temoin,ordinal,1050,0.523810,0.136827,0.643810,0.595057,0.048752,0.000000
1052,agents v8,compuse*,temoin,nominal,1050,0.973333,0.022810,,,,1.000000
1052,agents v8,webmob,non teste,nominal,1051,0.970504,0.008545,,,,1.000000
1052,agents v8,xmovie,non teste,nominal,1052,0.630228,0.037072,0.656844,0.619772,0.037072,0.000000
1052,agents v8,usewww*,non teste,nominal,1051,0.977165,0.000012,,,,1.000000
1052,agents v8,life,temoin,ordinal,1052,0.545627,0.108194,0.590000,0.619297,-0.029297,0.000000
1052,agents v8,richwork,temoin,nominal,1052,0.572243,0.184411,0.576996,0.392586,0.184411,0.000000
1052,B0 mode,natspac/y,mixte,ordinal,1052,0.531369,0.234316,0.500000,0.458650,0.041350,0.000000
1052,B0 mode,natenvir/y,temoin,ordinal,1052,0.660646,0.226711,1.000000,0.773289,0.226711,0.000000
1052,B0 mode,natheal/y,mixte,ordinal,1052,0.716730,0.171578,1.000000,0.828422,0.171578,0.000000
1052,B0 mode,natcity/y,mixte,ordinal,1052,0.478137,0.260932,0.500000,0.467205,0.032795,0.000000
1052,B0 mode,natdrug/y,temoin,ordinal,1052,0.586502,0.250000,1.000000,0.750000,0.250000,0.000000
1052,B0 mode,nateduc/y,temoin,ordinal,1052,0.699620,0.190589,1.000000,0.809411,0.190589,0.000000
1052,B0 mode,natrace/y,sensible,ordinal,1052,0.363118,0.206749,0.599810,0.568916,0.030894,0.000000
1052,B0 mode,natarms/y,temoin,ordinal,1052,0.370722,0.196768,0.400190,0.424905,-0.024715,0.000000
1052,B0 mode,nataid/y,temoin,ordinal,1052,0.686312,0.182034,0.000000,0.182034,-0.182034,0.000000
1052,B0 mode,natfare/y,mixte,ordinal,1052,0.701521,0.191540,1.000000,0.808460,0.191540,0.000000
1052,B0 mode,natroad,sensible,ordinal,1052,0.518061,0.280418,1.000000,0.719582,0.280418,0.000000
1052,B0 mode,natsoc,temoin,ordinal,1052,0.673954,0.179658,1.000000,0.820342,0.179658,0.000000
1052,B0 mode,natmass,temoin,ordinal,1052,0.496198,0.251901,0.500000,0.657795,-0.157795,0.000000
1052,B0 mode,natpark,temoin,ordinal,1052,0.653992,0.173004,0.500000,0.604563,-0.104563,0.000000
1052,B0 mode,natchld,sensible,ordinal,1052,0.549430,0.267110,1.000000,0.732890,0.267110,0.000000
1052,B0 mode,natsci,temoin,ordinal,1052,0.566540,0.216730,0.500000,0.618821,-0.118821,0.000000
1052,B0 mode,natenrgy,temoin,ordinal,1052,0.493346,0.320342,1.000000,0.679658,0.320342,0.000000
1052,B0 mode,uswary,non teste,nominal,1052,0.532319,0.467681,,,,1.000000
1052,B0 mode,prayer,non teste,nominal,1052,0.685361,0.314639,,,,1.000000
1052,B0 mode,courts,non teste,ordinal,1052,0.498099,0.346008,,,,1.000000
1052,B0 mode,discaffw,non teste,ordinal,1052,0.419202,0.234474,,,,1.000000
1052,B0 mode,discaffm,non teste,ordinal,1052,0.427757,0.218314,,,,1.000000
1052,B0 mode,fehire,non teste,ordinal,1052,0.279468,0.137120,,,,1.000000
1052,B0 mode,fechld,temoin,ordinal,1052,0.453422,0.192015,0.666667,0.726869,-0.060203,0.000000
1052,B0 mode,fepresch,investiguer,ordinal,1052,0.486692,0.185361,0.666667,0.655577,0.011090,0.000000
1052,B0 mode,fefam,investiguer,ordinal,1052,0.391635,0.228137,0.666667,0.640684,0.025982,0.000000
1052,B0 mode,fepol,non teste,nominal,1052,0.764259,0.235741,1.000000,0.764259,0.235741,0.000000
1052,B0 mode,mobile16,non teste,ordinal,1052,0.387833,0.453422,,,,1.000000
1052,B0 mode,incom16,temoin,ordinal,1052,0.491445,0.148527,0.500000,0.447481,0.052519,0.000000
1052,B0 mode,dwelown16,non teste,nominal,1052,0.701521,0.298479,,,,1.000000
1052,B0 mode,divorced,temoin,nominal,1052,0.709125,0.290875,1.000000,0.709125,0.290875,0.000000
1052,B0 mode,posslq/y,temoin,nominal,1052,0.427757,0.572243,,,,1.000000
1052,B0 mode,wrkstat,temoin,nominal,1052,0.377376,0.622624,,,,1.000000
1052,B0 mode,evwork,temoin,nominal,1052,0.921103,0.078897,,,,1.000000
1052,B0 mode,wrkgovt1,non teste,nominal,1052,0.841255,0.158745,,,,1.000000
1052,B0 mode,wrkgovt2,non teste,nominal,1052,0.699620,0.300380,,,,1.000000
1052,B0 mode,partfull,non teste,nominal,1052,0.475285,0.524715,,,,1.000000
1052,B0 mode,wksub1,non teste,nominal,1052,0.422053,0.577947,,,,1.000000
1052,B0 mode,wksup1,non teste,nominal,1052,0.398289,0.383080,,,,1.000000
1052,B0 mode,conarmy,investiguer,ordinal,1052,0.458175,0.325095,1.000000,0.674905,0.325095,0.000000
1052,B0 mode,conbus,temoin,ordinal,1052,0.565589,0.217205,0.500000,0.402567,0.097433,0.000000
1052,B0 mode,conclerg,temoin,ordinal,1052,0.489544,0.317966,0.000000,0.317966,-0.317966,0.000000
1052,B0 mode,coneduc,sensible,ordinal,1052,0.583650,0.208175,0.500000,0.543726,-0.043726,0.000000
1052,B0 mode,confed,temoin,ordinal,1052,0.468631,0.265684,0.500000,0.356939,0.143061,0.000000
1052,B0 mode,confinan,temoin,ordinal,1052,0.563688,0.218156,0.500000,0.461502,0.038498,0.000000
1052,B0 mode,conjudge,temoin,ordinal,1052,0.444867,0.277567,0.500000,0.400190,0.099810,0.000000
1052,B0 mode,conlabor,temoin,ordinal,1052,0.557985,0.221008,0.500000,0.504278,-0.004278,0.000000
1052,B0 mode,conlegis,sensible,ordinal,1052,0.503802,0.279468,0.000000,0.279468,-0.279468,0.000000
1052,B0 mode,conmedic,sensible,ordinal,1052,0.424905,0.173954,0.599810,0.666350,-0.066540,0.000000
1052,B0 mode,conpress,temoin,ordinal,1052,0.471483,0.264259,0.500000,0.325095,0.174905,0.000000
1052,B0 mode,consci,temoin,ordinal,1052,0.512357,0.300856,1.000000,0.699144,0.300856,0.000000
1052,B0 mode,contv,temoin,ordinal,1052,0.490494,0.254753,0.500000,0.327947,0.172053,0.000000
1052,B0 mode,joblose,non teste,nominal,1052,0.438213,0.561787,,,,1.000000
1052,B0 mode,jobfind,temoin,nominal,1052,0.410646,0.589354,,,,1.000000
1052,B0 mode,happy,temoin,ordinal,1052,0.573194,0.213403,0.500000,0.475760,0.024240,0.000000
1052,B0 mode,hapmar,non teste,nominal,1052,0.572243,0.427757,,0.684444,,1.000000
1052,B0 mode,satjob,temoin,nominal,1052,0.409696,0.590304,,0.709071,,1.000000
1052,B0 mode,spdeg*,non teste,nominal,1052,0.515209,0.484791,,,,1.000000
1052,B0 mode,spjew,non teste,nominal,1052,0.707224,0.292776,,,,1.000000
1052,B0 mode,spfund,non teste,nominal,1052,0.688213,0.311787,,,,1.000000
1052,B0 mode,unemp,temoin,nominal,1052,0.600760,0.399240,1.000000,0.600760,0.399240,0.000000
1052,B0 mode,union1,non teste,nominal,1052,0.911597,0.088403,,,,1.000000
1052,B0 mode,spkath/y,temoin,nominal,1052,0.812738,0.187262,1.000000,0.812738,0.187262,0.000000
1052,B0 mode,colath,temoin,nominal,1052,0.748099,0.251901,1.000000,0.748099,0.251901,0.000000
1052,B0 mode,spkrac/y,sensible,nominal,1052,0.556084,0.443916,,,,1.000000
1052,B0 mode,colrac,temoin,nominal,1052,0.697719,0.302281,,,,1.000000
1052,B0 mode,librac/y,non teste,nominal,1052,0.577947,0.422053,,,,1.000000
1052,B0 mode,spkcom/y,non teste,nominal,1052,0.690114,0.309886,1.000000,0.690114,0.309886,0.000000
1052,B0 mode,colcom/y,non teste,nominal,1052,0.685361,0.314639,1.000000,0.685361,0.314639,0.000000
1052,B0 mode,libcom/y,temoin,nominal,1052,0.742395,0.257605,1.000000,0.742395,0.257605,0.000000
1052,B0 mode,spkhomo/y,non teste,nominal,1052,0.938213,0.061787,1.000000,0.938213,0.061787,0.000000
1052,B0 mode,colhomo,non teste,nominal,1052,0.933460,0.066540,1.000000,0.933460,0.066540,0.000000
1052,B0 mode,libhomo/y,non teste,nominal,1052,0.864068,0.135932,1.000000,0.864068,0.135932,0.000000
1052,B0 mode,cappun,temoin,nominal,1052,0.621673,0.378327,,,,1.000000
1052,B0 mode,polhitok/y,temoin,nominal,1052,0.656844,0.343156,0.000000,0.343156,-0.343156,0.000000
1052,B0 mode,polabuse/y,sensible,nominal,1052,0.938213,0.061787,1.000000,0.938213,0.061787,0.000000
1052,B0 mode,polattak/y,sensible,nominal,1052,0.669201,0.330799,,,,1.000000
1052,B0 mode,grass,non teste,nominal,1052,0.758555,0.241445,,,,1.000000
1052,B0 mode,gunlaw,temoin,nominal,1052,0.677757,0.322243,,,,1.000000
1052,B0 mode,owngun,temoin,nominal,1052,0.715779,0.284221,,,,1.000000
1052,B0 mode,hunt1,non teste,nominal,1052,0.889734,0.110266,,,,1.000000
1052,B0 mode,class,non teste,ordinal,1052,0.401141,0.208175,,,,1.000000
1052,B0 mode,satfin,temoin,ordinal,1052,0.408745,0.295627,0.500000,0.494297,0.005703,0.000000
1052,B0 mode,finalter,temoin,ordinal,1052,0.397338,0.301331,0.500000,0.475285,0.024715,0.000000
1052,B0 mode,finrela,temoin,ordinal,1052,0.396388,0.191302,0.500000,0.409458,0.090542,0.000000
1052,B0 mode,racdif1,temoin,nominal,1052,0.527567,0.472433,1.000000,0.527567,0.472433,0.000000
1052,B0 mode,racdif2,temoin,nominal,1052,0.933460,0.066540,1.000000,0.933460,0.066540,0.000000
1052,B0 mode,racdif3,temoin,nominal,1052,0.488593,0.288973,0.199620,0.488593,-0.288973,0.000000
1052,B0 mode,racdif4,temoin,nominal,1052,0.711027,0.288973,1.000000,0.711027,0.288973,0.000000
1052,B0 mode,wlthwhts,non teste,ordinal,1052,0.567491,0.088561,,,,1.000000
1052,B0 mode,wlthblks,non teste,ordinal,1052,0.455323,0.103771,,,,1.000000
1052,B0 mode,wlthhsps,non teste,ordinal,1052,0.371673,0.051806,,,,1.000000
1052,B0 mode,racwork,temoin,nominal,1052,0.397338,0.602662,,,,1.000000
1052,B0 mode,letin1a,temoin,ordinal,1052,0.336502,0.263546,0.500000,0.375238,0.124762,0.000000
1052,B0 mode,getahead,non teste,ordinal,1052,0.494297,0.252852,,,,1.000000
1052,B0 mode,aged,non teste,ordinal,1052,0.604563,0.197719,,,,1.000000
1052,B0 mode,parsol,temoin,ordinal,1052,0.284221,0.242158,0.500000,0.527329,-0.027329,0.000000
1052,B0 mode,kidssol,non teste,nominal,1052,0.277567,0.722433,,,,1.000000
1052,B0 mode,spanking,temoin,ordinal,1052,0.320342,0.310837,0.333333,0.527567,-0.194233,0.000000
1052,B0 mode,divlaw,non teste,ordinal,1052,0.477186,0.261407,,,,1.000000
1052,B0 mode,sexeduc,temoin,nominal,1052,0.849810,0.150190,1.000000,0.849810,0.150190,0.000000
1052,B0 mode,pillok,investiguer,ordinal,1052,0.337452,0.195818,,,,1.000000
1052,B0 mode,xmarsex,sensible,ordinal,1052,0.538973,0.235741,1.000000,0.764259,0.235741,0.000000
1052,B0 mode,homosex,temoin,ordinal,1052,0.578897,0.314639,1.000000,0.685361,0.314639,0.000000
1052,B0 mode,marhomo,temoin,ordinal,1052,0.518061,0.280418,1.000000,0.719582,0.280418,0.000000
1052,B0 mode,discaff,temoin,ordinal,1052,0.505703,0.310836,,,,1.000000
1052,B0 mode,abdefect,temoin,nominal,1052,0.826996,0.173004,,,,1.000000
1052,B0 mode,abnomore,temoin,nominal,1052,0.650190,0.349810,,,,1.000000
1052,B0 mode,abhlth,temoin,nominal,1052,0.928707,0.071293,,,,1.000000
1052,B0 mode,abpoor,investiguer,nominal,1052,0.667300,0.332700,,,,1.000000
1052,B0 mode,abrape,investiguer,nominal,1052,0.884030,0.115970,,,,1.000000
1052,B0 mode,absingle,temoin,nominal,1052,0.634981,0.365019,,,,1.000000
1052,B0 mode,abany,investiguer,nominal,1052,0.613118,0.386882,,,,1.000000
1052,B0 mode,letdie1,temoin,nominal,1052,0.758555,0.241445,,,,1.000000
1052,B0 mode,suicide1,investiguer,nominal,1052,0.766160,0.233840,,,,1.000000
1052,B0 mode,suicide2,non teste,nominal,1052,0.745247,0.254753,,,,1.000000
1052,B0 mode,suicide3,non teste,nominal,1052,0.747148,0.252852,,,,1.000000
1052,B0 mode,suicide4,temoin,nominal,1052,0.624525,0.375475,,,,1.000000
1052,B0 mode,pornlaw,temoin,ordinal,1052,0.690114,0.154943,0.500000,0.585551,-0.085551,0.000000
1052,B0 mode,fair,non teste,ordinal,1052,0.385932,0.307034,,,,1.000000
1052,B0 mode,helpful,non teste,ordinal,1052,0.370722,0.314639,,,,1.000000
1052,B0 mode,trust,non teste,ordinal,1052,0.519011,0.326996,,,,1.000000
1052,B0 mode,tax,non teste,ordinal,1052,0.592205,0.215779,,,,1.000000
1052,B0 mode,vote16,sensible,nominal,1052,0.689164,0.310837,1.000000,0.689164,0.310836,0.000000
1052,B0 mode,pres16,temoin,nominal,1052,0.353612,0.646388,,,,1.000000
1052,B0 mode,if16who,investiguer,nominal,1052,0.475285,0.524715,,,,1.000000
1052,B0 mode,news,investiguer,ordinal,1052,0.382129,0.368108,0.000000,0.368108,-0.368108,0.000000
1052,B0 mode,jew,non teste,nominal,1052,0.703422,0.296578,,,,1.000000
1052,B0 mode,relig16*,non teste,nominal,1052,0.305133,0.694867,,,,1.000000
1052,B0 mode,jew16*,non teste,nominal,1052,0.738593,0.261407,,,,1.000000
1052,B0 mode,attend,sensible,ordinal,1052,0.459125,0.254990,0.000000,0.254990,-0.254990,0.000000
1052,B0 mode,pray,investiguer,ordinal,1052,0.313688,0.469011,0.000000,0.469011,-0.469011,0.000000
1052,B0 mode,postlife,non teste,nominal,1052,0.696768,0.303232,,,,1.000000
1052,B0 mode,bible,non teste,ordinal,1052,0.416350,0.291825,,,,1.000000
1052,B0 mode,reborn,investiguer,nominal,1052,0.402091,0.597909,0.000000,0.414127,-0.414127,0.000000
1052,B0 mode,savesoul,investiguer,nominal,1052,0.680608,0.319392,0.000000,0.319392,-0.319392,0.000000
1052,B0 mode,granborn,non teste,ordinal,1052,0.560836,0.321293,,,,1.000000
1052,B0 mode,uscitzn*,non teste,nominal,1052,0.995247,0.004753,,,,1.000000
1052,B0 mode,fucitzn,non teste,nominal,1052,0.990494,0.009506,,,,1.000000
1052,B0 mode,mnthsusa,non teste,nominal,1052,0.981939,0.018061,,,,1.000000
1052,B0 mode,income,non teste,ordinal,1052,0.516160,0.216730,1.000000,0.783270,0.216730,0.000000
1052,B0 mode,othlang,temoin,nominal,1052,0.769962,0.230038,,,,1.000000
