type,construction,configuration,replicats,n_couverts,fidelite_chute,fidelite_boot_bas,fidelite_boot_haut,top1,top1_boot_bas,top1_boot_haut,bits,bits_bas,bits_haut,bits_replicats,exactitude_contre_verite,a_vraie_personne,c_candidat_hasard,delta_identification,ecart_exactitude_moyen,ecart_exactitude_max,z_exactitude_max,masque_identique,rho_moyen,rho_median,rho_p5,rho_p95,rho_min,rho_max,rho_boot_personnes_bas,rho_boot_personnes_haut,replicats_axe_degenere,replicats_rho_non_defini,rho_reel_depasse_p95,replicat,rho,distinct_fidelite,distinct_fuite
configuration,N1b mode de segment (Bernoulli),Text Persona - GPT4.1-mini,100.0,2058.0,0.0022999291383220427,0.0004876346371882387,0.005969924279235535,0.0007742144476838356,0.00016196954972465177,0.003401360544217687,0.01482159457820309,0.008592248391326166,0.028872708318584895,3.0,0.43377607709750565,0.4345238095238095,0.421949069784793,0.012574739739016527,0.04979308390022676,0.3166666666666667,5.203364296299079,True,,,,,,,,,,,,,,,
configuration,N1b mode de segment (Bernoulli),Text Persona - Gemini-Flash2.5,100.0,2058.0,-0.008152123825720715,-0.00954406077907351,-0.0042089103498541966,0.0005085843861354065,0.0,0.0,0.0003036173368951012,-0.0006951695335146871,0.00803874582237321,3.0,0.4231806770327179,0.4243278263686427,0.4223138396920155,0.0020139866766272427,0.04992095885973437,0.26666666666666666,4.47213595499958,True,,,,,,,,,,,,,,,
configuration,N1b mode de segment (Bernoulli),B0 tirage,100.0,2058.0,0.002291389293812798,-0.0008363247084547918,0.004694484936831895,0.0005183025591188855,0.0,0.0009718172983479105,0.0007893230783153626,-0.0007889252369620347,0.0098366238057599,3.0,0.4087295918367348,0.4087058632977001,0.40539722205694717,0.0033086412407528623,0.05028393262066731,0.30000000000000004,4.6501641579980015,True,,,,,,,,,,,,,,,
configuration,N1b mode de segment (Bernoulli),B1 argmax,100.0,2058.0,0.006406717687074883,0.0038486597019760575,0.009525069849368347,0.0007515387107223841,0.0,0.0017816650469711696,0.019297611993598807,0.011943810145701643,0.03426808736278978,3.0,0.42718294460641404,0.42742954324586985,0.4149261590424499,0.012503384203419898,0.05031875607385812,0.2833333333333333,4.870413763999743,True,,,,,,,,,,,,,,,
configuration,N1b mode de segment (Bernoulli),B2 argmax,100.0,2058.0,0.005975763281503124,0.001844893909944953,0.00747157940557178,0.0008649173955296406,0.0,0.001943634596695821,0.021634624270902236,0.013950062502375923,0.03684931950040677,3.0,0.42808373825720764,0.42661159701976037,0.41546394831707495,0.011147648702685291,0.0503252348558471,0.2666666666666667,4.47213595499958,True,,,,,,,,,,,,,,,
configuration,N1b mode de segment (Bernoulli),PMM k=10,100.0,2058.0,0.0005049663913184688,-0.0009367812601230769,0.004317677964042774,0.0005118237771298996,0.00016196954972465177,0.0035633300939423387,0.0014639252299897265,-0.0005230598211171777,0.01071509332435643,3.0,0.4152859572400389,0.4165856818918044,0.4108510311431714,0.005734650748633018,0.05062649821833496,0.29999999999999993,4.743416490252568,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,Demographics Only - GPT4.1-mini,100.0,2058.0,-0.0027738297700032042,-0.0071705994897959,-0.001568017087787476,0.0005085843861354066,0.0,0.00048590864917395527,-0.0011804368029751562,-0.0016062375039226733,0.006456532256742843,3.0,0.4027730806608358,0.40178976352445733,0.4029601273153068,-0.001170363790849309,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,JSON Persona - GPT4.1,100.0,2058.0,-0.002248005749918973,-0.00513972910592806,0.0005049856252024838,0.0003061224489795918,0.0,0.0,-0.001319092799800951,-0.0016626916944124806,0.005819303151409549,3.0,0.41091674765144165,0.41086815678652416,0.4087097669369937,0.0021583898495304422,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,JSON Persona - GPT4.1-mini,100.0,1000.0,-0.005753962499999959,-0.00847715624999998,-0.0008678541666666369,0.0003266666666666666,0.0,0.0,0.0006910848306211174,-0.0010997858780326995,0.015781202778393334,3.0,0.4053558333333334,0.40617730030438676,0.4048025845741107,0.0013747157302760147,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,Text Persona (Default Temperature) - GPT4.1-mini,100.0,2058.0,-0.0009453777939746927,-0.0033979338759313033,0.001940703960155508,0.00041788143828960165,0.0,0.0012957563977972141,0.0007425646856814202,-0.0006152567522947017,0.00923044558531612,3.0,0.40923339812115317,0.4093456430191124,0.4062206577758134,0.0031249852432990357,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
