source,statistique,famille,taux,valeur_moyenne,reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm5,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2,p_holm
A* trois cibles,B,publiee,0.05,0.03403758561620558,0.03762468032022438,0.0017653095303214101,-2.031991921193389,0.04215447381736318,0.0,15,0.09965,0.08025,-0.06608579699525695,0.05540840066109136,0.9991562397036562,0.2107723690868159
A* trois cibles,B,publiee,0.1,0.031182239014235315,0.03762468032022438,0.0017653095303214101,-3.6494683766965736,0.0002627835858910159,1.0,15,0.09965,0.08025,-0.06608579699525695,0.05540840066109136,0.9991562397036562,
A* trois cibles,B,publiee,0.25,0.024966218613223026,0.03762468032022438,0.0017653095303214101,-7.170675447889656,7.462863617421426e-13,1.0,15,0.09965,0.08025,-0.06608579699525695,0.05540840066109136,0.9991562397036562,
A* trois cibles,B,publiee,0.5,0.018353622445827143,0.03762468032022438,0.0017653095303214101,-10.916531941505214,9.60953594084389e-28,1.0,15,0.09965,0.08025,-0.06608579699525695,0.05540840066109136,0.9991562397036562,
A* trois cibles,C,publiee,0.05,0.03433460076045627,0.0349594423320659,0.0012820026548128471,-0.48739491237703636,0.6259784982621248,0.0,15,0.96735,0.9326000000000001,-0.014337683016767706,0.019503985511315533,0.9993968201600449,1.0
A* trois cibles,C,publiee,0.1,0.03365019011406844,0.0349594423320659,0.0012820026548128471,-1.0212554654877801,0.3071334200166121,0.0,15,0.96735,0.9326000000000001,-0.014337683016767706,0.019503985511315533,0.9993968201600449,
A* trois cibles,C,publiee,0.25,0.032623574144486696,0.0349594423320659,0.0012820026548128471,-1.8220462951538958,0.06844796144752965,0.06666666666666667,15,0.96735,0.9326000000000001,-0.014337683016767706,0.019503985511315533,0.9993968201600449,
A* trois cibles,C,publiee,0.5,0.03266159695817491,0.0349594423320659,0.0012820026548128471,-1.7923873755366324,0.07307093563720932,0.2,15,0.96735,0.9326000000000001,-0.014337683016767706,0.019503985511315533,0.9993968201600449,
A* trois cibles,R1,reserve,0.05,0.002985967902673616,0.0035104796766406957,0.0006353840041938637,-0.8255035860283391,0.4090857476281258,0.0,15,0.7393000000000001,0.70885,-0.007405410146549448,0.013990468584704463,0.9500918966647309,1.0
A* trois cibles,R1,reserve,0.1,0.002778425792025196,0.0035104796766406957,0.0006353840041938637,-1.1521440259489768,0.2492618943036819,0.0,15,0.7393000000000001,0.70885,-0.007405410146549448,0.013990468584704463,0.9500918966647309,
A* trois cibles,R1,reserve,0.25,0.0026857569399807188,0.0035104796766406957,0.0006353840041938637,-1.2979910278136992,0.1942904180903415,0.0,15,0.7393000000000001,0.70885,-0.007405410146549448,0.013990468584704463,0.9500918966647309,
A* trois cibles,R1,reserve,0.5,0.0032744842477970657,0.0035104796766406957,0.0006353840041938637,-0.3714217343935917,0.7103234398147716,0.0,15,0.7393000000000001,0.70885,-0.007405410146549448,0.013990468584704463,0.9500918966647309,
A* trois cibles,R2,reserve,0.05,0.3431724806696098,0.3413028980699382,0.002117833298363117,0.8827808124070177,0.37735470942254185,0.0,15,0.13345,0.1102,0.05201995923785847,0.016603936557407002,0.9992362150352712,1.0
A* trois cibles,R2,reserve,0.1,0.34640909825537375,0.3413028980699382,0.002117833298363117,2.411049155465714,0.01590670443331209,0.26666666666666666,15,0.13345,0.1102,0.05201995923785847,0.016603936557407002,0.9992362150352712,
A* trois cibles,R2,reserve,0.25,0.35579146145405366,0.3413028980699382,0.002117833298363117,6.841219937052528,7.852159282498207e-12,1.0,15,0.13345,0.1102,0.05201995923785847,0.016603936557407002,0.9992362150352712,
A* trois cibles,R2,reserve,0.5,0.37137060759945906,0.3413028980699382,0.002117833298363117,14.197392000947543,9.508572376036518e-46,1.0,15,0.13345,0.1102,0.05201995923785847,0.016603936557407002,0.9992362150352712,
A** microdonnees,A,publiee,0.05,-0.04695143578447537,-0.05125234925973888,0.004501731477161963,0.9553909417038221,0.339380033101507,0.0,15,0.97935,0.9468000000000001,0.05617218262711399,-0.07339872089955317,0.9846910511850493,1.0
A** microdonnees,A,publiee,0.1,-0.04622010722514631,-0.05125234925973888,0.004501731477161963,1.1178458911025628,0.2636328178769158,0.0,15,0.97935,0.9468000000000001,0.05617218262711399,-0.07339872089955317,0.9846910511850493,
A** microdonnees,A,publiee,0.25,-0.04249537909955995,-0.05125234925973888,0.004501731477161963,1.9452448917943026,0.05174551120788602,0.26666666666666666,15,0.97935,0.9468000000000001,0.05617218262711399,-0.07339872089955317,0.9846910511850493,
A** microdonnees,A,publiee,0.5,-0.04136399276167243,-0.05125234925973888,0.004501731477161963,2.1965673759600586,0.028051358332129114,0.26666666666666666,15,0.97935,0.9468000000000001,0.05617218262711399,-0.07339872089955317,0.9846910511850493,
A** microdonnees,B,publiee,0.05,0.03535682385551065,0.03762468032022438,0.0017653095303214101,-1.2846792167381675,0.19890440382980035,0.0,15,0.21250000000000002,0.16795000000000002,-0.033428999975788395,0.023701650745866366,0.9970207812785581,0.9945220191490017
A** microdonnees,B,publiee,0.1,0.03443326059809499,0.03762468032022438,0.0017653095303214101,-1.8078527687709984,0.07062941838517359,0.0,15,0.21250000000000002,0.16795000000000002,-0.033428999975788395,0.023701650745866366,0.9970207812785581,
A** microdonnees,B,publiee,0.25,0.031039564499783862,0.03762468032022438,0.0017653095303214101,-3.7302896219234523,0.00019125978755858797,1.0,15,0.21250000000000002,0.16795000000000002,-0.033428999975788395,0.023701650745866366,0.9970207812785581,
A** microdonnees,B,publiee,0.5,0.026772875823532553,0.03762468032022438,0.0017653095303214101,-6.147253107910226,7.883627505806213e-10,1.0,15,0.21250000000000002,0.16795000000000002,-0.033428999975788395,0.023701650745866366,0.9970207812785581,
A** microdonnees,C,publiee,0.05,0.034683143219264884,0.0349594423320659,0.0012820026548128471,-0.2155214825521205,0.8293607649261306,0.0,15,0.8578,0.7899,-0.0019790362895124526,0.008261965165096218,0.9579912057220803,1.0
A** microdonnees,C,publiee,0.1,0.03495564005069708,0.0349594423320659,0.0012820026548128471,-0.0029658919617263544,0.997633564064128,0.0,15,0.8578,0.7899,-0.0019790362895124526,0.008261965165096218,0.9579912057220803,
A** microdonnees,C,publiee,0.25,0.0349809885931559,0.0349594423320659,0.0012820026548128471,0.016806721116454756,0.9865908079796251,0.0,15,0.8578,0.7899,-0.0019790362895124526,0.008261965165096218,0.9579912057220803,
A** microdonnees,C,publiee,0.5,0.036032953105196455,0.0349594423320659,0.0012820026548128471,0.8373701638607516,0.40238453123821893,0.0,15,0.8578,0.7899,-0.0019790362895124526,0.008261965165096218,0.9579912057220803,
A** microdonnees,R1,reserve,0.05,0.0030911099993520307,0.0035104796766406957,0.0006353840041938637,-0.6600255507230396,0.5092374328765581,0.0,15,0.84545,0.8033,-0.00450069337028903,0.008361533622102933,0.904477704941987,1.0
A** microdonnees,R1,reserve,0.1,0.0031013422956069304,0.0035104796766406957,0.0006353840041938637,-0.6439214370101333,0.5196263800146119,0.0,15,0.84545,0.8033,-0.00450069337028903,0.008361533622102933,0.904477704941987,
A** microdonnees,R1,reserve,0.25,0.0030127055322130515,0.0035104796766406957,0.0006353840041938637,-0.783422530535986,0.4333790297787938,0.0,15,0.84545,0.8033,-0.00450069337028903,0.008361533622102933,0.904477704941987,
A** microdonnees,R1,reserve,0.5,0.0033281752839684486,0.0035104796766406957,0.0006353840041938637,-0.28692002233128877,0.7741735591626998,0.0,15,0.84545,0.8033,-0.00450069337028903,0.008361533622102933,0.904477704941987,
A** microdonnees,R2,reserve,0.05,0.3410535806942779,0.3413028980699382,0.002117833298363117,-0.11772285186610572,0.9062872595126105,0.0,15,0.5051,0.44705,0.0051384342733674475,0.01819912542690631,0.9845932793094956,1.0
A** microdonnees,R2,reserve,0.1,0.34146443123144576,0.3413028980699382,0.002117833298363117,0.07627284056418712,0.9392020329759568,0.0,15,0.5051,0.44705,0.0051384342733674475,0.01819912542690631,0.9845932793094956,
A** microdonnees,R2,reserve,0.25,0.3442655302353671,0.3413028980699382,0.002117833298363117,1.3988977166988286,0.16184365739426732,0.0,15,0.5051,0.44705,0.0051384342733674475,0.01819912542690631,0.9845932793094956,
A** microdonnees,R2,reserve,0.5,0.348313641428705,0.3413028980699382,0.002117833298363117,3.310337675862151,0.0009318348210661349,0.8,15,0.5051,0.44705,0.0051384342733674475,0.01819912542690631,0.9845932793094956,
B0 segment,A,publiee,0.05,-0.04575151485009381,-0.05125234925973888,0.004501731477161963,1.2219374784017494,0.22173127116471583,0.0,15,0.1767,0.14175000000000001,0.09670550658594347,-0.05451473066402837,0.998928233449634,0.8869250846588633
B0 segment,A,publiee,0.1,-0.041357536236300195,-0.05125234925973888,0.004501731477161963,2.1980016075229556,0.027948991383300856,0.26666666666666666,15,0.1767,0.14175000000000001,0.09670550658594347,-0.05451473066402837,0.998928233449634,
B0 segment,A,publiee,0.25,-0.031264229996027806,-0.05125234925973888,0.004501731477161963,4.440095853143206,8.991881876631396e-06,1.0,15,0.1767,0.14175000000000001,0.09670550658594347,-0.05451473066402837,0.998928233449634,
B0 segment,A,publiee,0.5,-0.016371801799635436,-0.05125234925973888,0.004501731477161963,7.748251453259328,9.316651185543006e-15,1.0,15,0.1767,0.14175000000000001,0.09670550658594347,-0.05451473066402837,0.998928233449634,
B0 segment,B,publiee,0.05,0.03429440951552161,0.03762468032022438,0.0017653095303214101,-1.8865081434735302,0.05922651206804891,0.0,15,0.10625000000000001,0.08645,-0.05914775915433415,0.022268066801496025,0.9994558790699521,0.29613256034024454
B0 segment,B,publiee,0.1,0.031600772991607066,0.03762468032022438,0.0017653095303214101,-3.4123802229292575,0.0006439822060982239,1.0,15,0.10625000000000001,0.08645,-0.05914775915433415,0.022268066801496025,0.9994558790699521,
B0 segment,B,publiee,0.25,0.024596133523737948,0.03762468032022438,0.0017653095303214101,-7.380318619882104,1.579111698207042e-13,1.0,15,0.10625000000000001,0.08645,-0.05914775915433415,0.022268066801496025,0.9994558790699521,
B0 segment,B,publiee,0.5,0.013543715752568266,0.03762468032022438,0.0017653095303214101,-13.641213710137107,2.2773843746162724e-42,1.0,15,0.10625000000000001,0.08645,-0.05914775915433415,0.022268066801496025,0.9994558790699521,
B0 segment,C,publiee,0.05,0.034632446134347274,0.0349594423320659,0.0012820026548128471,-0.2550667087084665,0.7986715764972235,0.0,15,0.8286,0.7212000000000001,-0.0029145541148121604,-0.002864210595058502,0.9771360729442145,1.0
B0 segment,C,publiee,0.1,0.034404309252218004,0.0349594423320659,0.0012820026548128471,-0.43302022641204235,0.6650000756815222,0.0,15,0.8286,0.7212000000000001,-0.0029145541148121604,-0.002864210595058502,0.9771360729442145,
B0 segment,C,publiee,0.25,0.034264892268694544,0.0349594423320659,0.0012820026548128471,-0.5417695983420195,0.5879772372415417,0.0,15,0.8286,0.7212000000000001,-0.0029145541148121604,-0.002864210595058502,0.9771360729442145,
B0 segment,C,publiee,0.5,0.032743979721166036,0.0349594423320659,0.0012820026548128471,-1.7281263830325613,0.08396556837830267,0.13333333333333333,15,0.8286,0.7212000000000001,-0.0029145541148121604,-0.002864210595058502,0.9771360729442145,
B0 segment,R1,reserve,0.05,0.0030178375128242707,0.0035104796766406957,0.0006353840041938637,-0.7753455557029,0.43813549712014255,0.0,15,,0.44405,-0.005952857887491987,0.004377688202889206,0.9904647006702431,1.0
B0 segment,R1,reserve,0.1,0.0029312194842431275,0.0035104796766406957,0.0006353840041938637,-0.9116694606319182,0.3619427450241368,0.0,15,,0.44405,-0.005952857887491987,0.004377688202889206,0.9904647006702431,
B0 segment,R1,reserve,0.25,0.002387771196663379,0.0035104796766406957,0.0006353840041938637,-1.7669763049854244,0.0772321966490314,0.06666666666666667,15,,0.44405,-0.005952857887491987,0.004377688202889206,0.9904647006702431,
B0 segment,R1,reserve,0.5,0.0016086671501398082,0.0035104796766406957,0.0006353840041938637,-2.9931702937875984,0.0027609564571784997,0.6666666666666666,15,,0.44405,-0.005952857887491987,0.004377688202889206,0.9904647006702431,
B0 segment,R2,reserve,0.05,0.341956090880479,0.3413028980699382,0.002117833298363117,0.3084250356464229,0.7577589341967269,0.0,15,0.23805,0.2011,0.024594696722982305,0.024426115652403234,0.9980442290370036,1.0
B0 segment,R2,reserve,0.1,0.34361735609598415,0.3413028980699382,0.002117833298363117,1.092842400690752,0.27446300149235864,0.0,15,0.23805,0.2011,0.024594696722982305,0.024426115652403234,0.9980442290370036,
B0 segment,R2,reserve,0.25,0.34945687770604195,0.3413028980699382,0.002117833298363117,3.8501517765378446,0.00011804465150419111,1.0,15,0.23805,0.2011,0.024594696722982305,0.024426115652403234,0.9980442290370036,
B0 segment,R2,reserve,0.5,0.35960905402301785,0.3413028980699382,0.002117833298363117,8.643813451808777,5.436729360388442e-18,1.0,15,0.23805,0.2011,0.024594696722982305,0.024426115652403234,0.9980442290370036,
E2 regression contexte tirage,A,publiee,0.05,-0.048346651414873425,-0.05125234925973888,0.004501731477161963,0.6454622759279502,0.5186276573835018,0.0,15,,0.6194500000000001,0.03913214391243543,-0.03030438633965425,0.994035078868484,1.0
E2 regression contexte tirage,A,publiee,0.1,-0.0474545841063903,-0.05125234925973888,0.004501731477161963,0.843623208673213,0.39887999098031385,0.0,15,,0.6194500000000001,0.03913214391243543,-0.03030438633965425,0.994035078868484,
E2 regression contexte tirage,A,publiee,0.25,-0.04385234456961284,-0.05125234925973888,0.004501731477161963,1.643812992326953,0.1002148368127685,0.06666666666666667,15,,0.6194500000000001,0.03913214391243543,-0.03030438633965425,0.994035078868484,
E2 regression contexte tirage,A,publiee,0.5,-0.03915787440416711,-0.05125234925973888,0.004501731477161963,2.6866273381540107,0.0072177430545663675,0.5333333333333333,15,,0.6194500000000001,0.03913214391243543,-0.03030438633965425,0.994035078868484,
E2 regression contexte tirage,B,publiee,0.05,0.035929887690520225,0.03762468032022438,0.0017653095303214101,-0.9600540871693964,0.33702799418018664,0.0,15,0.3512,0.2705,-0.021990097887569435,0.013701592554342546,0.9922011622694024,1.0
E2 regression contexte tirage,B,publiee,0.1,0.03526878742077882,0.03762468032022438,0.0017653095303214101,-1.3345494707756023,0.18202384521550197,0.0,15,0.3512,0.2705,-0.021990097887569435,0.013701592554342546,0.9922011622694024,
E2 regression contexte tirage,B,publiee,0.25,0.0333982357841831,0.03762468032022438,0.0017653095303214101,-2.3941662713800533,0.016658195277150074,0.3333333333333333,15,0.3512,0.2705,-0.021990097887569435,0.013701592554342546,0.9922011622694024,
E2 regression contexte tirage,B,publiee,0.5,0.029969398293340534,0.03762468032022438,0.0017653095303214101,-4.336509770889896,1.4476299483987206e-05,1.0,15,0.3512,0.2705,-0.021990097887569435,0.013701592554342546,0.9922011622694024,
E2 regression contexte tirage,C,publiee,0.05,0.034676806083650195,0.0349594423320659,0.0012820026548128471,-0.2204646358216536,0.825509311339817,0.0,15,,,-0.005468818048295341,0.006278048636423958,0.9692666554564641,1.0
E2 regression contexte tirage,C,publiee,0.1,0.034239543726235735,0.0349594423320659,0.0012820026548128471,-0.5615422114201952,0.5744279628072804,0.0,15,,,-0.005468818048295341,0.006278048636423958,0.9692666554564641,
E2 regression contexte tirage,C,publiee,0.25,0.034144486692015204,0.0349594423320659,0.0012820026548128471,-0.6356895104633541,0.5249788146698324,0.0,15,,,-0.005468818048295341,0.006278048636423958,0.9692666554564641,
E2 regression contexte tirage,C,publiee,0.5,0.03376425855513308,0.0349594423320659,0.0012820026548128471,-0.9322787066359896,0.35119250912935335,0.0,15,,,-0.005468818048295341,0.006278048636423958,0.9692666554564641,
E2 regression contexte tirage,R1,reserve,0.05,0.0031024009196294676,0.0035104796766406957,0.0006353840041938637,-0.6422553201177505,0.5207074193792136,0.0,15,,,-0.005105859361534206,0.00574609713476537,0.9815883007290925,1.0
E2 regression contexte tirage,R1,reserve,0.1,0.002988184284832743,0.0035104796766406957,0.0006353840041938637,-0.8220153298800922,0.41106817215168867,0.0,15,,,-0.005105859361534206,0.00574609713476537,0.9815883007290925,
E2 regression contexte tirage,R1,reserve,0.25,0.002697589351899094,0.0035104796766406957,0.0006353840041938637,-1.2793685698350987,0.20076729640430796,0.0,15,,,-0.005105859361534206,0.00574609713476537,0.9815883007290925,
E2 regression contexte tirage,R1,reserve,0.5,0.002372401745782958,0.0035104796766406957,0.0006353840041938637,-1.7911655366610326,0.0732667348341281,0.0,15,,,-0.005105859361534206,0.00574609713476537,0.9815883007290925,
E2 regression contexte tirage,R2,reserve,0.05,0.3407184355355943,0.3413028980699382,0.002117833298363117,-0.2759719260225269,0.7825696289898483,0.0,15,0.5900000000000001,0.5326500000000001,0.0006610165250545455,0.019673546598089904,0.9770427514746981,1.0
E2 regression contexte tirage,R2,reserve,0.1,0.3412960080298738,0.3413028980699382,0.002117833298363117,-0.0032533439103555606,0.9974042117020233,0.0,15,0.5900000000000001,0.5326500000000001,0.0006610165250545455,0.019673546598089904,0.9770427514746981,
E2 regression contexte tirage,R2,reserve,0.25,0.343110385246808,0.3413028980699382,0.002117833298363117,0.8534605524744596,0.3934039543721521,0.0,15,0.5900000000000001,0.5326500000000001,0.0006610165250545455,0.019673546598089904,0.9770427514746981,
E2 regression contexte tirage,R2,reserve,0.5,0.3464660899447945,0.3413028980699382,0.002117833298363117,2.437959531020201,0.01477042746988255,0.3333333333333333,15,0.5900000000000001,0.5326500000000001,0.0006610165250545455,0.019673546598089904,0.9770427514746981,
PMM k=10,A,publiee,0.05,-0.05105667394191259,-0.05125234925973888,0.004501731477161963,0.04346667916977703,0.9653295255808505,0.0,15,0.6111,0.5381,-0.010633238744772294,-0.023799809789138364,0.982089090530617,1.0
PMM k=10,A,publiee,0.1,-0.05150489580236464,-0.05125234925973888,0.004501731477161963,-0.05609986821892287,0.9552622489209358,0.0,15,0.6111,0.5381,-0.010633238744772294,-0.023799809789138364,0.982089090530617,
PMM k=10,A,publiee,0.25,-0.05635262457342211,-0.05125234925973888,0.004501731477161963,-1.1329585826159965,0.2572316466700745,0.0,15,0.6111,0.5381,-0.010633238744772294,-0.023799809789138364,0.982089090530617,
PMM k=10,A,publiee,0.5,-0.062330121085477454,-0.05125234925973888,0.004501731477161963,-2.460780231326094,0.013863525801875196,0.4,15,0.6111,0.5381,-0.010633238744772294,-0.023799809789138364,0.982089090530617,
PMM k=10,B,publiee,0.05,0.03746257883731034,0.03762468032022438,0.0017653095303214101,-0.09182609629061828,0.9268362098115559,0.0,15,0.4686,0.40855,0.006871378387332736,0.012811883200181553,0.9898795753020994,1.0
PMM k=10,B,publiee,0.1,0.038149358138923305,0.03762468032022438,0.0017653095303214101,0.2972157628375768,0.7663017883345291,0.0,15,0.4686,0.40855,0.006871378387332736,0.012811883200181553,0.9898795753020994,
PMM k=10,B,publiee,0.25,0.04052281012207327,0.03762468032022438,0.0017653095303214101,1.6417119785906453,0.10064970801776515,0.0,15,0.4686,0.40855,0.006871378387332736,0.012811883200181553,0.9898795753020994,
PMM k=10,B,publiee,0.5,0.04418545484286931,0.03762468032022438,0.0017653095303214101,3.7165009364960517,0.00020200089272688306,1.0,15,0.4686,0.40855,0.006871378387332736,0.012811883200181553,0.9898795753020994,
PMM k=10,C,publiee,0.05,0.0353295310519645,0.0349594423320659,0.0012820026548128471,0.28868015094135974,0.7728261535645543,0.0,15,,,0.007998754618704872,-0.004783861455698364,0.9997424692154293,1.0
PMM k=10,C,publiee,0.1,0.03567173637515842,0.0349594423320659,0.0012820026548128471,0.5556104274967371,0.5784772014921419,0.0,15,,,0.007998754618704872,-0.004783861455698364,0.9997424692154293,
PMM k=10,C,publiee,0.25,0.03669201520912547,0.0349594423320659,0.0012820026548128471,1.3514581038933142,0.17654873196104123,0.0,15,,,0.007998754618704872,-0.004783861455698364,0.9997424692154293,
PMM k=10,C,publiee,0.5,0.03775665399239544,0.0349594423320659,0.0012820026548128471,2.181907853176704,0.029116334141924143,0.3333333333333333,15,,,0.007998754618704872,-0.004783861455698364,0.9997424692154293,
PMM k=10,R1,reserve,0.05,0.0032507946714758875,0.0035104796766406957,0.0006353840041938637,-0.4087056070828862,0.6827557184513757,0.0,15,0.81235,0.7522500000000001,-0.001470333343536866,0.005100816235729262,0.8031319257267697,1.0
PMM k=10,R1,reserve,0.1,0.003298339061439037,0.0035104796766406957,0.0006353840041938637,-0.3338778027168149,0.7384717704463,0.0,15,0.81235,0.7522500000000001,-0.001470333343536866,0.005100816235729262,0.8031319257267697,
PMM k=10,R1,reserve,0.25,0.003607622575428751,0.0035104796766406957,0.0006353840041938637,0.1528884865638133,0.878486215554212,0.0,15,0.81235,0.7522500000000001,-0.001470333343536866,0.005100816235729262,0.8031319257267697,
PMM k=10,R1,reserve,0.5,0.004020669580333763,0.0035104796766406957,0.0006353840041938637,0.8029630905492576,0.42199606823487756,0.0,15,0.81235,0.7522500000000001,-0.001470333343536866,0.005100816235729262,0.8031319257267697,
PMM k=10,R2,reserve,0.05,0.3391184151206607,0.3413028980699382,0.002117833298363117,-1.0314706785306824,0.3023201514656561,0.0,15,0.3501,0.2659,-0.027494896845891237,0.019481046906981592,0.9900594351782709,1.0
PMM k=10,R2,reserve,0.1,0.3383707181803489,0.3413028980699382,0.002117833298363117,-1.3845187399100607,0.16619967399570962,0.0,15,0.3501,0.2659,-0.027494896845891237,0.019481046906981592,0.9900594351782709,
PMM k=10,R2,reserve,0.25,0.33619737838228664,0.3413028980699382,0.002117833298363117,-2.4107278375487007,0.015920723916598347,0.2,15,0.3501,0.2659,-0.027494896845891237,0.019481046906981592,0.9900594351782709,
PMM k=10,R2,reserve,0.5,0.33231173603490954,0.3413028980699382,0.002117833298363117,-4.245453144011832,2.181520946126951e-05,1.0,15,0.3501,0.2659,-0.027494896845891237,0.019481046906981592,0.9900594351782709,
agents v8,A,publiee,0.05,-0.06075086507136655,-0.05125234925973888,0.004501731477161963,-2.109969432831619,0.034860988858250966,0.2,15,0.054650000000000004,0.04505,-0.2735394115451576,-0.14889444075687866,0.998925227564934,0.13944395543300386
agents v8,A,publiee,0.1,-0.07735795532680609,-0.05125234925973888,0.004501731477161963,-5.799014490203451,6.670576905393409e-09,1.0,15,0.054650000000000004,0.04505,-0.2735394115451576,-0.14889444075687866,0.998925227564934,
