modele,cle_modele,identite,item,tv_camps_decrit,tv_camps_reel_w1,tv_camps_reel_w2,gap_signe_decrit,gap_signe_reel_w1,gap_signe_reel_w2
Qwen3-4B-Instruct-2507,q4,journaliste,natspac/y,0.12999999999999995,0.033175868943399495,0.06674901043021014,-0.11499999999999999,0.02331989829822878,0.047549911877726836
Qwen3-4B-Instruct-2507,q4,journaliste,natenvir/y,0.12999999999999998,0.48262113201005474,0.4519444685215682,-0.08999999999999997,0.3759895697899513,0.3464830545202392
Qwen3-4B-Instruct-2507,q4,journaliste,natheal/y,0.10000000000000003,0.22794053913495704,0.15097078963335353,-0.050000000000000044,0.15112247551356503,0.10599953771922209
Qwen3-4B-Instruct-2507,q4,journaliste,natcity/y,0.25000000000000006,0.3880197047181532,0.37290167865707446,-0.15000000000000002,0.28032995290514584,0.28626737164485283
Qwen3-4B-Instruct-2507,q4,journaliste,natdrug/y,0.0,0.16543873335066892,0.2147438675565572,0.0,0.14246193406720412,0.20169527028979228
Qwen3-4B-Instruct-2507,q4,journaliste,nateduc/y,0.22999999999999998,0.21662188321631853,0.24963884314235363,-0.16500000000000004,0.17675377770073103,0.2037755337898357
Qwen3-4B-Instruct-2507,q4,journaliste,natrace/y,0.10000000000000002,0.48924474877928986,0.4407269365230707,-0.07500000000000001,0.4631403311086071,0.43645445089711354
Qwen3-4B-Instruct-2507,q4,journaliste,natarms/y,0.10000000000000003,0.38940654705151545,0.42075496229522413,0.050000000000000044,0.38641977983877956,0.40962410794256165
Qwen3-4B-Instruct-2507,q4,journaliste,nataid/y,0.22999999999999998,0.35004044956805647,0.4064820432810378,-0.16500000000000004,0.20733654040622929,0.24127445031926276
Qwen3-4B-Instruct-2507,q4,journaliste,natfare/y,0.22999999999999998,0.32912224437317616,0.3237121146456329,-0.16500000000000004,0.2528603623125595,0.2516324289965618
Qwen3-4B-Instruct-2507,q4,journaliste,natroad,0.10000000000000003,0.009859582213747102,0.024450319262662133,-0.050000000000000044,-0.00927089653578339,0.01747276877293341
Qwen3-4B-Instruct-2507,q4,journaliste,natsoc,0.22999999999999998,0.05249053769032964,0.03263413365692993,-0.16500000000000004,0.051956025541013,0.025212360232296088
Qwen3-4B-Instruct-2507,q4,journaliste,natmass,0.0,0.3410982057727312,0.3867195400306261,0.0,0.23388879258039352,0.26902574326081297
Qwen3-4B-Instruct-2507,q4,journaliste,natpark,0.0,0.11819219323336512,0.1019040189535119,0.0,0.09173023027361249,0.07424301522637305
