contraste,n_items_communs_stricts,moyenne_brute,mediane_brute,q25_brut,q75_brut,moyenne_absolue,mediane_absolue,q90_absolu,difference_facteur_denominateur_commun,part_positive,part_negative,part_nulle,denominateur_humain_commun
SFT - Base,58,-0.01695402298850574,-0.0025,-0.12,0.047499999999999924,0.13821839080459766,0.0774999999999999,0.3220000000000002,-0.06610382113486238,0.4482758620689655,0.5,0.05172413793103448,0.2564756877505889
DPO - SFT,58,0.051465517241379315,0.03749999999999995,0.0,0.07875000000000007,0.12933908045977013,0.06666666666666665,0.35200000000000153,0.20066431127548912,0.603448275862069,0.22413793103448276,0.1724137931034483,0.2564756877505889
Final - DPO,58,-0.028764367816091957,0.0,-0.014583333333333325,0.018749999999999947,0.08721264367816092,0.01749999999999998,0.1860000000000001,-0.11215241517965639,0.3620689655172414,0.39655172413793105,0.2413793103448276,0.2564756877505889
R4 sans gabarit - gabarit,58,0.1361206896551724,0.07,-0.065,0.33499999999999996,0.20382183908045978,0.1225,0.546,0.5307352554505816,0.603448275862069,0.3793103448275862,0.017241379310344827,0.2564756877505889
R5 gabarit + exemples - gabarit,58,0.10681034482758621,0.037500000000000006,-0.04375,0.2825,0.17589080459770115,0.11,0.44,0.4164540731496331,0.603448275862069,0.3620689655172414,0.034482758620689655,0.2564756877505889
