jeu,predicteur,fpr,tpr
Stanford,Retest humain (plafond),0.004752851711026616,0.870722433460076
Stanford,Retest humain (plafond),0.004752851711026616,0.8802281368821293
Stanford,Retest humain (plafond),0.004752851711026616,0.8811787072243346
Stanford,Retest humain (plafond),0.005703422053231939,0.8963878326996197
Stanford,Retest humain (plafond),0.008555133079847909,0.9020912547528517
Stanford,Retest humain (plafond),0.009505703422053232,0.905893536121673
Stanford,Retest humain (plafond),0.010456273764258554,0.9077946768060836
Stanford,Retest humain (plafond),0.012357414448669201,0.9182509505703422
Stanford,Retest humain (plafond),0.014258555133079848,0.9220532319391636
Stanford,Retest humain (plafond),0.016159695817490494,0.9220532319391636
Stanford,Retest humain (plafond),0.017110266159695818,0.9239543726235742
Stanford,Retest humain (plafond),0.024714828897338403,0.9296577946768061
Stanford,Retest humain (plafond),0.03326996197718631,0.9325095057034221
Stanford,Retest humain (plafond),0.03517110266159696,0.9334600760456274
Stanford,Retest humain (plafond),0.039923954372623575,0.9372623574144486
Stanford,Retest humain (plafond),0.05038022813688213,0.9448669201520913
Stanford,Retest humain (plafond),0.07129277566539924,0.9477186311787072
Stanford,Retest humain (plafond),0.07604562737642585,0.9477186311787072
Stanford,Retest humain (plafond),0.09125475285171103,0.9486692015209125
Stanford,Retest humain (plafond),0.12927756653992395,0.9515209125475285
Stanford,Retest humain (plafond),0.19011406844106463,0.9562737642585551
Stanford,Retest humain (plafond),0.20722433460076045,0.9562737642585551
Stanford,Retest humain (plafond),0.2718631178707224,0.9581749049429658
Stanford,Retest humain (plafond),0.32224334600760457,0.9581749049429658
Stanford,Retest humain (plafond),0.5171102661596958,0.964828897338403
Stanford,Retest humain (plafond),0.535171102661597,0.964828897338403
Stanford,Retest humain (plafond),0.6682509505703422,0.964828897338403
Stanford,Retest humain (plafond),0.8174904942965779,0.9667300380228137
Stanford,Retest humain (plafond),1.0,0.9667300380228137
