top1_achat_apparie,top1_achat_apparie_bas,top1_achat_apparie_haut,top1_opinion,top1_opinion_bas,top1_opinion_haut,ecart_entropie_moyen_bits,chevauchement_ic
0.11047133138969874,0.09868804664723033,0.12286443148688046,0.002380952380952381,0.0006802721088435374,0.004591836734693877,1.074321512297856,False
