jeu,predicteur,famille,n_attaques,n_pool,n_items,top1,rang_median,bits,bits_bas,bits_haut,bits_plugin,bits_par_item,bits_normalises,exactitude,gain_pp,gain_bas,gain_haut,gain_segment_pp,gain_segment_bas,gain_segment_haut,mi_moyenne_par_item,mi_somme_items,gain_significatif,ratio_bits_par_pp
Twin-2K-500,B0 mode,statistique,2058,2058,60,0.0006073858114674441,1029.0,-0.003804844993110734,-0.002893970223599984,0.0022391764091233665,-0.6860252256309014,-6.341408321851224e-05,-4.7023230708796956e-05,0.49901198574667965,0.0,0.0,0.0,-2.100745059928734,-2.4716958211856173,-1.7257653061224492,0.0,0.0,False,
Twin-2K-500,B0 tirage,statistique,2058,2058,60,0.0007045675413022352,1021.0,-0.0019098328896038907,-0.00204101608795062,0.005673119378685329,-0.6793240581884543,-3.1830548160064844e-05,-2.3603198749410505e-05,0.43228053126012317,-6.673145448655652,-7.19148850016197,-6.132956754130223,-8.773890508584385,-9.243784418529316,-8.287961613216716,0.0004913107929477579,0.029478647576865472,False,
Twin-2K-500,B1 argmax,statistique,2058,2058,60,0.0031584062196307093,648.0,0.15519390483579976,0.1298094323911923,0.18650748820987365,-0.5057729219979024,0.0025865650805966625,0.0019180068583362925,0.5039763524457402,0.4964366699060579,0.04614107547781058,0.9629292193067704,-1.6043083900226758,-2.0416464204729516,-1.1733479105928093,0.03174804289705218,1.904882573823131,True,0.31261571564640367
Twin-2K-500,B2 argmax,statistique,2058,2058,60,0.0008017492711370263,717.0,0.07941440796650134,0.062125393880678816,0.1045300839846173,-0.5726220995381794,0.0013235734661083557,0.0009814649569622124,0.5106737933268546,1.1661807580174932,0.7701652089407196,1.5873015873015874,-0.9345643019112405,-1.3646137026239065,-0.502085357952705,0.014056755873704144,0.8434053524222487,True,0.06809785483127487
Twin-2K-500,PMM k=10,statistique,2058,2058,60,0.002259475218658892,605.0,0.18870868881145242,0.1615285806281673,0.22545070450231272,-0.4770046133671624,0.003145144813524207,0.002332208598984375,0.47470035633300944,-2.4311629413670226,-2.9818999028182698,-1.8464123744735987,-4.531908001295756,-5.037354227405247,-4.017654680919987,0.024854622625264864,1.4912773575158917,False,
Twin-2K-500,Demographics Only - GPT4.1-mini,LLM,2058,2058,60,0.02118561710398445,299.0,0.819771317031412,0.7462114400852097,0.9022989570565079,0.17100046821390613,0.013662855283856867,0.010131370880816466,0.4942095885973437,-0.48023971493359213,-1.2649821833495296,0.2989957887917067,-2.5809847748623262,-3.2710560414642043,-1.8707280531260124,0.04521966254322448,2.7131797525934687,False,
Twin-2K-500,JSON Persona - GPT4.1,LLM,2058,2058,60,0.2064139941690962,20.0,3.5510771827920866,3.3925026560124514,3.7176714306343386,2.9685155052595746,0.05918461971320144,0.043886970936667866,0.5903871072238419,9.13751214771623,8.593253968253968,9.672942986718496,7.036767087787496,6.497367994816973,7.598841917719468,0.11925173929588807,7.1551043577532845,True,0.3886262612170228
Twin-2K-500,JSON Persona - GPT4.1-mini,LLM,1000,2058,60,0.122,65.0,2.4043643822973753,2.236860376912497,2.594953052573923,1.3092222784952448,0.040072739704956256,0.029715003176607226,0.5508994350282485,5.469943502824859,4.481483050847457,6.55065324858757,3.3649435028248584,2.441014830508475,4.299601694915254,0.09072939882884357,5.443763929730614,True,0.43955927169187076
Twin-2K-500,Text Persona (Default Temperature) - GPT4.1-mini,LLM,2058,2058,60,0.055199222546161324,124.0,1.5888064475315673,1.4887584650266148,1.7017593303137681,0.9502608311844867,0.026480107458859457,0.01963570454753783,0.5518383543893748,5.282636864269518,4.877632005183027,5.698898607061872,3.1818918043407836,2.7509920634920633,3.630628441852931,0.07760661766150777,4.656397059690466,True,0.3007601105951217
Twin-2K-500,Text Persona (Reasoning) - GPT4.1-mini,LLM,2058,2058,60,0.09363459669582118,86.0,2.092636740091555,1.9765588361942215,2.22977458199194,1.5018445496465684,0.034877279001525915,0.02586243076845525,0.5457563977972141,4.67444120505345,3.987568837058634,5.35973436993845,2.573696145124717,1.954142371234208,3.2159661483641075,0.08377647419320863,5.026588451592518,True,0.4476763421110624
Twin-2K-500,Text Persona (Repeating Questions) - GPT4.1-mini,LLM,2058,2058,60,0.07356656948493683,82.0,2.040818174419055,1.9197860702806837,2.1623603580518833,1.4228099452989298,0.034013636240317585,0.025222016671947012,0.557037576935536,5.80255911888565,5.346594590217039,6.259333495302883,3.7018140589569164,3.251498218334953,4.176405085843861,0.0852826698002449,5.116960188014694,True,0.35171001839115823
Twin-2K-500,Text Persona - GPT4.1-mini,LLM,2058,2058,60,0.05413022351797862,111.5,1.728131238920005,1.6235497400913406,1.8437805714422133,1.091142347566004,0.028802187315333416,0.021357588571926746,0.5581551668286362,5.91431810819566,5.503725299643667,6.305494816974409,3.813573048266926,3.37220602526725,4.267978620019436,0.08307236991644316,4.98434219498659,True,0.2921945027822021
Twin-2K-500,Text Persona - Gemini-Flash2.5,LLM,2058,2058,60,0.13080660835762878,40.0,2.8173454559859525,2.6834717919541133,2.96609514108859,2.2352670175004032,0.04695575759976588,0.0348189441627938,0.5595966958211857,6.058471007450599,5.362771298995789,6.756600259151279,3.957725947521866,3.329992711370262,4.595906219630709,0.10383865590321179,6.230319354192707,True,0.46502582128745545
Twin-2K-500,retest humain v1-3,humain,2058,2058,60,0.815354713313897,1.0,9.149989344826295,9.004015169157597,9.308391943344407,8.93921685687517,0.15249982241377158,0.11308267767119487,0.7446631033365727,24.56511175898931,24.07023404599935,25.081794622610946,22.464366699060577,21.960621153223194,22.964042759961128,0.385124743476108,23.10748460856648,True,0.3724790440441601
Stanford GSS,composite,LLM,1052,1052,177,0.6555133079847909,1.0,7.465284242018695,7.273491751706928,7.664240732406098,7.338042956999225,0.042176747130049125,0.0327168664897485,0.712159781744753,11.704367253120232,11.325736826276557,12.08729404309252,,,,0.3317319855744234,58.71656144667294,True,0.637820403322405
