perimetre,seuil,items_portant_une_minorite,cellules_minoritaires,borne_t1_t2,borne_t2_t3,n_t1,n_t2,n_t3,couverture_d_seg,cases_de_segment
"1052 personnes, 58 items",0.100000,21,1563,0.040134,0.133333,450,453,446,0.863084,98
