c_poids,exactitude
0.0,0.49552964042759967
0.01,0.5842565597667638
0.05,0.5842565597667638
0.1,0.5842565597667638
0.2,0.5842565597667638
0.4,0.5842565597667638
0.7,0.5842565597667638
0.85,0.5842565597667638
1.0,0.6697521865889212
