jeu,condition,axe,mesure,ratio_inter,ratio_intra
twin2k500,Persona Summary - GPT4.1-mini,ethnicite,entropie,0.5379,0.6002
twin2k500,Persona Summary - GPT4.1-mini,ethnicite,gini_simpson,0.5091,0.6488
twin2k500,Persona Summary - GPT4.1-mini,ethnicite,variance_ordinale,0.1574,0.1156
twin2k500,Persona Summary - GPT4.1-mini,ideologie politique,entropie,2.8915,0.5564
twin2k500,Persona Summary - GPT4.1-mini,ideologie politique,gini_simpson,3.5003,0.6075
twin2k500,Persona Summary - GPT4.1-mini,ideologie politique,variance_ordinale,1.1595,0.0861
twin2k500,Persona Summary - GPT4.1-mini,age,entropie,0.5595,0.6001
twin2k500,Persona Summary - GPT4.1-mini,age,gini_simpson,0.6888,0.6482
twin2k500,Persona Summary - GPT4.1-mini,age,variance_ordinale,0.1624,0.1157
twin2k500,Persona Summary - GPT4.1-mini,education,entropie,2.1793,0.5974
twin2k500,Persona Summary - GPT4.1-mini,education,gini_simpson,2.4275,0.6454
twin2k500,Persona Summary - GPT4.1-mini,education,variance_ordinale,0.1213,0.1159
twin2k500,Persona Summary - GPT4.1-mini,profil croise,entropie,2.5815,0.5546
twin2k500,Persona Summary - GPT4.1-mini,profil croise,gini_simpson,3.1249,0.6050
twin2k500,Persona Summary - GPT4.1-mini,profil croise,variance_ordinale,0.8405,0.0849
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,genre,entropie,0.5694,0.5934
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,genre,gini_simpson,0.5313,0.5949
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,genre,variance_ordinale,0.2035,0.1451
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ethnicite,entropie,0.4005,0.5933
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ethnicite,gini_simpson,0.3581,0.5956
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ethnicite,variance_ordinale,0.1696,0.1454
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ideologie politique,entropie,2.4506,0.5573
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ideologie politique,gini_simpson,2.5023,0.5675
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,ideologie politique,variance_ordinale,1.2947,0.1128
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,age,entropie,0.3188,0.5937
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,age,gini_simpson,0.4235,0.5952
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,age,variance_ordinale,0.2160,0.1453
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,education,entropie,1.2793,0.5914
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,education,gini_simpson,1.0986,0.5939
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,education,variance_ordinale,0.0960,0.1458
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,profil croise,entropie,2.0054,0.5575
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,profil croise,gini_simpson,2.0632,0.5691
twin2k500,Persona Summary - JSON Persona - GPT4.1-mini,profil croise,variance_ordinale,0.9038,0.1132
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,genre,entropie,0.4830,0.6465
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,genre,gini_simpson,0.4956,0.6703
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,genre,variance_ordinale,0.1711,0.1480
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ethnicite,entropie,0.9091,0.6445
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ethnicite,gini_simpson,0.6823,0.6698
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ethnicite,variance_ordinale,0.3413,0.1465
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ideologie politique,entropie,4.4272,0.5738
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ideologie politique,gini_simpson,4.7112,0.6120
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,ideologie politique,variance_ordinale,2.6837,0.0758
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,age,entropie,0.4199,0.6464
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,age,gini_simpson,0.5311,0.6703
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,age,variance_ordinale,0.4060,0.1472
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,education,entropie,2.3102,0.6429
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,education,gini_simpson,1.7557,0.6680
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,education,variance_ordinale,0.2383,0.1478
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,profil croise,entropie,3.5453,0.5783
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,profil croise,gini_simpson,3.6910,0.6169
twin2k500,Text Persona (Default Temperature) - GPT4.1-mini,profil croise,variance_ordinale,1.8272,0.0765
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,genre,entropie,0.2460,0.6803
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,genre,gini_simpson,0.2747,0.7299
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,genre,variance_ordinale,0.0840,0.1454
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ethnicite,entropie,0.7153,0.6784
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ethnicite,gini_simpson,0.5833,0.7293
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ethnicite,variance_ordinale,0.2104,0.1444
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ideologie politique,entropie,4.1680,0.6122
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ideologie politique,gini_simpson,4.9691,0.6679
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,ideologie politique,variance_ordinale,2.0140,0.0916
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,age,entropie,0.3844,0.6796
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,age,gini_simpson,0.4065,0.7296
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,age,variance_ordinale,0.2587,0.1445
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,education,entropie,1.8767,0.6765
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,education,gini_simpson,2.1228,0.7264
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,education,variance_ordinale,0.1181,0.1451
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,profil croise,entropie,3.3596,0.6169
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,profil croise,gini_simpson,3.9304,0.6726
twin2k500,Text Persona (Reasoning) - GPT4.1-mini,profil croise,variance_ordinale,1.3566,0.0931
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,genre,entropie,0.5318,0.6586
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,genre,gini_simpson,0.6585,0.6966
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,genre,variance_ordinale,0.1780,0.1317
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ethnicite,entropie,1.2510,0.6556
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ethnicite,gini_simpson,1.1007,0.6952
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ethnicite,variance_ordinale,0.3194,0.1305
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ideologie politique,entropie,4.7132,0.5809
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ideologie politique,gini_simpson,5.2775,0.6309
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,ideologie politique,variance_ordinale,2.4610,0.0656
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,age,entropie,0.4972,0.6586
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,age,gini_simpson,0.5706,0.6969
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,age,variance_ordinale,0.3129,0.1314
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,education,entropie,2.6696,0.6547
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,education,gini_simpson,2.1213,0.6942
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,education,variance_ordinale,0.1991,0.1318
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,profil croise,entropie,3.8366,0.5843
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,profil croise,gini_simpson,4.2476,0.6344
twin2k500,Text Persona (Repeating Questions) - GPT4.1-mini,profil croise,variance_ordinale,1.6700,0.0664
twin2k500,Text Persona - GPT4.1-mini,genre,entropie,0.7245,0.5850
twin2k500,Text Persona - GPT4.1-mini,genre,gini_simpson,0.7641,0.6158
twin2k500,Text Persona - GPT4.1-mini,genre,variance_ordinale,0.1851,0.1315
twin2k500,Text Persona - GPT4.1-mini,ethnicite,entropie,0.9734,0.5837
twin2k500,Text Persona - GPT4.1-mini,ethnicite,gini_simpson,0.7382,0.6157
twin2k500,Text Persona - GPT4.1-mini,ethnicite,variance_ordinale,0.3501,0.1300
twin2k500,Text Persona - GPT4.1-mini,ideologie politique,entropie,4.9787,0.5017
twin2k500,Text Persona - GPT4.1-mini,ideologie politique,gini_simpson,5.5408,0.5456
twin2k500,Text Persona - GPT4.1-mini,ideologie politique,variance_ordinale,2.7968,0.0557
twin2k500,Text Persona - GPT4.1-mini,age,entropie,0.5137,0.5855
twin2k500,Text Persona - GPT4.1-mini,age,gini_simpson,0.6265,0.6161
twin2k500,Text Persona - GPT4.1-mini,age,variance_ordinale,0.3724,0.1310
twin2k500,Text Persona - GPT4.1-mini,education,entropie,3.2732,0.5810
twin2k500,Text Persona - GPT4.1-mini,education,gini_simpson,2.6407,0.6128
twin2k500,Text Persona - GPT4.1-mini,education,variance_ordinale,0.2652,0.1313
twin2k500,Text Persona - GPT4.1-mini,profil croise,entropie,3.9585,0.5072
twin2k500,Text Persona - GPT4.1-mini,profil croise,gini_simpson,4.2875,0.5519
twin2k500,Text Persona - GPT4.1-mini,profil croise,variance_ordinale,1.8929,0.0565
twin2k500,Text Persona - Gemini-Flash2.5,genre,entropie,0.4874,0.7716
twin2k500,Text Persona - Gemini-Flash2.5,genre,gini_simpson,0.5578,0.7818
twin2k500,Text Persona - Gemini-Flash2.5,genre,variance_ordinale,0.2218,0.2566
twin2k500,Text Persona - Gemini-Flash2.5,ethnicite,entropie,0.4671,0.7714
twin2k500,Text Persona - Gemini-Flash2.5,ethnicite,gini_simpson,0.3465,0.7826
twin2k500,Text Persona - Gemini-Flash2.5,ethnicite,variance_ordinale,0.4232,0.2550
twin2k500,Text Persona - Gemini-Flash2.5,ideologie politique,entropie,4.1594,0.7062
twin2k500,Text Persona - Gemini-Flash2.5,ideologie politique,gini_simpson,4.4681,0.7285
twin2k500,Text Persona - Gemini-Flash2.5,ideologie politique,variance_ordinale,4.7143,0.1291
twin2k500,Text Persona - Gemini-Flash2.5,age,entropie,0.5270,0.7713
twin2k500,Text Persona - Gemini-Flash2.5,age,gini_simpson,0.6061,0.7817
twin2k500,Text Persona - Gemini-Flash2.5,age,variance_ordinale,0.5761,0.2552
twin2k500,Text Persona - Gemini-Flash2.5,education,entropie,1.2715,0.7695
twin2k500,Text Persona - Gemini-Flash2.5,education,gini_simpson,0.8043,0.7811
twin2k500,Text Persona - Gemini-Flash2.5,education,variance_ordinale,0.2206,0.2566
twin2k500,Text Persona - Gemini-Flash2.5,profil croise,entropie,3.3802,0.7078
twin2k500,Text Persona - Gemini-Flash2.5,profil croise,gini_simpson,3.5434,0.7328
twin2k500,Text Persona - Gemini-Flash2.5,profil croise,variance_ordinale,3.2143,0.1299
twin2k500 sous ensemble 2050 sujets,humains vague 4,genre,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,genre,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,genre,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ethnicite,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ethnicite,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ethnicite,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ideologie politique,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ideologie politique,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,ideologie politique,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,age,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,age,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,age,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,education,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,education,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,education,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,profil croise,entropie,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,profil croise,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vague 4,profil croise,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),genre,entropie,0.8962,1.0094
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),genre,gini_simpson,0.9342,1.0055
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),genre,variance_ordinale,0.7979,1.0349
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ethnicite,entropie,1.0493,1.0088
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ethnicite,gini_simpson,1.0870,1.0050
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ethnicite,variance_ordinale,1.0629,1.0329
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ideologie politique,entropie,0.9497,1.0101
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ideologie politique,gini_simpson,0.9514,1.0061
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),ideologie politique,variance_ordinale,1.0278,1.0336
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),age,entropie,0.9981,1.0091
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),age,gini_simpson,1.0454,1.0053
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),age,variance_ordinale,0.9880,1.0334
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),education,entropie,1.4479,1.0083
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),education,gini_simpson,1.2923,1.0048
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),education,variance_ordinale,1.2522,1.0318
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),profil croise,entropie,1.0403,1.0084
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),profil croise,gini_simpson,1.0801,1.0040
twin2k500 sous ensemble 2050 sujets,humains vagues 1-3 (retest),profil croise,variance_ordinale,1.0485,1.0330
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,genre,entropie,0.7461,0.6029
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,genre,gini_simpson,0.8901,0.6652
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,genre,variance_ordinale,0.1347,0.0929
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ethnicite,entropie,1.0475,0.6015
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ethnicite,gini_simpson,0.8831,0.6650
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ethnicite,variance_ordinale,0.1997,0.0922
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ideologie politique,entropie,5.3476,0.5132
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ideologie politique,gini_simpson,6.3912,0.5843
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,ideologie politique,variance_ordinale,2.0708,0.0376
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,age,entropie,0.8295,0.6025
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,age,gini_simpson,0.8450,0.6654
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,age,variance_ordinale,0.2952,0.0925
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,education,entropie,2.7321,0.5999
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,education,gini_simpson,2.2492,0.6632
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,education,variance_ordinale,0.1201,0.0930
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,profil croise,entropie,4.0800,0.5246
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,profil croise,gini_simpson,4.5550,0.5983
twin2k500 sous ensemble 2050 sujets,JSON Persona (Predicted Output) - GPT4.1,profil croise,variance_ordinale,1.3960,0.0389
twin2k500 sous ensemble 1000 sujets,humains vague 4,genre,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,genre,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,genre,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ethnicite,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ethnicite,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ethnicite,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ideologie politique,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ideologie politique,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,ideologie politique,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,age,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,age,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,age,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,education,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,education,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,education,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,profil croise,entropie,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,profil croise,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vague 4,profil croise,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),genre,entropie,0.9094,1.0122
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),genre,gini_simpson,0.9252,1.0078
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),genre,variance_ordinale,0.6392,1.0511
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ethnicite,entropie,1.6474,1.0101
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ethnicite,gini_simpson,1.5649,1.0062
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ethnicite,variance_ordinale,1.6340,1.0436
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ideologie politique,entropie,0.9901,1.0122
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ideologie politique,gini_simpson,1.0132,1.0075
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),ideologie politique,variance_ordinale,1.0540,1.0478
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),age,entropie,0.7134,1.0129
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),age,gini_simpson,0.8530,1.0081
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),age,variance_ordinale,0.9914,1.0485
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),education,entropie,1.0410,1.0116
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),education,gini_simpson,0.9678,1.0076
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),education,variance_ordinale,1.8436,1.0459
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),profil croise,entropie,1.1495,1.0092
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),profil croise,gini_simpson,1.1778,1.0049
twin2k500 sous ensemble 1000 sujets,humains vagues 1-3 (retest),profil croise,variance_ordinale,1.1322,1.0448
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,genre,entropie,0.2564,0.6237
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,genre,gini_simpson,0.1381,0.6837
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,genre,variance_ordinale,0.0285,0.1415
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ethnicite,entropie,0.7037,0.6221
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ethnicite,gini_simpson,0.6909,0.6823
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ethnicite,variance_ordinale,0.1416,0.1406
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ideologie politique,entropie,3.8106,0.5661
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ideologie politique,gini_simpson,4.6078,0.6325
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,ideologie politique,variance_ordinale,1.7412,0.0995
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,age,entropie,0.3534,0.6230
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,age,gini_simpson,0.2278,0.6835
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,age,variance_ordinale,0.0685,0.1409
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,education,entropie,1.2979,0.6204
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,education,gini_simpson,1.0743,0.6813
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,education,variance_ordinale,0.0541,0.1408
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,profil croise,entropie,2.9635,0.5751
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,profil croise,gini_simpson,3.4456,0.6379
twin2k500 sous ensemble 1000 sujets,JSON Persona - GPT4.1-mini,profil croise,variance_ordinale,1.1023,0.1026
twin2k500 sous ensemble 1558 sujets,humains vague 4,genre,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,genre,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,genre,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ethnicite,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ethnicite,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ethnicite,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ideologie politique,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ideologie politique,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,ideologie politique,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,age,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,age,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,age,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,education,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,education,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,education,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,profil croise,entropie,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,profil croise,gini_simpson,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vague 4,profil croise,variance_ordinale,1.0000,1.0000
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),genre,entropie,0.8694,1.0086
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),genre,gini_simpson,0.8505,1.0048
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),genre,variance_ordinale,0.7035,1.0261
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ethnicite,entropie,0.9670,1.0084
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ethnicite,gini_simpson,1.0011,1.0045
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ethnicite,variance_ordinale,1.0701,1.0232
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ideologie politique,entropie,0.9091,1.0100
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ideologie politique,gini_simpson,0.9035,1.0059
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),ideologie politique,variance_ordinale,0.9647,1.0247
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),age,entropie,1.0307,1.0081
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),age,gini_simpson,1.1718,1.0041
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),age,variance_ordinale,1.0425,1.0231
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),education,entropie,1.9161,1.0068
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),education,gini_simpson,1.4873,1.0036
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),education,variance_ordinale,1.1720,1.0222
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),profil croise,entropie,0.9748,1.0090
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),profil croise,gini_simpson,0.9903,1.0045
twin2k500 sous ensemble 1558 sujets,humains vagues 1-3 (retest),profil croise,variance_ordinale,0.9646,1.0246
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,genre,entropie,0.5946,0.5572
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,genre,gini_simpson,0.7213,0.6029
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,genre,variance_ordinale,0.1107,0.1458
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,ethnicite,entropie,0.2790,0.5579
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,ethnicite,gini_simpson,0.1423,0.6046
twin2k500 sous ensemble 1558 sujets,LLM Finetuning (500 training samples) - GPT4.1-mini,ethnicite,variance_ordinale,0.0567,0.1462
