modele,cle_modele,identite,perimetre,n_items,ecart_decrit_moyen,ecart_reel_moyen,facteur,ic_bas,ic_haut,facteur_plancher_w2_w1,p,p_holm,hypothese
Qwen3-4B-Instruct-2507,q4,journaliste,tous les items,8,0.13,0.29905864465054466,0.4346973489159871,0.2584353770515066,0.7216211306644177,0.9899523885720496,0.21623918804059797,0.21623918804059797,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4,adversaire,tous les items,8,0.18125000000000002,0.29905864465054466,0.6060684191617128,0.47098702029564143,0.8285573079802754,0.9899523885720496,0.06129693515324234,0.12259387030648468,"H2a, ecart non signe (TV entre camps)"
Qwen3-4B-Instruct-2507,q4,journaliste,items retenus stricts,7,-0.06857142857142857,0.28231683156056914,-0.2428882053981151,-0.4832754441634839,-0.04674349922041297,1.007125482692515,0.014949252537373132,0.029898505074746264,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,adversaire,items retenus stricts,7,-0.09285714285714287,0.28231683156056914,-0.3289111114766142,-0.6623128933492091,-0.021493677371276835,1.007125482692515,0.01624918754062297,0.029898505074746264,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,journaliste,79 items orientes,8,-0.074375,0.2499422149027766,-0.2975687801635696,-0.639832875772349,-0.09315567864207214,1.0191601884229693,0.007999600019999,0.015999200039998,"H2b, ecart signe (position orientee)"
Qwen3-4B-Instruct-2507,q4,adversaire,79 items orientes,8,-0.08125,0.2499422149027766,-0.32507513799381554,-0.671408374947462,2.440362593686398e-17,1.0191601884229693,0.008449577521123944,0.015999200039998,"H2b, ecart signe (position orientee)"
