ratio_demo_sur_complets,ratio_ic95_bas,ratio_ic95_haut,prediction_ratio_1_5,facteur_complets,complets_ic95_bas,prediction_complets_sup_1
1.3170474969657944,0.6015320949769064,1.4106349188570049,False,0.5593508854645426,0.6241624518294542,False
