jeu,item,k,baseline,1-MAE,1-TV,spearman,KS
GSS,aged,3,B2 sous-echantillon (sexe),0.9671312545085269,0.9506968817627902,1.0,
GSS,astrolgy,2,B0 uniforme,0.967343976777939,0.967343976777939,,
GSS,astrolgy,2,B1 autre cohorte,0.9927092855389718,0.9927092855389718,0.9999999999999999,
GSS,astrolgy,2,B2 sous-echantillon (sexe),0.9879143608245382,0.9879143608245382,0.9999999999999999,
GSS,astrosci,3,B0 uniforme,0.787833081950729,0.6817496229260935,,
GSS,astrosci,3,B1 autre cohorte,0.9925536396124631,0.9888304594186947,1.0,
GSS,astrosci,3,B2 sous-echantillon (sexe),0.9910426055571241,0.9865639083356862,1.0,
GSS,babies,6,B0 uniforme,0.7675725824055882,0.3027177472167648,,
GSS,babies,6,B1 autre cohorte,0.9935699370541224,0.9807098111623672,1.0,
GSS,babies,6,B2 sous-echantillon (sexe),0.9933978599682844,0.9801935799048535,1.0,
GSS,balpos,2,B0 uniforme,0.8228699551569507,0.8228699551569507,,
GSS,balpos,2,B1 autre cohorte,0.9408699551569507,0.9408699551569507,0.9999999999999999,
GSS,balpos,2,B2 sous-echantillon (sexe),0.9372918420719383,0.9372918420719383,0.9999999999999999,
GSS,betrlang,2,B0 uniforme,0.5619136960600375,0.5619136960600375,,
GSS,betrlang,2,B1 autre cohorte,0.996587218016745,0.996587218016745,0.9999999999999999,
GSS,betrlang,2,B2 sous-echantillon (sexe),0.994412581308324,0.994412581308324,0.9999999999999999,
GSS,bible,4,B0 uniforme,0.863160518444666,0.726321036889332,,
GSS,bible,4,B1 autre cohorte,0.986332145987804,0.9726642919756081,1.0,
GSS,bible,4,B2 sous-echantillon (sexe),0.9858679168861784,0.9717358337723567,1.0,
GSS,bigbang,2,B0 uniforme,0.9780635400907716,0.9780635400907716,,
GSS,bigbang,2,B1 autre cohorte,0.9210782459731245,0.9210782459731245,-0.9999999999999999,
GSS,bigbang,2,B2 sous-echantillon (sexe),0.9121897481482648,0.9121897481482648,-0.9999999999999999,
GSS,blkwhite,4,B0 uniforme,0.8260160561966884,0.6520321123933768,,
GSS,blkwhite,4,B1 autre cohorte,0.9839638684453151,0.9679277368906302,1.0,
GSS,blkwhite,4,B2 sous-echantillon (sexe),0.9832492336547677,0.9664984673095353,1.0,
GSS,born,2,B0 uniforme,0.6213901125795399,0.6213901125795399,,
GSS,born,2,B1 autre cohorte,0.9903965386793916,0.9903965386793916,0.9999999999999999,
GSS,born,2,B2 sous-echantillon (sexe),0.9901680105411741,0.9901680105411741,0.9999999999999999,
GSS,boyorgrl,2,B0 uniforme,0.7855361596009975,0.7855361596009975,,
GSS,boyorgrl,2,B1 autre cohorte,0.9939078247343922,0.9939078247343922,0.9999999999999999,
GSS,boyorgrl,2,B2 sous-echantillon (sexe),0.997551102662567,0.997551102662567,0.9999999999999999,
GSS,cappun,2,B0 uniforme,0.8248308172826653,0.8248308172826653,,
GSS,cappun,2,B1 autre cohorte,0.9888686721722552,0.9888686721722552,0.9999999999999999,
GSS,cappun,2,B2 sous-echantillon (sexe),0.9861720210606539,0.9861720210606539,0.9999999999999999,
GSS,class,4,B0 uniforme,0.8074174470182356,0.6148348940364712,,
GSS,class,4,B1 autre cohorte,0.992836678328659,0.9856733566573179,1.0,
GSS,class,4,B2 sous-echantillon (sexe),0.9924852006279781,0.9849704012559563,1.0,
GSS,colath,2,B0 uniforme,0.8814516129032258,0.8814516129032258,,
GSS,colath,2,B1 autre cohorte,0.9940273142998393,0.9940273142998393,0.9999999999999999,
GSS,colath,2,B2 sous-echantillon (sexe),0.9947332619728292,0.9947332619728292,0.9999999999999999,
GSS,colcom,2,B0 uniforme,0.8602638087386645,0.8602638087386645,,
GSS,colcom,2,B1 autre cohorte,0.970552195332585,0.970552195332585,0.9999999999999999,
GSS,colcom,2,B2 sous-echantillon (sexe),0.9692789481308662,0.9692789481308662,0.9999999999999999,
GSS,colhomo,2,B0 uniforme,0.652191235059761,0.652191235059761,,
GSS,colhomo,2,B1 autre cohorte,0.954314055378184,0.954314055378184,0.9999999999999999,
GSS,colhomo,2,B2 sous-echantillon (sexe),0.9546747084576579,0.9546747084576579,0.9999999999999999,
GSS,colmil,2,B0 uniforme,0.9168674698795181,0.9168674698795181,,
GSS,colmil,2,B1 autre cohorte,0.9418867154530361,0.9418867154530361,0.9999999999999999,
GSS,colmil,2,B2 sous-echantillon (sexe),0.9408180513953229,0.9408180513953229,0.9999999999999999,
GSS,colmslm,2,B0 uniforme,0.8277511961722488,0.8277511961722488,,
GSS,colmslm,2,B1 autre cohorte,0.9788347235855105,0.9788347235855105,0.9999999999999999,
GSS,colmslm,2,B2 sous-echantillon (sexe),0.9771715590446244,0.9771715590446244,0.9999999999999999,
GSS,colrac,2,B0 uniforme,0.9767255216693419,0.9767255216693419,,
GSS,colrac,2,B1 autre cohorte,0.9891748614724205,0.9891748614724205,0.9999999999999999,
GSS,colrac,2,B2 sous-echantillon (sexe),0.9871206844127564,0.9871206844127564,0.9999999999999999,
GSS,colsci,2,B0 uniforme,0.9684431977559608,0.9684431977559608,,
GSS,colsci,2,B1 autre cohorte,0.91098231994611,0.91098231994611,0.9999999999999999,
GSS,colsci,2,B2 sous-echantillon (sexe),0.9102539056387187,0.9102539056387187,0.9999999999999999,
