taux_stereotypie_humains,taux_stereotypie_humains_bas,taux_stereotypie_humains_haut,taux_stereotypie_ia,taux_stereotypie_ia_bas,taux_stereotypie_ia_haut
0.37523136872868973,0.3693606916707258,0.3809796639064783,0.3621529469069654,0.3560155869459328,0.36804736970287383
